new,host,soa,status_code,a,aaaa,cname,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips
[x],ews-assets.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.22.97, 104.18.23.97","2606:4700::6812:1761, 2606:4700::6812:1661",ews-assets.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews-devint.fip.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.18.201, 104.18.19.201","2606:4700::6812:12c9, 2606:4700::6812:13c9",ews-devint.fip.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews-nat-kwa.firms.qc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.116,,,,,,,,,
[x],ews-qaint.fip.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.104, 104.18.28.104","2606:4700::6812:1d68, 2606:4700::6812:1c68",ews-qaint.fip.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.2.10, 104.18.3.10","2606:4700::6812:20a, 2606:4700::6812:30a",ews.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.17.242, 104.18.16.242","2606:4700::6812:11f2, 2606:4700::6812:10f2",ews.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.fip.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700::6812:8e9, 2606:4700::6812:9e9",ews.fip.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.fip.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.23.247, 104.18.22.247","2606:4700::6812:16f7, 2606:4700::6812:17f7",ews.fip.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.int.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700::6812:1c46, 2606:4700::6812:1d46",ews.int.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ews.stress.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.3.247, 104.18.2.247","2606:4700::6812:3f7, 2606:4700::6812:2f7",ews.stress.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ext.cobra.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.12.200, 104.18.13.200","2606:4700::6812:dc8, 2606:4700::6812:cc8",ext.cobra.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],f4.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.22.4, 104.18.23.4","2606:4700::6812:1704, 2606:4700::6812:1604",f4.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],fbc-stress.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.166,,,,,,,,,
[x],feeds.finra.org,"ns1.google.com, dns-admin.google.com",NOERROR,108.177.14.121,2a00:1450:4010:c08::79,1dt9ycx.feedproxy.ghs.google.com,,,,,,,
[x],files.brokercheck.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.61, 104.18.26.61","2606:4700::6812:1b3d, 2606:4700::6812:1a3d",files.brokercheck.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],files.brokercheck.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.12.145, 104.18.13.145","2606:4700::6812:c91, 2606:4700::6812:d91",files.brokercheck.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],filex-int.qa.finra.org,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,52.70.2.197,,filex-int.finrastratusq.org,,,,,,,
[x],filex.ct.finra.org,"ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,34.225.135.103,,filex.ct.finrastratus.org,,,,,,,
[x],filex.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],filex.finra.org,"ns-795.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,52.207.197.35,,filex.finrastratus.org,,,,,,,
[x],filing-prodmirror.crd.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"54.92.238.208, 52.22.115.93, 18.211.41.106",,"prodmirror.crd.finra.org, awsalberampejj13-824679139.us-east-1.elb.amazonaws.com",,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,
[x],finpro.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.16.243.5, 104.17.14.88","2606:4700::6810:f305, 2606:4700::6811:e58",finpro.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],finpro.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.24.56, 104.18.25.56","2606:4700::6812:1938, 2606:4700::6812:1838",finpro.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],finprogw-qa2.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.130, 104.18.29.130","2606:4700::6812:1c82, 2606:4700::6812:1d82",finprogw-qa2.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],finprogw.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.49, 104.18.28.49","2606:4700::6812:1c31, 2606:4700::6812:1d31",finprogw.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],finprogw.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.4.230, 104.18.5.230","2606:4700::6812:4e6, 2606:4700::6812:5e6",finprogw.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],finraawardsonline.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"34.230.163.225, 34.230.227.67, 3.89.170.120, 34.197.144.26",,finra.org,,,"edns1.ultradns.net, edns1.ultradns.biz, edns1.ultradns.org, ns33.ultradns2.com, ns33.ultradns2.org, edns1.ultradns.com","mxb-0009b601.gslb.pphosted.com, mxa-0009b601.gslb.pphosted.com","mongodb-site-verification=9IVAEcql0nFQ23gv3yYCdD6h4OGtpMW8, docker-verification=290d160b-fa0d-4b5e-b891-6646b8bacb51, docusign=c1cb9a42-1c90-4967-828a-a106ed0abbc1, docusign=4b71d4a2-8d12-4c38-8e1f-742d93db0742, v=spf1 redirect=_spf.finra.org, google-site-verification=BO_UtzdjHVQK93-YJVjkhlLGnsdTiavDc0OWWYhBzRE, MS=ms57037628, MS=ms65386581, hFyqR0Ci0/sz3xELk5TJnBgxJxqyMEN0TPyoPXFmf/cheXqRhwcb4Qj2ywuHZWBQ5NxetLKaqNC9hOm3AVkHow==, atlassian-domain-verification=8bRhni6aQzXMDlB5gNy16pouJAMcPbAFbexKTLfC9g9VHdV0wpo41TrCtESXQfcD, miro-verification=aaf0a978e19a47ec1bc0f8831e6c409636c8d65f, h1-domain-verification=1PyXVdzCWm9XAUJ6RKkgjhMh4rkv5c2Jz3vmhydM56m6Mgge, adobe-idp-site-verification=787273190a9aa72164810d5271b7289e28a47cb3a37500c77339a26390f6705f, apple-domain-verification=X5taqs8PlYq1lCeb",,
[x],finralink.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.8.206, 104.18.9.206","2606:4700::6812:8ce, 2606:4700::6812:9ce",finralink.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],fip.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],fip.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],fip.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],firms-ct.di.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.24.20, 104.18.25.20","2606:4700::6812:1814, 2606:4700::6812:1914",firms-ct.di.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms-int.cdip.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700::6812:105c, 2606:4700::6812:115c",firms-int.cdip.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms-old.dr.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.27,,,,,,,,,
[x],firms.cdip.ct.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.26, 104.18.7.26","2606:4700::6812:71a, 2606:4700::6812:61a",firms.cdip.ct.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms.cdip.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700::6812:124a, 2606:4700::6812:134a",firms.cdip.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms.di.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.169, 104.18.7.169","2606:4700::6812:6a9, 2606:4700::6812:7a9",firms.di.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms.di.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.204, 104.18.28.204","2606:4700::6812:1dcc, 2606:4700::6812:1ccc",firms.di.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firms.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.6, 104.18.15.6","2606:4700::6812:f06, 2606:4700::6812:e06",firms.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],firmstest.dr.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.51,,,,,,,,,
[x],fist.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.9.86, 104.18.8.86","2606:4700::6812:856, 2606:4700::6812:956",fist.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],fixmypc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.61.85,,,,,,,,,
[x],forms.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,75.98.60.238,,forms.finra.org.cdn.cloudflare.net,,,,,,,
[x],forms.firms.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,75.98.60.238,,"forms.finra.org, forms.finra.org.cdn.cloudflare.net",,,,,,,
[x],fp.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.71, 104.18.28.71","2606:4700::6812:1d47, 2606:4700::6812:1c47",fp.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],fp.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.19.95, 104.18.18.95","2606:4700::6812:135f, 2606:4700::6812:125f",fp.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],fprd.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"34.202.81.142, 54.227.246.182, 52.2.55.70",,"crd.finra.org, awsalberampepp11-1105864954.us-east-1.elb.amazonaws.com",,,,,,,
[x],fprdtesting.crd.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"52.203.115.103, 34.225.99.59, 34.235.200.42",,"webcrdtesting.crd.finra.org, AWSALBERAMPEJJ11-387251195.us-east-1.elb.amazonaws.com",,,,,,,
[x],fss.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],fss.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway-devint.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway-internal-qaint.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway-internal-qaint2.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway-qaint.qa.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"172.67.171.205, 104.21.47.183","2606:4700:3030::ac43:abcd, 2606:4700:3035::6815:2fb7",gateway-qaint.qa.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],gateway.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],gateway.qa.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.21.32.134, 172.67.152.74","2606:4700:3030::ac43:984a, 2606:4700:3035::6815:2086",gateway.qa.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],gns1.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.61.84,,,,,,,,,
[x],gp-gw-ny.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.61.243,,,,,,,,,
[x],gp-gw-va.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.241.243,,,,,,,,,
[x],helpchat.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.61.85,,fixmypc.finra.org,,,,,,,
[x],iapd.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.8.35, 104.18.9.35","2606:4700::6812:923, 2606:4700::6812:823",iapd.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],iex.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.91, 104.18.0.91","2606:4700::6812:5b, 2606:4700::6812:15b","reg.finra.org, reg.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],ig-ext-stress.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.149,,,,,,,,,
[x],ig-ext-vip.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.148,,,,,,,,,
[x],int.drportal.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.23.137, 104.18.22.137",,"drportal.qa.finra.org, drportal.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],internalreportcenter.ddwa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.11.153, 104.18.10.153","2606:4700::6812:b99, 2606:4700::6812:a99",internalreportcenter.ddwa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],investor.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"3.89.170.120, 34.197.144.26, 34.230.163.225, 34.230.227.67",,finra.org,,,"edns1.ultradns.org, ns33.ultradns2.com, ns33.ultradns2.org, edns1.ultradns.com, edns1.ultradns.net, edns1.ultradns.biz","mxb-0009b601.gslb.pphosted.com, mxa-0009b601.gslb.pphosted.com","h1-domain-verification=1PyXVdzCWm9XAUJ6RKkgjhMh4rkv5c2Jz3vmhydM56m6Mgge, adobe-idp-site-verification=787273190a9aa72164810d5271b7289e28a47cb3a37500c77339a26390f6705f, apple-domain-verification=X5taqs8PlYq1lCeb, mongodb-site-verification=9IVAEcql0nFQ23gv3yYCdD6h4OGtpMW8, docker-verification=290d160b-fa0d-4b5e-b891-6646b8bacb51, docusign=c1cb9a42-1c90-4967-828a-a106ed0abbc1, docusign=4b71d4a2-8d12-4c38-8e1f-742d93db0742, v=spf1 redirect=_spf.finra.org, google-site-verification=BO_UtzdjHVQK93-YJVjkhlLGnsdTiavDc0OWWYhBzRE, MS=ms57037628, MS=ms65386581, hFyqR0Ci0/sz3xELk5TJnBgxJxqyMEN0TPyoPXFmf/cheXqRhwcb4Qj2ywuHZWBQ5NxetLKaqNC9hOm3AVkHow==, atlassian-domain-verification=8bRhni6aQzXMDlB5gNy16pouJAMcPbAFbexKTLfC9g9VHdV0wpo41TrCtESXQfcD, miro-verification=aaf0a978e19a47ec1bc0f8831e6c409636c8d65f",,
[x],iptest166.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.60.166,,,,,,,,,
[x],jira-rpg.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.17, 104.18.21.17","2606:4700::6812:1411, 2606:4700::6812:1511",jira-rpg.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],jira.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"107.22.178.68, 54.235.110.35",,AWSLBEAHAEP01-905571320.us-east-1.elb.amazonaws.com,,,,,,,
[x],jiraext.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700::6812:86a, 2606:4700::6812:96a",jiraext.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],jiraext.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.26.196, 104.18.27.196","2606:4700::6812:1bc4, 2606:4700::6812:1ac4",jiraext.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],jiraextdr.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.60.214,,,,,,,,,
[x],kwaapacnep001-pub.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.241.151,,,,,,,,,
[x],kwalxawsp001-eth4.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,150.123.247.19,,,,,,,,,
[x],kwalxlwebtq001-ec1.qc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.79,,,,,,,,,
[x],log.qa.finra.org,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.206.94.112, 23.21.148.43",,AWSLBEDSPNETEQ01-19444219901ad2fe.elb.us-east-1.amazonaws.com,,,,,,,
[x],ltse.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.91, 104.18.0.91","2606:4700::6812:5b, 2606:4700::6812:15b","reg.finra.org, reg.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],lyncdiscover.finra.org,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.193.16,2603:1027:0:48::21,webdir.online.lync.com,,,,,,,
[x],meet.finra.org,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.65.78,2603:1037:0:c::12,webdir.online.lync.com,,,,,,,
[x],memx.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.0.91, 104.18.1.91","2606:4700::6812:5b, 2606:4700::6812:15b",reg.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],memx.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.139, 104.18.26.139","2606:4700::6812:1a8b, 2606:4700::6812:1b8b","reg.qa.finra.org, reg.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],mfekw.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.170,,,,,,,,,
[x],mfeny.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.60.65,,,,,,,,,
[x],miax.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.91, 104.18.0.91","2606:4700::6812:5b, 2606:4700::6812:15b","reg.finra.org, reg.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],miax.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.139, 104.18.26.139","2606:4700::6812:1b8b, 2606:4700::6812:1a8b","reg.qa.finra.org, reg.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],mirs-sec.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.118, 104.18.29.118","2606:4700::6812:1d76, 2606:4700::6812:1c76",mirs-sec.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],mirs-sec.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.17.176, 104.18.16.176","2606:4700::6812:10b0, 2606:4700::6812:11b0",mirs-sec.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],mirs.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],myfiles.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.234, 104.18.29.234","2606:4700::6812:1cea, 2606:4700::6812:1dea",myfiles.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myfiles.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],nasdaq.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.0.91, 104.18.1.91","2606:4700::6812:5b, 2606:4700::6812:15b","reg.finra.org, reg.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],nasdaq.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.139, 104.18.26.139","2606:4700::6812:1a8b, 2606:4700::6812:1b8b","reg.qa.finra.org, reg.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],newissue.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.48, 104.18.21.48","2606:4700::6812:1430, 2606:4700::6812:1530",newissue.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],newissue.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.17.18, 104.18.16.18","2606:4700::6812:1112, 2606:4700::6812:1012",newissue.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],newreportcenter.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.16.64, 104.18.17.64","2606:4700::6812:1040, 2606:4700::6812:1140",newreportcenter.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],nga.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.29, 104.18.15.29","2606:4700::6812:f1d, 2606:4700::6812:e1d",nga.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],nga.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.201, 104.18.7.201","2606:4700::6812:6c9, 2606:4700::6812:7c9",nga.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],notifications.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.22.75, 104.18.23.75","2606:4700::6812:164b, 2606:4700::6812:174b",notifications.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],notifications.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],notifications.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.18.194, 104.18.19.194","2606:4700::6812:13c2, 2606:4700::6812:12c2",notifications.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ny4lxorclp015-ext.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,150.123.246.15,,,,,"edns1.ultradns.com, edns1.ultradns.net, edns1.ultradns.biz, edns1.ultradns.org, ns33.ultradns2.com, ns33.ultradns2.org",,,,
[x],ny4lxutilp053-frontend.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,150.123.246.20,,,,,,,,,
[x],nyse.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.0.91, 104.18.1.91","2606:4700::6812:15b, 2606:4700::6812:5b","reg.finra.org, reg.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],ofac.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.23.222, 104.18.22.222","2606:4700::6812:16de, 2606:4700::6812:17de",ofac.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ola-sec.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"52.2.19.157, 3.93.133.125, 52.4.231.124",,AWSALBEFASTOLAEP01SEC-1373780742.us-east-1.elb.amazonaws.com,,,,,,,
[x],ola-sec.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],opay.fss.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.73, 104.18.26.73",,opay.fss.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],opay.fss.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.17.25, 104.18.16.25","2606:4700::6812:1019, 2606:4700::6812:1119",opay.fss.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],otce.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.60, 104.18.0.60","2606:4700::6812:3c, 2606:4700::6812:13c",otce.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],otce.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.9.65, 104.18.8.65","2606:4700::6812:941, 2606:4700::6812:841",otce.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],otctransparency.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.135, 104.18.7.135","2606:4700::6812:687, 2606:4700::6812:787",otctransparency.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],otctransparency.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.22.133, 104.18.23.133","2606:4700::6812:1785, 2606:4700::6812:1685",otctransparency.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],outlook.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.193,,,,,,,,,
[x],proctor-qa2.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.26.247, 104.18.27.247","2606:4700::6812:1af7, 2606:4700::6812:1bf7",proctor-qa2.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],proctor.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.165, 104.18.29.165","2606:4700::6812:1ca5, 2606:4700::6812:1da5",proctor.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],prod.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],prodmirror.crd.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"52.22.115.93, 54.92.238.208, 18.211.41.106",,awsalberampejj13-824679139.us-east-1.elb.amazonaws.com,,,,,,,
[x],profiles.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],profiles.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],public-ct.di.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.7.173, 104.18.6.173","2606:4700::6812:7ad, 2606:4700::6812:6ad",public-ct.di.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],public-int.cdip.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.3.156, 104.18.2.156","2606:4700::6812:29c, 2606:4700::6812:39c",public-int.cdip.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
