new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,caa,ns,mx,has_internal_ips,internal_ips
[x],guruvayur.olx.in,"95.101.111.143, 95.101.111.136","2a02:26f0:480:1a::5f65:6f8f, 2a02:26f0:480:1a::5f65:6faa","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],guwahati.olx.in,"96.16.54.201, 96.16.54.128","2a02:26f0:d200::6010:3661, 2a02:26f0:d200::6010:366a","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],gwalior.olx.in,"96.16.54.201, 96.16.54.128",,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net",,NOERROR,,,,,,,,
[x],hafizabad.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],hala.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],haldia.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hangu.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],haripur.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],haryana.olx.in,"2.16.186.248, 2.16.186.128","2a02:26f0:6c00::210:ba80, 2a02:26f0:6c00::210:baf8","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hasilpur.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],havelilakha.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],heidelberg-gauteng.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns3.homefind24.co.za, ns1.homefind24.co.za, ns2.homefind24.co.za",,,
[x],hello.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns2.homefind24.co.za, ns3.homefind24.co.za, ns1.homefind24.co.za",,,
[x],help.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],help.olx.com.pk,"104.16.51.111, 104.16.53.111",,"help.olx.com.pk.cdn.cloudflare.net, olx-pk.zendesk.com","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com, ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"pod=15, v=spf1 include:mail.zendesk.com ~all",,,mail-pod-15.int.zendesk.com,,
[x],help.olx.in,"104.16.51.111, 104.16.53.111",,olxin.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,"pod=18, v=spf1 include:mail.zendesk.com ~all",,,mail-pod-18.int.zendesk.com,,
[x],hendrina.olx.co.za,80.88.11.43,,,,NOERROR,,,,,,,,
[x],hermanus.olx.co.za,80.88.11.43,,,,NOERROR,,,,,,,,
[x],highpressuredynamics.comwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],highveldridge.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],himatnagar.olx.in,"184.86.103.93, 184.86.103.89","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hoshiarpur.olx.in,"2.17.196.137, 2.17.196.128","2a02:26f0:11a::5f65:1753, 2a02:26f0:11a::5f65:1743","olxin.edge.olx.net, e36891.dscf.akamaiedge.net, e36891.dscf.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],howrahmc.olx.in,"62.115.252.27, 80.239.137.171","2001:2030:21::50ef:89ab, 2001:2030:21::3e73:fc1b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hrsupport.olx.in,"15.207.138.168, 35.154.74.209, 13.232.200.150",,"fdind-lb1-d6.freshdesk.com, fwfd-aps1-lb0.freshdesk.com","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"amazon.com, letsencrypt.org","ns-1270.awsdns-30.org, ns-1955.awsdns-52.co.uk, ns-350.awsdns-43.com, ns-514.awsdns-00.net, ns-1087.awsdns-07.org, ns-1824.awsdns-36.co.uk, ns-430.awsdns-53.com, ns-860.awsdns-43.net",,,
[x],html2bwww.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],html5.m.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns3.homefind24.co.za, ns2.homefind24.co.za, ns1.homefind24.co.za",,,
[x],hubli.olx.in,"95.101.111.136, 95.101.111.143","2a02:26f0:1700:b::b856:6759, 2a02:26f0:1700:b::b856:675d","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hyd.olx.in,"96.16.54.128, 96.16.54.201","2a02:26f0:d200::6010:366a, 2a02:26f0:d200::6010:3661","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],hyderabad.olx.com.pk,"104.18.14.162, 104.18.15.162",,*.olx.com.pk.cdn.cloudflare.net,,NOERROR,True,cloudflare,,,,,,
[x],hyderabad.olx.in,"92.122.215.98, 92.122.215.72","2a02:26f0:64::214:848a, 2a02:26f0:64::214:848e","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],i2.olx.co.id,210.210.179.104,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],iad2v3-api.orgwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],ibuildapps.cowww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],image.info-ssa.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],image.info.olx.co.id,"178.18.231.144, 178.18.231.168",,"images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net, a1843.g.akamai.net.0.1.cn.akamaitech.net","n0cn.akamaitech.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],image.info.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],image.info.olx.in,"88.221.132.35, 88.221.132.26",,"images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",images.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],images01.olx.co.id,"95.101.111.147, 95.101.111.146","2a02:26f0:1700:b::b856:6751, 2a02:26f0:1700:b::b856:674f","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images01.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],images01.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],images01.olx.in,"92.122.215.98, 92.122.215.72","2a02:26f0:7100::687e:2592, 2a02:26f0:7100::687e:25a2","olxin.edge.olx.net, e36891.dscf.akamaiedge.net",,NOERROR,,,,,,,,
[x],images02.olx.co.id,"2.20.132.119, 2.20.132.134","2a02:26f0:7100::687e:25a8, 2a02:26f0:7100::687e:2599","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images02.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],images02.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],images02.olx.in,"104.126.36.169, 104.126.36.250","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images03.olx.co.id,"184.86.103.81, 184.86.103.79","2a02:26f0:fd00:d::5c7b:8088, 2a02:26f0:fd00:d::5c7b:809a","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images03.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],images03.olx.in,"2.16.186.128, 2.16.186.248","2a02:26f0:6c00::210:baf8, 2a02:26f0:6c00::210:ba80","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images04.olx.co.id,"2.16.186.162, 2.16.186.178","2a02:26f0:6c00::210:baa2, 2a02:26f0:6c00::210:bab2","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],images04.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],images04.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],images04.olx.in,"104.126.36.169, 104.126.36.250","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],imap.olx.co.id,210.210.179.112,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1140.awsdns-14.org, ns-1670.awsdns-16.co.uk, ns-229.awsdns-28.com, ns-856.awsdns-43.net",,,
[x],img01.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],img02.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],img02.olx.in,"95.101.111.170, 95.101.111.143","2a02:26f0:480:1a::5f65:6f8f, 2a02:26f0:480:1a::5f65:6f88","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],img03.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],img03.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,,NOERROR,True,cloudflare,,,,,,
[x],img03.olx.in,"92.122.215.98, 92.122.215.72","2a02:26f0:64::214:848a, 2a02:26f0:64::214:848e","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],img04.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],img04.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b5b, 2a02:26f0:3100::1735:2b3b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],img05.olx.in,"184.86.103.89, 184.86.103.93","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],info-ssa.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],info.olx.co.id,136.147.129.27,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,"spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,"ns1.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com",inbound-reply.s7.exacttarget.com,,
[x],info.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns1.homefind24.co.za, ns3.homefind24.co.za, ns2.homefind24.co.za",,,
[x],info.olx.com.pk,136.147.129.27,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,"ns1.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com",inbound-reply.s7.exacttarget.com,,
[x],intent-game.ruwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],internal-app.olx.co.id,178.128.28.131,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],iolar.nlwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],ir-info.olx.in,"2.16.186.128, 2.16.186.248","2a02:26f0:6c00::210:ba80, 2a02:26f0:6c00::210:baf8","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iraqyoon.netwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],irocktheshot.comwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],islamabad.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],islamabadcapitalterritory.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],itss-ch2-1q.olx.in,"104.126.36.169, 104.126.36.250","2a02:26f0:3100::1735:2b5b, 2a02:26f0:3100::1735:2b3b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jacobabad.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],jagraon.olx.in,"2.17.196.137, 2.17.196.128","2a02:26f0:11a::5f65:1743, 2a02:26f0:11a::5f65:1753","olxin.edge.olx.net, e36891.dscf.akamaiedge.net, e36891.dscf.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jaipur.olx.in,"2.16.186.128, 2.16.186.248","2a02:26f0:6c00::210:ba80, 2a02:26f0:6c00::210:baf8","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jakartacity.olx.co.id,"2.20.142.180, 92.122.215.60","2a02:26f0:64::214:8486, 2a02:26f0:64::214:8477","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"ns-1140.awsdns-14.org, ns-1670.awsdns-16.co.uk, ns-229.awsdns-28.com, ns-856.awsdns-43.net",,,
[x],jaladharaborewell.comwww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],jalandhar.olx.in,"2.20.132.138, 2.20.132.142","2a02:26f0:7100::687e:2592, 2a02:26f0:7100::687e:25a2","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jamshoro.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],jandola.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],jeffreysbay.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],jenkins.olx.in,203.92.45.20,,,"ns-860.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],jepara.olx.co.id,"23.39.172.51, 23.39.172.32","2600:1408:5400:1d::173d:baf, 2600:1408:5400:1d::173d:bb8","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jhangsadar.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],jhansi-uttarpradesh.olx.in,"184.86.103.89, 184.86.103.93","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jhelum.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],jodhpur.olx.in,"62.115.252.27, 80.239.137.171","2001:2030:21::3e73:fc1b, 2001:2030:21::50ef:89ab","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],johannesburg.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns2.homefind24.co.za, ns3.homefind24.co.za, ns1.homefind24.co.za",,,
[x],jorhat.olx.in,"104.126.36.169, 104.126.36.250","2a02:26f0:3100::1735:2b5b, 2a02:26f0:3100::1735:2b3b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jualinstan.olx.co.id,"35.171.36.28, 3.210.35.163, 54.157.87.199",,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1140.awsdns-14.org, ns-1670.awsdns-16.co.uk, ns-229.awsdns-28.com, ns-856.awsdns-43.net",,,
[x],kakinada.olx.in,"95.101.111.143, 95.101.111.136","2a02:26f0:3400::215:4f3a, 2a02:26f0:3400::1703:58a8","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kakinda.olx.in,"96.16.54.128, 96.16.54.201","2a02:26f0:d200::6010:3661, 2a02:26f0:d200::6010:366a","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kalat.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],kalimantanbarat.olx.co.id,"92.122.215.60, 2.20.142.180","2a02:26f0:7100::687e:2599, 2a02:26f0:7100::687e:25a8","olxid.edge.olx.net, e36240.dscf.akamaiedge.net",,NOERROR,,,,,,,,
[x],kamoke.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],kandhura.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],kanhangad.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kanpur.olx.in,"184.86.103.93, 184.86.103.89","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],karak.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],karanganyar.olx.co.id,"2.16.186.162, 2.16.186.178","2a02:26f0:6c00::210:bab2, 2a02:26f0:6c00::210:baa2","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],karauli.olx.in,"2.16.186.128, 2.16.186.248","2a02:26f0:6c00::210:baf8, 2a02:26f0:6c00::210:ba80","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],karnal.olx.in,"62.115.252.27, 80.239.137.171","2001:2030:21::3e73:fc1b, 2001:2030:21::50ef:89ab","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],karnataka.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],karur.olx.in,"104.126.36.250, 104.126.36.169","2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kasaragod.olx.in,"2.20.132.138, 2.20.132.142","2a02:26f0:7100::687e:2592, 2a02:26f0:7100::687e:25a2","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kasur-punjab.olx.com.pk,"104.18.15.162, 104.18.14.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],kathu.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],kayamkulam.olx.in,"95.101.111.170, 95.101.111.143","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f8f","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],kemptonpark.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],kerala.olx.in,"2.16.186.128, 2.16.186.248","2a02:26f0:6c00::210:baf8, 2a02:26f0:6c00::210:ba80","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],khairpur.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,,NOERROR,True,cloudflare,,,,,,
[x],khambhat.olx.in,"92.122.215.72, 92.122.215.98","2a02:26f0:64::214:848a, 2a02:26f0:64::214:848e","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],khamman.olx.in,"23.39.172.18, 23.39.172.72","2600:1408:5400:1d::173d:b96, 2600:1408:5400:1d::173d:bb7","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],khanewal.olx.com.pk,"104.18.14.162, 104.18.15.162","2606:4700::6812:ea2, 2606:4700::6812:fa2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
