new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,mx,txt,caa
[x],host-213-248-199-162.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-164.nominet.org.uk,213.248.199.164,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-167.nominet.org.uk,213.248.199.167,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-168.nominet.org.uk,213.248.199.168,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-169.nominet.org.uk,213.248.199.169,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-171.nominet.org.uk,213.248.199.171,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-173.nominet.org.uk,213.248.199.173,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-174.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-176.nominet.org.uk,213.248.199.176,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-177.nominet.org.uk,213.248.199.177,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-178.nominet.org.uk,213.248.199.178,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-18.nominet.org.uk,213.248.199.18,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-182.nominet.org.uk,213.248.199.182,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-185.nominet.org.uk,213.248.199.185,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-186.nominet.org.uk,213.248.199.186,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-187.nominet.org.uk,213.248.199.187,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-189.nominet.org.uk,213.248.199.189,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-190.nominet.org.uk,213.248.199.190,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-192.nominet.org.uk,213.248.199.192,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-194.nominet.org.uk,213.248.199.194,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-195.nominet.org.uk,213.248.199.195,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-196.nominet.org.uk,213.248.199.196,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-199.nominet.org.uk,213.248.199.199,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-201.nominet.org.uk,213.248.199.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-202.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-204.nominet.org.uk,213.248.199.204,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-205.nominet.org.uk,213.248.199.205,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-206.nominet.org.uk,213.248.199.206,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-207.nominet.org.uk,213.248.199.207,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-208.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-21.nominet.org.uk,213.248.199.21,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-214.nominet.org.uk,213.248.199.214,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-216.nominet.org.uk,213.248.199.216,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-218.nominet.org.uk,213.248.199.218,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-219.nominet.org.uk,213.248.199.219,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-22.nominet.org.uk,213.248.199.22,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-220.nominet.org.uk,213.248.199.220,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-221.nominet.org.uk,213.248.199.221,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-222.nominet.org.uk,213.248.199.222,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-223.nominet.org.uk,213.248.199.223,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-225.nominet.org.uk,213.248.199.225,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-226.nominet.org.uk,213.248.199.226,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-227.nominet.org.uk,213.248.199.227,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-228.nominet.org.uk,213.248.199.228,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-229.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-230.nominet.org.uk,213.248.199.230,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-232.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-233.nominet.org.uk,213.248.199.233,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-236.nominet.org.uk,213.248.199.236,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-237.nominet.org.uk,213.248.199.237,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-238.nominet.org.uk,213.248.199.238,,NOERROR,,,,,,,,
[x],host-213-248-199-240.nominet.org.uk,213.248.199.240,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-241.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-244.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-247.nominet.org.uk,213.248.199.247,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-248.nominet.org.uk,213.248.199.248,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-251.nominet.org.uk,213.248.199.251,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-252.nominet.org.uk,213.248.199.252,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-253.nominet.org.uk,213.248.199.253,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-255.nominet.org.uk,213.248.199.255,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-26.nominet.org.uk,213.248.199.26,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-27.nominet.org.uk,213.248.199.27,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-31.nominet.org.uk,213.248.199.31,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-34.nominet.org.uk,213.248.199.34,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-35.nominet.org.uk,213.248.199.35,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-42.nominet.org.uk,213.248.199.42,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-43.nominet.org.uk,213.248.199.43,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-44.nominet.org.uk,213.248.199.44,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-45.nominet.org.uk,213.248.199.45,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-46.nominet.org.uk,213.248.199.46,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-49.nominet.org.uk,213.248.199.49,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-5.nominet.org.uk,213.248.199.5,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-51.nominet.org.uk,213.248.199.51,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-53.nominet.org.uk,213.248.199.53,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-55.nominet.org.uk,213.248.199.55,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-57.nominet.org.uk,213.248.199.57,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-58.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-59.nominet.org.uk,213.248.199.59,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-65.nominet.org.uk,213.248.199.65,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-68.nominet.org.uk,213.248.199.68,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-69.nominet.org.uk,213.248.199.69,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-7.nominet.org.uk,213.248.199.7,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-70.nominet.org.uk,213.248.199.70,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-71.nominet.org.uk,213.248.199.71,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-73.nominet.org.uk,213.248.199.73,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-75.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-76.nominet.org.uk,213.248.199.76,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-78.nominet.org.uk,213.248.199.78,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-8.nominet.org.uk,213.248.199.8,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-80.nominet.org.uk,213.248.199.80,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-81.nominet.org.uk,213.248.199.81,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-82.nominet.org.uk,213.248.199.82,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-83.nominet.org.uk,213.248.199.83,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-84.nominet.org.uk,213.248.199.84,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-86.nominet.org.uk,213.248.199.86,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-88.nominet.org.uk,213.248.199.88,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-89.nominet.org.uk,213.248.199.89,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-90.nominet.org.uk,213.248.199.90,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-91.nominet.org.uk,213.248.199.91,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-92.nominet.org.uk,213.248.199.92,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-94.nominet.org.uk,213.248.199.94,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-95.nominet.org.uk,213.248.199.95,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-199-98.nominet.org.uk,213.248.199.98,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-199-99.nominet.org.uk,213.248.199.99,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-0.nominet.org.uk,213.248.200.0,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-10.nominet.org.uk,213.248.200.10,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-100.nominet.org.uk,213.248.200.100,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-101.nominet.org.uk,213.248.200.101,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-102.nominet.org.uk,213.248.200.102,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-103.nominet.org.uk,213.248.200.103,,NOERROR,,,,,,,,
[x],host-213-248-200-104.nominet.org.uk,213.248.200.104,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-107.nominet.org.uk,213.248.200.107,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-108.nominet.org.uk,213.248.200.108,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-109.nominet.org.uk,213.248.200.109,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-11.nominet.org.uk,213.248.200.11,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-111.nominet.org.uk,213.248.200.111,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-112.nominet.org.uk,213.248.200.112,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-114.nominet.org.uk,213.248.200.114,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-115.nominet.org.uk,213.248.200.115,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-116.nominet.org.uk,213.248.200.116,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-118.nominet.org.uk,213.248.200.118,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-119.nominet.org.uk,213.248.200.119,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-121.nominet.org.uk,213.248.200.121,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-123.nominet.org.uk,213.248.200.123,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-125.nominet.org.uk,213.248.200.125,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-13.nominet.org.uk,213.248.200.13,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-131.nominet.org.uk,213.248.200.131,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-132.nominet.org.uk,213.248.200.132,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-135.nominet.org.uk,213.248.200.135,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-137.nominet.org.uk,213.248.200.137,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-138.nominet.org.uk,213.248.200.138,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-14.nominet.org.uk,213.248.200.14,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-140.nominet.org.uk,213.248.200.140,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-141.nominet.org.uk,213.248.200.141,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-200-143.nominet.org.uk,213.248.200.143,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-145.nominet.org.uk,213.248.200.145,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-147.nominet.org.uk,213.248.200.147,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-148.nominet.org.uk,213.248.200.148,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-149.nominet.org.uk,213.248.200.149,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-15.nominet.org.uk,213.248.200.15,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-152.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-153.nominet.org.uk,213.248.200.153,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-154.nominet.org.uk,213.248.200.154,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-158.nominet.org.uk,213.248.200.158,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-159.nominet.org.uk,213.248.200.159,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-160.nominet.org.uk,213.248.200.160,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-161.nominet.org.uk,213.248.200.161,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-164.nominet.org.uk,213.248.200.164,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-165.nominet.org.uk,213.248.200.165,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-166.nominet.org.uk,213.248.200.166,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-167.nominet.org.uk,213.248.200.167,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-168.nominet.org.uk,213.248.200.168,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-169.nominet.org.uk,213.248.200.169,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-17.nominet.org.uk,213.248.200.17,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-171.nominet.org.uk,213.248.200.171,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-172.nominet.org.uk,213.248.200.172,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-174.nominet.org.uk,213.248.200.174,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-176.nominet.org.uk,213.248.200.176,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-200-178.nominet.org.uk,213.248.200.178,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-179.nominet.org.uk,213.248.200.179,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-18.nominet.org.uk,213.248.200.18,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-180.nominet.org.uk,213.248.200.180,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-181.nominet.org.uk,213.248.200.181,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-183.nominet.org.uk,213.248.200.183,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-184.nominet.org.uk,213.248.200.184,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-200-185.nominet.org.uk,213.248.200.185,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-187.nominet.org.uk,213.248.200.187,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-188.nominet.org.uk,213.248.200.188,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-189.nominet.org.uk,213.248.200.189,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-19.nominet.org.uk,213.248.200.19,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-190.nominet.org.uk,213.248.200.190,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-191.nominet.org.uk,213.248.200.191,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-194.nominet.org.uk,213.248.200.194,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-195.nominet.org.uk,213.248.200.195,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-200-196.nominet.org.uk,213.248.200.196,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
