new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,mx,txt,caa
[x],epp.nominet.org.uk,213.248.242.79,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:844:89d8:a70d:c7d2,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],exchangecas.nominet.org.uk,213.248.201.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],expressway-dc1-02.nominet.uk,213.248.236.199,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],expressway-dc2-02.nominet.uk,213.248.236.197,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],fashion.epp.nominet.uk,213.248.242.120,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:92a:59c6:ba6e:eed9,,,,,,,
[x],fishing.epp.nominet.uk,213.248.242.121,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:2625:614c:937e:b4cc,,,,,,,
[x],fit.epp.nominet.uk,213.248.242.138,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],free.epp.nominet.uk,213.248.243.125,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:100::1a,,,,,,,
[x],fs.nominet.org.uk,213.248.242.104,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],garden.epp.nominet.uk,213.248.242.149,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:92a:af59:4dec:f1e6,,,,,,,
[x],gop.epp.nominet.uk,213.248.243.126,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:100::1b,,,,,,,
[x],gtld-registrar.nominet.org.uk,213.248.236.142,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8007:0:d3c:4a3a:323:ed60,,,,,,,
[x],guest-wireless.nominet.uk,213.248.234.115,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],horse.epp.nominet.uk,213.248.242.151,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,2a01:618:8009:0:493:868e:d501:b03a,,,,,,,
[x],host-213-248-194-0.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-101.nominet.org.uk,213.248.194.101,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-102.nominet.org.uk,213.248.194.102,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-103.nominet.org.uk,213.248.194.103,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-104.nominet.org.uk,213.248.194.104,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-105.nominet.org.uk,213.248.194.105,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-106.nominet.org.uk,213.248.194.106,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-107.nominet.org.uk,213.248.194.107,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-108.nominet.org.uk,213.248.194.108,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-11.nominet.org.uk,213.248.194.11,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-111.nominet.org.uk,213.248.194.111,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-112.nominet.org.uk,213.248.194.112,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-113.nominet.org.uk,213.248.194.113,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-114.nominet.org.uk,213.248.194.114,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-116.nominet.org.uk,213.248.194.116,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-118.nominet.org.uk,213.248.194.118,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-120.nominet.org.uk,213.248.194.120,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-121.nominet.org.uk,213.248.194.121,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-125.nominet.org.uk,213.248.194.125,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-126.nominet.org.uk,213.248.194.126,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-127.nominet.org.uk,213.248.194.127,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-128.nominet.org.uk,213.248.194.128,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-129.nominet.org.uk,213.248.194.129,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-13.nominet.org.uk,213.248.194.13,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-130.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-132.nominet.org.uk,213.248.194.132,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-133.nominet.org.uk,213.248.194.133,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-134.nominet.org.uk,213.248.194.134,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-135.nominet.org.uk,213.248.194.135,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-137.nominet.org.uk,213.248.194.137,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-139.nominet.org.uk,213.248.194.139,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-141.nominet.org.uk,213.248.194.141,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-142.nominet.org.uk,213.248.194.142,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-144.nominet.org.uk,213.248.194.144,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-147.nominet.org.uk,213.248.194.147,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-149.nominet.org.uk,213.248.194.149,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-15.nominet.org.uk,213.248.194.15,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-150.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-151.nominet.org.uk,213.248.194.151,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-152.nominet.org.uk,213.248.194.152,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-153.nominet.org.uk,213.248.194.153,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-154.nominet.org.uk,213.248.194.154,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-155.nominet.org.uk,213.248.194.155,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-158.nominet.org.uk,213.248.194.158,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-159.nominet.org.uk,213.248.194.159,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-160.nominet.org.uk,213.248.194.160,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-163.nominet.org.uk,213.248.194.163,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-164.nominet.org.uk,213.248.194.164,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-165.nominet.org.uk,213.248.194.165,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-166.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-168.nominet.org.uk,213.248.194.168,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-17.nominet.org.uk,213.248.194.17,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-170.nominet.org.uk,213.248.194.170,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-171.nominet.org.uk,213.248.194.171,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-175.nominet.org.uk,213.248.194.175,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-177.nominet.org.uk,213.248.194.177,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-178.nominet.org.uk,213.248.194.178,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-179.nominet.org.uk,213.248.194.179,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-18.nominet.org.uk,213.248.194.18,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-180.nominet.org.uk,213.248.194.180,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-181.nominet.org.uk,213.248.194.181,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-184.nominet.org.uk,213.248.194.184,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-185.nominet.org.uk,213.248.194.185,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-186.nominet.org.uk,213.248.194.186,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-187.nominet.org.uk,213.248.194.187,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-189.nominet.org.uk,213.248.194.189,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-19.nominet.org.uk,213.248.194.19,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-190.nominet.org.uk,213.248.194.190,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-192.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-193.nominet.org.uk,213.248.194.193,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-194.nominet.org.uk,213.248.194.194,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-195.nominet.org.uk,213.248.194.195,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-196.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-199.nominet.org.uk,213.248.194.199,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-2.nominet.org.uk,213.248.194.2,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-20.nominet.org.uk,213.248.194.20,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-200.nominet.org.uk,213.248.194.200,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-201.nominet.org.uk,213.248.194.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-203.nominet.org.uk,213.248.194.203,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-204.nominet.org.uk,213.248.194.204,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-205.nominet.org.uk,213.248.194.205,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-206.nominet.org.uk,213.248.194.206,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-208.nominet.org.uk,213.248.194.208,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-209.nominet.org.uk,213.248.194.209,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-210.nominet.org.uk,213.248.194.210,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-211.nominet.org.uk,213.248.194.211,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-213.nominet.org.uk,213.248.194.213,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-214.nominet.org.uk,213.248.194.214,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-217.nominet.org.uk,213.248.194.217,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-218.nominet.org.uk,213.248.194.218,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-219.nominet.org.uk,213.248.194.219,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-22.nominet.org.uk,213.248.194.22,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-221.nominet.org.uk,213.248.194.221,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-222.nominet.org.uk,213.248.194.222,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-223.nominet.org.uk,213.248.194.223,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-224.nominet.org.uk,213.248.194.224,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-225.nominet.org.uk,213.248.194.225,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-228.nominet.org.uk,213.248.194.228,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-229.nominet.org.uk,213.248.194.229,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-23.nominet.org.uk,213.248.194.23,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-230.nominet.org.uk,213.248.194.230,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-233.nominet.org.uk,213.248.194.233,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-234.nominet.org.uk,213.248.194.234,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-235.nominet.org.uk,213.248.194.235,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-236.nominet.org.uk,213.248.194.236,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-237.nominet.org.uk,213.248.194.237,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-238.nominet.org.uk,213.248.194.238,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-239.nominet.org.uk,213.248.194.239,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-24.nominet.org.uk,213.248.194.24,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-241.nominet.org.uk,213.248.194.241,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-244.nominet.org.uk,213.248.194.244,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-245.nominet.org.uk,213.248.194.245,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-246.nominet.org.uk,213.248.194.246,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-248.nominet.org.uk,213.248.194.248,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-249.nominet.org.uk,213.248.194.249,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-25.nominet.org.uk,213.248.194.25,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-250.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-252.nominet.org.uk,213.248.194.252,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-254.nominet.org.uk,213.248.194.254,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-255.nominet.org.uk,213.248.194.255,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-27.nominet.org.uk,213.248.194.27,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-28.nominet.org.uk,213.248.194.28,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-30.nominet.org.uk,213.248.194.30,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-31.nominet.org.uk,213.248.194.31,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-32.nominet.org.uk,213.248.194.32,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-33.nominet.org.uk,213.248.194.33,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-35.nominet.org.uk,213.248.194.35,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-36.nominet.org.uk,213.248.194.36,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-37.nominet.org.uk,213.248.194.37,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-38.nominet.org.uk,213.248.194.38,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-39.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-40.nominet.org.uk,213.248.194.40,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-41.nominet.org.uk,213.248.194.41,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-42.nominet.org.uk,213.248.194.42,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-43.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-46.nominet.org.uk,213.248.194.46,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-47.nominet.org.uk,213.248.194.47,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-48.nominet.org.uk,213.248.194.48,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-5.nominet.org.uk,213.248.194.5,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-51.nominet.org.uk,213.248.194.51,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-52.nominet.org.uk,213.248.194.52,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-53.nominet.org.uk,213.248.194.53,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-54.nominet.org.uk,213.248.194.54,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-57.nominet.org.uk,213.248.194.57,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-58.nominet.org.uk,213.248.194.58,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-194-59.nominet.org.uk,213.248.194.59,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-6.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-61.nominet.org.uk,213.248.194.61,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-62.nominet.org.uk,213.248.194.62,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-63.nominet.org.uk,213.248.194.63,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-65.nominet.org.uk,213.248.194.65,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-68.nominet.org.uk,213.248.194.68,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-69.nominet.org.uk,213.248.194.69,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-72.nominet.org.uk,213.248.194.72,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-73.nominet.org.uk,213.248.194.73,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-74.nominet.org.uk,213.248.194.74,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-75.nominet.org.uk,213.248.194.75,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-78.nominet.org.uk,213.248.194.78,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-79.nominet.org.uk,213.248.194.79,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-8.nominet.org.uk,213.248.194.8,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-194-80.nominet.org.uk,213.248.194.80,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
