input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,final_url,tls_expired,tls_self_signed
readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T14:13:47Z,2023-08-02T14:13:46Z,CN=readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,abf7f45d85f05873f73964679bfd5139,8cfc57e753ebab5a16b28b81730f73fe0aa6d800fe29e38d7e18d21ad6263f17,,ctls,readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com,azure,443,https://readytofly-qualifysvc.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,1131193170,40.64.90.136,HSTS,14,False,True,,,,,
receipts.qa.alaskaair.com,Get a receipt for purchases made during your trip | Alaska Airlines,200,3041,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,receipts.qa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-28T12:52:37Z,2023-06-28T12:52:37Z,"CN=receipts.qa.alaskaair.com, OU=ITS, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",receipts.qa.alaskaair.com,receipts.qa.alaskaair.com,"CN=airgroup-TUKPRCAISS01-CA, DC=airgroup, DC=alaskaair, DC=com, DC=airgroup, DC=alaskaair, DC=com",airgroup-TUKPRCAISS01-CA,,42866d247ca10d50697a907ce03c8290,92de7718bde2d1032ee5cab11de2ce53a87c93afbcb67e2c53f38bcfc767bfc5,,ctls,receipts.qa.alaskaair.com,azure,443,https://receipts.qa.alaskaair.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.226.134.64,/,1115653873,52.226.134.64,Windows Server,14,False,True,,"Alaska Airlines, Inc.",,,
sdp-demosampleui.test.sdp.alaskaair.com,Welcome to .NET - aspnetapp,200,3804,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,,,,,,,,,,,,,,,,,,,,,80,http://sdp-demosampleui.test.sdp.alaskaair.com:80,http,,text/html,GET,40.90.65.6,/,1908147121,2620:1ec:27::cafe:1993,Envoy,108,False,,,,,,
search.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,search.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,search.ecomm-test-aks.alaskaair.com,,443,https://search.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.90.65.45,/,586998417,2620:1ec:4f:1::45,HSTS,14,False,,,,,,
seats-ui-components-42.ecomm-test-aks.alaskaair.com,Storybook,200,3454,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,seats-ui-components-42.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,seats-ui-components-42.ecomm-test-aks.alaskaair.com,,443,https://seats-ui-components-42.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.188,/,-1840324437,2620:1ec:4f:1::45,HSTS,119,False,,,,,,
seats-ui-components-44.ecomm-test-aks.alaskaair.com,Storybook,200,3454,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,,,,,,,,,,,,,,,,,,,,,80,http://seats-ui-components-44.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,13.107.253.45,/,-1840324437,2620:1ec:27::cafe:1806,HSTS,119,False,,,,,,
seats-ui-components-48.ecomm-test-aks.alaskaair.com,Storybook,200,3500,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,seats-ui-components-48.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,seats-ui-components-48.ecomm-test-aks.alaskaair.com,,443,https://seats-ui-components-48.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.144,/,-1840324437,2620:1ec:27::cafe:1759,HSTS,122,False,,,,,,
seats-ui-components-67.ecomm-test-aks.alaskaair.com,Storybook,200,3480,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,seats-ui-components-67.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,seats-ui-components-67.ecomm-test-aks.alaskaair.com,,443,https://seats-ui-components-67.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.142,/,-1840324437,2620:1ec:4f:1::45,HSTS,102,False,,,,,,
seats-ui-components.ecomm-test-aks.alaskaair.com,Storybook,200,3500,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,seats-ui-components.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,seats-ui-components.ecomm-test-aks.alaskaair.com,,443,https://seats-ui-components.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.86,/,-1840324437,2620:1ec:4f:1::45,HSTS,122,False,,,,,,
securetransfer.bc.alaskaair.com,,200,7263,AS10966,ALASKA-AIR,US,159.49.46.0/23,securetransfer.bc.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-01-20T05:56:53Z,2024-02-02T05:56:51Z,"CN=transfer.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",transfer.alaskaair.com,securetransfer.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",06b8014e1ff971189cd0d648468bfa3f,0f8cf4acb6b8f8b580281bdb9b965669ee0d6fb812521f4e2b941a3b1a025f58,,ctls,securetransfer.bc.alaskaair.com,,443,https://securetransfer.bc.alaskaair.com:443,https,,text/html,GET,159.49.47.99,/,990416144,159.49.47.99,,29,False,,,"Alaska Airlines, Inc.",,,
sitecore.alaskaair.com,Web App - Unavailable,403,1892,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,sitecore.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-29T10:14:04Z,2023-07-22T10:14:04Z,"CN=sitecore.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",sitecore.alaskaair.com,cms.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8fe7c0025cc84538bf7c95faf2ab7669,541ff556b8b43dcca71f389099f30c792f1c04730353b98087394c0248958728,,ctls,sitecore.alaskaair.com,azure,443,https://sitecore.alaskaair.com:443,https,,text/html,GET,52.161.96.193,/,-237335256,52.161.96.193,,74,False,True,,"Alaska Airlines, Inc.",,,
sitecoreqa.alaskaair.com,Web App - Unavailable,403,1892,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,sitecoreqa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-23T11:47:29Z,2023-07-21T11:47:29Z,"CN=sitecoreqa.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",sitecoreqa.alaskaair.com,cms-qa.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",862e258c7ca38aee238aa86eb605e5ec,e4b0d8a94017cedda3cbe502b6dd88ec5501ddbd37cd06f2319817df6149a037,,ctls,sitecoreqa.alaskaair.com,azure,443,https://sitecoreqa.alaskaair.com:443,https,,text/html,GET,13.66.244.249,/,-237335256,13.66.244.249,,74,False,True,,"Alaska Airlines, Inc.",,,
smartsheet.alaskaair.com,Smartsheet.com,200,476,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://smartsheet.alaskaair.com:80,http,Apache,text/html,GET,159.49.253.114,/,946206630,159.49.253.114,HSTS,23,False,,url=https://sso.smartsheet.com/Shibboleth.sso/Login?entityID=alaskasworld.com%3Asaml20%3Aprod&target=https%3A%2F%2Fsso.smartsheet.com%2Fsaml%2Fproxy%3Fsx%3DCUWXbOrLoyMs-0AEESQe6D3K5ABQix0vKAKzuw_kdznu-1zRt21DkA%26s_rt%3DloginTicket,,https://app.smartsheet.com/b/orgsso/9376901EFFA348A75BC71E5A1CAF81C3,,
smartsheet.bc.alaskaair.com,Smartsheet.com,200,476,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://smartsheet.bc.alaskaair.com:80,http,Apache,text/html,GET,159.49.253.114,/,946206630,159.49.253.114,HSTS,23,False,,url=https://sso.smartsheet.com/Shibboleth.sso/Login?entityID=alaskasworld.com%3Asaml20%3Aprod&target=https%3A%2F%2Fsso.smartsheet.com%2Fsaml%2Fproxy%3Fsx%3DCUWXbOrLoyMs-0AEESQe6D3K5ABQix0vKAKzuw_kdznu-1zRt21DkA%26s_rt%3DloginTicket,,https://app.smartsheet.com/b/orgsso/9376901EFFA348A75BC71E5A1CAF81C3,,
sonarqubestaging.alaskaair.com,SonarQube,200,1774,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sonarqubestaging.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-27T00:00:00Z,2024-04-27T23:59:59Z,"CN=sonarqubestaging.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",sonarqubestaging.alaskaair.com,sonarqubestaging.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ff325c931bf012ecefa598bb028d9b84,684fe16f8e2ddb8f0ec4b662df9ea545e2c59a55088569b96d8b83746166c0f5,,ctls,sonarqubestaging.alaskaair.com,,443,https://sonarqubestaging.alaskaair.com:443,https,,text/html,GET,104.212.67.142,/,1485257654,2620:1ec:27::cafe:1806,SonarQubes,39,False,,https:,Microsoft Corporation,,,
spin.alaskaair.com,Microsoft Azure Web App - Error 404,404,2667,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,spin.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,True,ctls,spin.alaskaair.com,azure,443,https://spin.alaskaair.com:443,https,,text/html,GET,20.50.2.26,/,387302845,20.50.2.26,,87,False,True,,Microsoft Corporation,,,
staging.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,staging.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,staging.ecomm-test-aks.alaskaair.com,,443,https://staging.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,586998417,2620:1ec:4f:1::45,HSTS,14,False,,,,,,
steptrade.alaskaair.com,,200,5100,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,steptrade.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-16T04:18:08Z,2023-09-23T04:18:08Z,"CN=steptrade.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",steptrade.alaskaair.com,www.steptrade.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e274c919751369bfbecfc6d052eb29dd,680afc7345a252f65076949532d0a73b50c73b3d2fcda2d39891da09a593384e,,ctls,steptrade.alaskaair.com,,443,https://steptrade.alaskaair.com:443,https,,text/html,GET,159.49.241.58,/,-8970809,159.49.241.58,Java,26,False,,,"Alaska Airlines, Inc.",,,
styles.w2.its-qa-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,,,,,,,,,,,,,,,,,,,,,80,http://styles.w2.its-qa-aks.alaskaair.com:80,http,,text/html,GET,20.69.133.170,/,-1561873722,20.69.133.170,,8,False,,,,,,
supplier.alaskaair.com,,200,205,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,supplier.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-29T04:44:25Z,2023-10-10T04:44:25Z,"CN=fin.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fin.alaskaair.com,fin92.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6fcfc41377794aa19f479fb638fd9223,8ecc1053be37ed1fe8681ccb7f9b17196b7a136edd7835f0c00573a8006a6641,,ctls,supplier.alaskaair.com,,80,http://supplier.alaskaair.com:80,http,,text/html,GET,159.49.230.23,/,-2113408924,159.49.230.23,,5,False,,URL=https://supplier.alaskaair.com/psp/supplier/SUPPLIER/ERP/h/?tab=DEFAULT,"Alaska Airlines, Inc.",https://supplier.alaskaair.com/,,
tableau.bc.alaskaair.com,,200,1587,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,tableau.bc.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-07-06T05:42:18Z,2023-07-18T05:42:18Z,"CN=tableau.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",tableau.alaskaair.com,tableautuk.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",478cb4f7a4a91307717ca8a2605468fe,5c99ee61e3704dae97b09de53b0458f67c6963a6502ae7c0fa7969efba9d1fa8,,ctls,tableau.bc.alaskaair.com,,443,https://tableau.bc.alaskaair.com:443,https,Alaska Airlines M,text/html,GET,159.49.241.80,/,-1441956789,159.49.241.80,,14,False,,https://api.mapbox.com,"Alaska Airlines, Inc.",,,
totem.bc.alaskaair.com,,200,377,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,totem.bc.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T06:46:48Z,2024-03-15T06:46:48Z,"CN=training.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",training.alaskaair.com,www.training.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8277b6d5e91e0cb9ac6cefc5257ab8b5,c2c6b4c45931da8af293fb4ed9404203f96928509aacc69db8de6a9d5103cba1,,ctls,totem.bc.alaskaair.com,,443,https://totem.bc.alaskaair.com:443,https,,text/html,GET,159.49.253.35,/,1631801191,159.49.253.35,HSTS,20,False,,,"Alaska Airlines, Inc.",https://totem.bc.alaskaair.com/student/,,
training.alaskaair.com,Launch Greenlight -,200,33586,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,training.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T06:46:48Z,2024-03-15T06:46:48Z,"CN=training.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",training.alaskaair.com,www.training.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8277b6d5e91e0cb9ac6cefc5257ab8b5,c2c6b4c45931da8af293fb4ed9404203f96928509aacc69db8de6a9d5103cba1,,ctls,training.alaskaair.com,,443,https://training.alaskaair.com:443,https,,text/html,GET,159.49.253.35,/,1631801191,159.49.253.35,HSTS,979,False,,,"Alaska Airlines, Inc.",https://training.alaskaair.com/student/,,
updates.alaskaair.com,404 Not Found,404,196,AS15334,RESPONSYS,US,162.223.232.0/23,updates.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2021-03-09T17:11:44Z,2022-02-08T17:11:44Z,"CN=updates.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",updates.alaskaair.com,updates.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c50b7f5bbf7b0040fc91bca7a4a13d18,69ac5bd4f898acd8c515512e2b099e99b9e5466f1a3daaa72533673a473830a1,,ctls,updates.alaskaair.com,,443,https://updates.alaskaair.com:443,https,Apache,text/html,GET,162.223.232.244,/,-780928015,162.223.232.244,Apache,8,False,,,"Alaska Airlines, Inc.",,True,
us-west-1.its-test-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,us-west-1.its-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-23T22:28:29Z,2022-11-21T22:28:28Z,CN=*.its-test-aks.alaskaair.com,*.its-test-aks.alaskaair.com,*.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,343f733231be0229a807dbbabfaae1fd,393203df9f649a4da6a48449c35ba9026e1a8c476117a86c75d286b3c5217054,True,ctls,us-west-1.its-test-aks.alaskaair.com,,443,https://us-west-1.its-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.253.45,/,1131193170,2620:1ec:4f:1::45,HSTS,14,False,,,,,True,
v1.alaskaair.com,The resource cannot be found.,404,1912,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,www2.v1host.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=v1host.com, O=Digital.ai Software\, Inc, L=Alpharetta, ST=Georgia, C=US",v1host.com,*.v1host.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb22b9bac4bd7bb6b2e24093a7e2ca72,4fc4de0b10298dda2aa7f064ba66ed49eeea15926041d96fd77c8f7d37eb226e,True,ctls,www2.v1host.com,,80,http://v1.alaskaair.com:80,http,,text/html,GET,159.49.253.95,/,2046148704,159.49.253.95,HSTS,41,False,,,"Digital.ai Software, Inc",https://www2.v1host.com/AlaskaAirlines/Default.aspx,,
vdiuagadm.bc.alaskaair.com,VMware Horizon,200,5323,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,vdiuagadm.bc.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-20T05:03:36Z,2023-08-04T05:03:36Z,"CN=vdiuagadm.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",vdiuagadm.alaskaair.com,vdiuagadm.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",97420dcf9185541a9f29fbc6ef3bd709,cb9dce04d8ec7333996e1a508602da712fa3ecb85805f49962ea294ae6ae9974,,ctls,vdiuagadm.bc.alaskaair.com,,443,https://vdiuagadm.bc.alaskaair.com:443,https,,text/html,GET,159.49.241.86,/,1274734426,159.49.241.86,Java,86,False,,,"Alaska Airlines, Inc.",,,
web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,Alaska Airlines,200,811,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-12T00:59:18Z,2023-06-10T00:59:17Z,CN=web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,557ab1758a284991d0ab31f07e1b813a,27c45ec67f9f9c99ac1c6875455b731a8e2c7ee3b24264f533e8202608845d36,,ctls,web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com,azure,443,https://web-100kchoice-mp-choice.wc.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,13.78.230.197,/,1577229145,13.78.230.197,HSTS,1,False,True,,,,,
web.alaskaair.com,Alaska Airlines - Flight Deals and Cheap Airline Tickets - Book Today,200,274917,AS10966,ALASKA-AIR,US,159.49.46.0/23,www.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-18T06:26:05Z,2024-01-31T06:26:04Z,"CN=www.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",www.alaskaair.com,alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",df7fb07e1fe7db01bfbecd25402e7a84,2d08a70780b50b6f09c63044612d527510e817a986a3069b5510067986b3bb33,,ctls,www.alaskaair.com,,80,http://web.alaskaair.com:80,http,,text/html,GET,159.49.47.76,/,1115653873,159.49.47.76,webpack,253,False,,,"Alaska Airlines, Inc.",https://www.alaskaair.com/,,
