input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,final_url,tls_expired,tls_self_signed
mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-13T17:05:43Z,2023-06-11T17:05:42Z,CN=mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0269b99f1f36a97eb53cc233664e85a9,febc0af656d9b71c2b1ecd3c4b21b5f90a5bc3cccda45052555f86fda3ace72a,,ctls,mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com,azure,443,https://mileageplan-mptransaction.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T03:04:45Z,2023-06-12T03:04:44Z,CN=mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d67a796940394adc4e415dd56208d6ae,c97dea394938bd28cc7b818b3e8d24468fe048d1231c96905db1a1505c623af9,,ctls,mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com,azure,443,https://mileageplan-mptransaction.wc.ecomm-qa-aks.alaskaair.com:443,https,,text/html,GET,52.159.16.168,/,-1561873722,52.159.16.168,HSTS,8,False,True,,,,,
mishandledbagmessages.qa.alaskaair.com,,400,194,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,,,,,,,,,,,,,,,,,,,,,80,http://mishandledbagmessages.qa.alaskaair.com:80,http,,,GET,40.90.65.6,/,1753696632,2620:1ec:27::cafe:1993,,1,False,,,,,,
mow-test.alaskaair.com,Alaska Airlines | Flight Deals and Cheap Airline Tickets - Book Today,200,23400,AS54113,FASTLY,US,146.75.120.0/22,mow-test.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-01T17:04:38Z,2024-05-24T17:04:38Z,"CN=mow-dev.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",mow-dev.alaskaair.com,mow-staging.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0e5b3757b6f5e7775190faa5900f6a3e,8a0a01fcb97dbc90e12ec22c9ac876e8b29acb800e2906346d0dd0fa0950ecfb,,ctls,mow-test.alaskaair.com,fastly,443,https://mow-test.alaskaair.com:443,https,,text/html,GET,146.75.122.61,/,1115653873,146.75.122.61,Varnish,493,False,True,,"Alaska Airlines, Inc.",,,
mra1.alaskaair.com,Login,200,3348,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,mra1.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-01T11:26:31Z,2023-06-23T11:26:31Z,"CN=clusterexpe.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",clusterexpe.alaskaair.com,alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0ed1f0d9b08327bf9c963b2d18ed6114,bde6db950220f3a3373bcf340dd56bfde7d08f59c18164799e116a8f675870db,,ctls,mra1.alaskaair.com,,443,https://mra1.alaskaair.com:443,https,Apache,text/html,GET,159.49.229.26,/,97604680,159.49.229.26,HSTS,62,False,,,"Alaska Airlines, Inc.",https://mra1.alaskaair.com/login,,
msoid.alaskaair.com,Sign in to your account,200,203300,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.196.0.0/18,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,azure,443,https://msoid.alaskaair.com:443,https,,text/html,GET,20.190.159.68,/,-1840324437,20.190.159.2,HSTS,174,False,True,,Microsoft Corporation,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638193290992519812.MTc3N2IwMGItZjJlOS00NjU5LWIwODItZWYyMDc3OGM5NzNiZGIxMWIzZTEtMjYwYS00NjQ5LTk4YzgtYTdhOTQ3YWM1NDVm&ui_locales=en-US&mkt=en-US&state=KpUNEwFD7HEAbDCf6slRF0dhY84yT7yJ3kVPnLnx_SyTVNf9lWRuBNW3tRSPpAfFH1_l46F6bV1fYBABwRYkmsyhXBAyi__C-rLdIHUKKGacIE0qvQQr_FL0JHkSxXmfflSBgB37NGVGw-HIOxEXfqTvPfx6NVEVcwqm0qBTN18zBejgWwelIRCebaN83ylr_fqsjEqG-dk0Lr_iU9tFXAglpDmDlHZuJGb2TjLbXGoRIELFrFRgDDrAi7E38uUkwAXh97KeNbaClXG-05qWhQ&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,
mxhubapi.wc.its-prod-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,mxhubapi.wc.its-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-27T15:32:12Z,2023-07-26T15:32:11Z,CN=mxhubapi.wc.its-prod-aks.alaskaair.com,mxhubapi.wc.its-prod-aks.alaskaair.com,mxhubapi.wc.its-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4f04a8e316c41cacbd6de4a01bfa39d6,7575d20688ed6f64a46411f0ec2b8f694abedb87b965b66ba6789a8ee28cc803,,ctls,mxhubapi.wc.its-prod-aks.alaskaair.com,azure,443,https://mxhubapi.wc.its-prod-aks.alaskaair.com:443,https,,text/html,GET,13.77.222.64,/,586998417,13.77.222.64,HSTS,14,False,True,,,,,
myfreemp3.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,myfreemp3.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,myfreemp3.ecomm-test-aks.alaskaair.com,,443,https://myfreemp3.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.223,/,-1561873722,2620:1ec:27::cafe:1501,HSTS,8,False,,,,,,
myworkspace.alaskaair.com,Alaska Airlines / Horizon Air,200,9011,AS10966,ALASKA-AIR,US,159.49.46.0/23,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,443,https://myworkspace.alaskaair.com:443,https,,text/html,GET,159.49.47.129,/,-1859863916,159.49.47.129,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/SSO.saml2?RelayState=ctx_c5fe70ce-725d-4983-9b64-27203c9dd226&SAMLRequest=nVNdb5swFP0ryO9gICEfVkjFknWL1K0o0D3spXLty2oNbGabpP33M5BMkbZGU58sXV%2Bfe%2B45x6ubl6b2DqCNUDJFURAiDyRTXMgfKXoob%2F0FulmvDG3qlmSdfZZ7%2BNWBsZ57Jw0ZLlLUaUkUNcIQSRswxDJSZF%2FuSByEpNXKKqZq5GXGgLZu0EZJ0zWgC9AHweBhf5eiZ2tbQzCmNTU%2FqU%2BFroUE4wvJgkNzpBoEB2mFfQ2YanCRZQWmjhDuKWANpnWggLytIycktcM%2BZ9AKeN8bjODmqHTNBxjBW1wU90EPEiPvVmkGw5opqmjd4%2B22KXpkSQXzkIE%2FjxPuT5eLib98mk39eB6HE7bkPI5nj1E4WySzJEmm7pUxHeyksVTaFMVhPPHDxI%2FCMkpInJAwDJazxXfk5SdxPgg5Sn5NyaexyZDPZZn7%2BX1RDgAHJ4z%2B6rpT9H%2FiIe%2Fb2XAHi0Z7yUBZX%2Fh6nQw9m4nW77Euy3fYpQ1%2F%2BljiBizl1FJs2sCNX%2BELPufs9fvttrmqBXv1srpWx40GauGPT866htq3OUdBNFQE96uhlXTStMBEJYAjfJ5zijfwIQUuqBZe7Emhy9LG7Wr2UL1Hr6ttjLAe2pVzd7ik8j4jwBylUlNHWWl7UuhffNbj3ZuL4L%2B%2F8vo3,,
myworkspace.bc.alaskaair.com,,200,1353,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,alaska-airlines-inc.vmwareidentity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.vmwareidentity.com, O=VMware\, Inc., L=Palo Alto, ST=California, C=US",*.vmwareidentity.com,vmwareidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,53b7353c1812c2f516f1e5e098048250,05968d6f1a521c2dc769664161a9adb07184f6829eb111b956192f910306835c,True,ctls,alaska-airlines-inc.vmwareidentity.com,,443,https://myworkspace.bc.alaskaair.com:443,https,http,text/html,GET,159.49.253.129,/,-1830581448,159.49.253.129,HSTS,28,False,,https:,"VMware, Inc.",https://alaska-airlines-inc.vmwareidentity.com/SAAS/auth/login?clearuserstore=true,,
ndc-distribution.w2.ecomm-prod-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,,,,,,,,,,,,,,,,,,,,,80,http://ndc-distribution.w2.ecomm-prod-aks.alaskaair.com:80,http,,text/html,GET,20.69.115.140,/,-1561873722,20.69.115.140,,8,False,,,,,,
ndc-distribution.wc.ecomm-prod-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,,,,,,,,,,,,,,,,,,,,azure,80,http://ndc-distribution.wc.ecomm-prod-aks.alaskaair.com:80,http,,text/html,GET,13.78.230.197,/,1131193170,13.78.230.197,,14,False,True,,,,,
nexus-transfer-app.w2.its-test-aks.alaskaair.com,AngularTemplate,200,823,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,nexus-transfer-app.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T17:58:25Z,2023-07-23T17:58:24Z,CN=nexus-transfer-app.w2.its-test-aks.alaskaair.com,nexus-transfer-app.w2.its-test-aks.alaskaair.com,nexus-transfer-app.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,39f02a66f31910c5448c8abd59d7688c,102833c71ab555a45f55824e55b56e47c4fa52822af19275ae432704ea326d70,,ctls,nexus-transfer-app.w2.its-test-aks.alaskaair.com,,443,https://nexus-transfer-app.w2.its-test-aks.alaskaair.com:443,https,,text/html,GET,20.98.88.164,/,-1851491385,20.98.88.164,HSTS,17,False,,https://*.applicationinsights.azure.com,,,,
otsconversation.qa.alaskaair.com,Click Provider Link,401,2179,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.122.0/24,otsconversation.qa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-28T16:25:39Z,2023-07-28T16:25:39Z,"CN=otsconversation.qa.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",otsconversation.qa.alaskaair.com,otsconversation.test.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",361ef3ef929111b852a8841af3a5365e,f6508acb9c8df9eb143d9c4daed408d513a98b6582e862e7ae4a426d9db0d779,,ctls,otsconversation.qa.alaskaair.com,,80,http://otsconversation.qa.alaskaair.com:80,http,,text/html,GET,159.49.122.48,/,1115653873,159.49.122.48,,21,False,,,"Alaska Airlines, Inc.",https://otsconversation.qa.alaskaair.com/,,
otsconversation.test.alaskaair.com,Click Provider Link,401,2185,AS29702,ALASKA-AIRGROUP-SE4,US,159.49.130.0/24,otsconversation.test.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T16:25:39Z,2023-07-28T16:25:39Z,"CN=otsconversation.qa.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",otsconversation.qa.alaskaair.com,otsconversation.test.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",361ef3ef929111b852a8841af3a5365e,f6508acb9c8df9eb143d9c4daed408d513a98b6582e862e7ae4a426d9db0d779,,ctls,otsconversation.test.alaskaair.com,,80,http://otsconversation.test.alaskaair.com:80,http,,text/html,GET,159.49.130.27,/,1115653873,159.49.130.27,,21,False,,,"Alaska Airlines, Inc.",https://otsconversation.test.alaskaair.com/,,
outofservice.alaskaair.com,Click Provider Link,401,1928,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,outofservice.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-08T18:05:51Z,2023-06-08T18:05:50Z,"CN=outofservice.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",outofservice.alaskaair.com,outofservice.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f0236ccfe598a5b682c87b04c3f3584d,98f2f18f28f95eddc2f75d7ac46c46e998746c58edae44bcf7049edffd36d033,,ctls,outofservice.alaskaair.com,,443,https://outofservice.alaskaair.com:443,https,,text/html,GET,159.49.230.41,/,1115653873,159.49.230.41,,21,False,,,"Alaska Airlines, Inc.",,,
pay.qa.alaskaair.com,Alaska Airlines | Payments,200,306,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,pay.qa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=pay.qa.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",pay.qa.alaskaair.com,pay.qa.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b5bc01661d8250e496068384e0a8ac3d,b2aaca3ecffb7d74137179e7cf29f5efb34705f057d8e21b2200c24ce0866c77,,ctls,pay.qa.alaskaair.com,,443,https://pay.qa.alaskaair.com:443,https,,text/html,GET,13.107.253.45,/,1115653873,2620:1ec:27::cafe:1759,HSTS,1,False,,,Microsoft Corporation,,,
payment-qa.alaskaair.com,Alaska Pay,200,676,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,payment-qa.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=payment-qa.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",payment-qa.alaskaair.com,payment-qa.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,adbd44c79ee9abe5a4a5b97bf9e547d3,664d96e78d6218fc153cf7b97158886f7f6a8630895d6e83af3526fe7260d02d,,ctls,payment-qa.alaskaair.com,,443,https://payment-qa.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,-864579011,2620:1ec:4f:1::45,HSTS,16,False,,,Microsoft Corporation,,,
payment.alaskaair.com,Alaska Pay,200,584,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,payment.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-11T00:00:00Z,2024-02-11T23:59:59Z,"CN=payment.alaskaair.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",payment.alaskaair.com,payment.alaskaair.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,23b8f0f3899efc3cc4712d3dd3767d66,25f3cea71e90d3ef66f6a7fde2935955e21e960fd3232558a1e532348889adf5,,ctls,payment.alaskaair.com,,443,https://payment.alaskaair.com:443,https,,text/html,GET,40.90.65.6,/,-850597591,2620:1ec:4f:1::45,HSTS,1,False,,,Microsoft Corporation,,,
predeparturecheckapi.w2.its-qa-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,predeparturecheckapi.w2.its-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-08T02:51:15Z,2023-07-07T02:51:14Z,CN=predeparturecheckapi.w2.its-qa-aks.alaskaair.com,predeparturecheckapi.w2.its-qa-aks.alaskaair.com,predeparturecheckapi.w2.its-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9e9d552cee5d59485bf4572bdd92526,63be44c47aed67d11669444d9aeea46332c7e2a9f4e86a9ed32377ceda648bb2,,ctls,predeparturecheckapi.w2.its-qa-aks.alaskaair.com,,443,https://predeparturecheckapi.w2.its-qa-aks.alaskaair.com:443,https,,text/html,GET,20.69.133.170,/,586998417,20.69.133.170,HSTS,14,False,,,,,,
predeparturecheckapi.w2.its-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,predeparturecheckapi.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-07T02:37:24Z,2023-07-06T02:37:23Z,CN=predeparturecheckapi.w2.its-test-aks.alaskaair.com,predeparturecheckapi.w2.its-test-aks.alaskaair.com,predeparturecheckapi.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,accdc0b0656836a79919208b51ff70fd,f3eae0a5fb581a96fc848c062863385f775e34802465396ecf29a14cd3e2fdf3,,ctls,predeparturecheckapi.w2.its-test-aks.alaskaair.com,,443,https://predeparturecheckapi.w2.its-test-aks.alaskaair.com:443,https,,text/html,GET,20.98.88.164,/,586998417,20.98.88.164,HSTS,14,False,,,,,,
preorder.alaskaair.com,,400,194,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,preorder.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,True,ctls,preorder.alaskaair.com,,443,https://preorder.alaskaair.com:443,https,,,GET,13.107.237.45,/,-1385768906,2620:1ec:27::cafe:2133,,1,False,,,Microsoft Corporation,,,
primetime-demotest.w2.ecomm-test-aks.alaskaair.com,,200,15,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,primetime-demotest.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-13T13:23:00Z,2023-06-11T13:22:59Z,CN=primetime-demotest.w2.ecomm-test-aks.alaskaair.com,primetime-demotest.w2.ecomm-test-aks.alaskaair.com,primetime-demotest.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d7eab140f3a307fc230c3e168edcd5f,07b8f14b223df2c4e2bd9e510f451e6783712564fac52f7461c9ed2bda9a5610,,ctls,primetime-demotest.w2.ecomm-test-aks.alaskaair.com,azure,80,http://primetime-demotest.w2.ecomm-test-aks.alaskaair.com:80,http,,text/plain,GET,40.64.90.136,/,-138391155,40.64.90.136,HSTS,1,False,True,,,https://primetime-demotest.w2.ecomm-test-aks.alaskaair.com,,
rain.alaskaair.com,RAIN,200,17336,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,rain.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-28T13:24:52Z,2023-10-13T13:24:52Z,"CN=rain.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",rain.alaskaair.com,rain.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bc83a34d200f216383259d3f20924412,6c7957292ec1b8b2ff93a861ff1af53fe317734d884104816a255373a8db573c,,ctls,rain.alaskaair.com,azure,80,http://rain.alaskaair.com:80,http,Microsoft-IIS/10.0,text/html,GET,52.161.96.193,/,2110309260,52.161.96.193,Windows Server,25,False,True,,"Alaska Airlines, Inc.",https://rain.alaskaair.com/,,
readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T14:19:11Z,2023-08-02T14:19:10Z,CN=readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,49efac5a31606849b4fb79bc36850f07,05f6e967a16710d3b5e2bf612f6f77d57475d4f7fcd0a666e45f6f42d1a71544,,ctls,readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com,,443,https://readytofly-bpsvc.w2.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,20.69.115.140,/,1131193170,20.69.115.140,HSTS,14,False,,,,,,
readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,503 Service Temporarily Unavailable,503,592,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T14:19:28Z,2023-08-02T14:19:27Z,CN=readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24fe42e8b6878537e6857d02c4676c90,f00141d33c42fa7aa2df906c9282f03f49dd8d41f8f6681576ca554977ffd48e,,ctls,readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com,azure,443,https://readytofly-bpsvc.wc.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,13.78.230.197,/,1131193170,13.78.230.197,HSTS,14,False,True,,,,,
readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,503 Service Temporarily Unavailable,503,190,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T16:16:16Z,2023-08-02T16:16:15Z,CN=readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,19460888224110a744eb26e5f5d3d6f4,e9a9b2c418e5f97752d21bb195e14e644014497a14863f9543070ff861d13196,,ctls,readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com,azure,443,https://readytofly-qualifysvc.w2.ecomm-qa-aks.alaskaair.com:443,https,,text/html,GET,40.64.101.169,/,1457316476,40.64.101.169,HSTS,8,False,True,,,,,
