new,host,a,cname,soa,ns,status_code,cdn,cdn-name,txt,aaaa,has_internal_ips,internal_ips,mx
[x],clouddrive-dgg.huawei.com,"121.37.49.152, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall4th.huawei.cn, nsall.huawei.com, nsall3rd.huawei.cn, nsallsec.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],clouddrive-dr.huawei.com,153.3.216.61,,"clouddrive-dr.huawei.com, administrator.clouddrive-dr.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-hgh.huawei.com,122.9.168.102,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-jnb.huawei.com,159.138.178.196,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-kaz.huawei.com,"122.9.168.104, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall3rd.huawei.cn, nsallsec.huawei.com, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],clouddrive-lhr.huawei.com,14.137.135.9,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-los.huawei.com,164.215.46.122,,,,NOERROR,,,,,,,
[x],clouddrive-mex.huawei.com,110.238.88.142,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-msc.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],clouddrive-whu.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],cloudec.huaweicloud.com,,,"ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],cnosmportal.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],code.opensource.huaweicloud.com,,af4affac6f4c4960ac61c29bb11157ac.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],codehub.devcloud.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],college.huaweicloud.com,,"edu.huaweicloud.com, edu.huaweicloud.com.edgekey.net, e39493.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],communityfile-drcn.op.hicloud.com,,d1l4xxvojedqcf.cloudfront.net,,"ns-1369.awsdns-43.org, ns-1705.awsdns-21.co.uk, ns-499.awsdns-62.com, ns-573.awsdns-07.net",NOERROR,True,cloudfront,,,,,
[x],connect-dra.hispace.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],connect-drcn.hispace.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],console-ru1.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],console.jrzq.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],coreops.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],coupon-drcn.iap.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],cpghk.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],credit1.apistore.huaweicloud.com,,4b02c9ae12ed4256bcaba6a5dae2a7a2.apig.cn-north-4.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],crm.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],crm.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],cs.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],cs.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],csb.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],csc.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],csm.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],css.cloud.huawei.com,,,,,NOERROR,,,,,,,
[x],cswsit.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],customer.coreops.huaweicloud.com,,ead4531bb91849ba8b51568dcc6df8a9.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],customization.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],cwms-ec.huawei.com,,"cwms-ec.web01.huawei.akadns.net, cwms-ec-hk.failover.web01.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],cwms.huawei.com,,"cwms.other.huawei.akadns.net, cwms-uk.failover.other.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],d.edoc-ae.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-ca.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-de.huawei.com,"14.137.139.193, 124.71.94.46, 14.137.135.143",,,"nsall4th.huawei.cn, nsall3rd.huawei.cn, nsallsec.huawei.com, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],d.edoc-hk.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-id.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-in.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-jp.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-ng.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-om.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-ph.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-pk.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-ru.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-sa.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-sg.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-tr.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-us.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc-za.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d.edoc.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],d237af6bc4214cc383b5f2b40a3af234.apigw.cn-north-1.huaweicloud.com,,,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],d86cd103eadf4bf39fc31d79105382bf.waf.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],damddos.qiankun-saas.huawei.com,,b68d873d2f074c9db0fc4c99b8d2c385.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],dap-sg.bd.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],dap.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],datacollector-dra.dt.hicloud.com,,,"fake-for-negative-caching.adguard.com, hostmaster.datacollector-dra.dt.hicloud.com",,NOERROR,,,,,,,
[x],datacollector-drru.dt.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],de-serviceturbo-cloud.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],de.deveco.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],de.devecostudio.huawei.com,,,,,NOERROR,,,,,,,
[x],deal.apistore.huaweicloud.com,,87e063c45c0f48e9998575621b121696.apig.cn-east-3.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],deploy.devcloud.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],dev.huawei.com,,"developer.huawei.com, developer.huawei.com.edgesuite.net, a527.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],dev.huaweicloud.com,,"developer.huaweicloud.com, developer.huaweicloud.com.edgekey.net, e39493.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],devcloud.ap-southeast-3.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devcloud.cn-north-4.huaweicloud.com,,2ddbc6d8e7ea40368119350cfa370771.vip1.huaweicloudwaf.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],devcloud.cn-southwest-2.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devcloud.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],devcloud.la-north-2.huaweicloud.com,,bf51df5bd09344c19dcd074491d2b833.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devcloud.sa-brazil-1.huaweicloud.com,,432b99d2656e4740b1a9be9bb751f6a3.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devdata.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],deveco-drcn.op.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],deveco-lf.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],deveco-nj.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],deveco-sh.huawei.com,,3da98410786e4cba84ff9bbcdb8c32a2.vip1.huaweicloudwaf.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],deveco-xy.huawei.com,,5cad3c10195b4724af7234a637367b58.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devecostudio.huawei.com,,,,,NOERROR,,,,,,,
[x],developer-dra.op.hicloud.com,,d3jsn8046af96i.cloudfront.net,"ns-495.awsdns-61.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],developer-drcn.op.hicloud.com,,d31dhfknket7m2.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,
[x],developer-dre.op.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],developer-drru.op.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],developer.edu.hicomputing.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],developer.huawei.com,,"developer.huawei.com.edgesuite.net, a527.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],developer.huaweicloud.com,,"developer.huaweicloud.com.edgekey.net, e39493.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],developerfile-dra.op.hicloud.com,,"developerfile-dra-op-hicloud-com.appacc.dbankedge.net, d1n9k5dlyyavkk.cloudfront.net","ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],developerfile1.hicloud.com,,d3lka894d3r9y.cloudfront.net,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
[x],developers.huawei.com,,"developer.huawei.com, developer.huawei.com.edgesuite.net, a527.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],device-naas.huawei.com,,"device-naas.web01.huawei.akadns.net, device-naas-mex.failover.web01.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],device-naas1.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],device-naas3.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],device.qiankun-saas.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],devlab.edu.huaweicloud.com,,"devlab.edu.huaweicloud.com.d0850485.c.cdnhwc1.com, hcdnw101.gslb.c.cdnhwc2.com","ns1.hwclouds-dns.com, zhangxi\.zhang.huawei.com",,NOERROR,,,,,,,
[x],devops.huaweicloud.com,,,"ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],devrepo.devcloud.sa-brazil-1.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],devzone.huawei.com,,e6f4463ddb884145935ee34226dabef0.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],discuss.huaweicloud.com,,"bbs.huaweicloud.com, bbs.huaweicloud.com.cdn.dnsv1.com, hr9ttt5x.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],display2.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],dl.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],docs.petalpay.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],download-c-retail.huawei.com,,"download-c-retail.other.huawei.akadns.net, download-c-retail.huawei.com.edgekey.net, e11285.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],download.application.holosens.huawei.com,,"download.application.holosens.huawei.com.0970d333.cdnhwc8.cn, hcdnw101.gslb.c.cdnhwc2.com","ns1.hwclouds-dns.com, zhangxi\.zhang.huawei.com",,NOERROR,,,,,,,
[x],download.hissoho.huawei.com,,download.hissoho.huawei.com.cdn20.com,"dns1.cdn20.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],download.huawei.com,,"download.huawei.com.akadns.net, download.huawei.com.edgekey.net, e11285.h.akamaiedge.net","n0h.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],dp.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],drcn.mirror.cloud.huawei.com,,,,,NOERROR,,,,,,,
[x],dsp.nebula-collector.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],dtm-dre.platform.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],dws-demov.dws.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],e-cad.saas.huaweicloud.com,,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],e-campaign.huawei.com,,"e-campaign.huawei.com.akadns.net, e-campaign.huawei.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],e.huawei.com,,"e.huawei.com.akadns.net, ion-sslv6.huawei.com.edgekey.net, e11285.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],e.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],e01f8dd74bdf490bba10c6d5d5000cab.waf.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],e95713afadbd4c88bce1d965011f32f6.apigw.cn-east-3.huaweicloud.com,,,"ns1.hwclouds-dns.com, apig.example.com",,NOERROR,,,,,,,
[x],e95ec72f70b84c7e9a5bbbd7edcee992.waf.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],e9a01179bf964527ad5d8906d91c0560.waf.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],ebg-beta.smb.e.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],ecotest.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],ecp.admin.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],ecportal.vmall.com,121.36.25.221,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],ecs.huaweicloud.com,,7b661268b2f74f108d22f2eee821bea1.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],eda.fusionplant.huaweicloud.com,,310629d1fc52481e9d07078675a42f08.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],edcs.huawei.com,,"edcs.web.huawei.akadns.net, edcs-ch.failover.web.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],edm.heds.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edm.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,v=spf1 a mx include:virtualmail.webpower.asia ~all,,,,virtualmail.webpower.asia
[x],edm01.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edm02.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edm3-ca.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-ae.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-beta.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-bh.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-br.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-de.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-hk.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-id.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-in.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-my.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-ng.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-om.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-ph.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-pk.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-sa.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-sg.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-tr.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-uk.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-us.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc-za.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edoc.huawei.com,"124.71.94.46, 14.137.135.143","edoc.other.huawei.akadns.net, edoc-hk.failover.other.huawei.akadns.net, edoc.huawei.com.cdngtm.com","dns1.qtlglb.info, webmaster.lxdns.com","nsall3rd.huawei.cn, nsall4th.huawei.cn, nsall.huawei.com, nsallsec.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],edocnj-beta.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],edp.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],edpomstest.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],edu.huawei.com,,b8b88f71542a493f8f90222ac30ebc55.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],education.huaweicloud.com,,3b1d3cb1fe4b4b5095d135f70bcb95bc.vip1.huaweicloudwaf.eu,"gns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],effa8205ad2a4c07a80ccfb94cf6fc61.waf.huaweicloud.com,,,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],ekit.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],email2.consumer.huawei.com,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com","ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-1527.awsdns-62.org, ns-653.awsdns-17.net",NOERROR,,,"google-site-verification=nZ49HAVk8gzR9vmSvw9KYBwsZnCGp06Ed_T810qGwME, v=spf1 redirect=__spf.campaign.adobe.com",,,,inbound.campaign.adobe.com
[x],emui.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],en.bugbounty.huawei.com,,,,,NOERROR,,,,2407:c080:1400:14:c176:89af:a45a:9ebd,,,
[x],enterprise.huawei.com,104.75.89.19,"enterprise.huawei.com.akadns.net, ion-sslv6.huawei.com.edgekey.net, e11285.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:1700:790::2c15, 2a02:26f0:1700:791::2c15",,,
[x],envidphoto.apistore.huaweicloud.com,119.3.120.107,5d1e39c367f543b497161a24566c95a2.apig.cn-east-3.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],eomssec.test.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],esdp.huawei.com,119.8.242.163,"esdp.other.huawei.akadns.net, esdp-hk.failover.other.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],eservice.huawei.com,121.37.49.185,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans.huawei.com,,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans1.huawei.com,121.37.49.93,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans11.huawei.com,14.137.139.180,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans12.huawei.com,119.8.177.8,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans13.huawei.com,"203.82.54.234, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall4th.huawei.cn, nsall.huawei.com, nsall3rd.huawei.cn",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],etrans15.huawei.com,121.37.49.182,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans4.huawei.com,88.201.29.176,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans5.huawei.com,"14.137.135.17, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall3rd.huawei.cn, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],etrans6.huawei.com,119.8.177.8,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans7.huawei.com,119.8.89.196,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans8.huawei.com,98.158.95.119,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],etrans9.huawei.com,121.37.49.94,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],eu-1.nebula-collector.huawei.com,185.176.78.228,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],eu-auth.huaweicloud.com,90.84.172.148,consoleadapter-external-lb-ru-moscow2.huaweicloud.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
