new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,caa,txt,has_internal_ips,internal_ips,mx
[x],jpay.jfrog.com,"44.198.151.183, 54.211.184.130, 54.198.5.107","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-jfapps-use1-lb.jfrog.io, ab3e6e4c4ab9d420ba6eb9a09ac5a1a9-1861444866.us-east-1.elb.amazonaws.com",,,,,,
[x],jpms.jfrog.com,"54.198.5.107, 54.211.184.130, 44.198.151.183","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-jfapps-use1-lb.jfrog.io, ab3e6e4c4ab9d420ba6eb9a09ac5a1a9-1861444866.us-east-1.elb.amazonaws.com",,,,,,
[x],juc-il.innovationhub.jfrog.com,"18.155.129.96, 18.155.129.16, 18.155.129.57, 18.155.129.44","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],juc-il.jfrog.com,"108.157.229.18, 108.157.229.85, 108.157.229.45, 108.157.229.17","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],juc-paris.jfrog.com,,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],k8s-friends.jfrog.com,"18.155.129.44, 18.155.129.96, 18.155.129.16, 18.155.129.57","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],landing.jfrog.com,"54.211.184.130, 44.198.151.183, 54.198.5.107","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-jfapps-use1-lb.jfrog.io, ab3e6e4c4ab9d420ba6eb9a09ac5a1a9-1861444866.us-east-1.elb.amazonaws.com",,,,,,
[x],leap.jfrog.com,"104.17.71.206, 104.17.70.206, 104.17.73.206, 104.17.74.206, 104.17.72.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"jfrog.mktoweb.com, lon04.mktossl.com",,,,,,
[x],leapevent.jfrog.com,"18.66.147.91, 18.66.147.90, 18.66.147.21, 18.66.147.74","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:225e:1a00:1:a71:99c0:93a1, 2600:9000:225e:7600:1:a71:99c0:93a1, 2600:9000:225e:5c00:1:a71:99c0:93a1, 2600:9000:225e:1400:1:a71:99c0:93a1, 2600:9000:225e:8400:1:a71:99c0:93a1, 2600:9000:225e:4e00:1:a71:99c0:93a1, 2600:9000:225e:ea00:1:a71:99c0:93a1, 2600:9000:225e:4a00:1:a71:99c0:93a1",dvfonqh6nqjxj.cloudfront.net,"ns-1196.awsdns-21.org, ns-1808.awsdns-34.co.uk, ns-37.awsdns-04.com, ns-620.awsdns-13.net",,,,,
[x],liquidsoftware.jfrog.com,"143.204.89.69, 143.204.89.78, 143.204.89.112, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],mail.jfrog.com,142.250.185.179,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:830::2013,ghs.googlehosted.com,,,,,,
[x],managersplaybook.jfrog.com,"108.157.4.42, 108.157.4.16, 108.157.4.4, 108.157.4.95","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],marketo.jfrog.com,"108.157.4.16, 108.157.4.42, 108.157.4.4, 108.157.4.95","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mat.jfrog.com,"143.204.89.102, 143.204.89.78, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],media.jfrog.com,"108.138.7.14, 108.138.7.114, 108.138.7.82, 108.138.7.42","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],meet.jfrog.com,"108.138.51.86, 108.138.51.73, 108.138.51.29, 108.138.51.61","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mkto.jfrog.com,"143.204.89.102, 143.204.89.78, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mssql.swampguide.jfrog.com,"143.204.89.78, 143.204.89.69, 143.204.89.102, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],my.jfrog.com,"44.198.151.183, 54.211.184.130, 54.198.5.107","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-jfapps-use1-lb.jfrog.io, ab3e6e4c4ab9d420ba6eb9a09ac5a1a9-1861444866.us-east-1.elb.amazonaws.com",,,,,,
[x],my.swampup2020.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],myjfrog-api.jfrog.com,"54.198.5.107, 54.211.184.130, 44.198.151.183","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-jfapps-use1-lb.jfrog.io, ab3e6e4c4ab9d420ba6eb9a09ac5a1a9-1861444866.us-east-1.elb.amazonaws.com",,,,,,
[x],narcissus.jfrog.com,"52.22.48.19, 54.204.57.97, 54.83.113.30","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"narcissus-production-lb.jfrog.io, a9846f1cf36874b42b819df4bc0f5e14-2053011327.us-east-1.elb.amazonaws.com",,,,,,
[x],nbg.jfrog.com,"52.85.132.108, 52.85.132.81, 52.85.132.26, 52.85.132.103","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],netflix.jfrog.com,"143.204.89.78, 143.204.89.102, 143.204.89.112, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ok.jfrog.com,"23.22.90.252, 34.200.97.200, 52.20.195.32","ns-1514.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,okt.to,"ns-142.awsdns-17.com, ns-801.awsdns-36.net, ns-1514.awsdns-61.org, ns-1621.awsdns-10.co.uk","letsencrypt.org, ;",,,,
[x],openmrs.jfrog.com,"18.65.39.105, 18.65.39.74, 18.65.39.67, 18.65.39.106","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ops.jfrog.com,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,ghs.googlehosted.com,,,,,,
[x],oss.jfrog.org,"52.204.50.226, 54.84.204.123, 54.164.165.103, 52.1.231.181, 3.224.183.205, 54.163.92.122, 44.196.46.66, 35.172.68.131","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"oss-jfrog-org.customers.jfrog.net, endpointdns-prod-use1-lb.jfrog.io, a25fac79804e24550a961ded49dc4a2c-1113134030.us-east-1.elb.amazonaws.com",,,,,,
[x],partnercenter.jfrog.com,"13.110.26.13, 13.110.26.11, 13.110.26.17","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,"partnercenter.jfrog.com.00d8a000002bkcqeac.live.siteforce.com, n.edge2.salesforce.com, ord.edge2.salesforce.com",,,,,,
[x],patent.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.78, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pczeros-xbx.jfrog.com,"108.138.51.29, 108.138.51.86, 108.138.51.73, 108.138.51.61","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pczm.go.jfrog.com,"143.204.89.69, 143.204.89.78, 143.204.89.102, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],po.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],preferences.jfrog.com,"13.32.121.83, 13.32.121.48, 13.32.121.3, 13.32.121.21","ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,jfrog.datagrail.io,,,,,,
[x],privateevent.jfrog.com,"143.204.89.78, 143.204.89.69, 143.204.89.112, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],privatevent.jfrog.com,"13.32.145.26, 13.32.145.47, 13.32.145.30, 13.32.145.32","ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:20e1:ec00:14:c066:2600:93a1, 2600:9000:20e1:9600:14:c066:2600:93a1, 2600:9000:20e1:4400:14:c066:2600:93a1, 2600:9000:20e1:8c00:14:c066:2600:93a1, 2600:9000:20e1:6600:14:c066:2600:93a1, 2600:9000:20e1:dc00:14:c066:2600:93a1, 2600:9000:20e1:f600:14:c066:2600:93a1, 2600:9000:20e1:400:14:c066:2600:93a1",d151poai6dfdso.cloudfront.net,"ns-1485.awsdns-57.org, ns-1554.awsdns-02.co.uk, ns-475.awsdns-59.com, ns-657.awsdns-18.net, ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],prod-usw1-artifacts-netflix-com.jfrog.com,"18.155.129.57, 18.155.129.44, 18.155.129.96, 18.155.129.16","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],production.ci.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.78, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],proxy.jfrog.org,"34.249.63.111, 18.202.255.121","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,it-app-elb-1957641746.eu-west-1.elb.amazonaws.com,,,,,,
[x],reitoria.jfrog.com,"143.204.89.78, 143.204.89.112, 143.204.89.102, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],repo.jfrog.com,"143.204.89.69, 143.204.89.112, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],repospringio.jfrog.org,104.196.9.96,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],resarch.jfrog.com,"143.204.89.78, 143.204.89.69, 143.204.89.102, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],research.jfrog.com,"185.199.108.153, 185.199.111.153, 185.199.110.153, 185.199.109.153","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,"2606:50c0:8000::153, 2606:50c0:8002::153, 2606:50c0:8001::153, 2606:50c0:8003::153",jfrog.github.io,,"letsencrypt.org, digicert.com",,,,
[x],research.liquidsoftware.jfrog.com,"143.204.89.112, 143.204.89.78, 143.204.89.102, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],resnet.jfrog.com,"143.204.89.112, 143.204.89.102, 143.204.89.78, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],rnd.jfrog.com,172.217.23.115,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:809::2013,ghs.googlehosted.com,,,,,,
[x],rt.jctf.jfrog.org,18.192.44.161,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],safeswamps.jfrog.com,"52.54.134.233, 34.197.216.62","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,www-jfrog-com-905797933.us-east-1.elb.amazonaws.com,,,,,,
[x],salesforce.epilogue.jfrog.com,,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],salesforce.jfrog.com,"34.236.160.253, 18.207.47.22, 54.92.247.211, 52.21.186.229, 34.230.233.165","ns-350.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"fdus-lb35-d68.freshdesk.com, fwfd-use1-lb32.freshdesk.com","ns-1270.awsdns-30.org, ns-1955.awsdns-52.co.uk, ns-350.awsdns-43.com, ns-514.awsdns-00.net","amazon.com, letsencrypt.org",,,,
[x],search.jfrog.com,,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],securityroundtable.jfrog.com,"18.155.129.122, 18.155.129.32, 18.155.129.43, 18.155.129.70","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:244f:6e00:6:600c:be80:93a1, 2600:9000:244f:dc00:6:600c:be80:93a1, 2600:9000:244f:2a00:6:600c:be80:93a1, 2600:9000:244f:200:6:600c:be80:93a1, 2600:9000:244f:f600:6:600c:be80:93a1, 2600:9000:244f:5a00:6:600c:be80:93a1, 2600:9000:244f:e000:6:600c:be80:93a1, 2600:9000:244f:8800:6:600c:be80:93a1",d3rj7ytmmkkxkq.cloudfront.net,"ns-898.awsdns-48.net, ns-198.awsdns-24.com, ns-1154.awsdns-16.org, ns-1695.awsdns-19.co.uk",,,,,
[x],sf-is.jfrog.com,"13.32.121.129, 13.32.121.27, 13.32.121.111, 13.32.121.112","ns-1115.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2240:ec00:f:9db9:30c0:93a1, 2600:9000:2240:fa00:f:9db9:30c0:93a1, 2600:9000:236e:c00:f:9db9:30c0:93a1, 2600:9000:236e:2a00:f:9db9:30c0:93a1, 2600:9000:236e:6a00:f:9db9:30c0:93a1, 2600:9000:236e:e000:f:9db9:30c0:93a1, 2600:9000:2240:a000:f:9db9:30c0:93a1, 2600:9000:2240:e000:f:9db9:30c0:93a1",dn9364v91luwz.cloudfront.net,"ns-233.awsdns-29.com, ns-722.awsdns-26.net, ns-1115.awsdns-11.org, ns-1993.awsdns-57.co.uk",,,,,
[x],sip.jfrog.com,52.112.193.13,"admin.nsatc.net, dns.level3.net",NOERROR,,,2603:1027:0:3::b,sipdir.online.lync.com,,,,,,
[x],solutions.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],speedmedia.jfrog.com,"65.9.86.21, 65.9.86.68, 65.9.86.10, 65.9.86.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],spf.jfrog.com,"108.157.229.17, 108.157.229.18, 108.157.229.85, 108.157.229.45","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],spring.jfrog.org,104.196.9.96,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,repospringio.jfrog.org,,,,,,
[x],springsource.jfrog.org,104.196.9.96,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],stam.jfrog.com,"18.155.129.96, 18.155.129.16, 18.155.129.57, 18.155.129.44","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],staysafe.jfrog.com,"52.54.134.233, 34.197.216.62","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,www-jfrog-com-905797933.us-east-1.elb.amazonaws.com,,,,,,
[x],staysafecms1.jfrog.com,"18.65.39.105, 18.65.39.67, 18.65.39.74, 18.65.39.106","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],step-up.jfrog.com,"13.224.194.196, 13.224.194.91, 13.224.194.188, 13.224.194.137","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],stg-jira.jfrog.org,"35.173.120.170, 100.26.126.129","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,stg-is-7709082.us-east-1.elb.amazonaws.com,,,,,,
[x],sub-166-157-126.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.69, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sub-166-239-103.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.102, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sub-97-185-193.jfrog.com,,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sub-97-7-251.jfrog.com,,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sub.jctf.jfrog.com,"18.65.39.67, 18.65.39.106, 18.65.39.74, 18.65.39.105","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sub.jctf.jfrog.org,18.192.44.161,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,rt.jctf.jfrog.org,"ns-1423.awsdns-49.org, ns-1606.awsdns-08.co.uk, ns-264.awsdns-33.com, ns-755.awsdns-30.net",,,,,
[x],superfrogs.jfrog.com,"52.204.233.198, 52.23.59.102, 34.192.229.91","ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,superfrogs.influitive.com,,,,,,
[x],support.jfrog.com,"85.222.140.6, 85.222.140.13, 85.222.140.11","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,"support.jfrog.com.00d20000000m3v0eac.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,
[x],supportlogs.jfrog.com,"3.224.183.205, 50.19.9.138, 34.233.186.54, 35.172.68.131, 18.213.82.181, 50.16.190.106, 54.146.9.214, 44.210.249.123","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"endpointdns-prod-use1-lb.jfrog.io, a25fac79804e24550a961ded49dc4a2c-1113134030.us-east-1.elb.amazonaws.com",,,,,,
[x],survey.jfrog.org,"44.197.72.240, 50.17.242.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,prod-is-us-east-1453320371.us-east-1.elb.amazonaws.com,,,,,,
[x],swampguide.jfrog.com,"143.204.89.102, 143.204.89.112, 143.204.89.69, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],swampguide.swampowertravel.jfrog.com,"143.204.89.69, 143.204.89.102, 143.204.89.112, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],swampup.jfrog.com,"52.222.236.120, 52.222.236.67, 52.222.236.99, 52.222.236.53","ns-1814.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223e:2a00:19:6c25:12c0:93a1, 2600:9000:223e:d400:19:6c25:12c0:93a1, 2600:9000:223e:5800:19:6c25:12c0:93a1, 2600:9000:223e:8600:19:6c25:12c0:93a1, 2600:9000:223e:6200:19:6c25:12c0:93a1, 2600:9000:223e:7600:19:6c25:12c0:93a1, 2600:9000:223e:800:19:6c25:12c0:93a1, 2600:9000:223e:7a00:19:6c25:12c0:93a1",d17vmiuhqsyrm3.cloudfront.net,"ns-1814.awsdns-34.co.uk, ns-965.awsdns-56.net, ns-1267.awsdns-30.org, ns-135.awsdns-16.com",,,,,
[x],swampup2019.jfrog.com,"18.65.39.67, 18.65.39.105, 18.65.39.106, 18.65.39.74","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],swampup2020.jfrog.com,"18.65.39.74, 18.65.39.67, 18.65.39.105, 18.65.39.106","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],swampup2020api.jfrog.com,"18.155.129.44, 18.155.129.16, 18.155.129.96, 18.155.129.57","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,,,,
[x],swlatinamericampowertrlatinamericavel.jfrog.com,"108.157.4.16, 108.157.4.42, 108.157.4.95, 108.157.4.4","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],tempdev2021.jfrog.com,"18.155.129.16, 18.155.129.57, 18.155.129.96, 18.155.129.44","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],travelpolicy.jfrog.com,"143.204.89.78, 143.204.89.102, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],try.jfrog.com,"143.204.89.78, 143.204.89.112, 143.204.89.102, 143.204.89.69","ns-1837.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2156:4a00:a:5d28:1f40:93a1, 2600:9000:2156:5a00:a:5d28:1f40:93a1, 2600:9000:2156:1c00:a:5d28:1f40:93a1, 2600:9000:2156:2e00:a:5d28:1f40:93a1, 2600:9000:2156:5e00:a:5d28:1f40:93a1, 2600:9000:2156:4200:a:5d28:1f40:93a1, 2600:9000:2156:9c00:a:5d28:1f40:93a1, 2600:9000:2156:ea00:a:5d28:1f40:93a1",d2ovf8cd6qapa5.cloudfront.net,"ns-740.awsdns-28.net, ns-1837.awsdns-37.co.uk, ns-315.awsdns-39.com, ns-1335.awsdns-38.org",,,,,
[x],uastour03-04-16.jfrog.com,"143.204.89.112, 143.204.89.69, 143.204.89.78, 143.204.89.102","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],updates.jfrog.com,159.92.152.14,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1274.awsdns-31.org, ns-1999.awsdns-57.co.uk, ns-35.awsdns-04.com, ns-867.awsdns-44.net",,v=spf1 include:cust-spf.exacttarget.com -all,,,reply.s51.exacttarget.com
[x],video6galery.jfrog.com,"143.204.89.102, 143.204.89.69, 143.204.89.112, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],view.updates.jfrog.com,159.92.145.107,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpn.jfrog.org,10.0.0.10,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.0.0.10,
[x],w.jfrog.com,"108.157.4.95, 108.157.4.4, 108.157.4.42, 108.157.4.16","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],wiki.jfrog.com,"54.160.84.249, 35.169.102.222","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb-website-jfrog-com.jfrog.net, ws-jfrog-com-652360252.us-east-1.elb.amazonaws.com",,,,,,
[x],wiki.jfrog.org,"44.193.239.86, 107.23.46.145","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb-website-jfrog-org.jfrog.net, ws-jfrog-org-1359332232.us-east-1.elb.amazonaws.com",,,,,,
[x],wordpress-swampup2020.jfrog.com,"18.155.129.96, 18.155.129.57, 18.155.129.16, 18.155.129.44","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ww.jfrog.com,"108.157.229.18, 108.157.229.45, 108.157.229.17, 108.157.229.85","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www-stg.jfrog.com,"143.204.89.69, 143.204.89.112, 143.204.89.102, 143.204.89.78","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.backtoschool.jfrog.com,"18.155.129.96, 18.155.129.44, 18.155.129.16, 18.155.129.57","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.communified.jfrog.com,"143.204.89.102, 143.204.89.78, 143.204.89.69, 143.204.89.112","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.friends.jfrog.com,"143.204.89.78, 143.204.89.112, 143.204.89.102, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,*.jfrog.com,,,,,,
[x],www.icedcoffebreak.jfrog.com,"108.156.2.27, 108.156.2.56, 108.156.2.71, 108.156.2.107","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.jfrog.org,"44.193.239.86, 107.23.46.145","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"elb-website-jfrog-org.jfrog.net, ws-jfrog-org-1359332232.us-east-1.elb.amazonaws.com",,,,,,
[x],www.jfroghris.jfrog.com,"143.204.89.112, 143.204.89.78, 143.204.89.102, 143.204.89.69","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.jfrogtshirt.jfrog.com,"52.85.132.108, 52.85.132.81, 52.85.132.26, 52.85.132.103","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],www.liquidsoftware.jfrog.com,"108.157.229.85, 108.157.229.18, 108.157.229.45, 108.157.229.17","ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
