input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,csp_domains_,final_url,tls_subject_org_,tls_mismatched
bid47ld.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,bid47ld.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,bid47ld.pr.topechelon.com,,443,https://bid47ld.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,,,
bid47np.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,bid47np.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,bid47np.pr.topechelon.com,,443,https://bid47np.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,1862162275,35.173.62.202,,7,False,,awselb/2.0,,,,
bofa.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,bofa.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,bofa.pr.topechelon.com,,443,https://bofa.pr.topechelon.com:443,https,text/html,GET,35.173.62.202,/,2051366281,23.22.98.227,,13,False,,awselb/2.0,,,,
borderntp.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,borderntp.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,borderntp.pr.topechelon.com,,443,https://borderntp.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,,,
brand-docs-devops-webproxy.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,brand-docs-devops-webproxy.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,brand-docs-devops-webproxy.pr.topechelon.com,,443,https://brand-docs-devops-webproxy.pr.topechelon.com:443,https,text/html,GET,3.213.127.70,/,2051366281,23.22.98.227,,13,False,,awselb/2.0,,,,
bucket-bothwa04.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,bucket-bothwa04.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,bucket-bothwa04.pr.topechelon.com,,80,http://bucket-bothwa04.pr.topechelon.com:80,http,text/html,GET,23.22.98.227,/,2051366281,54.88.68.203,,13,False,,awselb/2.0,,https://bucket-bothwa04.pr.topechelon.com/,,
bucket-hbkfic.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,bucket-hbkfic.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,bucket-hbkfic.pr.topechelon.com,,80,http://bucket-hbkfic.pr.topechelon.com:80,http,text/html,GET,23.22.98.227,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,https://bucket-hbkfic.pr.topechelon.com/,,
c04.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,c04.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,c04.pr.topechelon.com,,443,https://c04.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,,,
calendar.topechelon.com,Sign in - Google Accounts,200,1422,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,,80,http://calendar.topechelon.com:80,http,text/html,GET,172.217.18.115,/,2007733568,2a00:1450:4001:809::2013,OpenGSE,32,False,,GSE,url=https://www.google.com/accounts/AccountChooser?hd=topechelon.com&continue=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&followup=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&osid=1&service=cl,https://www.google.com/a/topechelon.com/ServiceLogin?service=cl&continue=https://calendar.google.com/calendar/&followup=https://calendar.google.com/calendar/&osid=1&passive=1209600,,
caminhodoscristais.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,caminhodoscristais.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,caminhodoscristais.pr.topechelon.com,,443,https://caminhodoscristais.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,,,
certbot.topechelon.com,503 Service Temporarily Unavailable,503,564,certbot.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-14T23:59:59Z,CN=*.topechelon.com,*.topechelon.com,topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,715faa3c164a4e63ba73d66897131d40,a3328e196daf8f1948d16340003b2158943bc7b6a64928e6f287ec26ce0dec96,True,ctls,certbot.topechelon.com,,80,http://certbot.topechelon.com:80,http,text/html,GET,54.161.37.228,/,2051366281,52.3.151.113,,13,False,,awselb/2.0,,https://certbot.topechelon.com/,,
ci1.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,ci1.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,ci1.pr.topechelon.com,,443,https://ci1.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,,,
configerror.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,configerror.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,configerror.pr.topechelon.com,,443,https://configerror.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,,,
configmy.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,configmy.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,configmy.pr.topechelon.com,,443,https://configmy.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,,,
confignode-docs.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,confignode-docs.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,confignode-docs.pr.topechelon.com,,443,https://confignode-docs.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,,,
confluence-kafka.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,confluence-kafka.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,confluence-kafka.pr.topechelon.com,,80,http://confluence-kafka.pr.topechelon.com:80,http,text/html,GET,23.22.98.227,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,https://confluence-kafka.pr.topechelon.com/,,
conventions.topechelon.com,Top Echelon Connect	  Page not found,404,35240,connect.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T03:28:00Z,2023-07-09T03:27:59Z,CN=*.topechelon.com,*.topechelon.com,topechelon.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,753a50e4c1f0976d4d4b0da5d24a6161,a1c8515826cf37c11ea2e4ca58f03dc014259435f412f16f90ad5ce6860dfe80,True,ctls,connect.topechelon.com,,443,https://conventions.topechelon.com:443,https,text/html,GET,34.197.221.78,/,-1451662241,23.23.62.13,WordPress:5.9.5,421,False,,cloudflare,,https://connect.topechelon.com/,,
cosmos-authy.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,cosmos-authy.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,cosmos-authy.pr.topechelon.com,,443,https://cosmos-authy.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,,,
crb-dev.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,crb-dev.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,crb-dev.pr.topechelon.com,,443,https://crb-dev.pr.topechelon.com:443,https,text/html,GET,3.213.127.70,/,1862162275,35.173.62.202,,7,False,,awselb/2.0,,,,
crk.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,crk.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,crk.pr.topechelon.com,,80,http://crk.pr.topechelon.com:80,http,text/html,GET,35.173.62.202,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,https://crk.pr.topechelon.com/,,
d3papp.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,d3papp.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,d3papp.pr.topechelon.com,,80,http://d3papp.pr.topechelon.com:80,http,text/html,GET,23.22.98.227,/,2051366281,35.173.62.202,,13,False,,awselb/2.0,,https://d3papp.pr.topechelon.com/,,
dailymed.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,dailymed.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dailymed.pr.topechelon.com,,443,https://dailymed.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,,,
dal09-dev-portal.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,dal09-dev-portal.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dal09-dev-portal.pr.topechelon.com,,443,https://dal09-dev-portal.pr.topechelon.com:443,https,text/html,GET,35.173.62.202,/,2051366281,23.22.98.227,,13,False,,awselb/2.0,,,,
data-cms-cs-erp-demo.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,data-cms-cs-erp-demo.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,data-cms-cs-erp-demo.pr.topechelon.com,,443,https://data-cms-cs-erp-demo.pr.topechelon.com:443,https,text/html,GET,35.173.62.202,/,2051366281,23.22.98.227,,13,False,,awselb/2.0,,,,
data-config-redirect.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,data-config-redirect.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,data-config-redirect.pr.topechelon.com,,80,http://data-config-redirect.pr.topechelon.com:80,http,text/html,GET,3.213.127.70,/,1862162275,23.22.98.227,,7,False,,awselb/2.0,,https://data-config-redirect.pr.topechelon.com/,,
dataengineeringpartners.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,dataengineeringpartners.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dataengineeringpartners.pr.topechelon.com,,80,http://dataengineeringpartners.pr.topechelon.com:80,http,text/html,GET,23.22.98.227,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,https://dataengineeringpartners.pr.topechelon.com/,,
dbmsminerva-pr.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,dbmsminerva-pr.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dbmsminerva-pr.pr.topechelon.com,,443,https://dbmsminerva-pr.pr.topechelon.com:443,https,text/html,GET,23.22.98.227,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,,,
dbmsstagingsystemmanage.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,dbmsstagingsystemmanage.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dbmsstagingsystemmanage.pr.topechelon.com,,443,https://dbmsstagingsystemmanage.pr.topechelon.com:443,https,text/html,GET,35.173.62.202,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,,,
debugalpha-dev6.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,debugalpha-dev6.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,debugalpha-dev6.pr.topechelon.com,,443,https://debugalpha-dev6.pr.topechelon.com:443,https,text/html,GET,3.213.127.70,/,1862162275,23.22.98.227,,7,False,,awselb/2.0,,,,
dev-alpha-datausersdb1static-clients-stats-corp.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,dev-alpha-datausersdb1static-clients-stats-corp.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dev-alpha-datausersdb1static-clients-stats-corp.pr.topechelon.com,,80,http://dev-alpha-datausersdb1static-clients-stats-corp.pr.topechelon.com:80,http,text/html,GET,35.173.62.202,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,https://dev-alpha-datausersdb1static-clients-stats-corp.pr.topechelon.com/,,
devdevenv-oceania-exchangedns.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,devdevenv-oceania-exchangedns.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,devdevenv-oceania-exchangedns.pr.topechelon.com,,443,https://devdevenv-oceania-exchangedns.pr.topechelon.com:443,https,text/html,GET,3.213.127.70,/,1862162275,54.88.68.203,,7,False,,awselb/2.0,,,,
devshare-yo-kafka.pr.topechelon.com,503 Service Temporarily Unavailable,503,162,devshare-yo-kafka.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,devshare-yo-kafka.pr.topechelon.com,,443,https://devshare-yo-kafka.pr.topechelon.com:443,https,text/html,GET,54.88.68.203,/,1862162275,3.213.127.70,,7,False,,awselb/2.0,,,,
dli.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,dli.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,dli.pr.topechelon.com,,80,http://dli.pr.topechelon.com:80,http,text/html,GET,35.173.62.202,/,2051366281,23.22.98.227,,13,False,,awselb/2.0,,https://dli.pr.topechelon.com/,,
docker.topechelon.com,403 Forbidden,403,118,docker.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-14T23:59:59Z,CN=*.topechelon.com,*.topechelon.com,topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,715faa3c164a4e63ba73d66897131d40,a3328e196daf8f1948d16340003b2158943bc7b6a64928e6f287ec26ce0dec96,True,ctls,docker.topechelon.com,,443,https://docker.topechelon.com:443,https,text/html,GET,3.211.55.3,/,1344368402,54.145.108.20,,7,False,,awselb/2.0,,,,
docs-stage.pr.topechelon.com,503 Service Temporarily Unavailable,503,564,docs-stage.pr.topechelon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pr.topechelon.com,*.pr.topechelon.com,pr.topechelon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e0f9d086d5a8d4afab87ca71c28b570,7e896ab286aa68a81ac97a1f0cdeedf6c208121faf3bb8915b8aa8eaf7de9ccc,True,ctls,docs-stage.pr.topechelon.com,,80,http://docs-stage.pr.topechelon.com:80,http,text/html,GET,54.88.68.203,/,2051366281,3.213.127.70,,13,False,,awselb/2.0,,https://docs-stage.pr.topechelon.com/,,
