input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_wildcard_certificate,tls_self_signed,final_url
chatd.aadds.vgz.nl,Not Found,404,315,chatd.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chatd.aadds.vgz.nl,443,https://chatd.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
che.aadds.vgz.nl,Not Found,404,315,che.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,che.aadds.vgz.nl,443,https://che.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-accessdemo-orgtraining.aadds.vgz.nl,Not Found,404,315,chef-accessdemo-orgtraining.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-accessdemo-orgtraining.aadds.vgz.nl,443,https://chef-accessdemo-orgtraining.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-accountdatamirror-erpalt.aadds.vgz.nl,Not Found,404,315,chef-accountdatamirror-erpalt.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-accountdatamirror-erpalt.aadds.vgz.nl,443,https://chef-accountdatamirror-erpalt.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-cachedatabasehelporigin.aadds.vgz.nl,Not Found,404,315,chef-cachedatabasehelporigin.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-cachedatabasehelporigin.aadds.vgz.nl,443,https://chef-cachedatabasehelporigin.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-office-clients-stats-corp.aadds.vgz.nl,Not Found,404,315,chef-office-clients-stats-corp.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-office-clients-stats-corp.aadds.vgz.nl,443,https://chef-office-clients-stats-corp.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-staging-cacheoceania.aadds.vgz.nl,Not Found,404,315,chef-staging-cacheoceania.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-staging-cacheoceania.aadds.vgz.nl,443,https://chef-staging-cacheoceania.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chef-vpn-monitoring-configstorebackups-www-test.aadds.vgz.nl,Not Found,404,315,chef-vpn-monitoring-configstorebackups-www-test.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chef-vpn-monitoring-configstorebackups-www-test.aadds.vgz.nl,443,https://chef-vpn-monitoring-configstorebackups-www-test.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefapiaccept-domain.aadds.vgz.nl,Not Found,404,315,chefapiaccept-domain.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefapiaccept-domain.aadds.vgz.nl,443,https://chefapiaccept-domain.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefbackup-api-web-manager-devel-vpn.aadds.vgz.nl,Not Found,404,315,chefbackup-api-web-manager-devel-vpn.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefbackup-api-web-manager-devel-vpn.aadds.vgz.nl,443,https://chefbackup-api-web-manager-devel-vpn.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefdevenv-storagemx.aadds.vgz.nl,Not Found,404,315,chefdevenv-storagemx.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefdevenv-storagemx.aadds.vgz.nl,443,https://chefdevenv-storagemx.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefi.aadds.vgz.nl,Not Found,404,315,chefi.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefi.aadds.vgz.nl,443,https://chefi.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefinternal-container.aadds.vgz.nl,Not Found,404,315,chefinternal-container.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefinternal-container.aadds.vgz.nl,443,https://chefinternal-container.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefpostgres.aadds.vgz.nl,Not Found,404,315,chefpostgres.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefpostgres.aadds.vgz.nl,443,https://chefpostgres.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefpr-volumeitunesprogramdownloadtool-prod.aadds.vgz.nl,Not Found,404,315,chefpr-volumeitunesprogramdownloadtool-prod.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefpr-volumeitunesprogramdownloadtool-prod.aadds.vgz.nl,443,https://chefpr-volumeitunesprogramdownloadtool-prod.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefprivate-engineeringcistorebackups-www-test.aadds.vgz.nl,Not Found,404,315,chefprivate-engineeringcistorebackups-www-test.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefprivate-engineeringcistorebackups-www-test.aadds.vgz.nl,443,https://chefprivate-engineeringcistorebackups-www-test.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefprod-datassostreaming.aadds.vgz.nl,Not Found,404,315,chefprod-datassostreaming.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefprod-datassostreaming.aadds.vgz.nl,443,https://chefprod-datassostreaming.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefprod-db1site.aadds.vgz.nl,Not Found,404,315,chefprod-db1site.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefprod-db1site.aadds.vgz.nl,443,https://chefprod-db1site.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chefsql-us.aadds.vgz.nl,Not Found,404,315,chefsql-us.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chefsql-us.aadds.vgz.nl,443,https://chefsql-us.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
cheftempacceptatie-stagingrow.aadds.vgz.nl,Not Found,404,315,cheftempacceptatie-stagingrow.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,cheftempacceptatie-stagingrow.aadds.vgz.nl,443,https://cheftempacceptatie-stagingrow.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chelm.aadds.vgz.nl,Not Found,404,315,chelm.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chelm.aadds.vgz.nl,443,https://chelm.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
chickasaw.aadds.vgz.nl,Not Found,404,315,chickasaw.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,chickasaw.aadds.vgz.nl,443,https://chickasaw.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
cib.aadds.vgz.nl,Not Found,404,315,cib.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,cib.aadds.vgz.nl,443,https://cib.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
ciinsurint.aadds.vgz.nl,Not Found,404,315,ciinsurint.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,ciinsurint.aadds.vgz.nl,443,https://ciinsurint.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
cisiotstage.aadds.vgz.nl,Not Found,404,315,cisiotstage.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,cisiotstage.aadds.vgz.nl,443,https://cisiotstage.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
cite.aadds.vgz.nl,Not Found,404,315,cite.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,cite.aadds.vgz.nl,443,https://cite.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
ciwww.aadds.vgz.nl,Not Found,404,315,ciwww.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,ciwww.aadds.vgz.nl,443,https://ciwww.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
