new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name
[x],cd3.kinepolis.com,"104.97.85.27, 104.97.85.12, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-com.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a4-67.akam.net","VMK6Z1LmiO+y4tGZ40pMUeZoOnEQl/RnzhaALSP2gwhdgtAecKdISwoNMEPOB8B4unONueG1JwSKR9/3YERGfg==, kbc-prd-api-mt-public-001.azurewebsites.net, MS=ms90440608, facebook-domain-verification=52zjp7n47lix31kbqu9fcmyo5yvydd, amazonses:yiI0tq57DjEdXZTJpHOqbz0XHn4nQFOmhLIU0yblfpA=, apple-domain-verification=qIEKdL7iHUEH8k8y, amazonses:F6auh+yGMWvmOa/p/jl4hQJVNtPHvO5fZ8gqsV165vk=, google-site-verification=B_Yku8F9hyuI5nVfiQjIQMHzSyTMDXU0dviuiJjgz2E, v=spf1 include:spf.kinepolis.com a ip4:217.73.9.208/28 ip4:89.36.74.155 ip4:81.246.10.115 include:spf.icontroller.eu include:_spf.afasonline.nl include:eskerondemand.com -all, xgDfOJ8Q+5n8MOlFgBQ0fk4TO5dnui+oEQNEqyx43D4=, have-i-been-pwned-verification=8eb018fb6a19e45620e7ae8336e58f84, 31LONWZW8E3X8LLYUFBJGK2EXIB1B1TQW0AUFOSD, google-site-verification=mtWZzH-FLgaDPdWUBDdwnaY9P-edcAMrRpRMu9MgnsY",,
[x],cd4.kinepolis.com,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-com.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms90440608, 31LONWZW8E3X8LLYUFBJGK2EXIB1B1TQW0AUFOSD, apple-domain-verification=qIEKdL7iHUEH8k8y, kbc-prd-api-mt-public-001.azurewebsites.net, xgDfOJ8Q+5n8MOlFgBQ0fk4TO5dnui+oEQNEqyx43D4=, amazonses:F6auh+yGMWvmOa/p/jl4hQJVNtPHvO5fZ8gqsV165vk=, amazonses:yiI0tq57DjEdXZTJpHOqbz0XHn4nQFOmhLIU0yblfpA=, facebook-domain-verification=52zjp7n47lix31kbqu9fcmyo5yvydd, have-i-been-pwned-verification=8eb018fb6a19e45620e7ae8336e58f84, google-site-verification=B_Yku8F9hyuI5nVfiQjIQMHzSyTMDXU0dviuiJjgz2E, google-site-verification=mtWZzH-FLgaDPdWUBDdwnaY9P-edcAMrRpRMu9MgnsY, VMK6Z1LmiO+y4tGZ40pMUeZoOnEQl/RnzhaALSP2gwhdgtAecKdISwoNMEPOB8B4unONueG1JwSKR9/3YERGfg==, v=spf1 include:spf.kinepolis.com a ip4:217.73.9.208/28 ip4:89.36.74.155 ip4:81.246.10.115 include:spf.icontroller.eu include:_spf.afasonline.nl include:eskerondemand.com -all",,
[x],cdn-acc.kinepolis.com,77.73.101.135,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn-acc2.kinepolis.com,,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn-dev2.kinepolis.com,"188.93.155.248, 188.93.155.249",,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn-web-statics.kinepolis.com,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],cdn.kinepolis.be,"184.24.77.31, 184.24.77.27",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],cdn.kinepolis.com,"188.93.155.249, 188.93.155.248",,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn.kinepolis.fr,"2.19.198.178, 2.19.198.170","2a02:26f0:7100::1720:ee48, 2a02:26f0:7100::1720:ee52",,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn.kinepolis.lu,"2.19.198.178, 2.19.198.170","2a02:26f0:64::210:6bc2, 2a02:26f0:64::210:6b89","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],cdn.kinepolis.nl,"2.16.241.19, 2.16.241.5","2a02:26f0:3100::1735:2950, 2a02:26f0:3100::1735:296a",,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn1.kinepolis.com,"188.93.155.248, 188.93.155.249",,cdn.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn2.kinepolis.com,"188.93.155.249, 188.93.155.248",,cdn.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn3.kinepolis.com,"188.93.155.248, 188.93.155.249",,cdn.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cdn4.kinepolis.com,"188.93.155.249, 188.93.155.248",,cdn.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],centerpriseenrollment.kinepolis.fr,,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
[x],cert-hrnl.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],cert.okta.com.employee-specialsurvey.kinepolis.ch,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],certificates.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],certify.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],certsrv.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cfg-announce.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cg.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cgi.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ch-cdn-acc2.kinepolis.com,"188.93.155.249, 188.93.155.248",,cdn-acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ch-cdn.kinepolis.com,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],ch.kinepolis.com,188.93.155.238,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],chargebee.kinepolis.com,"184.25.50.192, 184.25.50.161","2a02:26f0:6c00::210:ba29, 2a02:26f0:6c00::210:ba22","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],chargebee.landmarkcinemas.com,"2.16.186.42, 2.16.186.8","2a02:26f0:3500:12::1730:17c3, 2a02:26f0:3500:12::1730:1795","prod.landmarkcinemas.com.edgesuite.net, a1734.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],charlie.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],chatserver.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],chicago.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],citrix.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ck.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],class.kinepolis.ch,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
[x],class.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],class.kinepolis.lu,"184.25.50.136, 184.25.50.176","2a02:26f0:64::210:6a98, 2a02:26f0:64::210:6a9b",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],classes.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],classifieds.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],classroom.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],clicktrack.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],clientes.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],clients.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],club.kinepolis.ch,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a5-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
[x],club.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],clubs.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],clusters.kinepolis.ch,"2.19.126.86, 2.19.126.96","2a02:26f0:480:e::210:f105, 2a02:26f0:480:e::210:f113",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
[x],cm.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cms.landmarkcinemas.com,"104.20.51.71, 172.67.0.148, 104.20.50.71","2606:4700:10::ac43:94, 2606:4700:10::6814:3247, 2606:4700:10::6814:3347",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare
[x],cn.kinepolis.ch,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],cn.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cn.kinepolis.lu,"95.101.54.114, 95.101.54.211","2a02:26f0:480:e::210:f105, 2a02:26f0:480:e::210:f113",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],co.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],cocoa.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],coinbase4py.kinepolis.ch,"95.101.74.200, 95.101.74.196","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],coinbaseapi.kinepolis.ch,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
[x],coinbaseexchange.kinepolis.lu,"184.25.50.136, 184.25.50.176","2a02:26f0:64::210:6a98, 2a02:26f0:64::210:6a9b",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],coinbaseextendsocialite.kinepolis.lu,"184.25.50.176, 184.25.50.136","2a02:26f0:64::210:6a9b, 2a02:26f0:64::210:6a98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a6-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
[x],coinbaseticker.kinepolis.fr,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
[x],columbus.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],com-cdn.kinepolis.com,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],com-okta.com.employee-specialsurvey.kinepolis.ch,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
[x],com.00df00000005ccwmam.live.internal.nsa.gov.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],com.kinepolis.ch,,,kinepolis.ch,,NOERROR,kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a24-67.akam.net",,,
[x],com.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],com.kinepolis.lu,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a6-66.akam.net, a24-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],commerce.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],commerceserver.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],commerceserver.kinepolis.fr,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],commonapi.kinepolis.com,"23.76.204.135, 23.76.204.134","2a02:26f0:b200::1748:fca9, 2a02:26f0:b200::1748:fc79","prod.kinepolis.com.edgesuite.net, a1619.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,
[x],computer-virus-verwijderen.kinepolis.ch,"2.19.204.233, 2.19.205.26","2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
[x],comum.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],comune.kinepolis.ch,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net, a24-67.akam.net","facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all",,
[x],comune.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],comune.kinepolis.lu,"95.101.74.200, 95.101.74.196","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],con.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],connect.mjrtheatres.com,74.204.11.101,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],connecticut.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],console.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],consultants.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],content.kinepolis.be,188.93.155.239,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],content.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],content.kinepolis.fr,188.93.155.239,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],content.kinepolis.nl,188.93.155.239,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],contest.landmarkcinemas.com,"104.20.51.71, 172.67.0.148, 104.20.50.71","2606:4700:10::6814:3247, 2606:4700:10::6814:3347, 2606:4700:10::ac43:94",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,True,cloudflare
[x],continents.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],core0.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],core01.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],corona-canary-production-manhattan-gq.kinepolis.ch,"184.25.50.176, 184.25.50.136","2a02:26f0:64::210:6a98, 2a02:26f0:64::210:6a9b",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28",,
