new,host,a,soa,status_code,txt,has_internal_ips,internal_ips,ns,cname,mx,cdn,cdn-name,aaaa,caa
[x],cark-prd-3.gts.myteksi.net,10.29.135.7,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.135.7,,,,,,,
[x],cark-prd-lb.gts.myteksi.net,10.29.135.6,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.135.6,,,,,,,
[x],cark-stg-1.gts.myteksi.net,10.29.133.8,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.133.8,,,,,,,
[x],cark-stg-3.gts.myteksi.net,10.29.133.7,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.133.7,,,,,,,
[x],cark-stg-lb.gts.myteksi.net,10.29.133.11,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.133.11,,,,,,,
[x],catalog.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],catan.myteksi.net,"10.0.91.114, 10.0.87.62, 10.0.89.137","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.91.114, 10.0.87.62, 10.0.89.137",,,,,,,
[x],catcher.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],category-tile-images.grab.com,"13.32.121.94, 13.32.121.105, 13.32.121.11, 13.32.121.115","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],catwalk-k8s.myteksi.net,,"ns-540.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/catwalk/catwalk-merged-ingress",,,"ns-181.awsdns-22.com, ns-1630.awsdns-11.co.uk, ns-1464.awsdns-55.org, ns-540.awsdns-03.net",,,,,,
[x],cdn-www.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cdn1.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cdn2.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],centerstage.myteksi.net,"10.0.48.194, 10.0.10.27, 10.0.8.180","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.48.194, 10.0.10.27, 10.0.8.180","ns-1533.awsdns-63.org, ns-1680.awsdns-18.co.uk, ns-267.awsdns-33.com, ns-581.awsdns-08.net",,,,,,
[x],centreon.gts.myteksi.net,10.29.1.88,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,True,10.29.1.88,,,,,,,
[x],cerberus.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cerebro.myteksi.net,"10.0.90.18, 10.0.87.192","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.90.18, 10.0.87.192",,,,,,,
[x],certificate-manager.myteksi.net,"10.0.87.191, 10.0.89.229","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.87.191, 10.0.89.229",,,,,,,
[x],certificates.grab.com,"108.138.7.104, 108.138.7.4, 108.138.7.87, 108.138.7.94","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],chat.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],chatbot.myteksi.net,"10.0.48.5, 10.0.8.220, 10.0.10.70","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.48.5, 10.0.8.220, 10.0.10.70",,,,,,,
[x],checkmk.uat.qms.grab.com,13.214.132.167,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chefinternalnsoc-158-61.em.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],chimera-compute-001.olympus.myteksi.net,"10.94.122.186, 10.94.123.86, 10.94.122.87","ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.94.122.186, 10.94.123.86, 10.94.122.87",,,,,,,
[x],chimera.tis-data.grab.com,,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-377.awsdns-47.com, ns-789.awsdns-34.net, ns-1271.awsdns-30.org, ns-1884.awsdns-43.co.uk",,,,,,
[x],chronos.myteksi.net,"10.0.10.203, 10.0.48.22, 10.0.10.105, 10.0.48.94, 10.0.8.233, 10.0.48.186, 10.0.10.204, 10.0.8.51","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.10.203, 10.0.48.22, 10.0.10.105, 10.0.48.94, 10.0.8.233, 10.0.48.186, 10.0.10.204, 10.0.8.51",,,,,,,
[x],cisco.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],citrix.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],clair.myteksi.net,"10.0.8.133, 10.0.48.167","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.8.133, 10.0.48.167",,,,,,,
[x],click.kh.mkt.grab.com,13.111.119.17,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],click.mm.mkt.grab.com,13.111.119.20,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],click.my.mkt.grab.com,13.111.119.19,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-129.awsdns-16.com, ns-1485.awsdns-57.org, ns-1788.awsdns-31.co.uk, ns-729.awsdns-27.net",,,,,,
[x],click.th.mkt.grab.com,13.111.119.22,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],click.vn.mkt.grab.com,13.111.119.23,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],clients.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.id.mkt.grab.com,13.111.118.80,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.kh.mkt.grab.com,13.111.118.79,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.mkt.grab.com,13.111.118.78,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.mm.mkt.grab.com,13.111.118.82,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.ph.mkt.grab.com,13.111.118.86,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.sg.mkt.grab.com,13.111.118.83,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloud.th.mkt.grab.com,13.111.118.84,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-129.awsdns-16.com, ns-1485.awsdns-57.org, ns-1788.awsdns-31.co.uk, ns-729.awsdns-27.net",,,,,,
[x],cloud.vn.mkt.grab.com,13.111.118.85,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-129.awsdns-16.com, ns-1485.awsdns-57.org, ns-1788.awsdns-31.co.uk, ns-729.awsdns-27.net",,,,,,
[x],cloudflare-resolve-to.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],club.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cms.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cn.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],coban.myteksi.net,,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],collend.voice.grabtaxi.com,54.169.130.147,"ns-497.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],commerce.grab.com,"52.76.56.15, 52.221.74.170","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],community.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],compute-002.arion.de.azure.myteksi.net,,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],compute-002.chimera.de.azure.myteksi.net,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],compute-aardwolf.chimera.myteksi.net,,"ns-455.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-667.awsdns-19.net, ns-1234.awsdns-26.org, ns-1803.awsdns-33.co.uk, ns-455.awsdns-56.com",,,,,,
[x],compute-anteater.chimera.myteksi.net,,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1184.awsdns-20.org, ns-754.awsdns-30.net, ns-1831.awsdns-36.co.uk, ns-446.awsdns-55.com",,,,,,
[x],concedo-ams-ui.grab.com,"13.32.27.5, 13.32.27.59, 13.32.27.85, 13.32.27.96","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],concedo-iam.myteksi.net,"10.0.88.64, 10.0.91.2, 10.0.87.81","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.88.64, 10.0.91.2, 10.0.87.81",,,,,,,
[x],concedo.grab.com,"13.213.196.193, 13.228.94.107","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],conference.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],config.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],connect.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],conqueryoureveryday.grab.com,"108.138.51.22, 108.138.51.73, 108.138.51.6, 108.138.51.41","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],consumidor01.grabpay.com,"10.77.52.189, 10.77.53.95","ns-363.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.77.52.189, 10.77.53.95",,,,,,,
[x],content.olympus.myteksi.net,"10.94.122.87, 10.94.123.86, 10.94.122.186","ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.94.122.87, 10.94.123.86, 10.94.122.186",,,,,,,
[x],control.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],corp.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],corp.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],correo.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],cp-vn.em.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cp.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cp1.grabpay.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1368.awsdns-43.org, ns-1632.awsdns-12.co.uk, ns-266.awsdns-33.com, ns-553.awsdns-05.net",,,,,,
[x],crm.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],crm.myteksi.net,,"ns-1871.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1311.awsdns-35.org, ns-1871.awsdns-41.co.uk, ns-49.awsdns-06.com, ns-556.awsdns-05.net",,,,,,
[x],cron.myteksi.net,10.0.1.22,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.1.22,,,,,,,
[x],csat.grab.com,"108.157.214.115, 108.157.214.124, 108.157.214.97, 108.157.214.123","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2d6tqy2sguww9.cloudfront.net,,,,,,True,cloudfront,,
[x],csd.grab.com,"18.66.97.65, 18.66.97.26, 18.66.97.88, 18.66.97.14","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1435.awsdns-51.org, ns-164.awsdns-20.com, ns-1761.awsdns-28.co.uk, ns-749.awsdns-29.net",,,True,cloudfront,,
[x],css.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],customers-mtrackjiratunnel-mx.em.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cvs.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],cycle.grab.com,,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],d8s.myteksi.net,,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1435.awsdns-51.org, ns-1617.awsdns-10.co.uk, ns-337.awsdns-42.com, ns-908.awsdns-49.net",,,,,,
[x],dash.data-engineering.myteksi.net,"10.55.121.173, 10.55.120.205, 10.55.123.116, 10.55.122.72, 10.55.119.44, 10.55.118.221","ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.55.121.173, 10.55.120.205, 10.55.123.116, 10.55.122.72, 10.55.119.44, 10.55.118.221",,,,,,,
[x],data-platform.myteksi.net,,"ns-573.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-573.awsdns-07.net, ns-1482.awsdns-57.org, ns-1789.awsdns-31.co.uk, ns-289.awsdns-36.com",,,,,,
[x],data.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],datagateway.data-engineering.myteksi.net,,"ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dax-feedback-img.grab.com,"13.224.132.16, 13.224.132.105, 13.224.132.61, 13.224.132.80","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],dax-feedback.myteksi.net,"10.0.91.234, 10.0.86.32","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.91.234, 10.0.86.32",,,,,,,
[x],db-abacus.myteksi.net,10.0.43.205,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.43.205,,prd-abacus-v2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-airflow-gfgrisk.data-engineering.myteksi.net,10.55.102.36,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.55.102.36,,airflow-gfgrisk.c7rwmihboab9.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-airflow-tiss.data-engineering.myteksi.net,10.55.101.215,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.55.101.215,"ns-1392.awsdns-46.org, ns-161.awsdns-20.com, ns-2040.awsdns-63.co.uk, ns-560.awsdns-06.net",prd-airflow-tiss.c7rwmihboab9.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-airflow.data-engineering.myteksi.net,10.55.102.202,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.55.102.202,,airflow.c7rwmihboab9.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-ananta.myteksi.net,10.0.21.20,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.20,,prd-ananta.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-archivist.myteksi.net,10.0.11.153,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.11.153,,prd-archivist.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-argus.myteksi.net,10.0.67.98,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.67.98,,prd-argus.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-astraea-blacklist.myteksi.net,10.0.72.71,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.72.71,,prd-astraea-blacklist-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-boleh.myteksi.net,10.0.2.44,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.2.44,,prd-boleh-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-borders.myteksi.net,10.0.12.97,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.12.97,,prd-borders-new2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-cancellah.myteksi.net,10.0.56.59,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.56.59,,prd-cancellah-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-catan.myteksi.net,10.0.72.83,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.72.83,,prd-catan-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-certificate-manager.myteksi.net,10.0.2.220,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.2.220,,prd-certificate-manager.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-comptroller.myteksi.net,10.0.21.96,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.96,,prd-comptroller-v2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-concedo-iam.myteksi.net,10.0.21.145,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.145,"ns-1392.awsdns-46.org, ns-161.awsdns-20.com, ns-2040.awsdns-63.co.uk, ns-560.awsdns-06.net",prd-concedo-iam-v8.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-draco.myteksi.net,10.0.21.104,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.104,,prd-draco.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-enterprise.myteksi.net,,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,prd-enterprise-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-fishtank.myteksi.net,10.0.42.187,,NOERROR,,True,10.0.42.187,,prd-fishtank.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-heatmaps.myteksi.net,10.0.12.9,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.12.9,,prd-8x-heatmaps.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-hotspot.myteksi.net,10.0.12.198,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.12.198,,prd-hotspot.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-hyperloop.myteksi.net,10.0.20.212,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.20.212,,prd-hyperloop.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-ims.myteksi.net,10.0.12.227,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.12.227,,prd-ims.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-joule.myteksi.net,10.0.74.19,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.74.19,,prd-joule.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-magneto.myteksi.net,10.0.60.69,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.60.69,"ns-1392.awsdns-46.org, ns-161.awsdns-20.com, ns-2040.awsdns-63.co.uk, ns-560.awsdns-06.net",prd-magneto-new-2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-marketplace.myteksi.net,10.0.69.33,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.69.33,,prd-marketplace-v2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-mart-storage.myteksi.net,10.0.20.101,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.20.101,,prd-mart-storage.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-medusa.myteksi.net,10.0.12.205,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.12.205,,prd-medusa.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-mex-store.myteksi.net,10.0.43.153,,NOERROR,,True,10.0.43.153,,prd-mex-store.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-mla.myteksi.net,10.0.1.183,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.1.183,,prd-mla.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-moria.myteksi.net,10.0.21.50,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.50,,prd-moria.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-morpheus.myteksi.net,10.0.20.250,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.20.250,,prd-5x-morpheus.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-nav-gateway.myteksi.net,10.0.68.166,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.68.166,,prd-nav-gateway.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-partner-engineering.myteksi.net,10.0.70.127,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.70.127,,prd-partner-engineering-new.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-partner-gw2.myteksi.net,10.0.66.101,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.66.101,,prd-partner-gw2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-payouts.myteksi.net,10.0.1.36,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.1.36,"ns-1392.awsdns-46.org, ns-161.awsdns-20.com, ns-2040.awsdns-63.co.uk, ns-560.awsdns-06.net",prd-payouts.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-paysi-web.myteksi.net,10.0.72.88,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.72.88,,prd-paysi-web.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-paysi.myteksi.net,10.0.21.158,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.21.158,,prd-paysi-master-v2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-poi-pae.myteksi.net,10.0.73.49,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.73.49,,prd-poi-pae.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-ragnarok.myteksi.net,10.0.78.223,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.78.223,,prd-ragnarok.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-scrat.myteksi.net,10.0.75.32,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.75.32,,prd-scrat.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-sonar.myteksi.net,10.0.42.36,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.42.36,,prd-sonar.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-thanos.myteksi.net,10.0.11.10,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.11.10,,prd-thanos-new-2.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db-web-api.myteksi.net,10.0.1.94,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.1.94,"ns-1392.awsdns-46.org, ns-161.awsdns-20.com, ns-2040.awsdns-63.co.uk, ns-560.awsdns-06.net",prd-web-api.czmsfje8s8ya.ap-southeast-1.rds.amazonaws.com,,,,,
[x],db.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],db2.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
