new,host,soa,txt,status_code,a,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,caa
,arwapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,arwbcapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwintmail.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,arwmapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwmapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwoemp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwportal.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,arwqaapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.210,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,arwqapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,arwqmapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwsvc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwtms-prod-srvcs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwtms-prod-srvcs.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwtms-qual-srvcs.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwtms-srvcs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,arwtms-srvcs.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,asic.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.185,,,,,,,,,
,assemble.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,asw-api-ic.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,atg.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,audit.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.40,,,,,,,,,
,audit.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,aurum.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,autodiscover.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.36,,email.arrow.com,,,,,,,
,autodiscover.arrowfti.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,autodiscover.aspencore.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,"40.101.83.200, 40.99.205.40, 52.98.232.40, 40.99.204.8","2603:1026:c0d:82f::8, 2603:1026:c0d:82e::8, 2603:1026:c0d:81a::8, 2603:1026:c0d:807::8, 2603:1026:c0d:82b::8, 2603:1026:c0d:c1f::8, 2603:1026:c0d:c31::8, 2603:1026:c0d:c2c::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.chip1stop.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,"52.97.152.216, 40.99.205.8, 40.99.204.136, 40.101.83.24, 40.99.204.88, 52.97.135.120, 52.97.158.168, 40.99.204.40","2603:1026:207:b9::8, 2603:1026:207:f5::8, 2603:1026:c03:707a::8, 2603:1026:c03:7078::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.eetimes.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,"40.99.150.88, 40.99.214.40, 40.99.150.72, 52.98.175.8, 52.98.242.248, 52.98.152.200, 52.98.152.184, 40.99.150.24","2603:1026:c0d:c1d::8, 2603:1026:c0d:c2c::8, 2603:1026:c0d:82b::8, 2603:1026:c0d:c06::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.hr.arrow.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,"52.97.152.216, 40.99.204.104, 52.98.231.248, 40.101.83.24","2603:1026:207:131::8, 2603:1026:c03:706c::8, 2603:1026:207:14::8, 2603:1026:207:50::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.immixgroup.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com",,NOERROR,,"2603:1026:c0d:6a::8, 2603:1026:c0d:6b::8, 2603:1026:c0d:72::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.mail.immixgroup.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,NOERROR,"52.97.189.72, 40.99.149.152, 40.99.155.232","2603:1026:c0d:82a::8, 2603:1026:c0d:82f::8, 2603:1026:c0d:82c::8, 2603:1026:c0d:807::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.powerandsignal.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.36,,email.arrow.com,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,autodiscover.richardsonrfpd.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.36,,email.arrow.com,,,,,,,
,autodiscover.siliconexpert.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,NOERROR,"40.99.157.56, 40.99.157.8, 40.99.157.24, 40.99.155.232, 52.97.188.72, 40.99.149.104, 40.99.149.136, 40.99.149.168","2603:1026:c0d:74::8, 2603:1026:c0d:20::8, 2603:1026:c0d:70::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.transim.com,"ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,NOERROR,"52.97.135.104, 52.98.171.232, 40.99.150.104, 52.98.242.248, 52.98.228.56, 40.99.150.120, 40.99.214.40, 52.98.152.184","2603:1026:c0d:70::8, 2603:1026:c0d:72::8, 2603:1026:c0d:74::8, 2603:1026:c0d:20::8, 2603:1026:c0d:73::8, 2603:1026:c0d:76::8, 2603:1026:c0d:71::8, 2603:1026:c0d:6a::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
,autodiscover.us.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mail.us.arrow.com, mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,automation.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,av1.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,avaya-onexces01.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,avrcitrix.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,avrws5p.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,98.124.137.67,,,,,,,,,
,avrws5q.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,avrws6p.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,98.124.137.65,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,avrws6q.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,aws.inventoryapi.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.197.51.224, 54.198.152.156",,"InventoryLoadBalancer-998832448.us-east-1.elb.amazonaws.com, inventoryloadbalancer-998832448.us-east-1.elb.amazonaws.com",,,,,,,
,b-api.siliconexpert.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"95.101.111.170, 95.101.111.162","2a02:26f0:480:d::210:f149, 2a02:26f0:480:d::210:f158","b-api.siliconexpert.com.edgekey.net, e127575.dsca.akamaiedge.net",,,,,,,
,b-qa-my.siliconexpert.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"96.16.54.153, 96.16.54.161","2a02:26f0:d8::685e:64b0, 2a02:26f0:d8::685e:64a0","b-qa-my.siliconexpert.com.edgekey.net, e127575.dsca.akamaiedge.net",,,,,,,
,b2b.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,b2bcustdash-ac.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bcustdash-ap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bcustdash-ap.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bcustdash-eu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bdashapi-ac.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bdashapi-ac.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bdashapi-ap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bdashapi-eu.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bq.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,b2bsuppdash-ac.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,b2bsuppdash-eu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2bsuppdash-eu.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2c-api-docsd.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2c-api-gitd.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,b2c-apid.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,banha.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,41.33.248.234,,,,,,,,,
,batak12.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com","62pnfltf920nj5zfrg8bpvlgvysyr5bj, v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==",NOERROR,13.93.163.20,,aepetsche.com,True,azure,"pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org",,,aepetsche-com.mail.protection.outlook.com,
,baza1pl.elektroda.pl,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:52.58.32.2/32 include:amazonses.com include:spf.protection.outlook.com include:mail.zendesk.com -all,NOERROR,,,,,,,,,,
,bdapps-dev.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,beta-analytics.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,beta-cart.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.197.51.224, 54.198.152.156",,InventoryLoadBalancer-998832448.us-east-1.elb.amazonaws.com,,,,,,,
,beta-rfq.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.198.152.156, 54.197.51.224",,inventoryloadbalancer-998832448.us-east-1.elb.amazonaws.com,,,,,,,
,beta-search.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,52.170.46.174,,,True,azure,,,,,
,beta.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,beta.data.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,beta.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.65.85.121,,,True,azure,,,,,
,beta.reporting.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.165.227.175, 54.90.34.232",,"DataELB-1573921789.us-east-1.elb.amazonaws.com, dataelb-1573921789.us-east-1.elb.amazonaws.com",,,,,,,
,beta.rfq.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.198.152.156, 54.197.51.224",,InventoryLoadBalancer-998832448.us-east-1.elb.amazonaws.com,,,,,,,
,bid46pv.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",NOERROR,13.93.163.20,,aepetsche.com,True,azure,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net",,,aepetsche-com.mail.protection.outlook.com,
,bid47y0.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",NOERROR,,,aepetsche.com,True,azure,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net",,,,
,bitbucket.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,biz.einfochips.com,"jerry.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"199.60.103.28, 199.60.103.228","2606:2c40::c73c:671c, 2606:2c40::c73c:67e4","1727691.group41.sites.hubspot.net, group41.sites.hscoscdn40.net",,,,,,,
,blog.verical.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"www.verical.com, www.verical.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,bod.siliconexpert.com,"ns1.impervadns.net, hostmaster.incapsula.com",,NOERROR,45.223.19.99,2a02:e980:1fe::63,aewizkn.impervadns.net,True,incapsula,,,,,
,brand.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,brandconnect.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,204.74.99.100,,,,,,,,,
,brandshop.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,brazilecs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,byodportal.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,c2o.powerandsignal.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 -all,NOERROR,,,,,,,,,,
,ca.cloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,83.217.245.90,,,,,,,,,
,cairo.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,41.33.56.163,,,,,,,,,
,cairo1.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,cairo2.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,41.33.56.171,,,,,,,,,
,cairo3.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,captiveportal-login.aruba.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,cares.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,168.75.196.202,,,,,,,,,
,cart.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"cart.arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,cdn.einfochips.com,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.139.39, 52.222.139.11, 52.222.139.26, 52.222.139.101",,d1o4am06l46k8o.cloudfront.net,True,cloudfront,"ns-1001.awsdns-61.net, ns-1457.awsdns-54.org, ns-1624.awsdns-11.co.uk, ns-229.awsdns-28.com",,,,
,cdn1.elektroda.pl,"ns-45.awsdns-05.com, awsdns-hostmaster.amazon.com",,NOERROR,"108.138.7.66, 108.138.7.119, 108.138.7.58, 108.138.7.78","2600:9000:2490:5800:7:44d6:1d80:93a1, 2600:9000:2490:fe00:7:44d6:1d80:93a1, 2600:9000:2490:4e00:7:44d6:1d80:93a1, 2600:9000:2490:b800:7:44d6:1d80:93a1, 2600:9000:2490:c800:7:44d6:1d80:93a1, 2600:9000:2490:5000:7:44d6:1d80:93a1, 2600:9000:2490:da00:7:44d6:1d80:93a1, 2600:9000:2490:e400:7:44d6:1d80:93a1",dh03w07utags6.cloudfront.net,True,cloudfront,"ns-1360.awsdns-42.org, ns-1589.awsdns-06.co.uk, ns-45.awsdns-05.com, ns-739.awsdns-28.net",,,,
,cem.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,98.124.137.105,,,,,,,,,
,channeladvisor.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com","MS=ms14685759, v=spf1 include:spf.protection.outlook.com include:spf.repica.jp include:spf-bma.mpme.jp include:_spf.salesforce.com ip4:203.191.252.130/32 ip4:153.120.101.96/28 ip4:153.120.105.224/28 ~all",NOERROR,202.143.84.146,,,,,"dns3.p07.nsone.net, dns4.p07.nsone.net, dns2.p07.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns1.p07.nsone.net",,,chip1stop-com.mail.protection.outlook.com,digicert.com
,cio100.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,cldaccess.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.130,,,,,,,,,
,cloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,83.217.245.85,,,,,,,,,
,cloud.xsp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,35.195.135.133,,,True,google,,,,,
,cloudapps.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
