new,host,soa,txt,status_code,a,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,caa
,devdigitalsrvc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devecsap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devecsintapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devecsintapi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devecssoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,devecssoaext.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,develop-emedia.aspencore.com,"ns1.go-vip.net, hostmaster.go-vip.net",,NOERROR,192.0.66.161,2a04:fa87:fffd::c000:42a1,emedia-aspencore-com-develop.go-vip.net,,,,,,,
,develop1.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,202.143.84.152,,,,,"dns3.p07.nsone.net, dns4.p07.nsone.net, dns2.p07.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns1.p07.nsone.net",,,,
,develop2.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,202.143.84.153,,,,,,,,,
,developers.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.187,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,devlink.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,162.252.104.62,,,,,,,,,
,devnscitrix.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devsfcitrix.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,devshopfloor.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devshopfloor.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devsites.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,devstart.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,dgateway.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,dialin.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,digital.einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,dintsso.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,discoverer.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,discoverer.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,dk.cloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,83.217.245.90,,,,,,,,,
,dn.siliconexpert.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"23.39.172.17, 23.39.172.48","2600:1408:7400::6006:2a08, 2600:1408:7400::6006:2a19","dn.siliconexpert.com.edgekey.net, e127575.dsca.akamaiedge.net",,,,,,,
,docker-registry.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,10.50.1.6,,git.transim.com,,,,True,10.50.1.6,,
,docs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,download.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,download.siliconexpert.com,"ns1.x.incapdns.net, hostmaster.incapsula.com, ns1.incapdns.net",,NOERROR,45.223.19.99,2a02:e980:1fe::63,6fruhe8.x.incapdns.net,True,incapsula,,,,,
,dr-arrowconnects.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,207.19.100.5,,,,,,,,,
,dsc1.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,dump.elektroda.pl,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:52.58.32.2/32 include:amazonses.com include:spf.protection.outlook.com include:mail.zendesk.com -all,NOERROR,,,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,dyntask.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ebizapps.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,213.152.10.57,,,,,,,,,
,ecommerce.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,206.105.13.75,,ecommerce1.aepetsche.com,,,,,,,
,ecs-anz.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,,True,azure,,,,,
,ecs-curatedcontent.arrow.com,"pdns11.domaincontrol.com, dns.jomax.net",,NOERROR,64.49.209.87,,app.contentmx.com,,,,,,,
,ecs-fi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,True,azure,,,,,
,ecs-myarrow-dev.arrow.com,"dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,"13.110.26.12, 13.110.26.13, 13.110.26.17",,"ecs-myarrow-dev.arrow.com.00di0000000h5s6eak.live.siteforce.com, n.edge2.salesforce.com, ord.edge2.salesforce.com",,,,,,,
,ecs-myarrow-qual.arrow.com,"dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,"85.222.140.10, 85.222.140.11, 85.222.140.13",,"ecs-myarrow-qual.arrow.com.00di0000000h5s6eak.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,
,ecs-myarrow.arrow.com,"dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,"13.110.24.16, 13.110.24.11, 13.110.24.13",,"ecs-myarrow.arrow.com.00di0000000h5s6eak.live.siteforce.com, n.edge2.salesforce.com, virginia.edge2.salesforce.com, iad.edge2.salesforce.com",,,,,,,
,ecs-nordic.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,194.182.251.77,,,,,,,,,
,ecs-se.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",google-site-verification=940k5677nZU3pNSBY3cKylGIscQ3OcPK1xy6Rg-_LnU,NOERROR,13.93.163.20,,,True,azure,,,,,
,ecs-videos.arrow.com,"ns-1199.awsdns-21.org, awsdns-hostmaster.amazon.com",,NOERROR,"34.206.176.10, 52.54.58.74",,1w5sj66n.clienthubs.vidyard.com,,,,,,,
,ecs.arrow.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,23.100.9.35,,"mrktg.arwdns.net, 65d745a3-8111-40c4-a1d4-5f051cb7c749.cloudapp.net",True,azure,,,,,
,ecsapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.161.15,,,,,,,,,
,ecsapp.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsbi.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsebscybersource.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsedu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,ecsextoid.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.254,,,,,,,,,
,ecsextsoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.97,,,,,,,,,
,ecsextsoap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.193,,,,,,,,,
,ecsiasset.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsiassetuat.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsidhp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsidhq.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecslogin.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.239,,,,,,,,,
,ecslogin.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsloginac.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.161.6,,,,,,,,,
,ecsmws.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsoracleonthego.arrow.com,"ns-741.awsdns-28.net, awsdns-hostmaster.amazon.com",,NOERROR,"54.209.222.62, 54.85.109.253",,"host1.pagely.com, wp1.host.pressdns.com",,,,,,,
,ecsprodapex.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsprodapex.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsqualapex.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecssalesforce.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,ecssoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecssoa.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecstestecc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecsvshow.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ecswc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.79,,,,,,,,,
,eda-remote.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.76.29.205,,,,,,,,,
,edi-nordic.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.168,,,,,,,,,
,edi.richardsonrfpd.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.185,,,,,,,,,
,ediq.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,editst.richardsonrfpd.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,edu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1, include:gtml1.com",NOERROR,193.45.11.147,,,,,,,,mail1.gtml1.com,
,eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 include:spf.protection.outlook.com include:amazonses.com -all, MS=ms32395939",NOERROR,192.0.66.120,2a04:fa87:fffd::c000:4266,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,eetimes-com.mail.protection.outlook.com,digicert.com
,efm.survey.arrow.com,"ns-1146.awsdns-15.org, awsdns-hostmaster.amazon.com",,NOERROR,206.132.29.129,,efm.arrow.vovici.net,,,,,,,
,einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com","MS=ms73885640, v=spf1 include:spf.protection.outlook.com ip4:54.151.66.36 include:spf.mandrillapp.com include:aspmx.pardot.com ip4:174.123.40.210 ip4:74.124.211.155 ip4:66.59.27.41 ip4:216.99.131.0/24 ip4:150.70.149.0/27 ip4:199.116.78.32 ip4:199.116.78.85 ip4:199.116.7, 8.95 ip4:199.116.78.151 ip4:50.97.243.194 ip4:50.23.79.226 ip4:63.77.232.0/24 ip4:216.150.160.0/20 ip4:219.65.62.52 -all, w26stvrqc9tt27szjnjfbwp4pm996xbj, nkLYMvsa8Hl2+sbAQLy3VX+AyuJTE9NCZTSTlZU1kjbCXjWmXP4VVNCWxInFUZNekdDlje0l/yBbnThJORNJXQ==, atlassian-domain-verification=sPGKiSRxkRD9Z/RdTUNxz2weQDiMy36HvGFePMdTgdsV8igLpnvXr8IUOwtjMV5B, 5KeT7PKZqzCqc0VeDTcq5Ei9D1xThH7Nk4K7pFypAcbuaeZyYGTnKUbqqOg5pS64Y1MF/gMl/sX9TYGc8qTjoA==",NOERROR,52.53.116.248,,,,,"pdns77.ultradns.biz, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.net",,,einfochips-com.mail.protection.outlook.com,
,elektroda.pl,"pdns77.ultradns.com, domadmin.arrow.com","google-site-verification=zQtqjgL2sUsEu_-mwLmcT61lSdgdV1NN32yKXx8AENc, v=spf1 ip4:52.58.32.2/32 include:amazonses.com include:spf.protection.outlook.com include:mail.zendesk.com -all, amazonses:vxmw3x1FeAjNbm8yY/bMRS0gbabeclQoGvVIlvym4gk=, google-site-verification=OgloBIK6ja3yAQfUGUHX6GNmE0Y9-VnYhHMnwg_qb28, MS=ms50104771",NOERROR,104.102.19.238,,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,elektroda-pl.mail.protection.outlook.com,digicert.com
,elogin.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,elqtracking.richardsonrfpd.com,"ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",,NOERROR,,,"s1745312639.hs.eloqua.com, p01e.hs.eloqua.com",,,,,,,
,embeddedforum.eetimes.com,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",,NOERROR,"52.0.94.68, 3.230.49.51, 23.21.175.35, 54.159.189.144, 18.210.169.33, 44.205.152.181",,eetimes.registration.goldcast.io,,,,,,,
,emea.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,emeapayroll.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,emedia-dev.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,empower.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,engage.richardsonrfpd.com,"ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",,NOERROR,142.0.173.14,,"s1745312639.hs.eloqua.com, p01e.hs.eloqua.com",,,,,,,
,engage.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,137.135.18.76,,transim-application-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,enterpriseenrollment.arrow.com,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,52.236.189.96,,"EnterpriseEnrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, enterpriseenrollment-s.manage.microsoft.com, pexsucpeu01.northeurope.cloudapp.azure.com",True,azure,,,,,
,enterpriseenrollment.aspencore.com,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,52.236.189.96,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com",True,azure,,,,,
,enterpriseenrollment.immixgroup.com,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",True,azure,,,,,
,enterpriseenrollment.verical.com,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,13.74.111.192,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com",,,,,,,
,enterpriseregistration.arrow.com,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,NOERROR,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, EnterpriseRegistration.windows.net",True,azure,,,,,
,enterpriseregistration.aspencore.com,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",,NOERROR,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net, www.tm.prd.adrs.akadns.net",True,azure,,,,,
,enterpriseregistration.chip1stop.com,"internal.akadns.net, hostmaster.akamai.com",,NOERROR,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net",True,azure,,,,,
,enterpriseregistration.verical.com,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",,NOERROR,20.190.137.40,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, www.tm.prd.adrs.trafficmanager.net",True,azure,,,,,
,eragon.einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 a mx include:spf.braintreegateway.com -all,NOERROR,54.151.66.36,,,,,,,,,
,erpebs.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,es.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.164,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,escloud.dev.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.35,,,,,,,,,
,escloud.stg.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.27,,,,,,,,,
,esg.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,"20.245.104.207, 20.205.146.106, 20.82.28.58",,,,,,,,,
,eu-components-svc.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,eu.cloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,83.217.245.90,,,,,,,,,
,euag.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euag.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eub2bsoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eucloud.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.27,,,,,,,,,
,eucloud.dev.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.35,,,,,,,,,
,euconnect.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euerpebs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euerpebs.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eugcaccess.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eugcaccess.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eugclogin.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,eugclogin.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,eugo.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_netblocks.eloqua.com -all,NOERROR,192.29.202.52,,,True,oracle,,,,s159500889.m.en25.com,
,eumail.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,195.171.68.250,,,,,,,,,
,euqualsoa.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euqualsoa.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euswb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euswb.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euudp.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,euudp.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,expocr.arrow.cn,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,39.105.179.245,,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,,
,extldap.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,extlogin.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,extsso.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.252,,,,,,,,,
,fairchild.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
