new,host,a,soa,status_code,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,caa
[x],d3245114.uspool.samsung.com,211.36.81.20,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, gate.samsung.com, dns121.netops.sspdata.net",,,,,,,
[x],d3245120.uspool.samsung.com,211.36.81.32,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245121.uspool.samsung.com,211.36.81.33,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"gate.samsung.com, ns.sdsamerica.net, dns121.netops.sspdata.net",,,,,,,
[x],d3245122.uspool.samsung.com,211.36.81.34,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245123.uspool.samsung.com,211.36.81.35,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245124.uspool.samsung.com,211.36.81.36,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245130.uspool.samsung.com,211.36.81.48,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245131.uspool.samsung.com,211.36.81.49,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245132.uspool.samsung.com,211.36.81.50,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245133.uspool.samsung.com,211.36.81.51,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245134.uspool.samsung.com,211.36.81.52,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245140.uspool.samsung.com,211.36.81.64,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245141.uspool.samsung.com,211.36.81.65,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245142.uspool.samsung.com,211.36.81.66,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245143.uspool.samsung.com,211.36.81.67,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245151.uspool.samsung.com,211.36.81.81,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245152.uspool.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245153.uspool.samsung.com,211.36.81.83,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245154.uspool.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245160.uspool.samsung.com,211.36.81.96,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245161.uspool.samsung.com,211.36.81.97,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245162.uspool.samsung.com,211.36.81.98,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245163.uspool.samsung.com,211.36.81.99,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245170.uspool.samsung.com,211.36.81.112,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245171.uspool.samsung.com,211.36.81.113,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245172.uspool.samsung.com,211.36.81.114,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245173.uspool.samsung.com,211.36.81.115,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245174.uspool.samsung.com,211.36.81.116,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245180.uspool.samsung.com,211.36.81.128,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245181.uspool.samsung.com,211.36.81.129,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245182.uspool.samsung.com,211.36.81.130,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245183.uspool.samsung.com,211.36.81.131,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245184.uspool.samsung.com,211.36.81.132,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245190.uspool.samsung.com,211.36.81.144,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d3245191.uspool.samsung.com,211.36.81.145,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, gate.samsung.com, dns121.netops.sspdata.net",,,,,,,
[x],d3245192.uspool.samsung.com,211.36.81.146,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"gate.samsung.com, dns121.netops.sspdata.net, ns.sdsamerica.net",,,,,,,
[x],d32451a0.uspool.samsung.com,211.36.81.160,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451a1.uspool.samsung.com,211.36.81.161,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451a2.uspool.samsung.com,211.36.81.162,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451a4.uspool.samsung.com,211.36.81.164,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451b0.uspool.samsung.com,211.36.81.176,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451b1.uspool.samsung.com,211.36.81.177,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451b2.uspool.samsung.com,211.36.81.178,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451b3.uspool.samsung.com,211.36.81.179,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451b4.uspool.samsung.com,211.36.81.180,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451c0.uspool.samsung.com,211.36.81.192,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451c1.uspool.samsung.com,211.36.81.193,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451c2.uspool.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451c3.uspool.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451d0.uspool.samsung.com,211.36.81.208,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451d1.uspool.samsung.com,211.36.81.209,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451d2.uspool.samsung.com,211.36.81.210,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"gate.samsung.com, ns.sdsamerica.net, dns121.netops.sspdata.net",,,,,,,
[x],d32451d3.uspool.samsung.com,211.36.81.211,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451d4.uspool.samsung.com,211.36.81.212,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, gate.samsung.com, dns121.netops.sspdata.net",,,,,,,
[x],d32451e1.uspool.samsung.com,211.36.81.225,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451e3.uspool.samsung.com,211.36.81.227,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451e4.uspool.samsung.com,211.36.81.228,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451f1.uspool.samsung.com,211.36.81.241,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451f2.uspool.samsung.com,211.36.81.242,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451f3.uspool.samsung.com,211.36.81.243,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],d32451f4.uspool.samsung.com,211.36.81.244,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],daedalus.ssi.samsung.com,211.36.81.233,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],datahub-gms.di.atlas.samsung.com,34.102.210.213,"ns-1822.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,,,,
[x],de.samsung.com,212.40.170.159,"auth01.sam.ic, ssdomain.samsung.com, dns02.cst.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],dealer.samsung.com,206.67.236.51,"gm.sam.ic, ssdomain.samsung.com, dns02.cst.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],design.samsung.com,45.223.19.142,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,ewepl8m.impervadns.net,,,True,incapsula,,,,,
[x],dev-hdeu.sec.samsung.com,203.254.253.139,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, gate.samsung.com, dns121.netops.sspdata.net",,,,,,,
[x],dev-spna.sec.samsung.com,206.67.236.61,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],dev-spwa.sec.samsung.com,103.58.233.31,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],dev.ecom-stg.samsung.com,51.105.202.154,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,True,azure,,,,,
[x],dev.eushopmail.samsung.com,194.55.91.106,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],dev.mcsvc.samsung.com,"205.251.192.207, 205.251.195.24, 205.251.197.69, 205.251.199.3","ns-207.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-207.awsdns-25.com, ns-1349.awsdns-40.org, ns-792.awsdns-35.net, ns-1795.awsdns-32.co.uk",,,,,,,
[x],dev.mpay.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],dev.pay.samsung.com,,"auth01.awskr.ic, ssdomain.samsung.com, auth01.sam.ic, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],dev.sca.samsung.com,18.182.143.41,"ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,2400:6700:ff00::12b6:8f29,,,,,,,,
[x],dev.semiconductor.samsung.com,"3.37.90.95, 13.209.109.83, 3.36.30.141","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dev-dispatcher-elb-835827632.ap-northeast-2.elb.amazonaws.com,,,,,,,,,
[x],dev.shopmail.samsung.com,194.55.91.84,"auth01.nhn.ic, ssdomain.samsung.com, auth01.sam.ic, gm.sam.ic",NOERROR,,,,,,,,,"v=spf1 ip4:194.55.91.84 ip4:194.55.91.85 ip4:194.55.91.86 ip4:194.55.91.87 ~all, spf2.0/pra mx ip4:194.55.91.84 ip4:194.55.91.85 ip4:194.55.91.86 ip4:194.55.91.87 ~all",
[x],dev.tizen.samsung.com,112.106.187.16,"dns02.cst.ic, ssdomain.samsung.com, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],devadmin.samsung.com,"18.198.134.224, 3.124.75.105","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sd-prd-elb-admin-1310647418.eu-central-1.elb.amazonaws.com,,,,,,,,,
[x],developers.samsung.com,"3.126.195.229, 52.28.103.38",,NOERROR,sd-prd-elb-1596056767.eu-central-1.elb.amazonaws.com,,,,,,,,,
[x],devportalapi.developer.samsung.com,"18.224.211.76, 18.117.24.159","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,p-use2-be-ext-alb-941632009.us-east-2.elb.amazonaws.com,,,,,,,,,
[x],devworkspace.developer.samsung.com,"52.73.41.118, 3.208.61.70, 34.226.133.208, 184.73.212.145, 52.73.170.34","ns-1275.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,neo.smartthings.com,,,,,,,,"heritage=external-dns,external-dns/owner=st-prod-us-east-1,external-dns/resource=virtualservice/neo/neo-latencyrecord",
[x],di.atlas.samsung.com,,"ns-1822.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-87.awsdns-10.com, ns-1013.awsdns-62.net, ns-1201.awsdns-22.org, ns-1822.awsdns-35.co.uk",,,,,,,
[x],digitall.samsung.com,66.45.56.115,"gm.sam.ic, ssdomain.samsung.com, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],displaysolutions.samsung.com,"18.179.123.240, 18.182.103.137","ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,PROD-DSG-ELB-WEB-708872740.ap-northeast-1.elb.amazonaws.com,,,,,,,,,
[x],dls-udc.dqa.samsung.com,34.120.88.80,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-718.awsdns-25.net, ns-1182.awsdns-19.org, ns-1674.awsdns-17.co.uk, ns-361.awsdns-45.com",True,google,,,,,
[x],dls.di.atlas.samsung.com,34.107.165.5,"ns-1822.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,dls-gcp.di.atlas.samsung.com,,"ns-1013.awsdns-62.net, ns-1201.awsdns-22.org, ns-1822.awsdns-35.co.uk, ns-87.awsdns-10.com",True,google,,,,,
[x],dns-awskr1.samsung.com,52.79.211.80,"auth01.awskr.ic, ssdomain.samsung.com, dns02.cst.ic, gm.sam.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],dns-gi1.samsung.com,203.241.132.185,"auth01.awskr.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],dnssm2.samsung.com,112.107.53.58,"auth01.awskr.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic, dns02.cst.ic",NOERROR,,2001:330:a:300b:112:107:53:58,,,,,,,,
[x],dnsss.samsung.com,112.107.53.58,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],dnsst.samsung.com,203.241.135.51,"gm.sam.ic, ssdomain.samsung.com, dns02.slg.ic, auth01.nhn.ic",NOERROR,,2001:330:a:a:203:241:135:51,,,,,,,,
[x],dnsst2.samsung.com,112.106.53.58,"auth01.sam.ic, ssdomain.samsung.com",NOERROR,,2001:330:a:b:112:106:53:58,,,,,,,,
[x],doorways.samsung.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,di201gieg6ja2.cloudfront.net,,,,,,,,,
[x],download.led.samsung.com,23.77.172.66,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"image.led.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],download.semiconductor.samsung.com,23.3.108.66,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"download.semiconductor.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],downloadcenter.samsung.com,72.246.175.90,"n0e21.akamaiedge.net, hostmaster.akamai.com",NOERROR,"secure-downloadcenter.samsung.com.akadns.net, downloadcenter.samsung.com.edgekey.net, downloadcenter.samsung.com.edgekey.net.globalredir.akadns.net, e2887.e21.akamaiedge.net",,,,,,,,,
[x],downloadcenter2.samsung.com,"180.163.40.36, 180.163.40.37, 180.163.40.38, 180.163.40.41, 180.163.40.19, 180.163.40.34, 180.163.40.35","ns3.kunlunea.com, root.taobao.com",NOERROR,downloadcenter.samsung.com.w.kunlunea.com,,,,,,,,,
[x],dqa.bigdata.samsung.com,34.120.108.95,"gm.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, dns02.slg.ic",NOERROR,,,,True,google,,,,,
[x],dqa.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],drtl-tableau-proxy.sea.samsung.com,65.169.250.42,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],dsa-colo.ssi.samsung.com,50.235.233.197,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"dns121.netops.sspdata.net, gate.samsung.com, ns.sdsamerica.net",,,,,,,
[x],dsm.samsung.com,211.45.29.138,"auth01.sam.ic, ssdomain.samsung.com, dns02.cst.ic, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],dsr.samsung.com,211.45.29.139,"auth01.nhn.ic, ssdomain.samsung.com, auth01.sam.ic, dns02.cst.ic, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],ecom-qa.samsung.com,,"ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1462.awsdns-54.org, ns-529.awsdns-02.net, ns-331.awsdns-41.com, ns-1767.awsdns-28.co.uk",,,,,,,
[x],ecom-stage.us.samsung.com,,"gm.sam.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],ecom-stg.samsung.com,,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1459.awsdns-54.org, ns-1639.awsdns-12.co.uk, ns-592.awsdns-10.net, ns-143.awsdns-17.com",,,,,,,
[x],ecom.in.samsung.com,"13.232.176.14, 52.66.111.221","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,ecom-in-samsung-com-7f878cb33177c93e.elb.ap-south-1.amazonaws.com,,,,,,,,,
[x],ecom.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],ecom.us.samsung.com,34.228.209.61,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,publicgw-7be8af62020c1521.elb.us-east-1.amazonaws.com,,,,,,,,,
[x],ecom1.us.samsung.com,"3.231.239.219, 3.221.70.160","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,ecom-us-samsung-com-1312199174.us-east-1.elb.amazonaws.com,,,,,,,,,
[x],edu.partnerportal.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],ee.ecom.samsung.com,"52.48.32.85, 52.19.176.222","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prod-ngw-lb-66ec94fb599410ae.elb.eu-west-1.amazonaws.com,,"ns-1243.awsdns-27.org, ns-1566.awsdns-03.co.uk, ns-272.awsdns-34.com, ns-638.awsdns-15.net",,,,,,,
[x],egift.samsung.com,112.106.7.244,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],electronics.samsung.com,211.45.27.213,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],email.sea.samsung.com,206.132.3.45,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,arm.bigfootinteractive.com,v=spf1 include:bfi0.com include:bigfootinteractive.com include:mktomail.com -all,
[x],email.webform.samsung.com,"44.206.87.23, 44.205.38.30","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"samsung-webform.sprinklr.com, prod-samsung-webform-1854507192.us-east-1.elb.amazonaws.com","2600:1f18:af:af00:6923:b9ab:5838:7766, 2600:1f18:af:af02:4536:8f84:54a8:1b5c",,,,,,,,
[x],ems.samsung.com,203.254.223.9,"gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.awskr.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],ems1.samsung.com,112.106.187.166,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],etx.sarc.samsung.com,8.40.240.152,,NOERROR,,,,,,,,,,
[x],eu-api.mobilecare.svc.samsung.com,"3.75.72.33, 3.124.36.212, 3.76.13.76","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eu-images.shop.samsung.com,23.3.108.66,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"eu-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],eu.community.samsung.com,"52.222.139.122, 52.222.139.63, 52.222.139.19, 52.222.139.13","ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,"bgros26334.lithium.com, drw4nxr9k7vj8.cloudfront.net","2600:9000:2204:7a00:8:9a78:d900:93a1, 2600:9000:2204:4a00:8:9a78:d900:93a1, 2600:9000:2204:b800:8:9a78:d900:93a1, 2600:9000:2204:5a00:8:9a78:d900:93a1, 2600:9000:2204:5e00:8:9a78:d900:93a1, 2600:9000:2204:9c00:8:9a78:d900:93a1, 2600:9000:2204:de00:8:9a78:d900:93a1, 2600:9000:2204:bc00:8:9a78:d900:93a1","ns-812.awsdns-37.net, ns-1044.awsdns-02.org, ns-1818.awsdns-35.co.uk, ns-7.awsdns-00.com",True,cloudfront,,,,,
[x],eu.yourservice.samsung.com,210.118.78.185,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, dns02.slg.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],europe.event-tracking.samsung.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21","gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic",NOERROR,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,google-site-verification=aOzFbso2FlOhiTFDr96Dt537zmP3FJsvR0z9hOUhduI,
[x],eushopmail.samsung.com,194.55.91.109,"auth01.nhn.ic, ssdomain.samsung.com, dns02.cst.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],event-tracking.samsung.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21","auth01.nhn.ic, ssdomain.samsung.com, dns02.cst.ic, auth01.sam.ic, gm.sam.ic",NOERROR,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,google-site-verification=4JH4WUN36VePz7SCzlUQdgpvtpRwCUcmums1mfcdbno,
[x],eventadm.semiconductor.samsung.com,23.3.108.66,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"eventadm.semiconductor.samsung.com.edgekey.net, e1722.x.akamaiedge.net",,,,,,,,,
[x],ew1.reg.bigdata.ssp.samsung.com,"54.171.59.85, 99.80.51.233, 54.171.148.15, 54.247.150.153, 54.155.115.43, 176.34.147.137, 52.213.210.107, 34.241.53.255","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-dc-510187303.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],extfes.sec.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],extfesqa.sec.samsung.com,210.118.88.181,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],familynet.samsung.com,23.47.20.147,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"familynet.samsung.com.edgekey.net, e6576.x.akamaiedge.net",,,,,,,,,
[x],familynet.shop.samsung.com,95.101.176.135,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"familynet.shop.samsung.com.edgekey.net, e7691.x.akamaiedge.net",,,,,,,,,
[x],fb.ae.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fb.be.samsung.com,,"gm.sam.ic, ssdomain.samsung.com, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],fb.bg.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fb.ch.samsung.com,211.45.27.231,"dns02.cst.ic, ssdomain.samsung.com, auth01.sam.ic, gm.sam.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.cl.samsung.com,211.45.27.231,"auth01.nhn.ic, ssdomain.samsung.com, auth01.awskr.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],fb.de.samsung.com,211.45.27.231,"gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],fb.dk.samsung.com,211.45.27.231,"dns02.cst.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.ee.samsung.com,211.45.27.231,"auth01.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.eg.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.fi.samsung.com,211.45.27.231,"dns02.cst.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],fb.hk.samsung.com,211.45.27.231,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],fb.id.samsung.com,211.45.27.231,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],fb.il.samsung.com,211.45.27.231,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.n-africa.samsung.com,211.45.27.231,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.pe.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fb.ph.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fb.pk.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.sa.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],fb.se.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fb.sec.samsung.com,211.45.27.231,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],fb.sg.samsung.com,211.45.27.231,"gm.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, dns02.cst.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
