new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,ns,mx,caa,has_internal_ips,internal_ips
[x],pcln07.corp.priceline.com,,"mail.corp.priceline.com, mail-corp-priceline-com.go.akamai-access.com","ns-1070.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pcln09.corp.priceline.com,69.195.35.26,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pcln10dr.corp.priceline.com,64.6.20.61,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pcln12.corp.priceline.com,64.6.20.62,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pcln13.corp.priceline.com,69.195.35.46,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pcln14.corp.priceline.com,69.195.35.47,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],phantom.corp.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 -all,,,,,,
[x],pkg-whitelabel.priceline.com,"151.101.66.186, 151.101.130.186, 151.101.194.186, 151.101.2.186",priceline2.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,google-site-verification=RDNlKytH8qsMeyVV9s20AttXumGOsFwmYtj5CRJn0Vk,,,,,,
[x],poc.priceline.com,"151.101.194.186, 151.101.130.186, 151.101.2.186, 151.101.66.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],portal.corp.priceline.com,"3.33.194.234, 15.197.253.65","priceline.okta.com, ok4-crtrs.tng.okta.com, ok4-crtrs.oktaedge.okta.com, a904c371d9946c759.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1484.awsdns-57.org, ns-1949.awsdns-51.co.uk, ns-409.awsdns-51.com, ns-609.awsdns-12.net",,,,
[x],preprod.priceline.com,"151.101.130.186, 151.101.66.186, 151.101.194.186, 151.101.2.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],press.priceline.com,3.228.237.32,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,"mandrill_verify, v=spf1 include:spf.mandrillapp.com ?all",,,,,,
[x],priceline-sendgrid.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 ip4:208.115.214.0/24 ip4:74.63.202.0/24 ip4:75.126.200.128/27 ip4:75.126.253.0/24 ip4:67.228.50.32/27 ip4:174.36.80.208/28 ip4:174.36.92.96/27 ip4:69.162.98.0/24 ip4:74.63.194.0/24 ip4:74.63.234.0/24 -all,,,,,,
[x],priceline-sendgrid1.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 ip4:74.63.235.0/24 ip4:192.254.116.89/32 ip4:208.117.56.98/32 ip4:208.117.57.101/32 ip4:208.117.57.106/32 ip4:208.117.57.112/32 ip4:208.117.57.117/32 -all,,,,,,
[x],priceline.com,"151.101.66.186, 151.101.194.186, 151.101.2.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,"docusign=1296c554-1adb-41e9-b7db-4f3777be9829, NVI3tENK5r3UPDEBODCkGN+My3QG4Mk5P4qxw767Mp0Gmw/ZY8meARdn978W+zeDSA/YvY5S4aviBz3BNYES1A==, _globalsign-domain-verification=pM4waB1d-vwp7nQSwWBrzKIDDeSCHMtyojFZnW37S8, _globalsign-domain-verification=_DTYj9iKqf__nkPpBwjJVg_9CzDcJKUBoxIJO9EYF_, MS=ms81463263, globalsign-domain-verification=TQFwNXX-22Rp3iu0w0iSSZOGHlgyojpElPrhqwzgaH, docusign=1bb6e18c-cccf-4592-8c1d-6190f06df776, v=spf1 include:priceline-spf.priceline.com include:priceline-sendgrid.priceline.com include:priceline-sendgrid1.priceline.com include:spf.protection.outlook.com include:_spf.atlassian.net include:_spf.google.com ip4:64.6.30.30/32 ip4:64.6.20.30/32 ip4:64, 6.23.104/32 ~all, atlassian-domain-verification=Wx6HsTNGfCzO15kBSyKijXn7rzM5g4Mh6Fw07IFADOCob4Z+dKDAopr2DV0nXmbD, google-site-verification=JJNkX77nL6dAMVuls-zpKHgO8rvnpaDyQuAJl5BWiYk, _globalsign-domain-verification=IG4UdrI9gc_SVSE132aTagdWhxkvONdbIBhHhhcMlP, onetrust-domain-verification=c6d4986cf1cb47698374f9a05f7d5bb0, facebook-domain-verification=t0l95cn2rpykm95vayz64iuqbv004c, onetrust-domain-verification=ba4577c363b94ff78ef385a0f256b910, apple-domain-verification=OCfaeQUuKDDImtbX, miro-verification=1103909054ca605b0d9ef52258e1020d38d0001c, docker-verification=aa3612ef-e974-4bcd-934f-2408011cabcd, adobe-idp-site-verification=f4d7d106b08f3d43656b490aab93912b27cfa252306e75e1051dce0e89d3b044, smartsheet-site-validation=3cXV1QdzwZSNB626WE2_--zhCF38CRoD, new-relic-domain-verification=2d57dc35b8f24f7a84ef8f92fc286ba0, mongodb-site-verification=GE62R7AkMx396fwhSZKpFwyzL6Ool2Xd",,"dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net","mailstream-west.mxrecord.io, mailstream-east.mxrecord.io",,,
[x],qa-pkg-whitelabel.priceline.com,151.101.46.186,priceline2.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],qa.priceline.com,"151.101.194.186, 151.101.130.186, 151.101.66.186, 151.101.2.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,v=spf1 -all,,"dns2.p09.nsone.net, dns4.p09.nsone.net, dns1.p09.nsone.net, dns3.p09.nsone.net",,,,
[x],qa.rezserver.com,69.195.35.154,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],qaa.rezserver.com,151.101.246.158,rezserver.priceline.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],qab.priceline.com,"151.101.194.186, 151.101.2.186, 151.101.66.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],qac.priceline.com,"151.101.2.186, 151.101.66.186, 151.101.194.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],qac.rezserver.com,"151.101.2.158, 151.101.66.158, 151.101.130.158, 151.101.194.158",rezserver.priceline.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],raw.qab.priceline.com,"151.101.66.186, 151.101.2.186, 151.101.194.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],redirects.priceline.com,64.6.28.6,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],relwebvirt01.priceline.com,63.240.36.43,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],rezserver.com,"151.101.194.150, 151.101.2.150, 151.101.130.150, 151.101.66.150",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,"v=spf1 include:priceline-spf.priceline.com include:secure.rezserver.com -all, @ MS=ms68479852 3600",,"dns4.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net",rezserver-com.mail.protection.outlook.com,,,
[x],s1pclncdn.qaa.priceline.com,69.195.35.143,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],s1pclncdn.qab.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],s2pclncdn.qaa.priceline.com,69.195.35.143,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],sales-ccp.priceline.com,"13.249.39.6, 13.249.39.125, 13.249.39.99, 13.249.39.87, 205.251.193.169, 205.251.194.106, 205.251.197.167, 205.251.199.145",d2lp2lqgzy45hy.cloudfront.net,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:2191:b800:2:9fd0:b580:93a1, 2600:9000:2191:4000:2:9fd0:b580:93a1, 2600:9000:2191:5200:2:9fd0:b580:93a1, 2600:9000:2191:3000:2:9fd0:b580:93a1, 2600:9000:2191:4e00:2:9fd0:b580:93a1, 2600:9000:2191:be00:2:9fd0:b580:93a1, 2600:9000:2191:f400:2:9fd0:b580:93a1, 2600:9000:2191:a200:2:9fd0:b580:93a1","ns-618.awsdns-13.net, ns-1447.awsdns-52.org, ns-1937.awsdns-50.co.uk, ns-425.awsdns-53.com",,,,
[x],sb.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],secure.rezserver.com,"151.101.66.150, 151.101.194.150, 151.101.2.150, 151.101.130.150",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,v=spf1 include:sendgrid.net -all,,,mx.sendgrid.net,"letsencrypt.org, symantec.com",,
[x],servicedesk.corp.priceline.com,64.6.29.85,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],sg.deals.priceline.com,,u15765264.wl015.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 ip4:167.89.65.218 ip4:167.89.65.219 ip4:167.89.65.22 ip4:167.89.65.248 ip4:167.89.65.3 ip4:167.89.65.30 -all,,,mx.sendgrid.net,,,
[x],sg.trvl.priceline.com,,u13041913.wl164.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 ip4:149.72.1.154 ip4:149.72.1.160 -all,,,mx.sendgrid.net,,,
[x],sli.priceline.com,"65.9.86.92, 65.9.86.109, 65.9.86.40, 65.9.86.36",djwwmupholrii.cloudfront.net,"ns-1340.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"2600:9000:2104:8800:1:9162:a280:93a1, 2600:9000:2104:6400:1:9162:a280:93a1, 2600:9000:2104:6e00:1:9162:a280:93a1, 2600:9000:2104:7c00:1:9162:a280:93a1, 2600:9000:2104:c00:1:9162:a280:93a1, 2600:9000:2104:5800:1:9162:a280:93a1, 2600:9000:2104:7a00:1:9162:a280:93a1, 2600:9000:2104:9200:1:9162:a280:93a1","ns-1340.awsdns-39.org, ns-1911.awsdns-46.co.uk, ns-32.awsdns-04.com, ns-584.awsdns-09.net",,,,
[x],splunkes.corp.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,v=spf1 -all,,,,,,
[x],staging.rezserver.com,"151.101.66.158, 151.101.130.158, 151.101.194.158, 151.101.2.158",rezserver.priceline.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],storybook.corp.priceline.com,34.192.162.139,storybook-corp-priceline-com.go.akamai-access.com,"ns-1070.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],syslog.priceline.com,64.6.28.100,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],tools.corp.priceline.com,34.233.211.171,tools-corp-priceline-com.go.akamai-access.com,"ns-1070.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],travel.priceline.com,"151.101.66.186, 151.101.130.186, 151.101.194.186, 151.101.2.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,v=spf1 include:em4982.travel.priceline.com include:url5932.travel.priceline.com include:13644936.travel.priceline.com include:spf.protection.outlook.com ~all,,,travel-priceline-com.mail.protection.outlook.com,,,
[x],travela.a1.qa.priceline.com,69.195.35.226,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],travela.c1.qa.priceline.com,69.195.35.131,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],travelblog.priceline.com,64.6.28.21,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],travelc.priceline.com,54.144.128.85,travela.priceline.com,,NOERROR,,,,,,,,,
[x],trend.corp.priceline.com,64.6.22.94,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],trvl.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,"dns4.p09.nsone.net, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net",,,,
[x],va.priceline.com,"151.101.194.186, 151.101.2.186, 151.101.66.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],view.emails.priceline.com,66.231.91.48,view.virt.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],wl.priceline.com,"151.101.194.186, 151.101.2.186, 151.101.66.186, 151.101.130.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],wl.rezserver.com,"151.101.2.150, 151.101.194.150, 151.101.130.150, 151.101.66.150",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],www.a309.corp.priceline.com,64.6.23.56,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.a321.corp.priceline.com,172.21.61.17,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,True,172.21.61.17
[x],www.bookingholdings.com,104.154.66.21,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,
[x],www.priceline.com,"151.101.66.186, 151.101.130.186, 151.101.194.186, 151.101.2.186",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],www.qaa.priceline.com,69.195.35.143,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.qab.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.qac.priceline.com,69.195.35.147,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],www.rezserver.com,"151.101.2.150, 151.101.130.150, 151.101.66.150, 151.101.194.150",secure.rezserver.com,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,v=spf1 include:sendgrid.net -all,,,mx.sendgrid.net,"letsencrypt.org, symantec.com",,
[x],www.sb.priceline.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,,,,,,,
[x],www.trvl.priceline.com,,,,NOERROR,,,,,,,,,
