new,host,a,soa,status_code,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,ptr,caa
[x],service-spanprod.sel.sony.com,160.33.129.31,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],service.sel.sony.com,160.33.68.227,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,www.sdp.sel.sony.com,,,,,,,,,,
[x],servicenow-dev.spe.sony.com,208.84.224.115,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],servicenow-qa.spe.sony.com,208.84.224.78,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],servicenow-stg.spe.sony.com,208.84.224.79,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],servicenow-train.spe.sony.com,208.84.225.165,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],servicenow.spe.sony.com,149.96.18.31,"edns140.ultradns.com, root.service-now.com",NOERROR,spe.service-now.com,,,,,,,,,,
[x],servicesales.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],servicesalesqa.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],servicesplus.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,_globalsign-domain-verification=kA2b7fMyIiEc3pZ10R15N6l3JaLK74rDds9YnSbUdu,,,,,,
[x],servicessalesstg.sel.sony.com,160.33.135.8,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],servtrain.sel.sony.com,160.33.68.217,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sf02-gpn.vpn.sie.sony.com,69.36.134.48,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sftp2.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sg.readerstore.sony.com,213.73.91.232,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sglxcemprd01.sap.erpapps.sie.sony.com,10.104.64.56,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.64.56,,,,
[x],sglxcemqa01.sap.erpapps.sie.sony.com,10.104.104.154,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.104.154,,,,
[x],sglxj02pa01.sap.erpapps.sie.sony.com,10.104.104.102,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.104.102,,2600:1f13:9f2:4400:91cb:558e:ac80:67ce,,
[x],sglxk02pa01.sap.erpapps.sie.sony.com,160.33.149.17,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxk02pa02.sap.erpapps.sie.sony.com,160.33.149.56,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxk02pa04.sap.erpapps.sie.sony.com,160.33.149.90,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxk02pa05.sap.erpapps.sie.sony.com,160.33.149.97,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxl02pa02.sap.erpapps.sie.sony.com,10.104.104.232,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.104.232,,,,
[x],sglxl03pa01.sap.erpapps.sie.sony.com,10.104.104.214,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.104.214,,,,
[x],sglxl06pa01.sap.erpapps.sie.sony.com,10.104.104.219,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.104.104.219,,,,
[x],sglxm04pa01.sap.erpapps.sie.sony.com,160.33.148.43,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxm08pa01.sap.erpapps.sie.sony.com,160.33.148.62,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sglxn02pa01.sap.erpapps.sie.sony.com,160.33.148.137,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1428.awsdns-50.org, ns-2008.awsdns-59.co.uk, ns-556.awsdns-05.net, ns-69.awsdns-08.com",,,,,,,,,
[x],sglxn04pa01.sap.erpapps.sie.sony.com,160.33.148.169,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],share-dev.spe.sony.com,208.84.225.140,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],share-qa.spe.sony.com,208.84.225.140,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],share.spe.sony.com,208.84.224.249,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sharepoint.spe.sony.com,208.84.224.211,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],showmgr-qa.spe.sony.com,208.84.225.144,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],showtime.sony.com,95.211.196.103,"pdns71.ultradns.com, eis_ist.spe.sony.com",NOERROR,showtimes.sonypictures.com,"pdns71.ultradns.com, pdns71.ultradns.org, pdns71.ultradns.net, pdns71.ultradns.info, pdns71.ultradns.biz, pdns71.ultradns.co.uk",,,,,,,,,
[x],showtimes.sony.com,95.211.196.103,"pdns71.ultradns.com, eis_ist.spe.sony.com",NOERROR,showtimes.sonypictures.com,,,,,,,,,,
[x],signin.id.acm.account.sony.com,23.56.200.82,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"sony-signin.api.us.janrain.com, signin.id.acm.account.sony.com.edgekey.net, e6339.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:1700:798::18c3, 2a02:26f0:1700:79b::18c3",,
[x],sip.am.sony.com,52.112.192.11,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,,,,,2603:1027:0:48::20,,
[x],sip.ap.sony.com,52.112.65.203,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,,,,,,,,"2603:1037:0:15::c, 2603:1037:0:7::b, 2603:1037:0:5::b, 2603:1037:0:a::b, 2603:1037:0:2::b, 2603:1037:0:c::f, 2603:1037::b, 2603:1037:0:b::b",,
[x],sip.eu.sony.com,52.112.192.11,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,,,,,,,,2603:1027:0:48::20,,
[x],sip.sony.com,52.112.192.139,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,,,,,,,,2603:1027::b,,
[x],sip.spe.sony.com,52.112.192.11,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,,,,,,,,2603:1027:0:48::20,,
[x],sipfed.ap.sony.com,160.33.196.33,"a1-189.akam.net, rns.adm.ap.sony.com",NOERROR,,,,,,,,,,,
[x],sipfed.eu.sony.com,160.33.196.33,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],skillsoft.spe.sony.com,208.84.225.77,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sky-srlc.account.sony.com,"23.53.42.248, 23.53.43.34","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"wildcard.account.sony.com.edgekey.net, e182389.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:ab00::5c7a:d719, 2a02:26f0:ab00::214:8e71",,
[x],slp.csx.sony.com,"205.251.193.126, 205.251.195.88, 205.251.197.57, 205.251.199.198","ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-856.awsdns-43.net, ns-382.awsdns-47.com, ns-1990.awsdns-56.co.uk, ns-1337.awsdns-39.org",,,,,,inbound-smtp.us-west-2.amazonaws.com,,,
[x],sm2fapoc.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],smap.ap.sony.com,,"a1-189.akam.net, rns.adm.ap.sony.com",NOERROR,,,,,"globalsign-domain-verification=c4e924e7a4edb1c0e52c7120636f009b, _globalsign-domain-verification=WOrlBg71bmCJbiYYFJkgkhZU2Ei5Kpicm0EmyhykLX",,,,,,
[x],smartengine.spe.sony.com,"54.70.104.163, 100.21.151.200, 54.148.153.69","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-WDG-extazwaf-prod-678776be3d9164f3.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],smartr.spe.sony.com,208.84.225.201,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,extjbsan2.spe.sony.com,,,,,,,,,,
[x],smartsheet.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],smb.store.sony.com,23.212.217.250,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"store.sony.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:6c00:1b5::321b, 2a02:26f0:6c00:199::321b",,
[x],smetrics.sony.com,"63.140.62.135, 63.140.62.160, 63.140.62.164","ns201.adobe.net, hostmaster.adobe.com, dnsadmin.omniture.com",NOERROR,"sony.com.102.112.2o7.net, data.102.112.2o7.net",,,,,,,,,,
[x],smsweeps.experience.sony.com,108.166.30.137,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],smtp1-rs.playstation.sony.com,204.232.191.169,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],smtp1-xtra.playstation.sony.com,69.36.128.78,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],smtp2-rs.playstation.sony.com,204.232.191.171,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,,,
[x],smtpin.sie.sony.com,69.36.132.69,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],snapper-a.fw-bc.sony.com,160.33.96.253,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-b.fw-bc.sony.com,160.33.96.252,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-b.fw-sd.sony.com,160.33.64.252,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-b.fw-sj.sony.com,160.33.80.226,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-ext.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-int.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper-int.fw-sj.sony.com,160.33.80.254,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snapper.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,"mail1.fw-sd.sony.com, mail1.fw-bc.sony.com",,,
[x],snapper.fw-sd.sony.com,160.33.64.254,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],snyvcwmsa1.eu.sony.com,43.194.6.241,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],snyvcwmsa2.eu.sony.com,43.194.6.242,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],snyvvcse2.eu.sony.com,195.2.38.114,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],soar2.spe.sony.com,"35.165.155.81, 54.68.31.139, 35.160.97.64","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-WDG-extaz-prod-45f32a1a3fd08bff.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],sonympa.totprod.sel.sony.com,160.33.129.13,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sonympaprod.sel.sony.com,160.33.129.32,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sonympastg.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],sonyphishme.spe.sony.com,208.84.227.29,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],sonypicturesgiving-uat.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],sonypicturesgiving.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],soxhub.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],sp-int.account.sony.com,,"dns1.p01.nsone.net, hostmaster.nsone.net, dns1.p05.nsone.net, n.sonynei.net",NOERROR,,,,,,,,,,,
[x],sp.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"v=spf1 include:spf.protection.outlook.com ip4:185.132.183.11 ip4:185.183.30.70 ip4:62.209.51.193 ip4:91.207.212.191 -all, MS=ms15504948, MS=ms32510925",,,"mxa-001d1702.gslb.pphosted.com, mxb-001d1702.gslb.pphosted.com",,,
[x],spcmart.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spe-ext.am.sony.com,160.33.196.70,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],speapvdi.spe.sony.com,134.159.107.109,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],speapvdi2.spe.sony.com,203.126.39.166,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spearchiveiis.spe.sony.com,208.84.225.59,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],specialevents.spe.sony.com,173.251.241.24,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,nat.vip.extedc.spe.sony.com,,,,,,,,,,
[x],specmg.spe.sony.com,20.36.7.202,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,specmg.cloudapp.net,,True,azure,,,,,,,
[x],spendhq.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],speqc.spe.sony.com,"52.26.184.66, 35.164.52.148, 44.229.26.70","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-speqc-prod-137904ae876ee124.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],speremote.spe.sony.com,213.152.248.148,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spesecure.spe.sony.com,208.84.225.190,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spesecure2.spe.sony.com,208.84.225.186,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spethchk01.spe.sony.com,173.251.241.41,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spfa.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"v=spf1 include:spfb.sony.com include:_spf.salesforce.com ip4:117.103.190.105 ip4:117.103.190.106 ip4:61.213.173.89 ip4:61.213.173.73 ip4:117.103.190.72/30 ip4:195.2.36.111 ip4:195.2.36.113 ip4:80.88.43.5 ip4:193.102.74.0/24 ip4:192.109.206.0/24 ip4:185.13, 6.189.88 ip4:185.136.188.88 ip4:117.103.190.41 ip4:117.103.190.42 ip4:117.103.190.43 ip4:117.103.190.44 ip4:117.103.190.61 ip4:61.213.173.40/30 ip4:61.213.173.61 ip4:211.125.136.192/26 ip4:211.125.138.224/27 ip6:2001:cf8:0:56::/63 ip4:219.141.167.163 ip4:, 124.215.201.71 ip4:37.139.156.29 ip4:160.33.66.64/27 ip4:216.136.162.64/26 ip4:63.240.104.0/26 ip4:69.36.131.254 ip4:162.247.216.0/22 ip4:66.244.67.0/26 ip4:74.39.175.131 ip4:166.78.71.191/32 ip4:168.63.98.176 ip4:217.151.36.125 ip4:23.249.106.166 ip4:213, .146.171.206 ip4:213.146.171.170 ip4:211.125.143.0/26 ip4:211.125.143.64/26 ip4:211.125.143.128/26 ip4:213.146.171.221 ip6:2001:cf8:ace:41::/64 ip4:211.125.140.160/27 ip4:198.245.81.0/24 ip4:136.147.176.0/24 ip4:13.111.0.0/16 ip4:136.147.182.0/24 ip4:136, 147.135.0/24 ip4:199.122.123.0/24 ip4:208.95.132.59 ip4:208.95.133.182 ip4:208.95.133.43 ip4:208.95.133.56 ip4:74.112.71.228 ip4:185.3.229.125 ip4:185.3.229.126 ip4:185.3.229.127 ip4:185.3.229.128/27 ip4:85.206.163.0/27 ip4:185.64.105.128/25 ip4:141.136.3, 8.0/24 ip4:141.136.40.0/24 ip4:195.191.140.0/24 ip4:195.191.176.0/24 -all",,,,,,
[x],spheconnect.spe.sony.com,"18.154.63.102, 18.154.63.11, 18.154.63.21, 18.154.63.87","ns-1994.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2qg702r92oohn.cloudfront.net,"ns-1154.awsdns-16.org, ns-1994.awsdns-57.co.uk, ns-772.awsdns-32.net, ns-113.awsdns-14.com",True,cloudfront,,,,,,,
[x],sphere-test.corp.sie.sony.com,"18.66.97.90, 18.66.97.88, 18.66.97.125, 18.66.97.109","ns-309.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,d1iqw0rckzo6qh.cloudfront.net,"ns-1798.awsdns-32.co.uk, ns-309.awsdns-38.com, ns-1491.awsdns-58.org, ns-551.awsdns-04.net",True,cloudfront,,,,,,,
[x],spidr2-dev.spe.sony.com,208.84.224.202,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spidr2-ext.spe.sony.com,"44.241.192.171, 52.10.217.121, 54.70.167.220","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-spidr2-ext-nlb-48b8a4597f31afa2.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],spidr2-qa.spe.sony.com,208.84.224.213,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spidr2.spe.sony.com,208.84.224.219,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spiritworld-qa.spe.sony.com,208.84.225.203,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,extwlsan-qa.spe.sony.com,,,,,,,,,,
[x],spiritworld-uat.spe.sony.com,208.84.225.203,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,extwlsan-qa.spe.sony.com,,,,,,,,,,
[x],spiritworld.spe.sony.com,208.84.225.189,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sprbd.spe.sony.com,208.84.225.201,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,extjbsan2.spe.sony.com,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],spt-sro.spe.sony.com,208.84.227.218,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spt.spe.sony.com,"18.244.146.40, 18.244.146.2, 18.244.146.86, 18.244.146.55","ns-1994.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2qg702r92oohn.cloudfront.net,"ns-772.awsdns-32.net, ns-1154.awsdns-16.org, ns-1994.awsdns-57.co.uk, ns-113.awsdns-14.com",True,cloudfront,,,,,,,
[x],sptevents.spe.sony.com,208.84.224.223,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sptftp.spe.sony.com,208.84.227.222,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],spti.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sptiftp.spe.sony.com,208.84.227.222,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],sptiprojects.spe.sony.com,208.84.225.43,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],srmglobalndev.sap.erpapps.sie.sony.com,160.33.152.21,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],srmglobalnpp.sap.erpapps.sie.sony.com,160.33.152.53,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],sscookie.sony.com,"13.226.153.62, 13.226.153.18, 13.226.153.77, 13.226.153.7","ns-550.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-550.awsdns-04.net, ns-1156.awsdns-16.org, ns-1901.awsdns-45.co.uk, ns-240.awsdns-30.com",True,cloudfront,,,,,,,
[x],ssh-out.fw-sj.sony.com,160.33.92.22,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,,,,,,,
[x],sshgw.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],sso-qa.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,"udns1.ultradns.net, udns2.ultradns.net",,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],sso-test.sel.sony.com,160.33.68.5,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],sso365.spe.sony.com,208.84.225.31,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ssoext-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],ssoext.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],stage.cdp.gis.sony.com,"13.32.121.111, 13.32.121.24, 13.32.121.68, 13.32.121.129","ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,d3qw54gfp95xwj.cloudfront.net,"ns-1477.awsdns-56.org, ns-1621.awsdns-10.co.uk, ns-286.awsdns-35.com, ns-921.awsdns-51.net",True,cloudfront,,,,,"2600:9000:236e:e600:0:54b5:f8c0:93a1, 2600:9000:236e:9200:0:54b5:f8c0:93a1, 2600:9000:2240:1400:0:54b5:f8c0:93a1, 2600:9000:236e:c00:0:54b5:f8c0:93a1, 2600:9000:236e:3200:0:54b5:f8c0:93a1, 2600:9000:2240:c000:0:54b5:f8c0:93a1, 2600:9000:236e:fe00:0:54b5:f8c0:93a1, 2600:9000:2240:e400:0:54b5:f8c0:93a1",,
[x],stage.cirus.sde.sony.com,44.229.99.66,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,uxtc-persona-data-stage-356556592.us-west-2.elb.amazonaws.com,,,,,,,,,,
[x],stage.electronics.sony.com,23.212.220.124,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.gwt-dv.edgekey.net, e14388.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:1700:193::3834, 2a02:26f0:1700:1b7::3834",,
[x],stage.infamousthegame.playstation.sony.com,69.36.128.110,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],stage.register.me.sony.com,,"ns-526.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-283.awsdns-35.com, ns-526.awsdns-01.net, ns-1238.awsdns-26.org, ns-2002.awsdns-58.co.uk",,,,,,,,,
[x],staging-biz.sel.sony.com,160.33.68.219,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],staging-direct.sel.sony.com,160.33.68.220,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],stash.me.sony.com,"54.213.172.43, 54.189.213.123","ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],static-dev.developer.sony.com,"18.160.46.90, 18.160.46.106, 18.160.46.47, 18.160.46.72, 205.251.192.212, 205.251.194.238, 205.251.197.16, 205.251.198.135","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d2g4w0dsjwxchw.cloudfront.net,"ns-1296.awsdns-34.org, ns-750.awsdns-29.net, ns-212.awsdns-26.com, ns-1671.awsdns-16.co.uk",True,cloudfront,,,,,,,
[x],static-stage.developer.sony.com,"52.84.195.54, 52.84.195.117, 52.84.195.10, 52.84.195.91, 205.251.192.220, 205.251.195.235, 205.251.198.228","ns-1128.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,d234x33n9g65q9.cloudfront.net,"ns-1003.awsdns-61.net, ns-1128.awsdns-13.org, ns-1764.awsdns-28.co.uk, ns-220.awsdns-27.com",True,cloudfront,,,,,,,
[x],static.developer.sony.com,"13.32.121.77, 13.32.121.90, 13.32.121.22, 13.32.121.128","ns-79.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,dnvlpqflzc7q0.cloudfront.net,"ns-1265.awsdns-30.org, ns-1940.awsdns-50.co.uk, ns-673.awsdns-20.net, ns-79.awsdns-09.com",True,cloudfront,,,,,,,
[x],static.register.me.sony.com,"52.222.139.97, 52.222.139.6, 52.222.139.41, 52.222.139.65","ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,"2600:9000:2204:b800:1c:a53e:b180:93a1, 2600:9000:2204:800:1c:a53e:b180:93a1, 2600:9000:2204:9000:1c:a53e:b180:93a1, 2600:9000:2204:5000:1c:a53e:b180:93a1, 2600:9000:2204:4800:1c:a53e:b180:93a1, 2600:9000:2204:2200:1c:a53e:b180:93a1, 2600:9000:2204:7600:1c:a53e:b180:93a1, 2600:9000:2204:8200:1c:a53e:b180:93a1",,
