new,host,a,cname,soa,status_code,aaaa,txt,has_internal_ips,internal_ips,cdn,cdn-name,ns,caa,mx
[x],cms.nike.com,"52.222.139.19, 52.222.139.48, 52.222.139.64, 52.222.139.11",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],cnvini-b2g-preprod-registry.registry.us-west-2.nifi.nike.com,"10.239.162.246, 10.239.161.90, 10.239.160.169",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.239.162.246, 10.239.161.90, 10.239.160.169",,,,,
[x],codeload.github.nike.com,,,,NOERROR,,,,,,,,,
[x],collector.gem-dev.platforms.nike.com,"44.241.209.84, 35.164.210.10, 52.26.226.68",,"ns-451.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],collector.gem-nonprod.platforms.nike.com,"52.10.121.34, 44.231.172.48, 52.39.160.66",,"ns-926.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],collector.gem.platforms.nike.com,"52.10.39.57, 52.24.236.160, 44.233.246.240",,"ns-1928.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],colormanagement-internal.api-product.pes-preprod.nike.com,"108.157.214.40, 108.157.214.96, 108.157.214.55, 108.157.214.86",,"ns-1905.awsdns-46.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],colormanagement.api-product.pes-preprod.nike.com,23.36.235.149,"colormanagement.api-product.pes-preprod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],commercialanalytics.nike.com,"3.67.141.185, 18.193.36.153, 3.127.73.216","s.multiscreensite.com, global.multiscreensite.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com, d1-hitch-nlb-360be683c5f2457b.elb.us-east-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com, ns-1826.awsdns-36.co.uk",NOERROR,,,,,,,,,
[x],community.nike.com,"99.86.4.52, 99.86.4.120, 99.86.4.102, 99.86.4.121",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],communityimpact.nike.com,"13.226.153.29, 13.226.153.68, 13.226.153.54, 13.226.153.87",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],conbiz.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],conbizdevnwdc.nike.com,146.197.27.148,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],conbizext.nike.com,173.223.112.68,"conbizext.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],conbizextq.nike.com,96.17.5.96,"conbizextq.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],conbiznwdc.nike.com,146.197.27.175,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],concierge.nike.com,"52.222.139.64, 52.222.139.11, 52.222.139.48, 52.222.139.19",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],confluence-np.nike.com,"54.69.170.173, 44.236.250.5",confluence-ext.baat-atlassian-test.nikecloud.com,"ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],confluence-p-00.va2.b2c.nike.com,10.12.111.29,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.12.111.29,,,,,
[x],confluence.nike.com,"44.240.128.146, 44.241.123.13",confluence-ext.baat-atlassian-prod.nikecloud.com,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],connsvr.nike.com,146.197.64.217,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],console-app.platforms.nike.com,"108.156.60.47, 108.156.60.129, 108.156.60.31, 108.156.60.63",,"ns-607.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-374.awsdns-46.com, ns-607.awsdns-11.net, ns-1321.awsdns-37.org, ns-1747.awsdns-26.co.uk",,
[x],console.platforms.nike.com,"18.66.147.84, 18.66.147.78, 18.66.147.29, 18.66.147.102",,"ns-1775.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-601.awsdns-11.net, ns-1095.awsdns-08.org, ns-126.awsdns-15.com, ns-1775.awsdns-29.co.uk",,
[x],consul.pes-prod.nike.com,10.179.57.227,,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.179.57.227,,,,,
[x],consume.nike.com,"108.157.4.96, 108.157.4.31, 108.157.4.119, 108.157.4.65",,"ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1575.awsdns-04.co.uk, ns-695.awsdns-22.net, ns-86.awsdns-10.com, ns-1349.awsdns-40.org",,
[x],consume.platforms.nike.com,"10.181.149.143, 10.181.154.119, 10.181.144.205",,"ns-561.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.181.149.143, 10.181.154.119, 10.181.144.205",,,"ns-1047.awsdns-02.org, ns-1563.awsdns-03.co.uk, ns-2.awsdns-00.com, ns-561.awsdns-06.net",,
[x],consumeraffairs.nike.com,66.54.18.22,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],consumercode.nike.com,"35.172.94.1, 100.24.208.97","s.multiscreensite.com, global.multiscreensite.com, d1-hitch-nlb-360be683c5f2457b.elb.us-east-1.amazonaws.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com, ns-1390.awsdns-45.org",NOERROR,,,,,,,,,
[x],content-stg.nike.net,95.101.176.100,"content-stg.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],content.nike.net,104.96.94.222,"content.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],content.services.nike.com,,"content.services.nike.com.edgekey.net, e31193.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],contentlink.converse.com,3.15.66.10,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],contentlinkdev.converse.com,18.218.132.150,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],converse-employeesale.nike.com,106.15.226.183,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],converse-qa.fusionaws.nike.com,184.85.147.94,"fusionaws-qa.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],converse.fusionaws.nike.com,104.81.112.224,"fusionaws-prod.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],converseflexplmbomtest.nike.com,146.197.27.198,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],converseflexplmfootwear.nike.com,146.197.27.55,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],converseflexplmfootweartest.nike.com,"146.197.27.137, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],copy.nike.net,"10.178.71.8, 10.178.56.126",cpd-copy-web-client-prd.nikeprd.net,"ns-956.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.178.71.8, 10.178.56.126",,,,,
[x],core.nike.net,,,"ns-295.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1501.awsdns-59.org, ns-1560.awsdns-03.co.uk, ns-295.awsdns-36.com, ns-827.awsdns-39.net",,
[x],corporate.nike.com,207.87.4.130,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],costing-internal.api-product.pes-prod.nike.com,"52.222.139.6, 52.222.139.118, 52.222.139.116, 52.222.139.80",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],cp-codes.nike.com,79.171.179.180,"nikecb.global-communication.de, nike-webcb-01.global-communication.de","pns01.dcsix.net, hostmaster.dcsix.net",NOERROR,,,,,,,,,
[x],cpg-api.nike.net,95.101.176.100,"cpg-prd.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cpg-dr-origin.nike.net,"52.2.62.53, 54.226.146.84, 34.235.45.224",,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1205.awsdns-22.org, ns-1656.awsdns-15.co.uk, ns-417.awsdns-52.com, ns-797.awsdns-35.net",,
[x],cpg-prd.nike.net,104.102.19.236,"cpg-prd.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cpg-prod.nike.net,"52.34.86.7, 52.27.103.136, 52.10.183.190",,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cpg-stg.nike.net,23.0.212.220,"cpg.nike.net, cpg-prd.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cpg.nike.net,23.0.212.220,"cpg-prd.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],crashplan.nike.com,66.195.32.100,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],crashplanind01.nike.com,,,,NOERROR,,,,,,,,,
[x],crashplanjpn01.nike.com,,,,NOERROR,,,,,,,,,
[x],crashplanpoc.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],crate-dev.nike.com,96.17.5.96,"crate.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],crate-prod.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],crate-qa.nike.com,173.223.112.68,"crate.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],crate-uat-ga.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],crate.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],crate.nike.com,,rv-prod.gbm.nike.com,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cratesend.nike.com,,rv-send-prod.gbm.nike.com,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],crowd.b2c.nike.com,10.11.55.222,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.11.55.222,,,,,
[x],csg01.nike.com,146.197.27.22,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],csp.nike.com,104.99.232.64,"csp.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],csr-china.nike.com,66.54.56.6,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],csrchina.nike.com,,,,NOERROR,,,,,,,,,
[x],ctm-qa.nike.com,104.111.216.70,"ctm.nike.com.edgekey.net, ctm.nike.com.edgekey.net.globalredir.akadns.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ctm.nike.com,2.18.160.79,"ctm.nike.com.edgekey.net, ctm.nike.com.edgekey.net.globalredir.akadns.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cvnahqbosexpe01.nike.com,146.197.250.225,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],cvnahqbosexpe02.nike.com,146.197.250.226,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],d6.nike.com,"52.34.146.190, 35.155.131.8",bdam-prod.gbm.nike.com,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],da.nike.com,146.197.242.30,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dampublish-aem.nike.net,104.102.19.236,"dampublish-aem.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dampublish.nike.net,23.222.55.14,"dampublish.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],datahub.converse.com,,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dataloader-api-perf.pes-preprod.nike.com,"52.33.119.72, 50.112.176.252, 35.155.200.28",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dataloader-api-stg.pes-preprod.nike.com,"52.11.73.245, 52.26.109.175, 54.68.207.246",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],daxqa-wechat.nike.com,47.110.174.165,5tndvgls5adtllcx7xcjxhr7b3p8zems.yundunwaf3.com,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,
[x],dbt.svs.nike.com,,,"ns-279.awsdns-34.com, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 include:amazonses.com ~all,,,,,"ns-1041.awsdns-02.org, ns-1793.awsdns-32.co.uk, ns-279.awsdns-34.com, ns-550.awsdns-04.net",,feedback-smtp.us-west-2.amazonses.com
[x],de-de-help.nike.com,"99.86.4.42, 99.86.4.29, 99.86.4.41, 99.86.4.40, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],dejss.nike.com,"54.156.169.181, 54.198.141.127","nikeretail.jamfcloud.com, nikeretail-alb-1216652904.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],deploy.nike.net,10.199.137.175,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.199.137.175,,,,,
[x],desata-dev.gbm.nike.com,"35.82.225.26, 34.214.120.18, 52.11.78.181",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],desata-prod.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],desatalaciudad.nike.com,104.111.216.70,"desatalaciudad.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],design.nike.com,"18.66.122.73, 18.66.122.93, 18.66.122.52, 18.66.122.12",,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1081.awsdns-07.org, ns-1763.awsdns-28.co.uk, ns-353.awsdns-44.com, ns-884.awsdns-46.net",,
[x],dev-api.converse.com,104.102.23.149,"dev-api.converse.com.edgekey.net, e2896.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev-cdn.nike.net,104.102.19.236,"dev-cdn.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev-images.nike.com,66.54.54.11,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dev-jobs.nike.com,104.111.216.70,"dev-jobs.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev-nifi-fin-src2pay.registry.us-west-2.nifi.nike.com,"10.239.162.246, 10.239.160.169, 10.239.161.90",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/dev-nifi-fin-src2pay/registry-ingress",True,"10.239.162.246, 10.239.160.169, 10.239.161.90",,,,,
[x],dev-parc-app-dashboard.pes-preprod.nike.com,"54.148.226.48, 50.112.147.227, 54.68.80.9",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/development-parc-app-dashboard",,,,,,,
[x],dev-parc-cbd-ui.pes-preprod.nike.com,"52.36.76.209, 34.216.35.92, 34.216.32.221",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/exgress-development-parc-cbd-ui",,,,,,,
[x],dev-parc-colorway-status-ui.pes-preprod.nike.com,"44.238.157.234, 54.201.227.208, 44.240.2.118",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/development-parc-colorway-status-ui",,,,,,,
[x],dev-search.nike.com,66.54.54.250,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dev-thedraw-ad.nike.com,104.102.39.180,"dev-thedraw-ad.nike.com.edgekey.net, e11077.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev-thedraw.nike.com,23.5.231.246,"dev-thedraw.nike.com.edgekey.net, e11077.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev.event.ingress.eda-gc.nike.com,104.64.35.136,"event.ingress.eda-gc.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dev.test.nifi.nike.com,"13.32.121.60, 13.32.121.61, 13.32.121.115, 13.32.121.50",,"ns-681.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],devcloud.tc.nike.com,,,"ns-1664.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1406.awsdns-47.org, ns-1664.awsdns-16.co.uk, ns-29.awsdns-03.com, ns-816.awsdns-38.net",,
[x],developer.nike.com,,d1yk2cr3dloxr9.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],devney-demo-reg.registry.us-west-2.nifi.nike.com,"10.239.162.71, 10.239.160.223, 10.239.161.36",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.162.71, 10.239.160.223, 10.239.161.36",,,"ns-1131.awsdns-13.org, ns-1873.awsdns-42.co.uk, ns-373.awsdns-46.com, ns-922.awsdns-51.net",,
[x],devney-reg-01.registry.us-west-2.nifi.nike.com,,,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],devone.nike.com,"65.9.55.26, 65.9.55.14, 65.9.55.8, 65.9.55.13",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],devonelogin.nike.com,146.197.27.28,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],di.nike.com,"18.66.122.86, 18.66.122.109, 18.66.122.23, 18.66.122.25",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],dibs.data360.edf.nike.net,"44.228.49.232, 44.236.12.143, 35.167.230.232",api.eda-ddp-dibs-prod.nikecloud.com,"ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],digihub.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],digitalassetmgmt-aem-stg.nike.net,104.102.19.236,"digitalassetmgmt-aem-stg.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],digitalassetmgmt-aem.nike.net,23.67.140.194,"digitalassetmgmt-aem.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],digitaldash.nike.com,184.25.218.162,"digitaldash.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],digitalportal-qa.nike.com,66.54.18.203,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dl.fusionaws.nike.com,23.212.222.123,"fusionaws-prod.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dlaimri-dev.nike.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],dlairmi-qa.nike.com,"18.244.102.50, 18.244.102.95, 18.244.102.38, 18.244.102.85, 205.251.193.97",dpc51kxcb75an.cloudfront.net,"ns-573.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:26df:aa00:12:5470:63c0:93a1, 2600:9000:26df:5a00:12:5470:63c0:93a1, 2600:9000:26df:6c00:12:5470:63c0:93a1, 2600:9000:26df:7200:12:5470:63c0:93a1, 2600:9000:26df:e00:12:5470:63c0:93a1, 2600:9000:26df:ba00:12:5470:63c0:93a1, 2600:9000:26df:f600:12:5470:63c0:93a1, 2600:9000:26df:6200:12:5470:63c0:93a1",,,,True,cloudfront,"ns-353.awsdns-44.com, ns-1057.awsdns-04.org, ns-573.awsdns-07.net, ns-1938.awsdns-50.co.uk",,
[x],dlairmi.nike.com,23.197.109.138,"dlairmi.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dmc.pes-preprod.nike.com,54.184.76.251,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dna-dev.nike.com,104.111.216.70,"dna.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dna-lab.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dna-lab.nike.com,23.35.208.66,"dna.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dna-sb.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dna-test.gbm.nike.com,,,,NOERROR,,,,,,,,,
[x],dna-test.nike.com,,sites-dna-prod.gbm.nike.com,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dna-uat.nike.com,173.223.112.68,"dna.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],docs.platforms.nike.com,"108.156.60.79, 108.156.60.123, 108.156.60.4, 108.156.60.110",,"ns-1015.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-22.awsdns-02.com, ns-1015.awsdns-62.net, ns-1284.awsdns-32.org, ns-1766.awsdns-28.co.uk",,
[x],dra.nike.net,95.101.176.100,"dra.nike.net.edgekey.net, e1894.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:593::766, 2a02:26f0:3500:58a::766",,,,,,,,
[x],drprd-csr-china.nike.com,146.197.181.5,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],drprd-secure-china.nike.com,"146.197.181.6, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],drprd-secure-nikeid.nike.com,146.197.181.10,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],drprd-secure-store.nike.com,146.197.181.4,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],drprd-store.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dsmpromo0x4180a5.non.thecommons.nike.com,,,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1460.awsdns-54.org, ns-1896.awsdns-45.co.uk, ns-5.awsdns-00.com, ns-984.awsdns-59.net",,
[x],dsmpromo0x4180a5.prd.thecommons.nike.com,,,"ns-1949.awsdns-51.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-316.awsdns-39.com, ns-800.awsdns-36.net, ns-1386.awsdns-45.org, ns-1949.awsdns-51.co.uk",,
[x],dsmpromo0x4180a5.sbx.thecommons.nike.com,,,"ns-1756.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1167.awsdns-17.org, ns-117.awsdns-14.com, ns-1756.awsdns-27.co.uk, ns-519.awsdns-00.net",,
[x],dt.nike.com,"3.67.141.185, 3.127.73.216, 18.193.36.153","s.multiscreensite.com, global.multiscreensite.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dtcretaildesignplaybook.nike.com,146.197.184.50,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],dtcyammer.nike.com,146.197.27.69,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
