new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa,has_internal_ips,internal_ips
[x],host-214-60-113-32.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.67, 13.32.99.48","2600:9000:21c7:6000:0:d856:9bc0:93a1, 2600:9000:21c7:800:0:d856:9bc0:93a1, 2600:9000:21c7:9a00:0:d856:9bc0:93a1, 2600:9000:21c7:2800:0:d856:9bc0:93a1, 2600:9000:21c7:5200:0:d856:9bc0:93a1, 2600:9000:21c7:5e00:0:d856:9bc0:93a1, 2600:9000:21c7:ce00:0:d856:9bc0:93a1, 2600:9000:21c7:ae00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],hosting-loginaccept-domain.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.48, 13.32.99.33","2600:9000:2251:ae00:0:d856:9bc0:93a1, 2600:9000:2251:ba00:0:d856:9bc0:93a1, 2600:9000:2251:b400:0:d856:9bc0:93a1, 2600:9000:2251:d600:0:d856:9bc0:93a1, 2600:9000:2251:c800:0:d856:9bc0:93a1, 2600:9000:2251:8800:0:d856:9bc0:93a1, 2600:9000:2251:a00:0:d856:9bc0:93a1, 2600:9000:2251:f000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],hrsys.controller-okta-wiskey-orchestrator-safe.production.curve.app,"13.32.99.33, 13.32.99.48, 13.32.99.9, 13.32.99.67",,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],hrsys.epm-okta-wiskey-orchestrator-safe.production.curve.app,"13.249.9.56, 13.249.9.34, 13.249.9.124, 13.249.9.25","2600:9000:215b:f000:0:d856:9bc0:93a1, 2600:9000:215b:8e00:0:d856:9bc0:93a1, 2600:9000:215b:8000:0:d856:9bc0:93a1, 2600:9000:215b:fc00:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:b600:0:d856:9bc0:93a1, 2600:9000:215b:5600:0:d856:9bc0:93a1, 2600:9000:215b:400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],hrsys.frontpage.okta-wiskey-orchestrator-safe.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129",,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-107.awsdns-13.com, ns-1086.awsdns-07.org, ns-2035.awsdns-62.co.uk, ns-887.awsdns-46.net",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestrator-safe.iad.production.curve.app,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:2251:ca00:0:d856:9bc0:93a1, 2600:9000:2251:fa00:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1, 2600:9000:2251:8600:0:d856:9bc0:93a1, 2600:9000:2251:aa00:0:d856:9bc0:93a1, 2600:9000:2251:ae00:0:d856:9bc0:93a1, 2600:9000:2251:b400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestrator-safe.production.curve.app,"13.32.99.33, 13.32.99.48, 13.32.99.9, 13.32.99.67","2600:9000:2251:7200:0:d856:9bc0:93a1, 2600:9000:2251:f200:0:d856:9bc0:93a1, 2600:9000:2251:9e00:0:d856:9bc0:93a1, 2600:9000:2251:b400:0:d856:9bc0:93a1, 2600:9000:2251:6600:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:2e00:0:d856:9bc0:93a1, 2600:9000:2251:b200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestrator-safe.skins.production.curve.app,"13.32.99.67, 13.32.99.9, 13.32.99.33, 13.32.99.48","2600:9000:2251:b800:0:d856:9bc0:93a1, 2600:9000:2251:ba00:0:d856:9bc0:93a1, 2600:9000:2251:f800:0:d856:9bc0:93a1, 2600:9000:2251:a00:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1, 2600:9000:2251:4600:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app,"13.32.99.67, 13.32.99.48, 13.32.99.33, 13.32.99.9","2600:9000:2251:e600:0:d856:9bc0:93a1, 2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:e400:0:d856:9bc0:93a1, 2600:9000:2251:1800:0:d856:9bc0:93a1, 2600:9000:2251:8c00:0:d856:9bc0:93a1, 2600:9000:2251:5400:0:d856:9bc0:93a1, 2600:9000:2251:c600:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestratortech-safe.production.curve.app,"18.173.233.65, 18.173.233.23, 18.173.233.2, 18.173.233.51","2600:9000:2440:7400:0:d856:9bc0:93a1, 2600:9000:2440:b400:0:d856:9bc0:93a1, 2600:9000:2440:2000:0:d856:9bc0:93a1, 2600:9000:2440:2800:0:d856:9bc0:93a1, 2600:9000:2440:4a00:0:d856:9bc0:93a1, 2600:9000:2440:ba00:0:d856:9bc0:93a1, 2600:9000:2440:9c00:0:d856:9bc0:93a1, 2600:9000:2440:8e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],hrsys.okta-wiskey-orchestratorvault-paytech-safe.production.curve.app,"13.32.99.48, 13.32.99.67, 13.32.99.9, 13.32.99.33","2600:9000:2251:9600:0:d856:9bc0:93a1, 2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:1800:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1, 2600:9000:2251:5800:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:6200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],hrsys.ora-okta-wiskey-orchestrator-safe.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.48, 13.32.99.67","2600:9000:2251:ba00:0:d856:9bc0:93a1, 2600:9000:2251:f800:0:d856:9bc0:93a1, 2600:9000:2251:a00:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1, 2600:9000:2251:4600:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:b800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],i-d.production.curve.app,"13.227.219.79, 13.227.219.114, 13.227.219.21, 13.227.219.9","2600:9000:21c7:ae00:0:d856:9bc0:93a1, 2600:9000:21c7:3c00:0:d856:9bc0:93a1, 2600:9000:21c7:9e00:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:ce00:0:d856:9bc0:93a1, 2600:9000:21c7:fe00:0:d856:9bc0:93a1, 2600:9000:21c7:a200:0:d856:9bc0:93a1, 2600:9000:21c7:e000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],iad2v1.production.curve.app,"99.84.9.129, 99.84.9.3, 99.84.9.40, 99.84.9.95","2600:9000:2171:c400:0:d856:9bc0:93a1, 2600:9000:2171:8600:0:d856:9bc0:93a1, 2600:9000:2171:7000:0:d856:9bc0:93a1, 2600:9000:2171:600:0:d856:9bc0:93a1, 2600:9000:2171:1e00:0:d856:9bc0:93a1, 2600:9000:2171:fc00:0:d856:9bc0:93a1, 2600:9000:2171:6800:0:d856:9bc0:93a1, 2600:9000:2171:b000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-107.awsdns-13.com, ns-1086.awsdns-07.org, ns-2035.awsdns-62.co.uk, ns-887.awsdns-46.net",NOERROR,True,cloudfront,,,,,
[x],iad2v3-pass.production.curve.app,"18.244.146.29, 18.244.146.76, 18.244.146.11, 18.244.146.32, 205.251.196.99","2600:9000:26de:8200:0:d856:9bc0:93a1, 2600:9000:26de:1600:0:d856:9bc0:93a1, 2600:9000:26de:5e00:0:d856:9bc0:93a1, 2600:9000:26de:7a00:0:d856:9bc0:93a1, 2600:9000:26de:6000:0:d856:9bc0:93a1, 2600:9000:26de:f000:0:d856:9bc0:93a1, 2600:9000:26de:c200:0:d856:9bc0:93a1, 2600:9000:26de:9200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],iadsdk-r1.production.curve.app,"13.32.99.67, 13.32.99.33, 13.32.99.9, 13.32.99.48","2600:9000:2251:f400:0:d856:9bc0:93a1, 2600:9000:2251:ac00:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:2200:0:d856:9bc0:93a1, 2600:9000:2251:aa00:0:d856:9bc0:93a1, 2600:9000:2251:4e00:0:d856:9bc0:93a1, 2600:9000:2251:a800:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],ica.production.curve.app,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:2251:e800:0:d856:9bc0:93a1, 2600:9000:2251:f000:0:d856:9bc0:93a1, 2600:9000:2251:e00:0:d856:9bc0:93a1, 2600:9000:2251:3c00:0:d856:9bc0:93a1, 2600:9000:2251:4800:0:d856:9bc0:93a1, 2600:9000:2251:6400:0:d856:9bc0:93a1, 2600:9000:2251:9a00:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],ima.production.curve.app,"13.32.99.48, 13.32.99.9, 13.32.99.33, 13.32.99.67","2600:9000:2251:4200:0:d856:9bc0:93a1, 2600:9000:2251:e200:0:d856:9bc0:93a1, 2600:9000:2251:d000:0:d856:9bc0:93a1, 2600:9000:2251:da00:0:d856:9bc0:93a1, 2600:9000:2251:4a00:0:d856:9bc0:93a1, 2600:9000:2251:3a00:0:d856:9bc0:93a1, 2600:9000:2251:3800:0:d856:9bc0:93a1, 2600:9000:2251:6000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],image.mail.curve.com,"2.16.241.13, 2.16.241.15",,"images.s50.exacttarget.com.edgesuite.net, a1952.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],image.production.curve.app,"13.32.99.33, 13.32.99.67, 13.32.99.48, 13.32.99.9","2600:9000:2251:400:0:d856:9bc0:93a1, 2600:9000:2251:5800:0:d856:9bc0:93a1, 2600:9000:2251:7400:0:d856:9bc0:93a1, 2600:9000:2251:5400:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:7c00:0:d856:9bc0:93a1, 2600:9000:2251:800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],imagesearchbling8.production.curve.app,"13.227.219.79, 13.227.219.21, 13.227.219.114, 13.227.219.9","2600:9000:21c7:4c00:0:d856:9bc0:93a1, 2600:9000:21c7:c000:0:d856:9bc0:93a1, 2600:9000:21c7:f600:0:d856:9bc0:93a1, 2600:9000:21c7:c200:0:d856:9bc0:93a1, 2600:9000:21c7:de00:0:d856:9bc0:93a1, 2600:9000:21c7:b200:0:d856:9bc0:93a1, 2600:9000:21c7:7400:0:d856:9bc0:93a1, 2600:9000:21c7:6e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],imaginecurve.com,,,,"ns-1571.awsdns-04.co.uk, awsdns-hostmaster.amazon.com","ns-1167.awsdns-17.org, ns-1571.awsdns-04.co.uk, ns-168.awsdns-21.com, ns-823.awsdns-38.net",NOERROR,True,cloudfront,,"MS=ms19255557, apple-domain-verification=jPuetBFPnJ5tH4tr, atlassian-domain-verification=Es6HjAjsMLWh/ETspitTbzEzt2MbEM9gEONq7JyikTvkuDKGDpvePC5taffUe+V6, google-site-verification=4BUU9xFVEIM16pUiOT-L9IyErZGsc9vaIax3VBWfHr4, google-site-verification=4KZ8wkx_RPyiS1dhK4_eh3YKXrRA87nDnpCZHV6Vl8Y, google-site-verification=6tEhTCNjJ1YlhrXEShXs8-pk0wDuhSgeqC81XE9uSK4, knowbe4-site-verification=a875d64620fd37a2aee36c2b8d00cf9c, miro-verification=81b5130e68a5792714094b62fa7b1a3c0ae6d2b2, onetrust-domain-verification=2a69ef644df94ea1af1a73aa0cf3c142, onetrust-domain-verification=bb1820074bce41b0bc39ea313d9eb78a, status-page-domain-verification=cl7704tmbqqq, twilio-domain-verification=f261209da76500250db2b05b3ad55884, v=spf1 include:_u.imaginecurve.com._spf.smart.ondmarc.com -all",,,
[x],imexgroup.production.curve.app,"13.32.99.9, 13.32.99.33, 13.32.99.48, 13.32.99.67","2600:9000:2251:6e00:0:d856:9bc0:93a1, 2600:9000:2251:2400:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:3800:0:d856:9bc0:93a1, 2600:9000:2251:1600:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:d200:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],img-link-tunnel-mx.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129","2600:9000:2251:5000:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:c400:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:c00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:ea00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],intconfig.production.curve.app,"18.173.233.51, 18.173.233.23, 18.173.233.65, 18.173.233.2","2600:9000:2440:3c00:0:d856:9bc0:93a1, 2600:9000:2440:ea00:0:d856:9bc0:93a1, 2600:9000:2440:7400:0:d856:9bc0:93a1, 2600:9000:2440:9e00:0:d856:9bc0:93a1, 2600:9000:2440:4000:0:d856:9bc0:93a1, 2600:9000:2440:9a00:0:d856:9bc0:93a1, 2600:9000:2440:ce00:0:d856:9bc0:93a1, 2600:9000:2440:8400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],interlock.production.curve.app,"13.32.99.48, 13.32.99.33, 13.32.99.9, 13.32.99.67","2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:b000:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:1600:0:d856:9bc0:93a1, 2600:9000:2251:2400:0:d856:9bc0:93a1, 2600:9000:2251:d200:0:d856:9bc0:93a1, 2600:9000:2251:3800:0:d856:9bc0:93a1, 2600:9000:2251:6e00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
[x],internal-bid46tz.production.curve.app,"13.32.99.48, 13.32.99.67, 13.32.99.9, 13.32.99.33","2600:9000:2251:bc00:0:d856:9bc0:93a1, 2600:9000:2251:e800:0:d856:9bc0:93a1, 2600:9000:2251:3000:0:d856:9bc0:93a1, 2600:9000:2251:3e00:0:d856:9bc0:93a1, 2600:9000:2251:4400:0:d856:9bc0:93a1, 2600:9000:2251:6e00:0:d856:9bc0:93a1, 2600:9000:2251:7a00:0:d856:9bc0:93a1, 2600:9000:2251:8400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],internal-lehighuniversity.production.curve.app,"18.67.76.117, 18.67.76.74, 18.67.76.87, 18.67.76.126, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2305:1600:0:d856:9bc0:93a1, 2600:9000:2305:ca00:0:d856:9bc0:93a1, 2600:9000:2305:8e00:0:d856:9bc0:93a1, 2600:9000:2305:8800:0:d856:9bc0:93a1, 2600:9000:2305:6e00:0:d856:9bc0:93a1, 2600:9000:2305:d200:0:d856:9bc0:93a1, 2600:9000:2305:6600:0:d856:9bc0:93a1, 2600:9000:2305:aa00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
[x],internal-repository.production.curve.app,"13.32.99.48, 13.32.99.9, 13.32.99.33, 13.32.99.67","2600:9000:2070:c000:0:d856:9bc0:93a1, 2600:9000:2070:e00:0:d856:9bc0:93a1, 2600:9000:2070:2000:0:d856:9bc0:93a1, 2600:9000:2070:1600:0:d856:9bc0:93a1, 2600:9000:2070:a800:0:d856:9bc0:93a1, 2600:9000:2070:1a00:0:d856:9bc0:93a1, 2600:9000:2070:2400:0:d856:9bc0:93a1, 2600:9000:2070:8c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],internal-v2pr-dev.production.curve.app,"13.249.9.56, 13.249.9.25, 13.249.9.34, 13.249.9.124","2600:9000:215b:fc00:0:d856:9bc0:93a1, 2600:9000:215b:400:0:d856:9bc0:93a1, 2600:9000:215b:5600:0:d856:9bc0:93a1, 2600:9000:215b:b600:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:8e00:0:d856:9bc0:93a1, 2600:9000:215b:f000:0:d856:9bc0:93a1, 2600:9000:215b:8000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1846.awsdns-38.co.uk, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
[x],internal.production.curve.app,,,d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-107.awsdns-13.com, ns-1086.awsdns-07.org, ns-2035.awsdns-62.co.uk, ns-887.awsdns-46.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],internalchefaccesscloud-extranet-database-officebackups-domain.production.curve.app,"99.84.9.3, 99.84.9.129, 99.84.9.40, 99.84.9.95","2600:9000:215b:2200:0:d856:9bc0:93a1, 2600:9000:215b:ee00:0:d856:9bc0:93a1, 2600:9000:215b:ae00:0:d856:9bc0:93a1, 2600:9000:215b:7000:0:d856:9bc0:93a1, 2600:9000:215b:7e00:0:d856:9bc0:93a1, 2600:9000:215b:5a00:0:d856:9bc0:93a1, 2600:9000:215b:5200:0:d856:9bc0:93a1, 2600:9000:215b:2800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],internaldebugprod.production.curve.app,"99.84.9.40, 99.84.9.95, 99.84.9.3, 99.84.9.129","2600:9000:2251:5000:0:d856:9bc0:93a1, 2600:9000:2251::d856:9bc0:93a1, 2600:9000:2251:c400:0:d856:9bc0:93a1, 2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:c00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:ea00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
[x],internaldownload-temp-storage.production.curve.app,"13.249.9.124, 13.249.9.25, 13.249.9.56, 13.249.9.34","2600:9000:2070:a000:0:d856:9bc0:93a1, 2600:9000:2070:c00:0:d856:9bc0:93a1, 2600:9000:2070:8e00:0:d856:9bc0:93a1, 2600:9000:2070:c000:0:d856:9bc0:93a1, 2600:9000:2070:ce00:0:d856:9bc0:93a1, 2600:9000:2070:600:0:d856:9bc0:93a1, 2600:9000:2070:e000:0:d856:9bc0:93a1, 2600:9000:2070:200:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
