input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,csp_domains_,final_url,tls_expired
demo-portal.nutanix.com,Nutanix Support & Insights,200,2217,443,https://demo-portal.nutanix.com:443,https,,text/html,GET,104.102.35.93,/,552597979,104.102.35.93,65,False,,Sails.js,,demo-portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,demo-portal.nutanix.com,*.bizographics.com,,
demo.nutanix.com,Demo Nutanix,200,898,443,https://demo.nutanix.com:443,https,,text/html,GET,2.17.100.152,/,1174555204,2.17.100.224,1,False,,HSTS,,demo.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,demo.nutanix.com,https://demo.nutanix.com,,
dev-analytics-api-green.nutanix.com,,404,,443,https://dev-analytics-api-green.nutanix.com:443,https,,application/json,GET,104.102.35.93,/,-1840324437,104.102.35.93,1,False,,HSTS,,dev-analytics-api-green.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,dev-analytics-api-green.nutanix.com,https:,,
dev-api.saas.nutanix.com,Error,404,139,443,https://dev-api.saas.nutanix.com:443,https,,text/html,GET,34.75.58.31,/,1593207841,34.75.58.31,11,False,google,,True,dev-api.saas.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-24T02:45:56Z,2023-07-23T02:45:55Z,CN=test-api.xready.nutanix.com,test-api.xready.nutanix.com,,test-api.xready.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,787b34833aca2e02e7a403a5d02a1f93,f46d5e833d3c0219cf675e4f9f6ee29087732082dbd0d96b56be67b22939e6e8,,ctls,dev-api.saas.nutanix.com,,,
dev-billing-api.nutanix.com,,404,,443,https://dev-billing-api.nutanix.com:443,https,awselb/2.0,text/plain,GET,95.101.111.146,/,-1840324437,95.101.111.147,1,False,,HSTS,,dev-billing-api.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,dev-billing-api.nutanix.com,,,
dev-feedback-api-blue.nutanix.com,Access Denied,403,294,443,https://dev-feedback-api-blue.nutanix.com:443,https,AkamaiGHost,text/html,GET,104.102.35.93,/,-2128640641,104.102.35.93,10,False,,HSTS,,dev-feedback-api-blue.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,dev-feedback-api-blue.nutanix.com,,,
dev-feedback-api-green.nutanix.com,Access Denied,403,295,443,https://dev-feedback-api-green.nutanix.com:443,https,AkamaiGHost,text/html,GET,104.102.35.93,/,833823429,104.102.35.93,10,False,,HSTS,,dev-feedback-api-green.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,dev-feedback-api-green.nutanix.com,,,
dev-licensing.nutanix.com,Access Denied,403,300,443,https://dev-licensing.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,-971283887,2a02:26f0:480:bb4::376f,10,False,,HSTS,,idp-stage.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,idp-stage.nutanix.com,,https://idp-stage.nutanix.com:443/oauth2/authorize?response_type=code&redirect_uri=https%3A%2F%2Fdev-licensing.nutanix.com%2Fapi%2Foauth2%2Fcallback&scope=openid&state=successRedirect%3D%252F&client_id=3XKJqjaOYeAux82PBYVGnHmIQIca,
dev-my.nutanix.com,Access Denied,403,271,443,https://dev-my.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,-669979448,95.100.66.77,10,False,,HSTS,,dev-my.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,dev-my.nutanix.com,,,
dev-portal.nutanix.com,Nutanix Support & Insights,200,2217,443,https://dev-portal.nutanix.com:443,https,,text/html,GET,104.102.35.93,/,552597979,104.102.35.93,65,False,,Sails.js,,dev-portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,dev-portal.nutanix.com,www.google-analytics.com,,
dev-pricer.nutanix.com,Pricer,200,1163,443,https://dev-pricer.nutanix.com:443,https,,text/html,GET,95.101.45.166,/,552597979,2a02:26f0:1700:19d::376f,32,False,,HSTS,,dev-pricer.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,dev-pricer.nutanix.com,*.nutanix.com,,
dev-raft.nutanix.com,Access Denied,403,273,443,https://dev-raft.nutanix.com:443,https,AkamaiGHost,text/html,GET,95.100.66.77,/,3388491,95.100.66.77,10,False,,HSTS,,dev-raft.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,dev-raft.nutanix.com,,,
dev-usage-api.nutanix.com,,404,40,443,https://dev-usage-api.nutanix.com:443,https,,text/plain,GET,2.16.187.56,/,1121434332,2a02:26f0:480:23::1726:6297,1,False,,HSTS,,dev-usage-api.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,dev-usage-api.nutanix.com,,,
dev.beam.nutanix.com,Nutanix Beam Developer Hub,200,415648,443,https://dev.beam.nutanix.com:443,https,cloudflare,text/html,GET,104.18.210.56,/,-1972962719,2606:4700::6812:d238,211,False,cloudflare,Heroku,True,dev.beam.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=dev.beam.nutanix.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",dev.beam.nutanix.com,"Cloudflare, Inc.",dev.beam.nutanix.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",897a83ebbf02a130e70796f634a78de1,d147fb4e5b0117e896296ea9f81af35b9e6dcbd7d111f0001e24f2a66c82e807,,ctls,dev.beam.nutanix.com,,,
developers.nutanix.com,Nutanix for Developers,200,2305,443,https://developers.nutanix.com:443,https,,text/html,GET,192.146.154.112,/,1174555204,192.146.154.112,1,False,,HSTS,,developers.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-26T00:00:00Z,2023-09-12T23:59:59Z,"CN=developers.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",developers.nutanix.com,"Nutanix, Inc.",www.developers.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2a9e5168298ad216e38f4600d0c8795c,c52b92577f5439c0921490c2eb6f011b26e590d0ef70724149884093e1f28ad1,,ctls,developers.nutanix.com,,,
dm3-ras.xlabs.nutanix.com,Parallels User Portal,200,23181,443,https://dm3-ras.xlabs.nutanix.com:443,https,,text/html,GET,216.223.175.69,/,-1426944540,216.223.175.69,4,False,,HSTS,,dm3-ras.xlabs.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2024-03-07T23:59:59Z,"CN=dm3-ras.xlabs.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",dm3-ras.xlabs.nutanix.com,"Nutanix, Inc.",dm3-ras.xlabs.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fec2c0dd022e593cbcb3da1301bc3fda,086814dbdb6d9e8c5a4f35a34e3138231ad238baf1630ab5fcec50397d05aa59,,ctls,dm3-ras.xlabs.nutanix.com,https://www.google-analytics.com,https://dm3-ras.xlabs.nutanix.com/RASHTML5Gateway/,
dmz.stage-xi.nutanix.com,Error,503,176,443,https://dmz.stage-xi.nutanix.com:443,https,AkamaiGHost,text/html,GET,2.17.100.224,/,1446067993,2a02:26f0:ab00::214:8e70,5,False,,HSTS,,dmz.stage-xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,dmz.stage-xi.nutanix.com,,,
dmz.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://dmz.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.224,/,2141962946,2a02:26f0:ab00::214:8e48,61,False,,Nginx,,dmz.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,dmz.xi.nutanix.com,,,
docebo-callback.nutanix.com,,200,40,443,https://docebo-callback.nutanix.com:443,https,,text/html,GET,35.227.27.253,/,1593207841,35.227.27.253,1,False,google,HSTS,True,docebo-callback.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-24T20:47:54Z,2023-07-23T20:47:53Z,CN=docebo-callback.nutanix.com,docebo-callback.nutanix.com,,docebo-callback.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0c653421199089f544bb0febd0f70977,cf849dcd03233039909aec4838e3c082d6d6f55373d6f92619160e3682e47303,,ctls,docebo-callback.nutanix.com,*.nutanix.com,,
docs.epoch.nutanix.com,Nutanix Epoch Documentation,200,37419,443,https://docs.epoch.nutanix.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,111602249,2606:50c0:8002::153,71,False,,Varnish,,docs.epoch.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-29T19:22:57Z,2023-06-27T19:22:56Z,CN=docs.epoch.nutanix.com,docs.epoch.nutanix.com,,docs.epoch.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f979f321a2c71dd896a1e06f3cad39f6,c72b25213aad597c3508795ffdb61e2af942d294441b1a96f23cd148f6849f3b,,ctls,docs.epoch.nutanix.com,,,
docs.nutanix.com,Nutanix Support & Insights,200,1721,443,https://docs.nutanix.com:443,https,,text/html,GET,192.146.154.70,/,1817219357,192.146.154.70,1,False,,Sails.js,,portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,portal.nutanix.com,*.adroll.com,https://portal.nutanix.com/page/documents/list/?type=software,
downloads-staging.cloud.nutanix.com,,403,243,443,https://downloads-staging.cloud.nutanix.com:443,https,AmazonS3,application/xml,GET,99.84.88.119,/,-1085280781,2600:9000:20a6:8600:11:511b:1a00:93a1,2,False,cloudfront,HSTS,True,downloads-staging.cloud.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-02-26T23:59:59Z,"CN=downloads-staging.cloud.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",downloads-staging.cloud.nutanix.com,"Nutanix, Inc.",downloads-staging.cloud.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ce1228cfaa39289712876c7923bc10f,a4b86701eac8c9121688b920452cbf32cb399c1eada098cd1313a2cdefad8f78,,ctls,downloads-staging.cloud.nutanix.com,,,
downloads-staging.console.nutanix.com,,403,275,443,https://downloads-staging.console.nutanix.com:443,https,AmazonS3,application/xml,GET,108.138.7.82,/,-720300986,2600:9000:2490:8a00:1c:d28d:cf00:93a1,2,False,cloudfront,HSTS,True,downloads-staging.console.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.console.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.console.nutanix.com,"Nutanix, Inc.",console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,92f86c4f1d2386e14f525f2a0545eecb,4308aba458d3cd00b3f60090f5d085417ff0c5e225f28339ce71ed98aff1983d,True,ctls,downloads-staging.console.nutanix.com,,,
downloads.console.nutanix.com,,403,243,443,https://downloads.console.nutanix.com:443,https,AmazonS3,application/xml,GET,18.66.122.92,/,241771195,2600:9000:2250:a600:17:d4c6:8980:93a1,2,False,cloudfront,HSTS,True,downloads.console.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.console.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.console.nutanix.com,"Nutanix, Inc.",console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,92f86c4f1d2386e14f525f2a0545eecb,4308aba458d3cd00b3f60090f5d085417ff0c5e225f28339ce71ed98aff1983d,True,ctls,downloads.console.nutanix.com,,,
downloads.frame.nutanix.com,,403,243,443,https://downloads.frame.nutanix.com:443,https,AmazonS3,application/xml,GET,143.204.89.32,/,-100341403,2600:9000:2156:6000:7:505c:4540:93a1,2,False,cloudfront,HSTS,True,downloads.frame.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.frame.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.frame.nutanix.com,"Nutanix, Inc.",frame.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cd5cb32fd802fdcd377009ac693b1c74,7bc15f598e9f71d9c2c5665b3e024775b41c880e310bfce05534ce613dcc4955,True,ctls,downloads.frame.nutanix.com,,,
downloads.staging.frame.nutanix.com,,403,243,443,https://downloads.staging.frame.nutanix.com:443,https,AmazonS3,application/xml,GET,18.165.183.78,/,228728228,2600:9000:2127:8200:1d:88e:e580:93a1,2,False,cloudfront,HSTS,True,downloads.staging.frame.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-10T01:49:16Z,2023-05-11T01:49:15Z,CN=staging.frame.nutanix.com,staging.frame.nutanix.com,,staging.frame.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,54a10e3e9de4541e29026269e3757379,eb3edfc99984eb1ddd0bcc4117364d6273c842c6d8d7026f760fb32d1c1869d4,True,ctls,downloads.staging.frame.nutanix.com,,,True
elevate.nutanix.com,My Nutanix,200,1328,443,https://elevate.nutanix.com:443,https,,text/html,GET,95.101.45.166,/,-1657891047,95.101.45.166,1,False,,HSTS,,my.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,my.nutanix.com,,https://my.nutanix.com/page/login?type=samlsso_notification.do%3Fclient_id%3DioUFryhwfKIxgVoNmYitcNcKJJga&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&passiveAuth=false&redirect_uri=https%3A%2F%2Felevate.nutanix.com%2Fapi%2Foauth2%2Fcallback&response_type=code&scope=openid&state=successRedirect%3D%252F&tenantDomain=carbon.super&sessionDataKey=e0359057-c54b-421c-9838-0ceaccdd0bf5&relyingParty=ioUFryhwfKIxgVoNmYitcNcKJJga&type=oidc&sp=Elevate-prod&isSaaSApp=false,
emeapartnerxtribe.nutanix.com,My Nutanix,200,1328,80,http://emeapartnerxtribe.nutanix.com:80,http,,text/html,GET,52.23.59.102,/,1601777936,52.204.233.198,1,False,,HSTS,,my.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,my.nutanix.com,,https://my.nutanix.com/page/login?type=samlsso_notification.do%3FcommonAuthCallerPath%3D%2Fsamlsso&forceAuth=false&passiveAuth=false&spEntityID=Influitive-AdvocateGateway&tenantDomain=carbon.super&sessionDataKey=d5f07a58-cb47-4371-8cfa-5520c520f573&relyingParty=Influitive-AdvocateGateway&type=samlsso&sp=joinxtribe-prod&isSaaSApp=false,
engage.nutanix.com,Nutanix Enterprise Cloud - Run Any Application at Any Scale,200,129810,443,https://engage.nutanix.com:443,https,Apache,text/html,GET,23.32.238.64,/,-1840324437,2a02:26f0:3500:12::1730:1798,3099,False,,Java,,www.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,www.nutanix.com,,https://www.nutanix.com/,
enterpriseenrollment.nutanix.com,Microsoft Intune admin center,200,39893,443,https://enterpriseenrollment.nutanix.com:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,4,False,azure,HSTS,True,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,,https://intune.microsoft.com/,
eu-west-2.stage-xi.nutanix.com,Error,503,175,443,https://eu-west-2.stage-xi.nutanix.com:443,https,AkamaiGHost,text/html,GET,2.17.100.224,/,678215602,2a02:26f0:ab00::214:8e48,5,False,,HSTS,,eu-west-2.stage-xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,eu-west-2.stage-xi.nutanix.com,,,
eu-west-2.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://eu-west-2.xi.nutanix.com:443,https,nginx,text/html,GET,95.101.111.147,/,2141962946,2a02:26f0:480:23::1726:62b1,61,False,,Nginx,,eu-west-2.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,eu-west-2.xi.nutanix.com,,,
