input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched
token.bitmex.com,The BMEX Token,200,196085,www.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,www.bitmex.com,cloudflare,443,https://token.bitmex.com:443,https,cloudflare,text/html,GET,104.18.41.190,/,-138391155,172.64.146.66,webpack,340,False,True,https://static.zdassets.com,https://www.bitmex.com/BMEX,
token.services.bitmex.com,"BMEX Token | Get to know more about our token, litepaper & airdropping details",200,38280,token.services.bitmex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T18:53:28Z,2023-06-18T18:53:27Z,CN=token.services.bitmex.com,token.services.bitmex.com,,token.services.bitmex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,174c8d9b29b6a46419d019181bd71c54,c3842773fb22590849468c1fa0bd4d05cfcf606c171c7d684aea6692e3d0ba16,,ctls,token.services.bitmex.com,,80,http://token.services.bitmex.com:80,http,,text/html,GET,34.254.44.148,/,-138391155,52.48.161.153,HSTS,5,False,,,https://token.services.bitmex.com/,
upload.devhk.bitmex.com,,422,18,upload.devhk.bitmex.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T08:01:13Z,2023-08-10T08:01:12Z,CN=upload.devhk.bitmex.com,upload.devhk.bitmex.com,,upload.devhk.bitmex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1de22baa540b898fee70dac968dad98b,dd3d7a7d8e238ada1f65b77e279e135f511e8e627f89d1cb609ce2324b1510a5,,ctls,upload.devhk.bitmex.com,,443,https://upload.devhk.bitmex.com:443,https,nginx,text/plain,GET,3.215.240.222,/,-1502436717,3.215.204.48,Nginx,1,False,,,,
upload.devsf3.bitmex.com,,400,159,upload.devsf3.bitmex.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-23T08:01:46Z,2023-07-22T08:01:45Z,CN=upload.devsf3.bitmex.com,upload.devsf3.bitmex.com,,upload.devsf3.bitmex.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,accabdaaad5c37e613de41db01cb1eb9,a6f5cf03cb19ba528e79ce30ea983302d75d998e79ae29dcc7d61fb4fcee4581,,ctls,upload.devsf3.bitmex.com,,443,https://upload.devsf3.bitmex.com:443,https,nginx,text/plain,GET,3.215.204.48,/,-855060349,3.215.240.222,Nginx,1,False,,,,
upload.testnet.bitmex.com,,404,14,,,,,,,,,,,,,,,,,,,,,80,http://upload.testnet.bitmex.com:80,http,nginx,application/octet-stream,GET,3.120.167.53,/,997500400,3.125.23.48,Nginx,1,False,,,,
vasp.bitmex.com,,403,16,vasp.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,vasp.bitmex.com,cloudflare,443,https://vasp.bitmex.com:443,https,cloudflare,text/plain,GET,104.18.41.190,/,1268003052,172.64.146.66,HTTP/3,1,False,True,,,
vasp.testnet.bitmex.com,,403,16,vasp.testnet.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",*.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d804d5ce54ba06299b9754aa13a8714,72f22ec40f283efb45398a2551f0aa629b8a953d6ab455282be9c8c6a9eaec05,True,ctls,vasp.testnet.bitmex.com,cloudflare,443,https://vasp.testnet.bitmex.com:443,https,cloudflare,text/plain,GET,104.18.41.190,/,1268003052,172.64.146.66,HTTP/3,1,False,True,,,
w3.bitmex.com,,404,,w3.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,w3.bitmex.com,cloudflare,443,https://w3.bitmex.com:443,https,cloudflare,text/plain,GET,172.64.146.66,/,-1840324437,104.18.41.190,HTTP/3,1,False,True,,,
w3.testnet.bitmex.com,,404,,w3.testnet.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",*.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d804d5ce54ba06299b9754aa13a8714,72f22ec40f283efb45398a2551f0aa629b8a953d6ab455282be9c8c6a9eaec05,True,ctls,w3.testnet.bitmex.com,cloudflare,443,https://w3.testnet.bitmex.com:443,https,cloudflare,text/plain,GET,104.18.41.190,/,-1840324437,172.64.146.66,HTTP/3,1,False,True,,,
web-ws.bitmex.com,,404,,web-ws.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,web-ws.bitmex.com,cloudflare,443,https://web-ws.bitmex.com:443,https,cloudflare,,GET,104.18.41.190,/,-1840324437,172.64.146.66,HTTP/3,1,False,True,,,
web-ws.devhk.bitmex.com,,403,16,web-ws.devhk.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,web-ws.devhk.bitmex.com,cloudflare,443,https://web-ws.devhk.bitmex.com:443,https,cloudflare,text/plain,GET,172.64.146.66,/,1253481126,104.18.41.190,HTTP/3,1,False,True,,,
ws.bitmex.com,Error,404,1360,ws.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,ws.bitmex.com,cloudflare,443,https://ws.bitmex.com:443,https,cloudflare,text/html,GET,104.18.41.190,/,1593207841,172.64.146.66,Node.js,11,False,True,,,
ws.testnet.bitmex.com,Error,404,1360,ws.testnet.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",*.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d804d5ce54ba06299b9754aa13a8714,72f22ec40f283efb45398a2551f0aa629b8a953d6ab455282be9c8c6a9eaec05,True,ctls,ws.testnet.bitmex.com,cloudflare,443,https://ws.testnet.bitmex.com:443,https,cloudflare,text/html,GET,104.18.41.190,/,1593207841,172.64.146.66,Node.js,11,False,True,,,
www.bitmex.com,BitMEX | Most Advanced Crypto Trading Platform for Bitcoin & Home of the Perpetual Swap,200,658530,www.bitmex.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=bitmex.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bitmex.com,"Cloudflare, Inc.",devhk.bitmex.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a00b7023a2bb18bd9e40dd1315167807,4e64d5e7fcfa184f42648f2c182fe209d860f852a69ff91a3fbed83b2335a671,True,ctls,www.bitmex.com,cloudflare,443,https://www.bitmex.com:443,https,cloudflare,text/html,GET,104.18.41.190,/,-689373029,172.64.146.66,webpack,458,False,True,https://q.quora.com,,
