new,host,a,soa,status_code,cname,mx,ns,txt,cdn,cdn-name,aaaa,caa
[x],test.api.terveyshelppi.lahitapiola.fi,13.69.68.32,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"ikaalinen-test.azurewebsites.net, waws-prod-am2-017a.sip.azurewebsites.windows.net, waws-prod-am2-017a.cloudapp.net",,,,True,azure,,
[x],test.beta.lahitapiola.fi,"13.107.237.45, 13.107.238.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ltfidevfrontdoor-a4gjfwapc8begbey.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",
[x],test.lhvetapp.lahitapiola.fi,13.95.82.181,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"naantali-doctor-ui-test.azurewebsites.net, waws-prod-am2-165.sip.azurewebsites.windows.net, waws-prod-am2-165.westeurope.cloudapp.azure.com",,,,True,azure,,
[x],testi.kumppani.lahitapiola.fi,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,lt-helppi-ip-test.westeurope.cloudapp.azure.com,,,,True,azure,,
[x],testi.kumppanihallinta.lahitapiola.fi,13.81.29.251,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,lt-helppi-ip-test.westeurope.cloudapp.azure.com,,,,True,azure,,
[x],testi.lemmikkihelppi.lahitapiola.fi,52.178.92.96,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"helppi-auth-gateway.azurewebsites.net, waws-prod-am2-167.sip.azurewebsites.windows.net, waws-prod-am2-167.cloudapp.net",,,,True,azure,,
[x],testi.terveyshelppi.lahitapiola.fi,52.178.92.96,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"helppi-auth-gateway.azurewebsites.net, waws-prod-am2-167.sip.azurewebsites.windows.net, waws-prod-am2-167.cloudapp.net",,,,True,azure,,
[x],testiverkkopalvelu.tapiola.fi,193.209.71.211,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],testqap.lahitapiola.fi,193.209.71.213,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],toimitilat.lahitapiola.fi,188.166.203.157,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,lahitapiola-toimitilat.production.geniem.io,,,,,,,
[x],tradesec.lahitapiola.fi,193.209.71.244,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],tuaon.lahitapiola.fi,,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],tunnistus-qatesti-yritys.lahitapiola.fi,195.143.27.129,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],tunnistus-testi-yritys.lahitapiola.fi,195.21.55.233,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],tunnistus-yritys.lahitapiola.fi,195.21.55.234,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],tunnistus.lahitapiola.fi,109.68.88.157,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,v=spf1 ip4:195.21.55.233 ip4:195.143.27.129 ip4:195.21.55.234 -all,,,,
[x],turvacrm16.lahitapiola.fi,131.207.109.185,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],turvacrm16dev.lahitapiola.fi,131.207.109.185,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],turvacrm16test.lahitapiola.fi,,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],turvallisuuspoikkeamat.lahitapiola.fi,,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uat-ext-gw.lahitapiola.fi,193.209.71.219,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uat-login.lahitapiola.fi,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"b2cnonprodazurefrontdoor-b8gbhkbvhyf3b6db.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net",,,,,,"2620:1ec:29:1::67, 2620:1ec:48:1::67",
[x],uatapim-api.lahitapiola.fi,20.126.91.232,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uatapim-mgmt.lahitapiola.fi,20.126.91.232,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uatdevelopers.lahitapiola.fi,"13.107.237.44, 13.107.238.44","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"uatltdevelopers.azureedge.net, uatltdevelopers.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net",,,,,,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",
[x],uatweb-api.lahitapiola.fi,20.224.216.151,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],ucc.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uranus.tapiola.fi,193.209.71.34,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],users.tapiola.fi,193.209.71.2,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],uusi.lahitapiola.fi,20.50.167.61,"ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,"function-ltfi-uusi-ad-proxy-prod.azurewebsites.net, ssl.function-ltfi-uusi-ad-proxy-prod.azurewebsites.net",,,,True,azure,,
[x],varainhoito.lahitapiola.fi,193.209.71.57,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,"ns1.lanwan.fi, ns2.lanwan.fi, ns2.z.fi, ns1.z.fi",,,,,
[x],verkkopalvelu.tapiola.fi,193.209.71.182,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],verkkopalvelu2.tapiola.fi,193.209.71.190,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],verkkopalvelut.tapiola.fi,193.209.71.208,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vhcrm16test.lahitapiola.fi,131.207.109.185,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vidarchprod.lahitapiola.fi,,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vidarchtest.lahitapiola.fi,213.28.69.54,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vidmeetingdev.lahitapiola.fi,193.209.71.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,"ns2.lanwan.fi, ns1.z.fi, ns2.z.fi, ns1.lanwan.fi",,,,,
[x],vidmeetingtest.lahitapiola.fi,193.209.71.217,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],viestinta.tapiola.fi,83.150.127.170,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vuokra-asunnot.lahitapiola.fi,80.69.172.139,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vuosiraportti.lahitapiola.fi,83.150.79.5,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vuosiraportti.tapiola.fi,,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],vuosiraportti2013.lahitapiola.fi,83.150.79.5,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],web-api.lahitapiola.fi,51.144.234.69,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,True,azure,,
[x],webext1.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],webext2.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],webext3.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],webext4.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],webext5.lahitapiola.fi,131.207.109.215,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],webservices.tapiola.fi,193.209.71.166,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.galleria.tapiola.fi,81.17.195.43,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.lahitapiola.fi,193.209.71.53,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.lahitapiolarahoitus.fi,193.209.71.44,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.lemmikkihelppi.lahitapiola.fi,40.118.96.231,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"naantali-prod.azurewebsites.net, waws-prod-am2-199.sip.azurewebsites.windows.net, waws-prod-am2-199.westeurope.cloudapp.azure.com",,,,True,azure,,
[x],www.palvelut.tapiola.fi,193.209.71.206,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.tapiola.fi,193.209.71.143,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.teema.tapiola.fi,81.17.195.42,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.toimitilat.lahitapiola.fi,94.237.92.203,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],www.vuosiraportti.tapiola.fi,83.150.79.5,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,vuosiraportti.tapiola.fi,,,,,,,
[x],www.vuosiraportti2013.lahitapiola.fi,83.150.79.5,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],yrityksenomatalous.lahitapiola.fi,188.117.16.111,"ns1.viidakko.fi, hostmaster.viidakko.fi",NOERROR,lahitapiola.mailpv.net,mail.mailpv.net,,v=spf1 include:spf1.lnmailer.net include:spf2.lnmailer.net ?all,,,,"letsencrypt.org, comodo.com, entrust.net"
[x],yrityspalvelu.lahitapiola.fi,193.209.71.186,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
[x],yrityspalvelu.tapiola.fi,193.209.71.186,"ns1.lanwan.fi, hostmaster.lanwan.fi",NOERROR,,,,,,,,
