input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,webserver,tech_,cdn,final_url,csp_domains_
kbill.mackeeper.com,403 Forbidden,403,146,kbill.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-25T00:00:00Z,2024-03-25T23:59:59Z,CN=*.mackeeper.com,*.mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2bd0c36e33bf1a97367ea9e1f3505a35,be68dbca1711a4b9c8e0373d32c2363797b6213cee7b2b000e9723aaf447c571,True,ctls,kbill.mackeeper.com,443,https://kbill.mackeeper.com:443,https,text/html,GET,52.2.208.122,/,-906458213,54.157.15.71,8,False,,nginx,Nginx,,,
lb.account.mackeeper.com,,200,7,lb.account.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,lb.account.mackeeper.com,443,https://lb.account.mackeeper.com:443,https,text/html,GET,34.198.69.130,/,1494302000,52.201.20.20,2,False,,nginx,Nginx,,,
lb.mackeeper.com,,200,7,,,,,,,,,,,,,,,,,,,,80,http://lb.mackeeper.com:80,http,text/html,GET,3.64.213.255,/,566218143,3.122.37.56,2,False,,nginx,Nginx,,,
ldr.mackeeper.com,,404,25,,,,,,,,,,,,,,,,,,,,80,http://ldr.mackeeper.com:80,http,text/html,GET,18.206.110.179,/,540529258,34.226.31.25,2,False,,nginx,Nginx,,,
link.clario.co,Invalid Dynamic Link,400,9233,link.clario.co,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-16T19:00:39Z,2023-06-14T20:00:01Z,CN=link.clario.co,link.clario.co,link.clario.co,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,cbe185ce13a42bb49b1724790d4c1e9f,ab6199eaad72479c06a5d1a1d8ae2b6a3fbf0c1e25f381fc747e6509410e9f36,,ctls,link.clario.co,443,https://link.clario.co:443,https,text/html,GET,199.36.158.100,/,1905170354,199.36.158.100,1,False,,,HTTP/3,,,https://apis.google.com
link.email.mackeeper.com,,200,78,,,,,,,,,,,,,,,,,,,,443,https://link.email.mackeeper.com:443,https,text/html,GET,217.175.192.51,/,-1840324437,217.175.192.51,1,False,,nginx,Nginx,,http://suite45.emarsys.net/docroot.html,
lnk.tz.clario.co,Invalid Dynamic Link,400,9233,lnk.tz.clario.co,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-09T00:32:41Z,2023-08-07T01:31:11Z,CN=dev.woo.network,dev.woo.network,spectrossa.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,359002b2ae3deb2b46e74b340330d1af,9faed17a1739ca4f52d834007e464e7e121961b95cb5b65f95edc954c4198ab2,,ctls,lnk.tz.clario.co,443,https://lnk.tz.clario.co:443,https,text/html,GET,151.101.65.195,/,1905170354,151.101.1.195,1,False,fastly,,HTTP/3,True,,http:
mackeeperapp1.mackeeper.com,502 Bad Gateway,502,122,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,80,http://mackeeperapp1.mackeeper.com:80,http,text/html,GET,34.226.31.25,/,-2136808288,3.223.166.68,7,False,,awselb/2.0,Amazon Web Services,,https://mackeeper.com,
mackeeperapp2.mackeeper.com,502 Bad Gateway,502,122,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,443,https://mackeeperapp2.mackeeper.com:443,https,text/html,GET,34.226.31.25,/,-2075593419,18.206.110.179,7,False,,awselb/2.0,Amazon Web Services,,https://mackeeper.com,
mackeeperapp3.mackeeper.com,MacKeeper - a single app for a clean and secure Mac,200,664774,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,80,http://mackeeperapp3.mackeeper.com:80,http,text/html,GET,34.226.31.25,/,-1182925316,3.223.166.68,1540,False,,nginx,Sentry:5.5.0,,https://mackeeper.com,*.google.co.ls
mc.mackeeper.com,,404,18,mc.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mc.mackeeper.com,443,https://mc.mackeeper.com:443,https,text/plain,GET,108.138.7.66,/,-429073533,108.138.7.37,1,False,cloudfront,,Amazon Web Services,True,,
mc.sz.mackeeper.com,Access Forbidden,403,1589,mc.sz.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2023-08-15T23:59:59Z,CN=*.sz.mackeeper.com,*.sz.mackeeper.com,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,682f3e5f818295b72de3f3666e4b8271,50d9b46a9abdcd9a294fee1d4679bea0c7c78584f8cddcac651903663767dd33,True,ctls,mc.sz.mackeeper.com,80,http://mc.sz.mackeeper.com:80,http,text/html,GET,13.224.189.91,/,-534073640,13.224.189.110,25,False,cloudfront,CloudFront,Amazon Web Services,True,https://mc.sz.mackeeper.com/,
metaauth.mackeeper.com,,404,18,metaauth.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,metaauth.mackeeper.com,443,https://metaauth.mackeeper.com:443,https,text/plain,GET,108.138.7.37,/,-429073533,108.138.7.62,1,False,cloudfront,,Amazon Web Services,True,,
metaconfig.sz.mackeeper.com,Meta Config,200,694,metaconfig.sz.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2023-08-15T23:59:59Z,CN=*.sz.mackeeper.com,*.sz.mackeeper.com,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,682f3e5f818295b72de3f3666e4b8271,50d9b46a9abdcd9a294fee1d4679bea0c7c78584f8cddcac651903663767dd33,True,ctls,metaconfig.sz.mackeeper.com,443,https://metaconfig.sz.mackeeper.com:443,https,text/html,GET,52.222.214.55,/,1451088297,52.222.214.52,16,False,cloudfront,AmazonS3,HSTS,True,,
mkapi.mackeeper.com,,404,24,mkapi.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mkapi.mackeeper.com,80,http://mkapi.mackeeper.com:80,http,application/json,GET,18.66.112.35,/,646856708,18.66.112.111,1,False,cloudfront,,Amazon Web Services,True,https://mkapi.mackeeper.com/,
mkapistage.mackeeper.com,BIG-IP logout page,200,5303,mkapistage.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-06-06T00:00:00Z,2023-06-06T23:59:59Z,CN=*.clario.co,*.clario.co,clario.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad0550421609654162214a51dbbc70a8,d55fdf6851d8b38b022677223786035484335cd432e75c32719405cc19be5e79,True,ctls,mkapistage.mackeeper.com,443,https://mkapistage.mackeeper.com:443,https,text/html,GET,91.196.156.126,/,878647854,91.196.156.126,131,False,,BigIP,HSTS,,https://mkapistage.mackeeper.com/my.logout.php3?errorcode=19,
patcher-api.clario.co,,502,21,patcher-api.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,patcher-api.clario.co,80,http://patcher-api.clario.co:80,http,application/json,GET,18.66.147.126,/,1847743655,18.66.147.69,1,False,cloudfront,,Amazon Web Services,True,https://patcher-api.clario.co/,
pkg.mackeeper.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,80,http://pkg.mackeeper.com:80,http,text/html,GET,18.66.112.104,/,-554159161,18.66.112.61,20,False,cloudfront,CloudFront,Amazon Web Services,True,,
postman.mackeeper.com,403 Forbidden,403,146,postman.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-25T00:00:00Z,2024-03-25T23:59:59Z,CN=*.mackeeper.com,*.mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2bd0c36e33bf1a97367ea9e1f3505a35,be68dbca1711a4b9c8e0373d32c2363797b6213cee7b2b000e9723aaf447c571,True,ctls,postman.mackeeper.com,443,https://postman.mackeeper.com:443,https,text/html,GET,3.234.4.87,/,-1561873722,52.201.134.129,8,False,,nginx,Nginx,,,
prometheus-us.account.mackeeper.com,,404,24,prometheus-us.account.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-01-02T23:59:59Z,CN=account.mackeeper.com,account.mackeeper.com,*.account.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,137d155583be74ddb33ddd04cbc81e49,5fdd75b155d4c52f47ae2e9b127121708ef1ffed5e5c81cfa693b8817e70ce5a,True,ctls,prometheus-us.account.mackeeper.com,443,https://prometheus-us.account.mackeeper.com:443,https,application/json,GET,18.213.178.122,/,646856708,54.85.35.196,1,False,,,,,,
prometheus.account.clario.co,,404,12,prometheus.account.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2023-10-27T23:59:59Z,CN=account.clario.co,account.clario.co,*.account.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c08fd8b69435a67c9d4d08274c67fca6,a8ff4d91b1534c59ad9a859d9d359977e244a7b94a773107e5f358c6da0bf9f2,True,ctls,prometheus.account.clario.co,80,http://prometheus.account.clario.co:80,http,text/plain,GET,52.59.149.15,/,-330977266,3.123.211.240,1,False,,,,,https://prometheus.account.clario.co:443/,
prometheus.account.sz.clario.co,,404,12,prometheus.account.sz.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-10-06T23:59:59Z,CN=*.account.sz.clario.co,*.account.sz.clario.co,*.account.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf652f78dd1e60a00cf9df22f3c642f3,4aeba271df6e9a955c738e7b9f9967fb148bf51a1bd0312f5b417dd4ff8c5bcd,True,ctls,prometheus.account.sz.clario.co,80,http://prometheus.account.sz.clario.co:80,http,text/plain,GET,3.73.20.149,/,-330977266,18.194.185.148,1,False,,,,,https://prometheus.account.sz.clario.co:443/,
pub-mc.mackeeper.com,,200,3487,pub-mc.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,CN=pub-mc.mackeeper.com,pub-mc.mackeeper.com,www.pub-mc.mackeeper.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,be23cd7985543dfda491983cd6ee3a4c,7c935c1b52c5a5c1a726a909ec62007c330ca1b0db87d98594dc0d5299a63f04,,ctls,pub-mc.mackeeper.com,443,https://pub-mc.mackeeper.com:443,https,text/html,GET,46.165.253.101,/,-2009722838,46.165.253.101,1,False,,nginx/1.20.2,Node.js,,,
static-cdn.mackeeper.com,,403,243,static-cdn.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-10-01T23:59:59Z,CN=static-cdn.mackeeper.com,static-cdn.mackeeper.com,static-cdn.kromtech.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,990136bc4ba03697660c0e35a8752534,280fb2a0520c9ca4d731c90d7db43d31df7419710c6ddbec98585386c09d71ca,,ctls,static-cdn.mackeeper.com,443,https://static-cdn.mackeeper.com:443,https,application/xml,GET,18.66.97.91,/,-358466325,18.66.97.102,2,False,cloudfront,AmazonS3,Amazon Web Services,True,,
static-cdn.sz.clario.co,,403,243,static-cdn.sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-12T23:59:59Z,CN=sz.clario.co,sz.clario.co,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fadc632842d4ad2a4a1c9b2732f49e5d,21b48d1612a228cd8b29fe601b77314bd8aa87f298157ee3233da13eb459e715,True,ctls,static-cdn.sz.clario.co,443,https://static-cdn.sz.clario.co:443,https,application/xml,GET,13.225.78.67,/,-1330320127,13.225.78.12,2,False,cloudfront,AmazonS3,Amazon Web Services,True,,
static-cdn.sz.mackeeper.com,,403,243,,,,,,,,,,,,,,,,,,,,80,http://static-cdn.sz.mackeeper.com:80,http,application/xml,GET,143.204.215.123,/,-1527995558,143.204.215.69,2,False,cloudfront,AmazonS3,Amazon Web Services,True,,
static-site.mackeeper.com,,403,243,,,,,,,,,,,,,,,,,,,,80,http://static-site.mackeeper.com:80,http,application/xml,GET,52.222.214.7,/,-511968117,52.222.214.33,2,False,cloudfront,AmazonS3,Amazon Web Services,True,,
static.mackeeper.com,MacKeeper - a single app for a clean and secure Mac,200,664723,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,443,https://static.mackeeper.com:443,https,text/html,GET,52.222.236.29,/,737495241,52.222.236.69,1540,False,cloudfront,nginx,Sentry:5.5.0,True,https://mackeeper.com,*.google.co.uk
statistic.mackeeper.com,MacKeeper Statistics Official Website,200,1064,statistic.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,statistic.mackeeper.com,443,https://statistic.mackeeper.com:443,https,text/html,GET,13.32.121.125,/,-1840324437,13.32.121.126,29,False,cloudfront,nginx,Nginx,True,,
store.mackeeper.com,Product Overview | MacKeeper,200,552600,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,443,https://store.mackeeper.com:443,https,text/html,GET,104.16.243.229,/,-1056419772,104.16.242.229,1605,False,cloudflare,nginx,Sentry:5.5.0,True,https://mackeeper.com/product/,*.hotjar.com
sz.clario.co,403 Forbidden,403,548,sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-12T23:59:59Z,CN=sz.clario.co,sz.clario.co,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fadc632842d4ad2a4a1c9b2732f49e5d,21b48d1612a228cd8b29fe601b77314bd8aa87f298157ee3233da13eb459e715,True,ctls,sz.clario.co,443,https://sz.clario.co:443,https,text/html,GET,18.66.97.92,/,586998417,18.66.97.43,14,False,cloudfront,nginx,Nginx,True,,
trackmymac.mackeeper.com,MacKeeper - a single app for a clean and secure Mac,200,664723,mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,mackeeper.com,443,https://trackmymac.mackeeper.com:443,https,text/html,GET,18.206.110.179,/,857944462,34.226.31.25,1540,False,,nginx,Sentry:5.5.0,,https://mackeeper.com,*.google.co.uz
update.mackeeper.com,,403,275,update.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,update.mackeeper.com,80,http://update.mackeeper.com:80,http,application/xml,GET,52.222.236.87,/,1614187280,2600:9000:223e:ea00:11:52ab:be80:93a1,2,False,cloudfront,AmazonS3,Amazon Web Services,True,https://update.mackeeper.com/,
updateav.mackeeper.com,,403,275,updateav.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-08-10T23:59:59Z,CN=updateav.mackeeper.com,updateav.mackeeper.com,updateav.kromtech.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7e5c50a9904a5b483e24e4c2df7fe252,73092b4c986f43e7c26a710e109d0c0b50590fa6ea0bba995dc6f8439fb216c8,,ctls,updateav.mackeeper.com,443,https://updateav.mackeeper.com:443,https,application/xml,GET,143.204.215.123,/,-943285806,143.204.215.51,2,False,cloudfront,AmazonS3,Amazon Web Services,True,,
updatetracker.clario.co,Anmelden – Google Konten,200,94895,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://updatetracker.clario.co:443,https,text/html,GET,34.237.44.201,/,667440785,34.225.189.132,1487,False,,GSE,OpenGSE,,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/o/saml2/idp?from_login%3D1%26zt%3DChRfMmZ4UUowa0p4dUJVcC1kQ0h5cBIfMHk4eDZRRTB6OTRhMEVBN1JaNXdOM1B0N3hfTmdCZw%25E2%2588%2599AMpl6SEAAAAAZF62XNQNvzLGNHuLCx-avliDBZo7ZLl6%26as%3DbXcQAk5xb59kJkeBwFuiNWtJeIqPaUc8BYqMJTP5d_Y&faa=1&followup=https://accounts.google.com/o/saml2/idp?from_login%3D1%26zt%3DChRfMmZ4UUowa0p4dUJVcC1kQ0h5cBIfMHk4eDZRRTB6OTRhMEVBN1JaNXdOM1B0N3hfTmdCZw%25E2%2588%2599AMpl6SEAAAAAZF62XNQNvzLGNHuLCx-avliDBZo7ZLl6%26as%3DbXcQAk5xb59kJkeBwFuiNWtJeIqPaUc8BYqMJTP5d_Y&ltmpl=popup&oauth=1&passive=1209600&sarp=1&scc=1&ifkv=Af_xneGshPVk3B2rPvYBbPvd9kPFt6tOckhSfY1p6qY8orr_qbp_wVrxGPFiF4q97UVcebxNlzp2,
vpn.clario.co,BIG-IP logout page,200,5303,vpn.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-06-06T00:00:00Z,2023-06-06T23:59:59Z,CN=*.clario.co,*.clario.co,clario.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad0550421609654162214a51dbbc70a8,d55fdf6851d8b38b022677223786035484335cd432e75c32719405cc19be5e79,True,ctls,vpn.clario.co,443,https://vpn.clario.co:443,https,text/html,GET,91.196.156.126,/,878647854,213.160.140.158,131,False,,BigIP,HSTS,,https://vpn.clario.co/my.logout.php3?errorcode=19,
webapi.sz.clario.co,403 Forbidden,403,548,webapi.sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-12T23:59:59Z,CN=sz.clario.co,sz.clario.co,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fadc632842d4ad2a4a1c9b2732f49e5d,21b48d1612a228cd8b29fe601b77314bd8aa87f298157ee3233da13eb459e715,True,ctls,webapi.sz.clario.co,443,https://webapi.sz.clario.co:443,https,text/html,GET,18.66.97.43,/,586998417,18.66.97.53,14,False,cloudfront,nginx,Nginx,True,,
welcome.clario.co,Clario - Cybersecurity Software Made Simple,200,673122,clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,clario.co,443,https://welcome.clario.co:443,https,text/html,GET,104.16.83.103,/,-738705486,2606:4700::6810:5267,3105,False,cloudflare,nginx,Sentry:5.5.0,True,https://clario.co/,*.google.pn
www.clario.co,Clario - Cybersecurity Software Made Simple,200,674860,clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,clario.co,80,http://www.clario.co:80,http,text/html,GET,18.165.183.71,/,-329949529,18.165.183.53,3105,False,cloudfront,nginx,Sentry:5.5.0,True,https://clario.co/,*.google.com.pe
www.sz.clario.co,403 Forbidden,403,146,sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-10-12T23:59:59Z,CN=sz.clario.co,sz.clario.co,*.sz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fadc632842d4ad2a4a1c9b2732f49e5d,21b48d1612a228cd8b29fe601b77314bd8aa87f298157ee3233da13eb459e715,True,ctls,sz.clario.co,80,http://www.sz.clario.co:80,http,text/html,GET,18.66.97.92,/,-1561873722,18.66.97.43,8,False,cloudfront,nginx,Nginx,True,https://sz.clario.co/,
zchat.account.clario.co,Zchat,200,941,zchat.account.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-12-30T23:59:59Z,CN=account.clario.co,account.clario.co,*.account.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,776b95fb383972d2ced5c4bc90cbe2c7,0d5bd7d6c2289f65217c7dbdd04af3255920bf98f9fe59918a5c940dd4ba6525,True,ctls,zchat.account.clario.co,443,https://zchat.account.clario.co:443,https,text/html,GET,52.222.236.91,/,262328522,52.222.236.88,17,False,cloudfront,AmazonS3,Amazon Web Services,True,,
zchat.account.sz.clario.co,Zchat,200,941,zchat.account.sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-22T00:00:00Z,2023-11-29T23:59:59Z,CN=account.sz.clario.co,account.sz.clario.co,*.account.sz.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cf74d9a1153bb073bd5089cf58daddd5,a8d1415962c3dfb70d6d653da9bedd6ec2736bda2dc28f1ad8370e93bb9338b3,True,ctls,zchat.account.sz.clario.co,80,http://zchat.account.sz.clario.co:80,http,text/html,GET,65.9.66.7,/,663364831,65.9.66.106,17,False,cloudfront,AmazonS3,Amazon Web Services,True,https://zchat.account.sz.clario.co/,
