new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,mx,txt,has_internal_ips,internal_ips,caa
[x],support-useast2a.tiktok.com,"147.160.190.53, 147.160.190.40",tiktok-lb-gcp.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support.tiktok.com,"104.97.85.52, 104.97.85.23","support.tiktok.com.edgesuite.net, a1933.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support.us.tiktok.com,"23.222.12.9, 23.222.12.11, 23.222.12.50, 23.222.12.56, 23.222.12.17, 23.222.12.18, 23.222.12.16, 23.222.12.8, 23.222.12.51","support.us.tiktok.com.edgesuite.net, a2047.w184.akamai.net","n0w184.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],survey.tiktok.com,"95.101.111.158, 95.101.111.149, 95.101.111.153, 95.101.111.151","survey.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],t.tiktok.com,"2.16.202.123, 95.101.54.139","t.tiktok.com.edgesuite.net, a1836.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],test-1.tiktok.com,127.0.0.1,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,127.0.0.1,
[x],test.tiktok.com,"95.101.54.131, 95.101.54.130","test.tiktok.com.edgesuite.net, a74.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tnc16-platform-useast1a.tiktokv.com,"2.16.241.77, 2.16.241.78, 2.16.241.71, 2.16.241.93, 2.16.241.73, 2.16.241.92, 2.16.241.72, 2.16.241.81, 2.16.241.85","tnc16-platform-useast1a.tiktokv.com.edgekey.net, e28622.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tnc16-platform-useast2a.tiktokv.com,"23.12.147.15, 23.12.147.36, 23.12.147.20, 23.12.147.29, 23.12.147.46, 23.12.147.13, 23.12.147.21, 23.12.147.12, 23.12.147.30","tnc16-platform-useast2a.tiktokv.com.edgekey.net, e28622.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tnc16-platform-useast5.us.tiktokv.com,"2.16.241.75, 2.16.241.71","tnc16-platform-useast5.us.tiktokv.com.edgekey.net, e117933.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tnc31-platform-useast2a.tiktokv.com,"139.177.229.131, 139.177.229.169, 147.160.191.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],tnc58-platform-ycru.tiktokv.com,,cl-5672a77c.gcdn.co,"gns1.gcdn.co, admin.core.pw",NOERROR,,,,,,,,,
[x],tos-maliva16-up.tiktokv.com,"2.19.198.144, 2.19.198.104","tos-maliva16-up.tiktokv.com.edgesuite.net, a1831.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tos-maliva19-up.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],tos-maliva21-up.tiktokv.com,,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],tp-pay-ru.tiktokv.com,,tp-pay-ru.tiktokv.com.edgekey.net,,NOERROR,,,,,,,,,
[x],tp-pay-sg.tiktokv.com,"23.53.43.105, 23.53.43.176, 23.53.43.187, 23.53.43.121, 23.37.226.96, 23.53.43.154, 23.53.43.162, 23.53.43.160, 23.53.43.170","tp-pay-sg.tiktokv.com.edgekey.net, e28622.api1.akamaiedge.net","n0api1.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tracking.infobip.account.tiktok.com,"18.198.163.56, 18.198.218.66","emailtracking.email-messaging.com, email-tracking.infobip.com","ns-1008.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1008.awsdns-62.net, ns-1429.awsdns-50.org, ns-1844.awsdns-38.co.uk, ns-500.awsdns-62.com",,,,,,
[x],tracking.infobip.service.tiktok.com,"18.198.218.66, 18.198.163.56","emailtracking.email-messaging.com, email-tracking.infobip.com","ns-1008.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ttlive-i18n.tiktok.com,"95.101.111.158, 95.101.111.153, 95.101.111.149, 95.101.111.151","ttlive-i18n.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ttlive-sg.tiktok.com,"92.122.215.8, 92.122.215.43, 92.122.215.41, 2.20.142.113, 92.122.215.27, 2.20.142.89, 92.122.215.25, 92.122.215.10, 2.20.142.121","ttlive-sg.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ttnet-useast2a.tiktokv.com,147.160.190.10,gcp-normal-lb.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ttnet.tiktokv.com,"104.126.37.185, 104.126.37.138, 104.126.37.139, 104.126.37.144, 104.126.37.145, 104.126.37.147, 104.126.37.152, 104.126.37.160, 104.126.37.168","ttnet.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tv.us.tiktok.com,"184.29.143.162, 184.29.143.144","tv.us.tiktok.com.edgesuite.net, a1534.w183.akamai.net","n0w183.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ugattribution-sg.tiktokv.com,"23.53.43.18, 23.53.42.249, 23.53.43.88, 23.53.42.251, 23.53.43.67, 23.53.43.75, 23.53.43.40, 23.53.43.25, 23.53.43.35","ugattribution-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],upload22-normal-c-alisg.tiktokv.com,"23.12.147.157, 23.12.147.149, 23.12.147.175, 23.12.147.132, 23.12.147.166, 23.12.147.164, 23.12.147.151, 23.12.147.141, 23.12.147.158","upload22-normal-c-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],url.e.tiktok.com,,d3ix9fzuqbbrk1.cloudfront.net,,NOERROR,True,cloudfront,"ns-1820.awsdns-35.co.uk, ns-946.awsdns-54.net, ns-104.awsdns-13.com, ns-1323.awsdns-37.org","2600:9000:209c:8200:9:5024:d040:93a1, 2600:9000:209c:2a00:9:5024:d040:93a1, 2600:9000:209c:b600:9:5024:d040:93a1, 2600:9000:209c:f200:9:5024:d040:93a1, 2600:9000:209c:5c00:9:5024:d040:93a1, 2600:9000:209c:6800:9:5024:d040:93a1, 2600:9000:209c:8400:9:5024:d040:93a1, 2600:9000:209c:f000:9:5024:d040:93a1",,,,,
[x],url1024.service.tiktok.com,"167.89.123.124, 167.89.118.52, 167.89.123.54, 167.89.118.83",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns12.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns13.dnsmadeeasy.com",,"mx2.sendgrid.net, mx.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE",,,"godaddy.com, amazonaws.com"
[x],url116.crm.tiktok.com,"167.89.123.124, 167.89.118.52, 167.89.118.83, 167.89.123.54",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,"mx.sendgrid.net, mx2.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE",,,"amazonaws.com, godaddy.com"
[x],url4077.ads-service.tiktok.com,"13.249.9.123, 13.249.9.32, 13.249.9.63, 13.249.9.113",d8gj832hheyux.cloudfront.net,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1175.awsdns-18.org, ns-187.awsdns-23.com, ns-1948.awsdns-51.co.uk, ns-631.awsdns-14.net",,,,,,
[x],url7465.shop.tiktok.com,,sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com",,"mx.sendgrid.net, mx2.sendgrid.net","google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei",,,"godaddy.com, amazonaws.com"
[x],url7709.account.tiktok.com,"167.89.118.83, 167.89.123.54, 167.89.123.124, 167.89.118.52",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,"mx2.sendgrid.net, mx.sendgrid.net","google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,"amazonaws.com, godaddy.com"
[x],us.tiktok.com,"184.86.251.137, 184.86.251.154, 184.86.251.145, 184.86.251.135, 184.86.251.132, 184.86.251.139, 184.86.251.156, 184.86.251.140, 184.86.251.134","us.tiktok.com.edgesuite.net, a2047.api10.akamai.net","n0api10.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],usds.tiktok.com,"95.101.111.158, 95.101.111.151, 95.101.111.149, 95.101.111.153","usds.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v-va.tiktokv.com,"130.44.212.136, 130.44.212.135, 130.44.212.134, 130.44.212.133",tiktok-lb-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16-up.tiktokv.com,"185.225.250.56, 185.225.250.49","v16-up.tiktokv.com.edgesuite.net, a1829.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16-web.tiktok.com,"184.25.51.106, 184.25.51.122","v16-web.tiktok.com.edgesuite.net, a1947.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16-webapp-prime.tiktok.com,"2.19.204.185, 2.19.204.227","v16-webapp-prime.tiktok.com.edgesuite.net, a1124.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16-webapp-prime.us.tiktok.com,"95.101.74.218, 95.101.74.215","v16-webapp-prime.us.tiktok.com.edgesuite.net, a1461.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16-webapp.tiktok.com,"23.76.204.134, 23.76.204.147","v16-webapp.tiktok.com.edgesuite.net, a634.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v16.tiktokv.com,"88.221.132.137, 88.221.132.201","v16.tiktokv.com.edgesuite.net, a1933.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],v19-webapp-prime.tiktok.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],v19-webapp-prime.us.tiktok.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],vas-alisg16.tiktokv.com,"104.126.37.147, 104.126.37.152, 104.126.37.153, 104.126.37.168, 104.126.37.185, 104.126.37.138, 104.126.37.139, 104.126.37.144, 104.126.37.145","vas-alisg16.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vas-maliva16.tiktokv.com,"2.20.142.97, 92.122.215.48, 2.20.142.66, 2.20.142.106, 2.20.142.89, 92.122.215.26, 92.122.215.18, 92.122.215.16, 92.122.215.24","vas-maliva16.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vas-useast2a.tiktokv.com,"2.17.100.202, 2.17.100.162, 2.17.100.203, 2.17.100.208, 2.17.100.224, 2.17.100.168, 2.17.100.243, 2.17.100.241, 2.17.100.171","vas-useast2a.tiktokv.com.edgekey.net, e28622.api3.akamaiedge.net","n0api3.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs-ru.tiktokv.com,"2.16.241.73, 2.16.241.92, 2.16.241.77, 2.16.241.81, 2.16.241.88, 2.16.241.78, 2.16.241.85, 2.16.241.71, 2.16.241.91","vcs-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs-sg.tiktokv.com,"23.53.43.90, 23.53.43.67, 23.53.42.251, 23.53.43.75, 23.53.43.88, 23.53.43.25, 23.53.43.10, 23.53.43.40, 23.53.43.16","vcs-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs-va-useast2a.tiktokv.com,"80.239.137.153, 80.239.137.162, 62.115.252.65, 62.115.252.50, 80.239.137.171, 80.239.137.163, 62.115.252.27, 62.115.252.16, 62.115.252.35","vcs-va-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs-va.tiktokv.com,"95.101.111.175, 95.101.111.154, 95.101.111.168, 95.101.111.163, 95.101.111.156, 95.101.111.138, 95.101.111.132, 95.101.111.178, 95.101.111.166","vcs-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs.us.tiktok.com,"184.29.143.177, 184.29.143.186, 184.29.143.185, 184.29.143.184, 184.29.143.136, 184.29.143.138, 184.29.143.178, 184.29.143.179, 184.29.143.139","vcs.us.tiktok.com.edgesuite.net, a2047.w183.akamai.net","n0w183.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs.us.tiktokv.com,"184.25.127.140, 184.25.127.147","vcs.us.tiktokv.com.edgesuite.net, a930.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs16-platform-useast5.us.tiktokv.com,"104.126.118.219, 104.126.118.224, 104.126.118.208, 104.126.118.209, 104.126.118.210, 104.126.118.211, 104.126.118.216, 104.126.118.217, 104.126.118.218","vcs16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vcs16-tmp-normal-useast1a.tiktokv.com,"62.115.252.51, 80.239.137.138, 80.239.137.145, 62.115.252.19, 62.115.252.66, 62.115.252.24, 62.115.252.58, 62.115.252.64, 62.115.252.56","vcs16-tmp-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification-va-useast2a.tiktokv.com,"95.101.111.154, 95.101.111.163, 95.101.111.175, 95.101.111.156, 95.101.111.166, 95.101.111.178, 95.101.111.159, 95.101.111.168, 95.101.111.162","verification-va-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification-va.tiktok.com,"2.16.238.26, 2.16.238.12","verification-va.tiktok.com.edgesuite.net, a592.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification-va.tiktokv.com,"185.225.250.17, 185.225.250.34","verification-va.tiktokv.com.edgesuite.net, a1852.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification.us.tiktok.com,"104.126.118.201, 104.126.118.209, 104.126.118.218, 104.126.118.203, 104.126.118.216, 104.126.118.210, 104.126.118.202, 104.126.118.211, 104.126.118.208","verification.us.tiktok.com.edgesuite.net, a2047.w185.akamai.net","n0w185.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification16-normal-c-useast1a.tiktokv.com,"2.16.186.25, 2.16.186.9","verification16-normal-c-useast1a.tiktokv.com.edgesuite.net, a1915.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification16-normal-c-useast2a.tiktokv.com,"2.16.186.40, 2.16.186.27","verification16-normal-c-useast2a.tiktokv.com.edgesuite.net, a1880.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification16-platform-useast5.us.tiktokv.com,"23.222.12.32, 23.222.12.34, 23.222.12.40, 23.222.12.43, 23.222.12.26, 23.222.12.35, 23.222.12.27, 23.222.12.33, 23.222.12.42","verification16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verification16-tmp-normal-useast1a.tiktokv.com,,"verification16-tmp-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],verify-sg.tiktokv.com,"23.53.41.243, 23.53.42.66, 23.53.42.67, 23.53.41.242, 23.53.42.65, 23.53.42.59, 23.53.41.241, 23.53.41.240, 23.53.42.64","verify-sg.tiktokv.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-sg.tiktokv.com,103.136.220.84,videoarch-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-tcs-sg.tiktok.com,103.136.220.84,videoarch-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-tcs-sg.tiktokv.com,103.136.220.84,videoarch-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-tcs-sgttp.tiktokv.com,103.136.220.84,videoarch-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-tcs-va.tiktokv.com,"130.44.215.54, 130.44.215.55",videoarch-lb-maliva-bdva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-tcs-vattp.tiktokv.com,"130.44.215.55, 130.44.215.54",videoarch-lb-maliva-bdva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-useast5.tiktokv.com,130.35.51.135,"direct.videoarch-origin-texas.useast5.byteoversea.net, direct.videoarch-origin-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],video-useast5.us.tiktok.com,130.35.194.77,"direct.videoarch-origin-texas.useast5.byteoversea.net, direct.videoarch-origin-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],video-va.tiktokv.com,"130.44.215.54, 130.44.215.55",videoarch-lb-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vm.tiktok.com,"2.21.22.123, 2.21.22.114, 2.21.22.106, 2.21.22.122, 2.21.22.113, 2.21.22.121, 2.21.22.120, 2.21.22.112, 2.21.22.115","vm.tiktok.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vmweb.us.tiktok.com,130.35.104.178,"direct.tiktok-lb-texas.useast5.byteoversea.net, direct.tiktok-lb-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],vod-maliva.tiktokv.com,"2.16.241.5, 2.16.241.14","vod-maliva.tiktokv.com.edgesuite.net, a1806.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vod-sg.tiktokv.com,"95.101.74.134, 95.101.74.143, 95.101.74.138, 95.101.74.142, 95.101.74.160, 95.101.74.154, 95.101.74.159, 95.101.74.162, 95.101.74.140","vod-sg.tiktokv.com.edgekey.net, e28622.api4.akamaiedge.net","n0api4.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vod.us.tiktokv.com,130.35.75.83,"direct.tiktok-platform-lb-texas.useast5.byteoversea.net, direct.tiktok-platform-lb-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],web-i18n.tiktok.com,"2.16.187.88, 2.16.187.25, 2.16.187.90, 2.16.187.96, 2.16.187.138, 2.16.187.51, 2.16.187.136, 2.16.187.153, 2.16.187.152","web-i18n.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],web-phx.tiktok.com,"23.53.43.59, 23.53.43.25","web-phx.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],web-sg.tiktok.com,"92.122.215.41, 92.122.215.9, 2.20.142.121, 92.122.215.8, 92.122.215.43, 2.20.142.80, 92.122.215.25, 92.122.215.17, 92.122.215.51","web-sg.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],web-test.us.tiktok.com,10.113.7.75,inner-all.tiktok-lb-ttp.useast5.tiktokd.net,"ns1.p201.dns.oraclecloud.net, hostmaster.tiktokd.net",NOERROR,,,,,,,True,10.113.7.75,
[x],web-va.tiktok.com,"2.16.187.136, 2.16.187.96, 2.16.187.152, 2.16.187.25, 2.16.187.88, 2.16.187.138, 2.16.187.51, 2.16.187.153, 2.16.187.90","web-va.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webapp-cn.tiktok.com,"110.249.199.11, 111.225.145.11, 111.63.62.198",origin.cdn-video-origin-hl.l.bytedns.net,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,
[x],webapp-sg.tiktok.com,103.136.220.84,videoarch-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webapp-va.tiktok.com,"130.44.215.54, 130.44.215.55",videoarch-lb-maliva-bdva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-m.tiktok.com,"2.16.241.204, 2.16.241.227, 2.16.241.221, 2.16.241.211, 2.16.241.217, 2.16.241.197, 2.16.241.224","webcast-m.tiktok.com.ttdns1.com, webcast-m.tiktok.com.default.ttdns1.com, webcast-m.tiktok.com.edgekey.net, e35058.api1.akamaiedge.net","n0api1.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-normal.tiktokv.com,"23.53.43.90, 23.53.43.67, 23.53.42.251, 23.53.43.75, 23.53.43.88, 23.53.43.25, 23.53.43.10, 23.53.43.40, 23.53.43.16","webcast-normal.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-open.tiktokv.com,"23.0.174.114, 23.0.174.129, 23.0.174.122, 23.0.174.112, 23.0.174.139, 23.0.174.130, 23.0.174.96, 23.0.174.80, 23.0.174.82","webcast-open.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-ru.tiktokv.com,"23.53.42.243, 23.53.42.251, 23.53.43.90, 23.53.43.25, 23.53.43.10, 23.53.43.16, 23.53.43.67, 23.53.43.82, 23.53.43.75","webcast-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-t.tiktok.com,"2.16.187.138, 2.16.187.50, 2.16.187.24, 2.16.187.33, 2.16.187.88, 2.16.187.90, 2.16.187.153, 2.16.187.42, 2.16.187.8","webcast-t.tiktok.com.ttdns1.com, webcast-t.tiktok.com.default.ttdns1.com, webcast-t.tiktok.com.edgekey.net, e35058.api5.akamaiedge.net","n0api5.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webcast-useast2a.tiktokv.com,"23.213.161.218, 23.213.161.214, 23.213.161.217, 23.213.161.204, 23.213.161.219, 23.213.161.197, 23.213.161.196, 23.213.161.226, 23.213.161.206","webcast-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
