new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ptr,has_internal_ips,internal_ips,txt,mx,ns,caa
[x],creator.soundtrap.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,v=spf1 include:u9912127.wl128.sendgrid.net include:s1.domainkey.u9912127.wl128.sendgrid.net include:s2.domainkey.u9912127.wl128.sendgrid.net ~all,,,
[x],crema.spotify.net,35.241.22.224,lbnoreload.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cresc.withspotify.com,"216.239.34.21, 216.239.32.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
[x],cs-dashboard.spotifyresonate.com,"188.114.97.3, 188.114.96.3",,"anuj.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2a06:98c1:3120::3, 2a06:98c1:3121::3",,,,,,,
[x],cs.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],ctacards.byspotify.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
[x],ctc.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],culturecompass.spotifyforbrands.com,142.250.185.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:829::2013,,,,,,,
[x],culturenext.byspotify.com,"216.239.32.21, 216.239.34.21, 216.239.38.21, 216.239.36.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],customsegment-staging.spotifyforbrands.com,52.26.33.107,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],dan.spotifyforbrands.com,142.250.184.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],danpicked.withspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],dashboard.spotifyresonate.com,173.194.222.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c1e::79,,,,,,,
[x],dashboards.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],dashboards2.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],data.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],datamon.spotify.net,,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],day1club-uk.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.36.21, 216.239.34.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],day1club.byspotify.com,"216.239.34.21, 216.239.32.21, 216.239.38.21, 216.239.36.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,,,,,,
[x],debica.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],deckbuilder.spotifyforbrands.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],demo.backstage.io,"54.216.252.255, 54.73.26.109, 108.128.72.146",cryptic-depths-9exezruailnzow7ivdojsowj.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],demo.soundtrap.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],demo.spotify-library.com,"13.227.219.62, 13.227.219.27, 13.227.219.33, 13.227.219.15",,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],demo.spotifyforbrands.com,108.177.14.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4010:c0a::79,,,,,,,
[x],demo5.antivirus.www-dev-butterswww-test.admin.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],demo5.antivirus.www-dev.admin.alumni-antivirusschool.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],demo5.www-test.alumni.dev.soundtrap.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],demobuilder.spotifyforbrands.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,google-site-verification=FhxVyTyCr54vvLRwfRT2iLGgehw7S6RFztfOHVHQEeg,,,
[x],dentsu-partner-staging.spotifyforbrands.com,"216.239.36.21, 216.239.32.21, 216.239.38.21, 216.239.34.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,google-site-verification=pxAW-jjv0npi_5_iM0w_IzzzUGE1qpGbDkeLBKl1l94,,,
[x],dependencies.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],depoisdouniverso.withspotify.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],derrygirls.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],dev-sams-airflow.surprisinglyawesome.com,192.168.1.201,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,True,192.168.1.201,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",
[x],dev.autoconfig.suporte.admin.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],dev.doesmydogmissme.justaddspotify.com,142.250.203.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:810::2013,,,,,,,
[x],dev.howtosurvivearoadtrip.justaddspotify.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],dev.howtotellyourkidswherebabiescomefrom.justaddspotify.com,142.250.179.147,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:811::2013,,,,,,,
[x],dev.kubeflow-platform.spotify.net,34.96.102.77,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],dev.soundtrap.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],dev.spotify.com,,edge-web.dual-gslb.spotify.com,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dev.whatisapushplaylist.justaddspotify.com,172.217.16.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:804::2013,,,,,,,
[x],dev.whatsthedealwithasmr.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],dev.whatswrongwithmysucculent.justaddspotify.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,,
[x],dev.whycantigettosleep.justaddspotify.com,142.250.185.147,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82b::2013,,,,,,,
[x],developers.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],development.spotify.net,,development.guc3.spotify.net,,NOERROR,,,,,,,,,,
[x],devnews.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],dewars-disfruta-el-doble.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15",,,,,,,
[x],dhcpfa16.spotifyforbrands.com,216.58.212.179,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82f::2013,,,,,,,
[x],dialin01.spotifyforbrands.com,142.250.181.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,,
[x],diasmelhoresdeverao.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],dino.www-test-10.tqmobile.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],directory.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15",,,,,,,
[x],disabled.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],discovery-staging.spotifyforbrands.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,google-site-verification=Y2utsM57BMrsR5LjKroqi8cPdXzKoX0YTk9a1qPQt9Q,,,
[x],discovery.spotifyforbrands.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15",,,,google-site-verification=znC6nDd5t5sr5TG3XrDyXEDsyA8KQvZh5PkofVFxFdI,,,
[x],disneyplusythelastman.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],diversaocomegeochoc.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15",,,,,,,
[x],divvycloud.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],diy.byspotify.com,"216.239.38.21, 216.239.36.21, 216.239.32.21, 216.239.34.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,,,,
[x],dnn.admin.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],docs.spotify.com,142.250.74.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:803::2013,,,,,,,
[x],docs.spotify.net,,techdocs-backend.services.guc3.spotify.net,,NOERROR,,,,,,,,,,
[x],doesmydogmissme.com,193.14.90.203,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,google-site-verification=RFGsEXjx-f8QlYoI3emh3oZhmn2baTh6SZmcz8TmkbQ,,"a.portsdns.se, b.portsdns.net",
[x],dos-equis.withspotify.com,"216.239.36.21, 216.239.34.21, 216.239.38.21, 216.239.32.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,,,,
[x],dosequis.withspotify.com,"216.239.38.21, 216.239.34.21, 216.239.32.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],douglaspud.spotifyjobs.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:808::2013,,,,,,,
[x],dreamworkstrollsworldtour.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],drewell.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.32.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],ds-a-gae2-lb.spotify.net,10.175.1.186,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.175.1.186,,,,
[x],ds-read-a-gew1-lb.spotify.net,10.173.21.31,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.173.21.31,,,,
[x],ds.spotify.net,10.173.21.31,ds-read-a-gew1-lb.spotify.net,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.173.21.31,,,,
[x],duolovesongs.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],dynamicworkplace4wtc.spotify.com,142.250.31.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c0b::79,,,,,,,
[x],ec.spotify.net,52.30.92.139,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],edge-grpc.dual-gslb.spotify.com,35.186.224.25,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],edge-proxy-internal-gew1.spotify.net,10.173.33.105,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,True,10.173.33.105,,,,
[x],edge-proxy-internal-guc.spotify.net,10.174.16.129,edge-proxy-internal-guc3.spotify.net,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.174.16.129,,,,
[x],edge-proxy-internal.spotify.net,,edge-proxy-internal.geo-gslb.spotify.net,,NOERROR,,,,,,,,,,
[x],edge-web-gew1.dual-gslb.spotify.com,35.186.224.18,,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:5ca::,,,,,,,
[x],edge-web-guc3.dual-gslb.spotify.com,35.186.224.19,,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:e71::,,,,,,,
[x],edge-web-legacy.dual-gslb.spotify.com,35.186.224.20,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:8c7::,,,,,,,
[x],edge-web.dual-gslb.spotify.com,35.186.224.25,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],edgeofseventeen.spotifyforbrands.com,142.251.39.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:802::2013,,,,,,,
[x],edu.soundtrap.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,"google-site-verification=WId3fqHXQ6TDqA21tEHIFp8nm1nemz8cAmZ0JtRn0tc, google-site-verification=rgIPl3jqZehbU0DY0ByTaxYOk5sMnPuAiogF9h4IjF8, v=spf1 include:u9912127.wl128.sendgrid.net include:s1.domainkey.u9912127.wl128.sendgrid.net include:s2.domainkey.u9912127.wl128.sendgrid.net ~all",,,
[x],ekaapoz.spotifyjobs.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],electrocardiograms.spotifyjobs.com,142.250.186.83,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:82a::2013,,,,,,,
[x],electronics.surprisinglyawesome.com,192.168.1.201,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,True,192.168.1.201,,,,
[x],email.gimletmedia.com,193.14.90.203,,"dns01.dipcon.com, registry.ports.net",NOERROR,,,,,,,,,,
[x],embed.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],embratel.antivirus.myshiftwww-test.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],embratel.antivirus.www.onepiece.www-dev.admin.alumni.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],embratel.florida.www-dev.admin-antivirus.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],encore.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],engineering.atspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],engineering.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],envoi.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:801::2013,,,,,,,
[x],equalboard.byspotify.com,54.84.134.174,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],equalizer.byspotify.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],equalizerproject.com,93.188.2.51,,"a.portsdns.se, registry.ports.net",NOERROR,,,2a02:250:0:8::53,,,,v=spf1 a mx -all,,"b.portsdns.net, a.portsdns.se",
[x],equalmexico.byspotify.com,54.84.134.174,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,,
[x],equalnordics.byspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],escutaaasminas.byspotify.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],eset.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],esri.withspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],esteelauder.withspotify.com,"216.239.38.21, 216.239.34.21, 216.239.32.21, 216.239.36.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],euphoria.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],eventosalumni-ftp.moodle.www-test.tqmobile.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],everynoise.com,34.105.209.55,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,"ns-cloud-d4.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com",
[x],ew53680r9bw2z2.spotifyforbrands.com,142.250.185.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:827::2013,,,,,,,
[x],example.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],experiencias.withspotify.com,"216.239.38.21, 216.239.34.21, 216.239.32.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15",,,,,,,
[x],explore.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],explorethekidsapp.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
