new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt
[x],fixrevertsentryexperiment.next.nos.nl,"52.29.248.163, 3.121.37.51, 52.58.140.166, 52.29.195.181, 3.66.66.237, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],fixweb3844unmutesound.next.nos.nl,"52.58.140.166, 52.57.213.175, 52.29.248.163, 3.121.37.51, 52.29.195.181, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],forum.nos.nl,145.58.30.3,redir.omroep.nl,"minnie.omroep.nl, hostmaster.omroep.nl",NOERROR,2a02:458:101:30::3,,,,,
[x],ftp1.nos.nl,145.58.19.188,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ftp3.nos.nl,145.58.19.188,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ftp4.nos.nl,145.58.19.189,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],fwdalnos01.nos.nl,145.58.80.71,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],headlines.nos.nl,145.58.30.3,redir.omroep.nl,"minnie.omroep.nl, hostmaster.omroep.nl",NOERROR,2a02:458:101:30::3,,,,,
[x],hotfixfixapicalls.next.nos.nl,"52.29.248.163, 52.58.140.166, 3.66.66.237, 3.121.37.51, 52.29.195.181, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],inos.nos.nl,145.58.15.8,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],inosregio.nos.nl,145.58.15.8,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],intra.rtv.nos.nl,145.58.15.167,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],intranet.nos.nl,"52.29.195.181, 3.121.37.51, 52.29.248.163, 3.66.66.237, 52.57.213.175, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1081.awsdns-07.org, ns-1584.awsdns-06.co.uk, ns-299.awsdns-37.com, ns-759.awsdns-30.net",,,,
[x],ip100.net24.nos.nl,145.58.24.100,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1071.awsdns-05.org, ns-1688.awsdns-19.co.uk, ns-323.awsdns-40.com, ns-849.awsdns-42.net",,,,
[x],ip102.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip110.net24.nos.nl,145.58.24.110,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip111.net24.nos.nl,145.58.24.111,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip112.net24.nos.nl,145.58.24.112,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip113.net24.nos.nl,145.58.24.113,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip120.net24.nos.nl,145.58.24.120,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip121.net24.nos.nl,145.58.24.121,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip123.net24.nos.nl,145.58.24.123,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip130.net24.nos.nl,145.58.24.130,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip133.net24.nos.nl,145.58.24.133,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip140.net24.nos.nl,145.58.24.140,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip141.net24.nos.nl,145.58.24.141,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip142.net24.nos.nl,145.58.24.142,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip143.net24.nos.nl,145.58.24.143,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip150.net24.nos.nl,145.58.24.150,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip151.net24.nos.nl,145.58.24.151,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip152.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip160.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip162.net24.nos.nl,145.58.24.162,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip163.net24.nos.nl,145.58.24.163,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip172.net24.nos.nl,145.58.24.172,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip173.net24.nos.nl,145.58.24.173,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip180.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip182.net24.nos.nl,145.58.24.182,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1071.awsdns-05.org, ns-1688.awsdns-19.co.uk, ns-323.awsdns-40.com, ns-849.awsdns-42.net",,,,
[x],ip190.net24.nos.nl,145.58.24.190,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip200.net24.nos.nl,145.58.24.200,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip201.net24.nos.nl,145.58.24.201,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip202.net24.nos.nl,145.58.24.202,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip203.net24.nos.nl,145.58.24.203,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip210.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip212.net24.nos.nl,145.58.24.212,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip213.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip230.net24.nos.nl,145.58.24.230,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip231.net24.nos.nl,145.58.24.231,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip232.net24.nos.nl,145.58.24.232,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip233.net24.nos.nl,145.58.24.233,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip240.net24.nos.nl,145.58.24.240,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip241.net24.nos.nl,145.58.24.241,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip243.net24.nos.nl,145.58.24.243,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip250.net24.nos.nl,145.58.24.250,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip251.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip32.net24.nos.nl,,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip41.net24.nos.nl,145.58.24.41,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip42.net24.nos.nl,145.58.24.42,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip51.net24.nos.nl,145.58.24.51,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip52.net24.nos.nl,145.58.24.52,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip60.net24.nos.nl,145.58.24.60,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1071.awsdns-05.org, ns-1688.awsdns-19.co.uk, ns-323.awsdns-40.com, ns-849.awsdns-42.net",,,,
[x],ip61.net24.nos.nl,145.58.24.61,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1071.awsdns-05.org, ns-1688.awsdns-19.co.uk, ns-323.awsdns-40.com, ns-849.awsdns-42.net",,,,
[x],ip63.net24.nos.nl,145.58.24.63,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip71.net24.nos.nl,145.58.24.71,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip72.net24.nos.nl,145.58.24.72,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip80.net24.nos.nl,145.58.24.80,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip81.net24.nos.nl,145.58.24.81,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip90.net24.nos.nl,145.58.24.90,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ip91.net24.nos.nl,145.58.24.91,,"ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],list.rtv.nos.nl,145.58.15.11,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],lyncdiscover.nos.nl,145.58.19.208,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],mail.nos.nl,145.58.19.206,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],maintainanceweb3646hightlights.next.nos.nl,,apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],maintenanceweb3100fixw3errorsl.next.nos.nl,"52.58.140.166, 3.121.37.51, 3.66.66.237, 52.29.195.181, 52.29.248.163, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],maintenanceweb3631addcontrols.next.nos.nl,"52.29.195.181, 52.29.248.163, 52.57.213.175, 52.58.140.166, 3.66.66.237, 3.121.37.51",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],mediaportal.nos.nl,145.58.27.224,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],meet.nos.nl,145.58.19.208,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],msoid.nos.nl,"20.190.159.73, 40.126.31.67, 40.126.31.71, 20.190.159.23, 20.190.159.64, 20.190.159.68, 20.190.159.75, 20.190.159.4","clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,,True,azure,,
[x],next.nos.nl,"3.121.37.51, 3.66.66.237, 52.58.140.166, 52.57.213.175, 52.29.195.181, 52.29.248.163",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nieuwsbrief.nos.nl,91.197.72.25,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,virtualmail.dmdelivery.com,v=spf1 a mx include:virtual.dmdelivery.com ~all
[x],nmc.nos.nl,145.58.19.133,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nmc1.nos.nl,145.58.25.70,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nmc3.nos.nl,145.58.19.133,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nmc4.nos.nl,145.58.19.133,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nos-cdn-develop.nos.nl,"185.166.88.180, 185.166.88.181, 185.166.88.182, 185.166.88.183, 185.166.88.160, 185.166.88.161, 185.166.88.162, 185.166.88.163, 185.166.88.164","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network, node01.nl-ams-2.cdn.scalia.network, node02.nl-nal-1.cdn.scalia.network","ns-1387.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],nos-cdn-test.nos.nl,"185.173.162.77, 185.173.162.78, 185.173.162.74, 185.173.162.75, 185.173.162.76","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node02.nl-nal-1.cdn.scalia.network, node01.nl-ams-2.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network","ns-1387.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"2a00:7c83:0:5::bbbb:300, 2a00:7c83:0:5::bbbb:400, 2a00:7c83:0:5::bbbb:500, 2a00:7c83:0:5::bbbb:600, 2a00:7c83:0:5::bbbb:700, 2a00:7c83:0:5::bbbb:800, 2a00:7c83:0:5::bbbb:900, 2a00:7c83:0:5::bbbb:a00, 2a00:7c83:0:5::bbbb:200",,,,,
[x],nos-cdn-training.nos.nl,"185.166.88.164, 185.166.88.183, 185.166.88.181, 185.166.88.163, 185.166.88.160, 185.166.88.182, 185.166.88.180, 185.166.88.161, 185.166.88.162","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network, node03.nl-nal-1.cdn.scalia.network","ns-1387.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"2a00:7c83:0:5::cccc:300, 2a00:7c83:0:5::cccc:900, 2a00:7c83:0:5::cccc:200, 2a00:7c83:0:5::cccc:600, 2a00:7c83:0:5::cccc:500, 2a00:7c83:0:5::cccc:700, 2a00:7c83:0:5::cccc:400, 2a00:7c83:0:5::cccc:800, 2a00:7c83:0:5::cccc:a00",,,,,
[x],nos.nl,"108.138.7.62, 108.138.7.78, 108.138.7.38, 108.138.7.128",,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2490:a000:f:425b:9b80:93a1, 2600:9000:2490:4a00:f:425b:9b80:93a1, 2600:9000:2490:de00:f:425b:9b80:93a1, 2600:9000:2490:1c00:f:425b:9b80:93a1, 2600:9000:2490:ce00:f:425b:9b80:93a1, 2600:9000:2490:aa00:f:425b:9b80:93a1, 2600:9000:2490:4e00:f:425b:9b80:93a1, 2600:9000:2490:6200:f:425b:9b80:93a1","ns-311.awsdns-38.com, ns-823.awsdns-38.net, ns-1511.awsdns-60.org, ns-1582.awsdns-05.co.uk",True,cloudfront,nos-nl.mail.protection.outlook.com,"v=spf1 ip4:145.58.24.0/23 ip4:82.94.210.0/24 include:spf.protection.outlook.com include:spf.topdesk.net include:spf.afas.online include:spf.omroep.nl include:sendgrid.net include:_customers.moreover.com include:amazonses.com ~all, zmqs769E9GnRJBLhJUlXOGi0/7LoeiUjiuW9BgbKPJOpoms+KFshyjYk1zaI2LwWCTqhI3bvasgK6avxP2/nBg==, MS=ms54114100, ahrefs-site-verification_593f5c84092841d8e877cd7383196907e8d474f3155ed146ea6fffc7cff6f78f, eHt52Z91IJwRuCaG5Di9VrJXYPeu0Mi6BhWU3l5YV21/q2tOdB9oKDxfh+SdtsVtBJBgEABUcHvnqtGHf1GDNg==, google-site-verification=kPt6Gqfhcwbub0bxNVaLUy0vkDmIXgkW_NC_1qeXorM"
[x],o1.lab.nos.nl,,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ott.nos.nl,145.58.19.240,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],outlook.intern.nos.nl,,,,NOERROR,2602:fcbc:0:3::11,,,,,
[x],over.de.nos.nl,,"redirect.nos.nl, apps.nos.cluster.chp4.io","ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],owa.rtv.nos.nl,145.58.19.195,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],pc15-008.rtv.nos.nl,145.58.15.8,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],planet1.nos.nl,145.58.27.236,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],player.nos.nl,145.58.30.3,redir.omroep.nl,"minnie.omroep.nl, hostmaster.omroep.nl",NOERROR,2a02:458:101:30::3,,,,,
[x],portal.nos.nl,145.58.15.138,portal.gslb.nos.nl,,NOERROR,,,,,,
[x],preroll.nos.nl,"108.138.217.6, 108.138.217.125, 108.138.217.60, 108.138.217.39",d23na8j46fuxxd.cloudfront.net,"ns-1272.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2487:fc00:a:d453:9040:93a1, 2600:9000:2487:2c00:a:d453:9040:93a1, 2600:9000:2487:5400:a:d453:9040:93a1, 2600:9000:2487:ac00:a:d453:9040:93a1, 2600:9000:2487:c800:a:d453:9040:93a1, 2600:9000:2487:9400:a:d453:9040:93a1, 2600:9000:2487:3c00:a:d453:9040:93a1, 2600:9000:2487:4e00:a:d453:9040:93a1","ns-1272.awsdns-31.org, ns-1809.awsdns-34.co.uk, ns-259.awsdns-32.com, ns-831.awsdns-39.net",True,cloudfront,,
[x],psv1.nos.nl,145.58.80.80,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],public-api.nos.nl,"3.66.66.237, 52.57.213.175, 3.121.37.51, 52.29.248.163, 52.58.140.166, 52.29.195.181",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],publish.nos.nl,"3.121.37.51, 52.57.213.175, 3.66.66.237, 52.29.195.181, 52.29.248.163, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],redirect.nos.nl,"3.121.37.51, 52.58.140.166, 52.29.195.181, 52.29.248.163, 3.66.66.237, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],refactorrenamestyledtostyle.next.nos.nl,"3.66.66.237, 3.121.37.51, 52.29.195.181, 52.29.248.163, 52.57.213.175, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],regio.cdn.nos.nl,"185.166.88.18, 185.166.88.17, 185.166.88.20, 185.166.88.19, 185.166.88.21, 185.166.88.16","ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node01.nl-ams-2.cdn.scalia.network, node03.nl-ams-2.cdn.scalia.network","ns-1387.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rere.api.nos.nl,"52.58.140.166, 52.29.248.163, 3.121.37.51, 52.29.195.181, 52.57.213.175, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],resolver.streaming.api.nos.nl,,apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],rsw47-1-cld.next.nos.nl,"52.29.248.163, 3.66.66.237, 3.121.37.51, 52.29.195.181, 52.58.140.166, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],s-infostrada-app1.nos.nl,145.58.27.213,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],s-mail-edge1.nos.nl,145.58.19.206,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],s-mail-edge2.nos.nl,145.58.19.207,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],s.nos.nl,,"ff53ed04-b5fc-4ccf-b357-c1c4a2dd582a.customer.scalia.network, cname.cdn.scalia.network, node01.nl-nal-1.cdn.scalia.network, node01.nl-ams-2.cdn.scalia.network","ns-1387.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,"2a00:7c83:0:5::aaaa:200, 2a00:7c83:0:5::aaaa:300, 2a00:7c83:0:5::aaaa:a00, 2a00:7c83:0:5::aaaa:900, 2a00:7c83:0:5::aaaa:500, 2a00:7c83:0:5::aaaa:400, 2a00:7c83:0:5::aaaa:600, 2a00:7c83:0:5::aaaa:700, 2a00:7c83:0:5::aaaa:800",,,,,
[x],samsung-smart-hub.nos.nl,"3.121.37.51, 3.66.66.237, 52.29.195.181, 52.29.248.163, 52.58.140.166, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],sentry.nos.nl,145.58.19.212,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],sentrytest.next.nos.nl,,apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],sip.nos.nl,145.58.19.224,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],smarttv.nos.nl,"108.157.214.3, 108.157.214.61, 108.157.214.99, 108.157.214.91",d1i4m5p6swfkp3.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:214f:ec00:1c:5d31:a1c0:93a1, 2600:9000:214f:aa00:1c:5d31:a1c0:93a1, 2600:9000:214f:2c00:1c:5d31:a1c0:93a1, 2600:9000:214f:7c00:1c:5d31:a1c0:93a1, 2600:9000:214f:4000:1c:5d31:a1c0:93a1, 2600:9000:214f:c400:1c:5d31:a1c0:93a1, 2600:9000:214f:9e00:1c:5d31:a1c0:93a1, 2600:9000:214f:f000:1c:5d31:a1c0:93a1","ns-1898.awsdns-45.co.uk, ns-229.awsdns-28.com, ns-782.awsdns-33.net, ns-1440.awsdns-52.org",True,cloudfront,,
[x],smtp2.rtv.nos.nl,145.58.20.219,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1176.awsdns-19.org, ns-1641.awsdns-13.co.uk, ns-352.awsdns-44.com, ns-668.awsdns-19.net",,,,
[x],stories.nos.nl,"52.58.140.166, 52.57.213.175, 3.66.66.237, 3.121.37.51, 52.29.248.163, 52.29.195.181",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],team-d79b.next.nos.nl,"52.58.140.166, 52.57.213.175, 52.29.248.163, 3.66.66.237, 52.29.195.181, 3.121.37.51",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],teletekst-data-a.nos.nl,"3.121.193.226, 3.122.190.114, 52.57.16.132","teletekst-data.nos.nl, nginx-data-route.apps.nostt.cluster.chp4.io","ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],teletekst-data.nos.nl,"52.57.16.132, 3.121.193.226, 3.122.190.114",nginx-data-route.apps.nostt.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],teletekst3-admin.nos.nl,"3.122.190.114, 52.57.16.132, 3.121.193.226",nginx-admin-route.apps.nostt.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],teletekst3-data.nos.nl,"3.121.193.226, 3.122.190.114, 52.57.16.132",nginx-data-route.apps.nostt.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],test-api.inosregio.nos.nl,,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],test-api.nos.nl,"3.125.192.116, 3.120.22.213, 18.198.82.238",apps.nos2.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],test-frontend1.nos.nl,"52.58.140.166, 52.57.213.175, 3.121.37.51, 52.29.195.181, 3.66.66.237, 52.29.248.163",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],test-origin.nos.nl,"52.29.195.181, 3.121.37.51, 52.29.248.163, 3.66.66.237, 52.57.213.175, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1081.awsdns-07.org, ns-1584.awsdns-06.co.uk, ns-299.awsdns-37.com, ns-759.awsdns-30.net",,,,
[x],test.inosregio.nos.nl,,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],test.nmc4.nos.nl,145.58.19.139,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
