new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,txt,mx,caa,has_internal_ips,internal_ips
[x],aptuil361.otoplus.com,"96.16.54.179, 96.16.54.185","2a02:26f0:d200::6010:3641, 2a02:26f0:d200::6010:3651","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ar-ar.otoplus.com,"2.16.186.233, 2.16.186.162","2a02:26f0:6c00::210:baa2, 2a02:26f0:6c00::210:bae9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],archive-0c801c53c1114e128504e0ca98dca5ea.otoplus.com,"184.86.103.80, 184.86.103.72","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],archive-returns.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],archivejira.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:1700:b::b856:6750, 2a02:26f0:1700:b::b856:6748","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],archiveservicesjiratunnel-mx.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],archivews.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6f97, 2a02:26f0:480:1a::5f65:6faa","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],areahalal.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:1700:b::b856:6748, 2a02:26f0:1700:b::b856:6750","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],arielgobuss.otoplus.com,"23.43.58.57, 23.43.58.19","2600:1400:c000::172b:3a13, 2600:1400:c000::172b:3a39","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],artiterkini.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as101-4-ams04-0.otoplus.com,"2.16.186.233, 2.16.186.162","2a02:26f0:6c00::210:baa2, 2a02:26f0:6c00::210:bae9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as110.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as401-4-brocade02.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc09, 2001:2030:21::3e73:fc22","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as54004.otoplus.com,"62.115.252.34, 62.115.252.9","2001:2030:21::3e73:fc22, 2001:2030:21::3e73:fc09","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as614-17-hnas03.otoplus.com,"2.20.142.146, 2.20.142.161",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],as622-25-hnas03.otoplus.com,"104.126.36.202, 104.126.36.235",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],asaalt-246-29.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],asf.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash-vsp01.otoplus.com,"2.20.132.135, 2.20.132.126","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash1-apollosocial-a2.otoplus.com,"2.20.132.135, 2.20.132.126","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash1-messagingcassandra-a3.otoplus.com,"2.16.186.233, 2.16.186.162","2a02:26f0:6c00::210:baa2, 2a02:26f0:6c00::210:bae9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash2-enfpcassandra-a7.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:1700:b::b856:6748, 2a02:26f0:1700:b::b856:6750","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash2-heroicconsumer-a6.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:1700:b::b856:6750, 2a02:26f0:1700:b::b856:6748","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ash2-kafkamonitoring-c17.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6f97, 2a02:26f0:480:1a::5f65:6faa","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],asignador-co.olx-autos.com.ar,107.20.105.170,,,"athena.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],asignador-mx.olx-autos.com.ar,52.21.162.106,,,"athena.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],asignador-test.olx-autos.com.ar,,,,"athena.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],asignador.olx-autos.com.ar,3.218.20.214,,,"athena.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],aspiratoare-suflatoare-frunze.otoplus.com,"96.16.54.179, 96.16.54.185","2a02:26f0:d200::6010:3651, 2a02:26f0:d200::6010:3641","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],asset-management.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-2020-alpha.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc22, 2001:2030:21::3e73:fc09","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-469164g14.otoplus.com,"184.86.103.80, 184.86.103.72","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-assetsio-www.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-auth-antiviruspre.otoplus.com,"2.20.132.135, 2.20.132.126","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-brandcms-stage.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-dns-jira.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-pdp.otoplus.com,"2.20.142.146, 2.20.142.161","2a02:26f0:280:4::213:784b, 2a02:26f0:280:4::213:7855","otoplus.edgekey.net, e118669.dscf.akamaiedge.net",,NOERROR,,,,,,,,
[x],assets-postmanbackups-www-test.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets-webteam-examples.otoplus.com,"2.17.22.160, 2.17.22.152","2a02:26f0:6c00::210:bae9, 2a02:26f0:6c00::210:baa2","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsaccept-domain.otoplus.com,,"2600:1408:c400:13::17d4:f8c5, 2600:1408:c400:13::17d4:f8c8","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsautodiscover.otoplus.com,"2.16.186.162, 2.16.186.233","2a02:26f0:6c00::210:baa2, 2a02:26f0:6c00::210:bae9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsconfig-v2csmiembrostunnel-mx.otoplus.com,"96.16.54.185, 96.16.54.179",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetscustomers-research-corporate-gitvpn.otoplus.com,"2.20.132.135, 2.20.132.126","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsdbmsprod.otoplus.com,"184.86.103.72, 184.86.103.80","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsexample-cms.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsusermanager.otoplus.com,"23.43.58.57, 23.43.58.19","2600:1400:c000::172b:3a13, 2600:1400:c000::172b:3a39","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetsvideo-faq.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc22, 2001:2030:21::3e73:fc09","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assetswebww1-corporate.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],astroflame.otoplus.com,,"2a02:26f0:d200::6010:3651, 2a02:26f0:d200::6010:3641","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-prd-apphost-07a.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:280:4::213:7855, 2a02:26f0:280:4::213:784b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net",,NOERROR,,,,,,,,
[x],atl-prd-asap-30.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-prd-cognos-01a.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-prd-jump-30.en.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,
[x],atl-prd-jump-33.otoplus.com,"23.38.98.73, 23.38.98.66","2a02:26f0:1700:b::b856:6748, 2a02:26f0:1700:b::b856:6750","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-prd-raw-rtr-02-g03.otoplus.com,"104.109.250.146, 104.109.250.26","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-prd-sonardb-01a.otoplus.com,,"2a02:26f0:d200::6010:3651, 2a02:26f0:d200::6010:3641","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-stg-mssdb-02b.otoplus.com,"23.43.58.57, 23.43.58.19","2600:1400:c000::172b:3a39, 2600:1400:c000::172b:3a13","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atl-stg-sjoyweb-01a.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc22, 2001:2030:21::3e73:fc09","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atlantis.sbx.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atlantis.stg.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atlas-pp-shv-01-sin6.otoplus.com,"23.38.98.73, 23.38.98.66","2a02:26f0:480:1a::5f65:6f97, 2a02:26f0:480:1a::5f65:6faa","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atlcdpbxdb01-ilo.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atlcdpbxss04-oam.otoplus.com,"2.20.132.135, 2.20.132.126","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atldcyz082090.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ns-1371.awsdns-43.org, ns-2006.awsdns-58.co.uk, ns-37.awsdns-04.com, ns-643.awsdns-16.net",,,,,
[x],atldcyz082143.otoplus.com,"104.109.250.146, 104.109.250.26","2a02:26f0:480:1a::5f65:6f97, 2a02:26f0:480:1a::5f65:6faa","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atocadoloser.otoplus.com,,,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atsapp-nb-b2p.otoplus.com,"23.43.58.57, 23.43.58.19","2600:1400:c000::172b:3a39, 2600:1400:c000::172b:3a13","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],attach-dw.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],atzhwsg-moorelj.otoplus.com,"23.58.157.133, 23.58.157.136",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],au-ftp1.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],au4txvcaaas05-eth0.otoplus.com,"96.16.54.179, 96.16.54.185",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auctiondashboard.321sprzedane.pl,142.93.164.236,,,"ns-1292.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1292.awsdns-33.org, ns-1904.awsdns-46.co.uk, ns-282.awsdns-35.com, ns-883.awsdns-46.net",,,,,
[x],auctionetradingguilder.otoplus.com,"2.16.186.162, 2.16.186.233","2a02:26f0:6c00::210:bae9, 2a02:26f0:6c00::210:baa2","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],aug15.otoplus.com,"104.126.36.202, 104.126.36.235",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auktxv9cloa03.otoplus.com,"23.43.58.19, 23.43.58.57","2600:1400:c000::172b:3a39, 2600:1400:c000::172b:3a13","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ausadciw06.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6f97, 2a02:26f0:480:1a::5f65:6faa","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ausdfsemc01.otoplus.com,"184.86.103.72, 184.86.103.80","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ausoepsdevap01.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auspc1sfwteradata-x17.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:7100::687e:25b8, 2a02:26f0:7100::687e:259a","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auspgfinweb1.otoplus.com,"184.86.103.72, 184.86.103.80","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auspllog21.otoplus.com,"2.20.132.126, 2.20.132.135","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ausswvpnpc102-dmz.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auth-assets-auth-antiviruspre.otoplus.com,"104.110.240.113, 104.110.240.91","2a02:26f0:fe00::686e:f011, 2a02:26f0:fe00::686e:f038","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auth-dev-ns10.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auth-hinetgame.en.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth-staging-dns.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auth-vpn-monitoring.otoplus.com,"2.20.132.126, 2.20.132.135","2a02:26f0:64::214:847e, 2a02:26f0:64::214:8487","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],auth2973355g5.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authabn-lyncedge.otoplus.com,"184.86.103.80, 184.86.103.72","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authaccountvps.otoplus.com,"104.126.36.202, 104.126.36.235","2a02:26f0:3100::1735:2afb, 2a02:26f0:3100::1735:2b0b","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authalphainternalexample-cms.otoplus.com,"184.86.103.72, 184.86.103.80","2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authapiproduction.otoplus.com,"23.38.98.73, 23.38.98.66","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authassets-dbmsprivateprod-fddsign.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc09, 2001:2030:21::3e73:fc22","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authcms-dev2.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:3100::1735:2b0b, 2a02:26f0:3100::1735:2afb","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authdclb04-sjc1.otoplus.com,"23.38.98.73, 23.38.98.66","2a02:26f0:1700:b::b856:6750, 2a02:26f0:1700:b::b856:6748","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authhosting-b2bsystem.otoplus.com,"23.38.98.66, 23.38.98.73","2a02:26f0:480:1a::5f65:6faa, 2a02:26f0:480:1a::5f65:6f97","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],authnrdp.otoplus.com,"104.126.36.235, 104.126.36.202","2a02:26f0:7100::687e:25b8, 2a02:26f0:7100::687e:259a","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],author-astrazeneca-jp1.otoplus.com,"184.86.103.72, 184.86.103.80","2a02:26f0:fd00:d::5c7b:8085, 2a02:26f0:fd00:d::5c7b:80a9","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],author-expedia-gco-stage-65.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc22, 2001:2030:21::3e73:fc09","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],author-jh-inv-stage62.otoplus.com,"62.115.252.9, 62.115.252.34","2001:2030:21::3e73:fc09, 2001:2030:21::3e73:fc22","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],author-stryker-stage.otoplus.com,"104.126.36.235, 104.126.36.202",,"otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],author-troweprice-prod-65.otoplus.com,"2.17.22.160, 2.17.22.152","2a02:26f0:6c00::210:bae9, 2a02:26f0:6c00::210:baa2","otoplus.edgekey.net, e118669.dscf.akamaiedge.net, e118669.dscf.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
