new,host,a,soa,status_code,cname,has_internal_ips,internal_ips,ns,cdn,cdn-name,mx,txt,aaaa,caa
[x],staging-gatewayconfigstorebackups-www-test.store.flipkart.com,163.53.78.131,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],static01.digital.flipkart.com,"2.17.147.107, 2.17.147.33","n0g2.akamai.net, hostmaster.akamai.com",NOERROR,"apps.flipkart.com.edgesuite.net, a1907.g2.akamai.net",,,,,,,,,
[x],stories.flipkart.com,192.124.249.115,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],stream.flipkart.com,,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],table.store.flipkart.com,163.53.78.131,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],tech.flipkart.com,165.232.190.11,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],test1.flipkart.com,,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,v=spf1  include:comn.flipkart.com include:aspmx.googlemail.com include:spf1.flipkart.com ~all,,
[x],test2.flipkart.com,163.53.77.58,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],test4.flipkart.com,163.53.76.35,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],vendorhub.flipkart.com,163.53.76.10,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],vnusres14.store.flipkart.com,163.53.78.131,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],weread.flipkart.com,50.16.229.89,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],wooster.flipkart.com,103.243.33.8,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],ws-contacts.store.flipkart.com,163.53.78.131,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],wtradv.store.flipkart.com,163.53.78.131,"pdns1.ultradns.net, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],www-sp.flipkart.com,156.154.164.33,"pdns1.ultradns.net, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],www-test-de.store.flipkart.com,163.53.78.131,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],www.insurance.flipkart.com,,,NOERROR,,,,,,,,,,
[x],www.partner.flipkart.com,163.53.76.76,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],www.partners.flipkart.com,163.53.76.76,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],www.seller.flipkart.com,163.53.76.21,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],zion-stage1.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage10.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage11.flipkart.com,10.83.37.15,"pdns1.ultradns.net, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage12.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,"sdns14.ultradns.org, sdns14.ultradns.net, sdns14.ultradns.com, sdns14.ultradns.biz",,,,,,
[x],zion-stage13.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage14.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage15.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage16.flipkart.com,,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],zion-stage17.flipkart.com,,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
[x],zion-stage18.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage19.flipkart.com,10.83.37.15,"pdns1.ultradns.net, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage20.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage3.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage4.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage5.flipkart.com,10.83.37.15,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,True,10.83.37.15,,,,,,,
[x],zion-stage6.flipkart.com,,"PDNS1.ULTRADNS.NET, sysadmin.flipkart.com",NOERROR,,,,,,,,,,
