new,host,a,soa,status_code,ns,cname,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,txt,mx
[x],h1453.n1.ips.mtn.co.ug,41.210.148.83,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1453.n2.ips.mtn.co.ug,212.88.116.83,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1454.n1.ips.mtn.co.ug,41.210.148.84,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1454.n2.ips.mtn.co.ug,212.88.116.84,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1455.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1456.n2.ips.mtn.co.ug,212.88.116.86,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1457.n1.ips.mtn.co.ug,41.210.148.87,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1457.n2.ips.mtn.co.ug,212.88.116.87,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1459.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145a.n2.ips.mtn.co.ug,212.88.116.90,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145b.n2.ips.mtn.co.ug,212.88.116.91,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145c.n1.ips.mtn.co.ug,41.210.148.92,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145c.n2.ips.mtn.co.ug,212.88.116.92,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145d.n2.ips.mtn.co.ug,212.88.116.93,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h145f.n1.ips.mtn.co.ug,41.210.148.95,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h145f.n2.ips.mtn.co.ug,212.88.116.95,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146.n2.ips.mtn.co.ug,212.88.97.70,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146.n4.ips.mtn.co.ug,193.108.253.70,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1460.n1.ips.mtn.co.ug,41.210.148.96,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1460.n2.ips.mtn.co.ug,212.88.116.96,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1462.n2.ips.mtn.co.ug,212.88.116.98,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1463.n1.ips.mtn.co.ug,41.210.148.99,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1464.n1.ips.mtn.co.ug,41.210.148.100,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1464.n2.ips.mtn.co.ug,212.88.116.100,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1465.n2.ips.mtn.co.ug,212.88.116.101,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1466.n2.ips.mtn.co.ug,212.88.116.102,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1468.n2.ips.mtn.co.ug,212.88.116.104,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1469.n2.ips.mtn.co.ug,212.88.116.105,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146a.n1.ips.mtn.co.ug,41.210.148.106,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146a.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146a.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,"ns3.mtnbusiness.net, ns1.mtnbusiness.net",,,,,,,,,
[x],h146b.n2.ips.mtn.co.ug,212.88.116.107,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146c.n2.ips.mtn.co.ug,212.88.116.108,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146e.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146e.n2.ips.mtn.co.ug,212.88.116.110,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h146f.n1.ips.mtn.co.ug,41.210.148.111,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h146f.n2.ips.mtn.co.ug,212.88.116.111,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147.n1.ips.mtn.co.ug,41.210.129.71,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147.n2.ips.mtn.co.ug,212.88.97.71,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1470.n1.ips.mtn.co.ug,41.210.148.112,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1472.n2.ips.mtn.co.ug,212.88.116.114,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1473.n2.ips.mtn.co.ug,212.88.116.115,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1474.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1474.n2.ips.mtn.co.ug,212.88.116.116,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1475.n1.ips.mtn.co.ug,41.210.148.117,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1476.n1.ips.mtn.co.ug,41.210.148.118,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1477.n1.ips.mtn.co.ug,41.210.148.119,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1478.n1.ips.mtn.co.ug,41.210.148.120,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1478.n2.ips.mtn.co.ug,212.88.116.120,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1479.n1.ips.mtn.co.ug,41.210.148.121,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147a.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h147b.n1.ips.mtn.co.ug,41.210.148.123,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147b.n2.ips.mtn.co.ug,212.88.116.123,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147c.n1.ips.mtn.co.ug,41.210.148.124,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147d.n2.ips.mtn.co.ug,212.88.116.125,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h147e.n1.ips.mtn.co.ug,41.210.148.126,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147e.n2.ips.mtn.co.ug,212.88.116.126,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h147f.n1.ips.mtn.co.ug,41.210.148.127,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148.n4.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1480.n2.ips.mtn.co.ug,212.88.116.128,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1481.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1482.n1.ips.mtn.co.ug,41.210.148.130,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1483.n1.ips.mtn.co.ug,41.210.148.131,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1483.n2.ips.mtn.co.ug,212.88.116.131,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1484.n1.ips.mtn.co.ug,41.210.148.132,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1484.n2.ips.mtn.co.ug,212.88.116.132,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1486.n2.ips.mtn.co.ug,212.88.116.134,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1487.n2.ips.mtn.co.ug,212.88.116.135,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1488.n1.ips.mtn.co.ug,41.210.148.136,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1489.n1.ips.mtn.co.ug,41.210.148.137,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148a.n2.ips.mtn.co.ug,212.88.116.138,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148a.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h148b.n1.ips.mtn.co.ug,41.210.148.139,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148c.n2.ips.mtn.co.ug,212.88.116.140,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148d.n1.ips.mtn.co.ug,41.210.148.141,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148e.n1.ips.mtn.co.ug,41.210.148.142,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148e.n2.ips.mtn.co.ug,212.88.116.142,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h148f.n2.ips.mtn.co.ug,212.88.116.143,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149.n1.ips.mtn.co.ug,41.210.129.73,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149.n2.ips.mtn.co.ug,212.88.97.73,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149.n4.ips.mtn.co.ug,193.108.253.73,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1491.n1.ips.mtn.co.ug,41.210.148.145,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1492.n1.ips.mtn.co.ug,41.210.148.146,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1493.n1.ips.mtn.co.ug,41.210.148.147,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1494.n2.ips.mtn.co.ug,212.88.116.148,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1495.n1.ips.mtn.co.ug,41.210.148.149,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1495.n2.ips.mtn.co.ug,212.88.116.149,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1497.n1.ips.mtn.co.ug,41.210.148.151,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1497.n2.ips.mtn.co.ug,212.88.116.151,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1498.n1.ips.mtn.co.ug,41.210.148.152,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1499.n1.ips.mtn.co.ug,41.210.148.153,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1499.n2.ips.mtn.co.ug,212.88.116.153,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149a.n2.ips.mtn.co.ug,212.88.116.154,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149b.n1.ips.mtn.co.ug,41.210.148.155,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149b.n2.ips.mtn.co.ug,212.88.116.155,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149c.n1.ips.mtn.co.ug,41.210.148.156,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149c.n2.ips.mtn.co.ug,212.88.116.156,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149d.n1.ips.mtn.co.ug,41.210.148.157,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149e.n1.ips.mtn.co.ug,41.210.148.158,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h149f.n2.ips.mtn.co.ug,212.88.116.159,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a.n1.ips.mtn.co.ug,41.210.129.74,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a0.n1.ips.mtn.co.ug,41.210.148.160,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a1.n1.ips.mtn.co.ug,41.210.148.161,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a2.n2.ips.mtn.co.ug,212.88.116.162,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a3.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a4.n1.ips.mtn.co.ug,41.210.148.164,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a4.n2.ips.mtn.co.ug,212.88.116.164,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a4.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14a5.n1.ips.mtn.co.ug,41.210.148.165,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a5.n2.ips.mtn.co.ug,212.88.116.165,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a6.n2.ips.mtn.co.ug,212.88.116.166,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a7.n1.ips.mtn.co.ug,41.210.148.167,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a7.n2.ips.mtn.co.ug,212.88.116.167,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a8.n1.ips.mtn.co.ug,41.210.148.168,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h14a8.n2.ips.mtn.co.ug,212.88.116.168,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14a9.n1.ips.mtn.co.ug,41.210.148.169,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h14aa.n1.ips.mtn.co.ug,41.210.148.170,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ab.n2.ips.mtn.co.ug,212.88.116.171,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ac.n1.ips.mtn.co.ug,41.210.148.172,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ac.n2.ips.mtn.co.ug,212.88.116.172,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ad.n2.ips.mtn.co.ug,212.88.116.173,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ad.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14ae.n1.ips.mtn.co.ug,41.210.148.174,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ae.n2.ips.mtn.co.ug,212.88.116.174,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b.n1.ips.mtn.co.ug,41.210.129.75,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14b0.n1.ips.mtn.co.ug,41.210.148.176,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b0.n2.ips.mtn.co.ug,212.88.116.176,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b1.n1.ips.mtn.co.ug,41.210.148.177,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b1.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b2.n2.ips.mtn.co.ug,212.88.116.178,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b3.n2.ips.mtn.co.ug,212.88.116.179,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b4.n2.ips.mtn.co.ug,212.88.116.180,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b5.n1.ips.mtn.co.ug,41.210.148.181,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b5.n2.ips.mtn.co.ug,212.88.116.181,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b6.n1.ips.mtn.co.ug,41.210.148.182,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b6.n2.ips.mtn.co.ug,212.88.116.182,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h14b7.n1.ips.mtn.co.ug,41.210.148.183,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b8.n1.ips.mtn.co.ug,41.210.148.184,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14b9.n2.ips.mtn.co.ug,212.88.116.185,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14bb.n2.ips.mtn.co.ug,212.88.116.187,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14bc.n1.ips.mtn.co.ug,41.210.148.188,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14bc.n2.ips.mtn.co.ug,212.88.116.188,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14be.n1.ips.mtn.co.ug,41.210.148.190,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14bf.n1.ips.mtn.co.ug,41.210.148.191,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h14c.n1.ips.mtn.co.ug,41.210.129.76,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c.n2.ips.mtn.co.ug,212.88.97.76,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c0.n2.ips.mtn.co.ug,212.88.116.192,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c0.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14c1.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c2.n1.ips.mtn.co.ug,41.210.148.194,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c2.n2.ips.mtn.co.ug,212.88.116.194,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c3.n1.ips.mtn.co.ug,41.210.148.195,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c3.n2.ips.mtn.co.ug,212.88.116.195,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c3.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14c5.n1.ips.mtn.co.ug,41.210.148.197,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c5.n2.ips.mtn.co.ug,212.88.116.197,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c5.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14c6.n2.ips.mtn.co.ug,212.88.116.198,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h14c7.n1.ips.mtn.co.ug,41.210.148.199,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c7.n2.ips.mtn.co.ug,212.88.116.199,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c8.n1.ips.mtn.co.ug,41.210.148.200,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14c8.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14c9.n2.ips.mtn.co.ug,212.88.116.201,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ca.n1.ips.mtn.co.ug,41.210.148.202,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14ca.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cb.n1.ips.mtn.co.ug,41.210.148.203,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cb.n2.ips.mtn.co.ug,212.88.116.203,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cc.n1.ips.mtn.co.ug,41.210.148.204,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cd.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cd.n2.ips.mtn.co.ug,212.88.116.205,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14cd.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h14cf.n1.ips.mtn.co.ug,41.210.148.207,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h14cf.n2.ips.mtn.co.ug,212.88.116.207,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d1.n1.ips.mtn.co.ug,41.210.148.209,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d1.n2.ips.mtn.co.ug,212.88.116.209,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d2.n1.ips.mtn.co.ug,41.210.148.210,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d3.n2.ips.mtn.co.ug,212.88.116.211,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d4.n1.ips.mtn.co.ug,41.210.148.212,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d5.n2.ips.mtn.co.ug,212.88.116.213,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d6.n1.ips.mtn.co.ug,41.210.148.214,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d7.n1.ips.mtn.co.ug,41.210.148.215,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d8.n2.ips.mtn.co.ug,212.88.116.216,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14d9.n2.ips.mtn.co.ug,212.88.116.217,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h14da.n1.ips.mtn.co.ug,41.210.148.218,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h14da.n2.ips.mtn.co.ug,212.88.116.218,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
