input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,final_url,tls_mismatched,tls_subject_org_
hooks.zapier.com,404 Not Found,404,146,AS16509,AS16509,Unknown,13.225.96.0/21,hooks.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,hooks.zapier.com,cloudfront,443,https://hooks.zapier.com:443,https,text/html,GET,13.225.78.11,/,1494302000,13.225.78.29,Amazon Web Services,8,False,True,,,,,,
hq.zapier.com,Zapier - Sign In,200,22963,AS15169,GOOGLE,US,142.250.0.0/15,zapier.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,zapier.okta.com,,443,https://hq.zapier.com:443,https,text/html,GET,142.250.184.211,/,242881508,2a00:1450:4001:830::2013,Nginx,499,False,,nginx,,http://localhost:8769,https://zapier.okta.com/app/zapier_zapierhq_2/exk3i55sehURZsSC15d7/sso/saml?SAMLRequest=nVbZsqJKFn2vrzCoiH4xPAyKU5enIhlUVFAGUXy5kUAKKJMkCPL1l6NnqhPV1bf7RWMv9rTWzp3w42cVha0rynCQxBOCfqKIn8%2FffsSYGoMi92MNXQqE81bjFeNxA0%2BIIovHCcRBY8II4XHujHUgr8bMEzVOsyRPnCQk3gPoPwdAjFGWN7U%2FIpgJ4ed5OibJsiyfyu5TknkkQ1EUSY3IxsnFgfedaIG3SD6JcRGhTEfZNXDQVls9EuAmg395qmEaoOzJSSISwyhkHBiGNnTOP50C50kTJ7mTPttlugNmMOgxbL%2Ffo%2F4Fo%2FTfTl5NqFHPhUPG7gwciDo9uvmBA8bpjCAc9Z1hz2Ftm2gJjUJBDPO7hG%2BlX%2Bsm5xzei8M0fcX%2Bevz5l78YElXnbsCyGPlb7YB1nmbdAYlxcu%2BVaEnChAjczrzuuXVSqmDRw4Z%2FoK7NE7xptAuuaEIcYYjRC4ILJMU4h3E%2BIRiK6XYotkONDKY7pugx2z8Qrc3rfLggdoPY%2B%2FNs7IcTHs8NY9PZrHWDaJlvJ6VxIJ6bc0KP73Wz1jTJIpj%2FOeML0tA53l3HKM6D%2FEY8f1X%2FB%2FmR9qUEM9YDr5G3yFCrGRbxbtHEx2PkSvExedg8jJM4aAYd1PehyCj3E7cFQi%2FJgtyP%2FsMBo0maejlgHVQ5HYfuxd8J8kv9f5jpl6OaYdjBPqTfkmnoiDIUO6i11aQJ8f238324GhmM8Yta%2BIv9v3WA4isKkxS5HfxG5K2Zf57x9%2BqQv2tTCLxmI%2F4frT7r9MhiwrBAz0o3jJyqO%2FT8HpZjgPRhbEnFcpTqyeTRw2fvB%2FKu86v99ZS8D%2FURZKFzIlbOtr5ZRf8gHzZol7NH3s75XrQ6iBflchAZ1B%2FdrOF83Ruudd%2BWj%2BWtp2zjoKCDy7dzMFrX%2BtVxy7Y02h2chT7b9%2BGI5N25EF3sGZ95seiQrNODmjSMepwzZ5kokvi0m4dLfv1tiYqSnsdhAdrZbdOlyZG03llZcbvsN8aG56gN1w4GeFRN1ckHpU8U7rSW6PbBcc9SIwHm8MPiXy7NY7McOXqWJYnXDZ4HtsQDVSwF1Vosk4PkXx2lsVecCkrbEFcyOM8AvRU5X%2BYdZlvxNVhwnmJywJNBND3JKlXypSWYqjoXgEbbO9OXtbKceXdsKXDKwpzKnrmjQ0vnTLu5hg%2F7RQ33GvspdtXEirq5mMvathQfmCCACtuM4tuzpquuWliMWM59R5ENr1wbUlc21Eo5ydTuBTvdMeodO3G5rOKSV%2B%2B5ZmK5qA%2Bf%2BPCg5K2dXAkGWD34ODI3N%2FPDTqwaIvCBJbJIhdvtrem74SVNzQLuD6ETK6k7P3%2BKxTInaovt2ammBjAemCwLs%2BpqMVMMZ6Pa5dmTZfBcXAOF884X%2FxzMRiXFNVpPAVhzp0ZvzzrzniWColDZqqpNmrOE6pQMS1aPtFx1NXt63Y1iMcqBqhnLmpweJUcjIzJvez7aDwZkboJR2t9a9EVP%2FGu3PihhsdNP1izSDqoS5McZNz%2BdZXIKwyOpVsgFhz3p9Ezlltpu%2B7Lg2jf6WqMw8p0Ae33obYrrMT9f2tmCKUzMeehoXs%2FQE3YUul5ge9jIKAJgfOWE75y8htMQS1a7B3ZafyWTbN0Fy9MpCVKzOG3M1GirETvIFBKQi91imddCFRzBar4W2QGYCu6%2BHwTgarbdvp%2FTylBo7zWLU7kkTrVksTkEXFvetgMsUig6p%2Fpgqlyhnl9m7Vob9C%2BxbZ9pJbRPxyPF3tpVfx16yorubVVxtjNWs0rcrck0Izd95kyHZTl5Xayvm%2FKBPraJ%2FGXTft3F5%2FvXk9K86iRhk4SBc2vuwDAp%2BQw1qd5f1%2F%2FtfUk%2F0V%2FflxEMQuC6GcL49e799Svt%2Bdvf&RelayState=4b4c0cf8-b8f9-43bc-9a0b-5bae35c557fb,,"Okta, Inc."
httpbin.cryptoduck.zapier.com,go-httpbin(1): HTTP Client Testing Service,200,11023,AS14618,AMAZON-AES,US,54.152.0.0/16,httpbin.cryptoduck.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-17T23:59:59Z,CN=cryptoduck.zapier.com,cryptoduck.zapier.com,*.cryptoduck.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b0e750a28318f1ba023f02110edfd064,c58a8c513c22e7a01e7c8b03c7fdf1cf12189d4d8540eaf68efe8d5e84db900c,True,ctls,httpbin.cryptoduck.zapier.com,,443,https://httpbin.cryptoduck.zapier.com:443,https,text/html,GET,54.152.104.52,/,-573464491,34.232.197.218,HSTS,186,False,,,,camo.githubusercontent.com,,,
httpbin.data.zapier.com,go-httpbin(1): HTTP Client Testing Service,200,11023,AS14618,AMAZON-AES,US,3.228.0.0/17,httpbin.data.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-11-11T23:59:59Z,CN=data.zapier.com,data.zapier.com,*.k8s.data.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9667b2c77a78332ea78fcbdb25ec64d0,c037601d2b94154e3fbe0493f9d033fdf544b70b50f610059383787991960a61,True,ctls,httpbin.data.zapier.com,,443,https://httpbin.data.zapier.com:443,https,text/html,GET,3.226.93.206,/,-573464491,34.230.128.9,HSTS,186,False,,,,camo.githubusercontent.com,,,
httpbin.shared.zapier.com,go-httpbin(1): HTTP Client Testing Service,200,11023,AS14618,AMAZON-AES,US,52.200.0.0/13,httpbin.shared.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-30T23:59:59Z,CN=shared.zapier.com,shared.zapier.com,*.shared.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6cfac401ba162ff0362348ff549cfb7f,60bd7e382148359d254ff1088b0480dd404385955d9edd00d46974ffcb5650cd,True,ctls,httpbin.shared.zapier.com,,443,https://httpbin.shared.zapier.com:443,https,text/html,GET,52.200.64.39,/,-573464491,54.235.82.209,HSTS,186,False,,,,camo.githubusercontent.com,,,
httplogger-eks-02.zapier.com,,200,33,AS14618,AMAZON-AES,US,52.0.0.0/13,httplogger-eks-02.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,httplogger-eks-02.zapier.com,,443,https://httplogger-eks-02.zapier.com:443,https,application/json,GET,52.2.228.131,/,1593207841,52.87.144.228,Node.js,1,False,,,,,,,
httplogger.zapier.com,,200,33,AS14618,AMAZON-AES,US,52.0.0.0/13,httplogger.zapier.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,httplogger.zapier.com,,443,https://httplogger.zapier.com:443,https,application/json,GET,52.2.228.131,/,1593207841,44.209.38.104,Node.js,1,False,,,,,,,
https://api-iam.au.intercom.io,Making Internet Business Personal | Intercom,200,969423,AS16509,AS16509,Unknown,3.112.0.0/14,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api-iam.au.intercom.io:443,https,text/html,GET,3.105.195.22,/,-1840324437,13.236.20.252,Nginx,12,False,,nginx,,wss://nexus-websocket-a.intercom.io,https://www.intercom.com/,,
https://api-iam.eu.intercom.io,Making Internet Business Personal | Intercom,200,969532,AS16509,AS16509,Unknown,54.64.0.0/12,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api-iam.eu.intercom.io:443,https,text/html,GET,54.76.150.118,/,-1840324437,63.34.164.219,Nginx,12,False,,nginx,,ajax.googleapis.com,https://www.intercom.com/,,
https://api-iam.intercom.io,Making Internet Business Personal | Intercom,200,969500,AS14618,AMAZON-AES,US,54.224.0.0/14,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api-iam.intercom.io:443,https,text/html,GET,54.227.53.157,/,-1840324437,3.223.30.183,Nginx,12,False,,nginx,,nexus-websocket-a.intercom.io,https://www.intercom.com/,,
https://api-ping.intercom.io,Making Internet Business Personal | Intercom,200,969494,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api-ping.intercom.io:443,https,text/html,GET,107.22.31.116,/,-1840324437,18.235.180.8,Nginx,12,False,,nginx,,*.mktoutil.com,https://www.intercom.com/,,
https://api.au.intercom.io,Making Internet Business Personal | Intercom,200,969477,AS16509,AS16509,Unknown,52.68.0.0/15,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api.au.intercom.io:443,https,text/html,GET,52.63.34.19,/,-1840324437,13.236.20.252,Nginx,12,False,,nginx,,api.smartling.com,https://www.intercom.com/,,
https://api.eu.intercom.io,Making Internet Business Personal | Intercom,200,969491,AS16509,AS16509,Unknown,63.32.0.0/14,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api.eu.intercom.io:443,https,text/html,GET,63.34.164.219,/,-1840324437,99.81.24.68,Nginx,12,False,,nginx,,https://*.hotjar.io:*,https://www.intercom.com/,,
https://api.intercom.io,Making Internet Business Personal | Intercom,200,969428,AS14618,AMAZON-AES,US,54.88.0.0/14,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://api.intercom.io:443,https,text/html,GET,54.82.191.129,/,-1840324437,52.21.149.31,Nginx,12,False,,nginx,,insight.adsrvr.org,https://www.intercom.com/,,
https://app.intercom.io,Intercom | The easiest way to see and talk to your users,200,12148,AS14618,AMAZON-AES,US,34.202.28.0/23,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,True,ctls,app.intercom.com,,443,https://app.intercom.io:443,https,text/html,GET,34.201.238.158,/,-1840324437,3.217.115.14,Ruby on Rails,245,False,,nginx,,https:,https://app.intercom.com/admins/sign_in,,
https://auth.split.io,,404,18,AS14618,AMAZON-AES,US,3.228.0.0/17,auth.split.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-07T23:59:59Z,CN=*.split.io,*.split.io,*.split.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3055f5d61003cb174b97c2baea68ecd1,d4f985523d012d55ed524f469e142f0db7efdff11c160fc0824ed0a4563a635e,True,ctls,auth.split.io,,443,https://auth.split.io:443,https,text/plain,GET,3.223.63.250,/,-429073533,35.170.228.5,HSTS,1,False,,,,,,,
https://cdn.zapier-staging.com,,403,263,AS0,Not routed,None,99.86.8.0/24,cdn.zapier-staging.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-17T23:59:59Z,CN=zapier-staging.com,zapier-staging.com,*.k8s.zapier-staging.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5890c92acb2cbe95e61963294b7862fe,c6b4d804ff296086ea26c1f125fd3a9a69704a9ca12aa1a302b214ff7c10ee35,True,ctls,cdn.zapier-staging.com,cloudfront,443,https://cdn.zapier-staging.com:443,https,application/xml,GET,99.86.4.92,/,394824267,2600:9000:2057:3200:10:8682:d340:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
https://cdn.zapier.com,,403,243,AS16509,AS16509,Unknown,13.226.160.0/22,cdn.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,cdn.zapier.com,cloudfront,443,https://cdn.zapier.com:443,https,application/xml,GET,13.226.153.64,/,1338547355,2600:9000:211e:a000:1c:f7a9:7980:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
https://cdn.zappy.app,,403,243,AS16509,AMAZON-02,US,18.66.132.0/24,cdn.zappy.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-27T23:59:59Z,CN=zappy.app,zappy.app,*.zappy.app,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d64b0d5bda26b59cd093b9a77270e6b,2a81ecae2fabda0fe0d53560d1739e43119fedbdabaf108598ba0956a5e71125,True,ctls,cdn.zappy.app,cloudfront,443,https://cdn.zappy.app:443,https,application/xml,GET,18.66.122.43,/,1547711319,2600:9000:2250:ce00:7:5c4a:d6c0:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
https://downloads.au.intercomcdn.com,,403,,AS16509,AS16509,Unknown,13.232.0.0/13,downloads.au.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,981caee7c8a24ff7f99d38545198823f,e14f0f455afb8d09022322b2a8ed2cfb8f312f340f2afea2f42d46f57dd1e34d,True,ctls,downloads.au.intercomcdn.com,,443,https://downloads.au.intercomcdn.com:443,https,text/html,GET,13.236.20.252,/,-1840324437,3.105.195.22,Nginx,1,False,,nginx,,fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css,,True,
https://downloads.intercomcdn.com,,403,,AS16509,AS16509,Unknown,3.36.0.0/14,downloads.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-06T23:59:59Z,CN=intercom-attachments-10.com,intercom-attachments-10.com,*.intercom-attachments-7.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d3d2f4a6ae27e9d4c6a67adab61f8aca,5897dfc2c4baf6d2d58fa6918fddab15cc174783db2bfee9931f07fbb2ba7e43,True,ctls,downloads.intercomcdn.com,,443,https://downloads.intercomcdn.com:443,https,text/html,GET,3.33.152.127,/,-1840324437,15.197.143.135,Nginx,1,False,,nginx,,downloads.intercomcdn.com/images/logo-gray-16x16-at-2x.png,,,
https://downloads.intercomcdn.eu,,403,,AS16509,AS16509,Unknown,63.32.0.0/14,downloads.intercomcdn.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-04T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-help.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2dbef8383d8f84bb5a00062b4395372e,a6393343c485b02ba7d77edc57cd84ae1edf38278139ac01028f65c81920f0f6,True,ctls,downloads.intercomcdn.eu,,443,https://downloads.intercomcdn.eu:443,https,text/html,GET,63.34.164.219,/,-1840324437,54.76.150.118,Nginx,1,False,,nginx,,fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css,,True,
https://edge.fullstory.com,,403,111,AS15169,GOOGLE,US,35.201.64.0/18,edge.fullstory.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T23:25:41Z,2023-06-30T00:18:34Z,CN=edge.fullstory.com,edge.fullstory.com,edge.fullstory.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,525c6d59cb58e8c7b722708cf3b331eb,800e627542e3c8575daabba2a84fc740b350491a421707c9f6b3cb8ebfedaca3,,ctls,edge.fullstory.com,google,443,https://edge.fullstory.com:443,https,application/xml,GET,35.201.112.186,/,2028370544,35.201.112.186,HTTP/3,1,False,True,UploadServer,,,,,
https://ekr.zdassets.com,,404,9,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ekr.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,True,ctls,ekr.zdassets.com,cloudflare,443,https://ekr.zdassets.com:443,https,text/plain,GET,104.18.70.113,/,1257725933,104.18.72.113,HSTS,1,False,True,cloudflare,,,,,"Cloudflare, Inc."
https://events.split.io,Error 404 Not Found,404,418,AS14618,AMAZON-AES,US,44.213.52.0/23,events.split.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-07T23:59:59Z,CN=*.split.io,*.split.io,*.split.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3055f5d61003cb174b97c2baea68ecd1,d4f985523d012d55ed524f469e142f0db7efdff11c160fc0824ed0a4563a635e,True,ctls,events.split.io,,443,https://events.split.io:443,https,text/html,GET,44.196.150.158,/,-1834610798,54.226.96.64,HSTS,16,False,,,,,,,
https://fonts.google.com,Google Fonts,200,12924,AS15169,GOOGLE,US,142.250.0.0/15,fonts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,fonts.google.com,,443,https://fonts.google.com:443,https,text/html,GET,142.250.186.142,/,-227801472,2a00:1450:4001:82a::200e,HTTP/3,1,False,,ESF,,http:,,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,AS15169,GOOGLE,US,142.250.0.0/15,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,text/html,GET,142.250.185.106,/,-606046040,2a00:1450:4001:831::200a,HTTP/3,1,False,,ESF,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,172.217.0.0/19,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,text/html,GET,172.217.16.195,/,302920777,2a00:1450:4001:813::2003,HTTP/3,12,False,,sffe,,,,,
https://fonts.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,18.66.102.0/24,fonts.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,fonts.intercomcdn.com,cloudfront,443,https://fonts.intercomcdn.com:443,https,application/xml,GET,18.66.97.2,/,-1795020081,2600:9000:223c:1200:10:8536:c280:93a1,HTTP/3,2,False,True,AmazonS3,,,,,
https://fonts.zapier.com,,200,8556,AS0,Not routed,None,99.86.8.0/24,fonts.zapier.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-05-27T23:59:59Z,CN=zapier.com,zapier.com,*.k8s.zapier.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,916b9414729817115cf6d58d13df59d1,da0746db9939c6a1f2b3b60d7c083bb26bfa09d06478e753f9efbe542aa6e041,True,ctls,fonts.zapier.com,cloudfront,443,https://fonts.zapier.com:443,https,application/xml,GET,99.86.4.18,/,-1047734955,99.86.4.40,Amazon Web Services,2,False,True,AmazonS3,,,,,
https://gifs.intercomcdn.com,,404,43,AS16509,AMAZON-02,US,13.32.16.0/20,gifs.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,gifs.intercomcdn.com,cloudfront,443,https://gifs.intercomcdn.com:443,https,image/gif,GET,13.32.27.111,/,-446793542,13.32.27.44,HTTP/3,1,False,True,sffe,,,,,
