new,host,a,cname,mx,soa,ns,txt,caa,status_code,aaaa
[x],local.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],m.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns22.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M","sectigo.com, letsencrypt.org",NOERROR,
[x],mail.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],mail1.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],maintenance.qwant.com,194.187.168.99,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],mx.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,,NOERROR,
[x],new.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],news.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],newsletter.qwant.com,194.187.168.85,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],next.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,"apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, Dv9-b7p-47M",,NOERROR,
[x],pi.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],pics.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],pl.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net",,,NOERROR,
[x],pop3.mail1.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],pop3.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],prelive.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],preprod.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],pressroom.qwant.com,194.187.168.117,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],prev.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],private-developers.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwanban.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, MS=ms90901364",,NOERROR,
[x],qwantbot-1-162-242-91.qwant.com,91.242.162.1,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-1-170-187-194.qwant.com,194.187.170.1,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-1-171-187-194.qwant.com,194.187.171.1,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-10-162-242-91.qwant.com,91.242.162.10,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-10-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-10-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-10-170-187-194.qwant.com,194.187.170.10,,,,,,,NOERROR,
[x],qwantbot-100-162-242-91.qwant.com,91.242.162.100,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-100-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-100-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-100-170-187-194.qwant.com,194.187.170.100,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-100-171-187-194.qwant.com,"194.187.168.99, 185.136.96.98, 185.136.97.98, 185.136.98.98, 185.136.99.98",qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-101-162-242-91.qwant.com,91.242.162.101,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-101-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-101-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-101-170-187-194.qwant.com,194.187.170.101,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-101-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-102-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-102-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-103-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns22.cloudns.net","Dv9-b7p-47M, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-103-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-103-170-187-194.qwant.com,194.187.170.103,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-104-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net","MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-104-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364","sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-104-170-187-194.qwant.com,194.187.170.104,,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-104-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-105-168-187-194.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],qwantbot-105-170-187-194.qwant.com,194.187.170.105,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-106-162-242-91.qwant.com,91.242.162.106,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-106-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-106-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-106-170-187-194.qwant.com,194.187.170.106,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-106-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-107-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-107-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-107-170-187-194.qwant.com,194.187.170.107,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-107-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA",,NOERROR,
[x],qwantbot-108-162-242-91.qwant.com,91.242.162.108,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-108-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-108-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-108-170-187-194.qwant.com,194.187.170.108,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-109-162-242-91.qwant.com,91.242.162.109,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-109-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-109-170-187-194.qwant.com,194.187.170.109,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-109-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-11-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M",,NOERROR,
[x],qwantbot-11-170-187-194.qwant.com,194.187.170.11,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-11-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-110-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx","sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-110-169-187-194.qwant.com,194.187.168.99,qwant.com,,,"gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-110-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-111-162-242-91.qwant.com,91.242.162.111,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-111-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-111-170-187-194.qwant.com,194.187.170.111,,,,,,,NOERROR,
[x],qwantbot-111-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net","MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-112-162-242-91.qwant.com,91.242.162.112,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-112-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-112-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-113-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net",,,NOERROR,
[x],qwantbot-113-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364","sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-114-162-242-91.qwant.com,91.242.162.114,,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-114-170-187-194.qwant.com,194.187.170.114,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-114-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-115-162-242-91.qwant.com,91.242.162.115,,,,,,,NOERROR,
[x],qwantbot-115-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net","MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-115-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-115-170-187-194.qwant.com,194.187.170.115,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-115-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-116-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364",,NOERROR,
