input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_self_signed
central-appdirect.bitdefender.com,Origin DNS error | central-appdirect.bitdefender.com | Cloudflare,,6250,central-appdirect.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,central-appdirect.bitdefender.com,443,https://central-appdirect.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,93,True,
central.bitdefender.com,Attention Required! | Cloudflare,,4517,central.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-28T00:00:00Z,CN=central.bitdefender.com,central.bitdefender.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,central.bitdefender.com,443,https://central.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,94,True,
checkout-service.bitdefender.com,,,74,checkout-service.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,checkout-service.bitdefender.com,443,https://checkout-service.bitdefender.com:443,https,cloudflare,application/json,GET,104.18.168.222,Google Cloud CDN,1,True,
chqxmail-zh.3.engineering.oem-central-stage.bitdefender.com,,,21,chqxmail-zh.3.engineering.oem-central-stage.bitdefender.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T10:15:45Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,chqxmail-zh.3.engineering.oem-central-stage.bitdefender.com,443,https://chqxmail-zh.3.engineering.oem-central-stage.bitdefender.com:443,https,,text/plain,GET,81.161.59.221,HSTS,1,,True
ci.secure.appleid.com.oem-central-stage.bitdefender.com,,,21,ci.secure.appleid.com.oem-central-stage.bitdefender.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T18:20:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ci.secure.appleid.com.oem-central-stage.bitdefender.com,443,https://ci.secure.appleid.com.oem-central-stage.bitdefender.com:443,https,,text/plain,GET,81.161.59.221,HSTS,1,,True
cisco-081992ac-962e-4ef7-b909-7140f440b6ab.2d7dd.cdn.bitdefender.net,403 Forbidden,,153,cisco-081992ac-962e-4ef7-b909-7140f440b6ab.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cisco-081992ac-962e-4ef7-b909-7140f440b6ab.2d7dd.cdn.bitdefender.net,443,https://cisco-081992ac-962e-4ef7-b909-7140f440b6ab.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,8,,
cloud-ecs.gravityzone.bitdefender.com,,,70,cloud-ecs.gravityzone.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloud-ecs.gravityzone.bitdefender.com,443,https://cloud-ecs.gravityzone.bitdefender.com:443,https,,application/json,GET,35.212.7.177,HSTS,1,True,
cloud.gravityzone.bitdefender.com,Bitdefender GravityZone,,1237,cloud.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloud.gravityzone.bitdefender.com,443,https://cloud.gravityzone.bitdefender.com:443,https,cloudflare,text/html,GET,104.17.52.22,Cloudflare,23,True,
cloudgz-ecs.gcp.gravityzone.bitdefender.com,,,70,cloudgz-ecs.gcp.gravityzone.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloudgz-ecs.gcp.gravityzone.bitdefender.com,443,https://cloudgz-ecs.gcp.gravityzone.bitdefender.com:443,https,,application/json,GET,35.207.173.77,HSTS,1,True,
cloudgz-ecs.gravityzone.bitdefender.com,,,70,cloudgz-ecs.gravityzone.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloudgz-ecs.gravityzone.bitdefender.com,443,https://cloudgz-ecs.gravityzone.bitdefender.com:443,https,,application/json,GET,35.207.173.77,HSTS,1,True,
cloudirl.gravityzone.bitdefender.com,Bitdefender GravityZone,,1237,cloudirl.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cloudirl.gravityzone.bitdefender.com,443,https://cloudirl.gravityzone.bitdefender.com:443,https,cloudflare,text/html,GET,104.17.52.22,Cloudflare,23,True,
community.bitdefender.com,,,16,community.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,"CN=community.bitdefender.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",community.bitdefender.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,community.bitdefender.com,443,https://community.bitdefender.com:443,https,cloudflare,text/plain,GET,104.18.168.222,Cloudflare,1,True,
connect-lb.bitdefender.net,,,21,connect-lb.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2023-02-14T08:06:00Z,"CN=CloudFlare Origin Certificate, OU=CloudFlare Origin CA, O=CloudFlare\, Inc.",CloudFlare Origin Certificate,"CloudFlare, Inc.","ST=California, L=San Francisco, OU=CloudFlare Origin SSL Certificate Authority, O=CloudFlare\, Inc., C=US",,"CloudFlare, Inc.",ctls,connect-lb.bitdefender.net,443,https://connect-lb.bitdefender.net:443,https,nginx,text/plain,GET,81.161.59.40,Nginx,1,,
connect.bitdefender.net,,,78,connect.bitdefender.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,connect.bitdefender.net,443,https://connect.bitdefender.net:443,https,cloudflare,text/html,GET,104.17.108.108,HSTS,9,True,
connector.scam-io.bitdefender.net,,,21,connector.scam-io.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T00:00:00Z,CN=connector.scam-io.bitdefender.net,connector.scam-io.bitdefender.net,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,connector.scam-io.bitdefender.net,443,https://connector.scam-io.bitdefender.net:443,https,,text/plain,GET,81.161.59.131,HSTS,1,,
csrtools-api.bitdefender.com,,,71,csrtools-api.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,csrtools-api.bitdefender.com,443,https://csrtools-api.bitdefender.com:443,https,cloudflare,application/json,GET,104.18.169.222,PHP:7.4.32,1,True,
csrtools.bitdefender.com,,,6102,csrtools.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,csrtools.bitdefender.com,443,https://csrtools.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,Google Cloud CDN,127,True,
customerzone.bitdefender.com,,,9138,customerzone.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=customerzone.bitdefender.com,customerzone.bitdefender.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,customerzone.bitdefender.com,443,https://customerzone.bitdefender.com:443,https,nginx/1.18.0,text/html,GET,3.78.18.168,Nginx:1.18.0,185,,
cwautomate-api.rmm.bitdefender.com,,,,cwautomate-api.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,CN=cwautomate-api.rmm.bitdefender.com,cwautomate-api.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cwautomate-api.rmm.bitdefender.com,443,https://cwautomate-api.rmm.bitdefender.com:443,https,Microsoft-IIS/10.0,,GET,20.107.224.20,Windows Server,1,,
cwautomate-rmmapi.rmm.bitdefender.com,,,,cwautomate-rmmapi.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,CN=cwautomate-rmmapi.rmm.bitdefender.com,cwautomate-rmmapi.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cwautomate-rmmapi.rmm.bitdefender.com,443,https://cwautomate-rmmapi.rmm.bitdefender.com:443,https,Microsoft-IIS/10.0,,GET,20.107.224.20,Windows Server,1,,
cwse-plugin-prod.rmm.bitdefender.com,,,,cwse-plugin-prod.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-24T00:00:00Z,CN=cwse-plugin-prod.rmm.bitdefender.com,cwse-plugin-prod.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cwse-plugin-prod.rmm.bitdefender.com,443,https://cwse-plugin-prod.rmm.bitdefender.com:443,https,Microsoft-IIS/10.0,,GET,20.105.232.7,Windows Server,1,,
cwse-plugin-stg.dev.rmm.bitdefender.com,,,,cwse-plugin-stg.dev.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T00:00:00Z,CN=cwse-plugin-stg.dev.rmm.bitdefender.com,cwse-plugin-stg.dev.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cwse-plugin-stg.dev.rmm.bitdefender.com,443,https://cwse-plugin-stg.dev.rmm.bitdefender.com:443,https,Microsoft-IIS/10.0,,GET,20.105.216.8,Windows Server,1,,
cwse-plugin-uat.dev.rmm.bitdefender.com,,,,cwse-plugin-uat.dev.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T00:00:00Z,CN=cwse-plugin-uat.dev.rmm.bitdefender.com,cwse-plugin-uat.dev.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cwse-plugin-uat.dev.rmm.bitdefender.com,443,https://cwse-plugin-uat.dev.rmm.bitdefender.com:443,https,Microsoft-IIS/10.0,,GET,20.50.64.23,Windows Server,1,True,
cyberpedia.bitdefender.com,Bitdefender Cyberpedia - Expert Privacy & Security Tips,,121330,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://cyberpedia.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Vue.js,44,True,
defenders.bitdefender.com,The Bitdefenders,,235798,defenders.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,defenders.bitdefender.com,443,https://defenders.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Vue.js,64,True,
defense-us.gravityzone.bitdefender.com,Bitdefender GravityZone,,1237,defense-us.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-23T00:00:00Z,"CN=download.defense.com, O=Bulletproof Cyber Ltd, L=Stevenage, C=GB, serialNumber=10307736, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",download.defense.com,Bulletproof Cyber Ltd,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ctls,defense-us.gravityzone.bitdefender.com,443,https://defense-us.gravityzone.bitdefender.com:443,https,nginx,text/html,GET,35.212.5.115,Nginx,23,True,
deskpro-api.bitdefender.com,403 Forbidden,,162,deskpro-api.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,CN=deskpro-api.bitdefender.com,deskpro-api.bitdefender.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,deskpro-api.bitdefender.com,443,https://deskpro-api.bitdefender.com:443,https,nginx,text/html,GET,195.189.155.160,Nginx,8,,
dev.bitdefender.com,Fastly error: unknown domain dev.bitdefender.com,,266,dev.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,dev.bitdefender.com,443,https://dev.bitdefender.com:443,https,Varnish,text/html,GET,151.101.3.10,Varnish,8,True,
dev.swimlane.bitdefender.com,403 Forbidden,,520,dev.swimlane.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=dev.swimlane.bitdefender.com,dev.swimlane.bitdefender.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,dev.swimlane.bitdefender.com,443,https://dev.swimlane.bitdefender.com:443,https,awselb/2.0,text/html,GET,75.2.99.218,,13,,
dev1.bitdefender.com,405 Not allowed.,,223,dev1.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,dev1.bitdefender.com,443,https://dev1.bitdefender.com:443,https,,,GET,151.101.3.10,HSTS,11,True,
dev2.bitdefender.com,405 Not allowed.,,223,dev2.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,dev2.bitdefender.com,443,https://dev2.bitdefender.com:443,https,,,GET,146.75.123.10,HSTS,11,True,
dev3.bitdefender.com,405 Not allowed.,,223,dev3.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,dev3.bitdefender.com,443,https://dev3.bitdefender.com:443,https,,,GET,151.101.3.10,HSTS,11,True,
dns.bitdefender.net,,,1,dns.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,"CN=dns.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",dns.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,dns.bitdefender.net,443,https://dns.bitdefender.net:443,https,,text/plain,GET,35.242.226.78,HSTS,2,True,
download.bitdefender.com,,,,download.bitdefender.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,"CN=download.bitdefender.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",download.bitdefender.com,Edgecast Inc.,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,download.bitdefender.com,443,https://download.bitdefender.com:443,https,ECAcc (frc/4CA2),text/html,GET,192.229.220.142,Azure CDN,1,,
download.cdn.bitdefender.net,,,,download.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,"CN=edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",edgecastcdn.net,Edgecast Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,download.cdn.bitdefender.net,443,https://download.cdn.bitdefender.net:443,https,ECAcc (frc/4CC2),text/html,GET,93.184.221.133,Azure CDN,1,,
edu.bitdefender.com,Bitdefender - Global Leader in Cybersecurity Software,,132470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://edu.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3272,True,
egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,403 Forbidden,,153,egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,443,https://egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,8,,
elb-iow-gcp.nimbus.bitdefender.net,,,11,elb-iow-gcp.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,elb-iow-gcp.nimbus.bitdefender.net,443,https://elb-iow-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,35.190.56.82,HTTP/3,1,True,
elb-nvi-gcp.nimbus.bitdefender.net,,,11,elb-nvi-gcp.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,elb-nvi-gcp.nimbus.bitdefender.net,443,https://elb-nvi-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.117.254.173,HTTP/3,1,True,
elb-ore-gcp.nimbus.bitdefender.net,,,11,elb-ore-gcp.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,elb-ore-gcp.nimbus.bitdefender.net,443,https://elb-ore-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.85.253,HTTP/3,1,True,
elearning.bitdefender.com,Bitdefender eLearning,,19269,elearning.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,elearning.bitdefender.com,443,https://elearning.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,HSTS,301,True,
emc.services.bitdefender.com,Log in to Mandrill,,2935,emc.services.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,The Rocket Science Group LLC,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,ctls,emc.services.bitdefender.com,443,https://emc.services.bitdefender.com:443,https,nginx/1.12.2,text/html,GET,54.78.186.219,PHP,58,,
enterprise.bitdefender.com,Bitdefender Business and Enterprise Cybersecurity Solutions,,245667,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://enterprise.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,8535,True,
eu-lurker-input.gcp.gravityzone.bitdefender.com,,,,eu-lurker-input.gcp.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,eu-lurker-input.gcp.gravityzone.bitdefender.com,443,https://eu-lurker-input.gcp.gravityzone.bitdefender.com:443,https,,,GET,35.207.140.42,HTTP/3,1,True,
eu-lurker-input.gravityzone.bitdefender.com,,,,eu-lurker-input.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,eu-lurker-input.gravityzone.bitdefender.com,443,https://eu-lurker-input.gravityzone.bitdefender.com:443,https,,,GET,35.207.140.42,HTTP/3,1,True,
