new,host,a,soa,status_code,txt,cname,cdn,cdn-name,ns,aaaa,mx,has_internal_ips,internal_ips
[x],static.evetest.wellsfargo.com,"2.16.187.107, 2.16.187.50","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"static.evetest.wellsfargo.com.edgekey.net, e84139.b.akamaiedge.net",,,,,,,
[x],static.staging.wellsfargo.com,159.45.104.107,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],static.staging.wf.com,159.45.104.154,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],static.wellsfargo.com,"88.221.24.91, 88.221.24.41","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"static.wellsfargo.com.edgekey.net, e114055.b.akamaiedge.net",,,,,,,
[x],static.wf.com,159.45.2.179,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,static.wf.com.akadns.net,,,,,,,
[x],stg-aggregator.wellsfargo.com,159.45.88.151,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stg-investing.wellsfargo.com,159.45.130.236,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wfadvisors-stg1.wellsfargo.com,,,,,,,
[x],stg-obo.wellsfargo.com,159.45.130.237,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,obo-stg1.wellsfargo.com,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],stm-apply.evetest.wellsfargo.com,159.45.211.156,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stm-appointments.evetest.wellsfargo.com,159.45.211.153,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e324:1::1:12,,,
[x],stm-icomplete2.evetest.wellsfargo.com,159.45.211.152,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stm-navapp.evetest.wellsfargo.com,159.45.211.146,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stm-static.evetest.wellsfargo.com,159.45.211.141,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stm-static.evetest.wf.com,159.45.211.140,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],stm-web.secure.evetest.wellsfargo.com,159.45.211.188,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stories-staging.wf.com,,"darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wp.wpenginepowered.com,,,,,,,
[x],stories.wf.com,"141.193.213.11, 141.193.213.10","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wp.wpenginepowered.com,,,,,,,
[x],storiesdev.wf.com,"141.193.213.10, 141.193.213.11","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wp.wpenginepowered.com,,,,,,,
[x],storiesemail.g.wellsfargo.com,159.45.6.55,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],stp-fa-client.stratus.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],subscribe.wf.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,"edns1.ultradns.net, a2-64.akam.net, edns1.ultradns.com, a1-189.akam.net, a24-66.akam.net, edns1.ultradns.biz",,,,
[x],sungardfp.advisor-connection.com,151.151.18.228,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],supplierpaymentdemo-sso.wf.com,74.217.29.115,"ns-495.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,"pingint.hap-x.com, ghx_epay-geo.txproxy.com",,,,,,,
[x],supplierpayments-sso.wf.com,63.251.238.157,"ns-495.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,"ping.hap-x.com, ghx_epay-geo.txproxy.com",,,,,,,
[x],supplierpayments.wf.com,206.191.153.144,"ns-495.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,"wf.hap-x.com, ghx_epay-geo.txproxy.com",,,,,,,
[x],sv2s00al54a01.wellsfargo.com,151.151.27.171,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],sv2s02ak56a01.wellsfargo.com,151.151.27.134,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],symphony-collaboration.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],syndicateinvestments-uat-access.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],tags.staging.wellsfargo.com,159.45.104.99,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],teamworks.wellsfargo.com,"2.16.187.138, 2.16.187.136","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"teamworks.wellsfargo.com.edgekey.net, e84356.b.akamaiedge.net",,,,,,,
[x],teamworks2.wellsfargo.com,159.45.14.71,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,teamworks2.g.wellsfargo.com,,,,,,,
[x],technologyconnection.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],tems.g.wellsfargo.com,159.45.14.13,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],tems.wellsfargo.com,"95.101.111.144, 95.101.111.149","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"tems.wellsfargo.com.edgekey.net, e127156.b.akamaiedge.net",,,,,,,
[x],test.wellsfargoadvisors.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],testwfcfbcp.wellsfargo.com,159.45.72.23,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],thirdpartycomplaints.staging.wellsfargo.com,159.45.104.117,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],tibis-web3.wellsfargo.com,151.151.80.70,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],tmgiving.wf.com,"159.45.170.194, 159.45.2.194","mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,"edns1.ultradns.biz, edns1.ultradns.net, edns1.ultradns.com, a24-66.akam.net, a2-64.akam.net, a1-189.akam.net",,,,
[x],tpcp.wf.com,"85.222.140.10, 85.222.140.11, 85.222.140.13","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,"tpcp.wf.com.00d6g000000vdgneaa.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,
[x],tradecapital-uat.wellsfargo.com,151.151.85.143,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],trades.wf.com,69.52.43.151,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,"wfb.cachematrix.net, wfb-prod.mmktrader.com.akadns.net",,,,,,,
[x],tradex.ceo.wellsfargo.com,,,NOERROR,,tradex.wellsfargo.com,,,,,,,
[x],tradexchange.wellsfargo.com,161.231.78.77,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],tradexchangefix.wellsfargo.com,161.231.90.78,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],transfer-bte.wellsfargoadvisors.com,159.45.201.148,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,home-ite1-cf.wellsfargoadvisors.com,,,,,,,
[x],transfer-cte.wellsfargoadvisors.com,159.45.201.147,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,home-cte1-cf.wellsfargoadvisors.com,,,,,,,
[x],transfer-dev.wellsfargoadvisors.com,162.28.146.171,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,home-dev1-cf.wellsfargoadvisors.com,,,,,,,
[x],treasuryevents.g.wellsfargo.com,151.151.35.16,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurymedia-bcp-tmpe.wellsfargo.com,159.45.161.60,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurymedia-prod-svdc.ceo.wellsfargo.com,159.45.6.64,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurymedia-prod-svdc.wellsfargo.com,159.45.6.64,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurymedia-uat.ceo.wellsfargo.com,159.45.162.122,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurymedia.ceo.wellsfargo.com,"2.16.187.66, 2.16.187.9","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"treasurymedia.ceo.wellsfargo.com.edgekey.net, e35298.b.akamaiedge.net",,,,,,,
[x],treasurytraining-bcp-tmpe.wellsfargo.com,159.45.161.59,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurytraining-prod-svdc.wellsfargo.com,159.45.6.63,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurytraining-uat.ceo.wellsfargo.com,159.45.162.123,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],treasurytraining.ceo.wellsfargo.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"treasurytraining.ceo.wellsfargo.com.edgekey.net, e73447.b.akamaiedge.net",,,,,,,
[x],tunnel-uat1.wellsfargo.com,159.45.212.144,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,"tunnel-uat1.d06-adcs-wells.akadns.net, tunnel-uat1-west.d06-adcs-wells.akadns.net",,,,,,,
[x],uat-fa.wellsfargoadvisors.com,167.212.18.73,"edns1.ultradns.com, postmaster.broadridge.com",NOERROR,,wfued8.broadridge.com,,,,,,,
[x],uat-join.wellsfargoadvisors.com,199.59.136.66,"edns2.ultradns.com, premiumdns.support.neustar",NOERROR,,rd170wellsfargo.uat.emeraldhost.net,,,,,,,
[x],uat.wf.com,12.106.38.24,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],uat2-lab.evetest.wellsfargo.com,159.45.211.88,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],uat3-lab.evetest.wellsfargo.com,159.45.211.89,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],uat4-lab.evetest.wellsfargo.com,159.45.211.90,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],uat5-lab.evetest.wellsfargo.com,159.45.211.91,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],uat7-lab.evetest.wellsfargo.com,159.45.211.93,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],update.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],update.wf.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,cvrprod.wpengine.com,True,google,,,,,
[x],validator-m2.wellsfargo.com,151.151.19.13,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],valuations.ceo.wellsfargo.com,"2.16.187.50, 2.16.187.49","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"valuations2.wellsfargo.com.edgekey.net, e71295.b.akamaiedge.net",,,,,,,
[x],valuations.wellsfargo.com,"2.16.187.50, 2.16.187.49","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"valuations2.wellsfargo.com.edgekey.net, e71295.b.akamaiedge.net",,,,,,,
[x],valuations2.g.wellsfargo.com,,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],valuationsfix.wellsfargo.com,161.231.91.8,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],valuationsuat.ceo.wellsfargo.com,159.45.213.59,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,valuationsuat.wellsfargo.com,,,,,,,
[x],vendorconnect-uat.sec.wellsfargo.com,159.45.213.130,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vendorconnect.wellsfargo.com,"2.16.187.11, 2.16.187.137","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"vendorconnect.wellsfargo.com.edgekey.net, e119246.b.akamaiedge.net",,,,,,,
[x],vera-euro1.wellsfargo.com,159.45.254.16,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vera-euro2.wellsfargo.com,159.45.254.17,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vera-hk1.wellsfargo.com,159.45.249.51,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vera-hk2.wellsfargo.com,159.45.249.52,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vera-nc2.wellsfargo.com,159.45.147.16,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vera.wellsfargo.com,"88.221.24.27, 88.221.24.114","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"myed.wellsfargo.com.edgekey.net, e100710.b.akamaiedge.net",,,,,,,
[x],verapulse-nc.wellsfargo.com,159.45.131.20,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],verapulse.g.wellsfargo.com,159.45.102.210,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],verify.wf.com,"92.123.189.10, 92.123.189.113","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"verify.wf.com.edgekey.net, e197972.b.akamaiedge.net",,,,,,,
[x],videobooth.wf.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],view.mail1.wf.com,13.111.46.42,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],view.mail18.wf.com,128.17.240.244,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],visaalerts.g.wellsfargo.com,159.45.14.12,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],visatokens-test.wellsfargo.com,159.45.201.18,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],visatokens.wellsfargo.com,159.45.88.17,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,visatokens.g.wellsfargo.com,,,,,,,
[x],voltage-pp-0000.wellsfargo.com,"159.45.4.201, 159.45.75.204, 159.45.141.63, 159.45.20.12, 159.45.20.13, 159.45.180.12, 159.45.180.13, 159.45.92.12, 159.45.92.13, 159.45.144.12, 159.45.144.13","ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,voltage-pp-0000.g.wellsfargo.com,,,"ns5.g.wellsfargo.com, ns6.g.wellsfargo.com, ns7.g.wellsfargo.com, ns8.g.wellsfargo.com, ns1.g.wellsfargo.com, ns2.g.wellsfargo.com, ns3.g.wellsfargo.com, ns4.g.wellsfargo.com",,,,
[x],voltage-pp-ox2-external-hl.wellsfargo.com,159.45.75.205,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],voltage-pp-sv2-external.wellsfargo.com,159.45.4.201,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],voltage-ps-ox2-external.wellsfargo.com,159.45.75.203,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],voltage-ps-sv2-external-hl.wellsfargo.com,159.45.4.203,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],vsstpv-ist.wellsfargo.com,159.45.212.235,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],vsstpv-test.wellsfargo.com,159.45.201.40,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wageview-prod.wellsfargo.com,159.45.14.83,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],walletprovisioning-test.wellsfargo.com,159.45.201.107,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],walletprovisioning.wellsfargo.com,159.45.14.102,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,walletprovisioning.d05-adcs-wells.akadns.net,,,,,,,
[x],wap.wf.com,"159.45.170.194, 159.45.2.194","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wap.wellsfargo.com,,,,,,,
[x],watsuat.wellsfargo.com,159.45.213.41,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wave.v.wellsfargo.com,162.29.32.141,,NOERROR,,,,,,,,,
[x],wave.wellsfargo.com,162.29.32.141,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,wave.d05-adcs-wells.akadns.net,,,,,,,
[x],wca.sec.wellsfargo.com,"95.101.111.183, 95.101.111.155","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wca.wellsfargo.com.edgekey.net, e73607.b.akamaiedge.net",,,,,,,
[x],wca.wellsfargo.com,"95.101.111.155, 95.101.111.183","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wca.wellsfargo.com.edgekey.net, e73607.b.akamaiedge.net",,,,,,,
[x],wcafix.sec.wellsfargo.com,159.45.162.96,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wcafix.wellsfargo.com,,,,,,,
[x],wcafix.wellsfargo.com,159.45.162.96,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wcafs.sec.wellsfargo.com,"95.101.111.166, 95.101.111.153","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wcafs.wellsfargo.com.edgekey.net, e76359.b.akamaiedge.net",,,,,,,
[x],wcafs.wellsfargo.com,"2.16.187.43, 2.16.187.16","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wcafs.wellsfargo.com.edgekey.net, e76359.b.akamaiedge.net",,,,,,,
[x],wcafsuat.sec.wellsfargo.com,159.45.162.14,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wcafsuat.wellsfargo.com,,,,,,,
[x],wcauat.wellsfargo.com,159.45.162.13,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wcpbcp-wbsti2031.wellsfargo.com,151.151.76.223,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wealth-online.wellsfargo.com,"92.123.189.82, 92.123.189.34","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wealth-online.wellsfargo.com.edgekey.net, e117375.b.akamaiedge.net",,,,,,,
[x],webcon2.wellsfargo.com,"167.138.239.18, 167.138.239.15, 167.138.239.21, 167.138.239.32","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],webmail-qa.msgqa.wellsfargo.com,151.151.105.9,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],webmail-wfafinet.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],welcome-stage.wf.com,20.115.232.12,"ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,"wf-app-welcome-stage.azurewebsites.net, waws-prod-mwh-117.sip.azurewebsites.windows.net, waws-prod-mwh-117-fe6a.westus2.cloudapp.azure.com",,,,,,,
[x],welcome.wf.com,20.119.144.9,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,"welcome-wf-com.trafficmanager.net, wf-app-welcome-prod-east.azurewebsites.net, waws-prod-bn1-193.sip.azurewebsites.windows.net, waws-prod-bn1-193-de1e.eastus2.cloudapp.azure.com",,,,,,,
[x],wellsconnect.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],wellsdeposit.wellsfargo.com,159.45.161.238,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,wellsdeposit.g.wellsfargo.com,,,,,,,
[x],wellsdepositfix.ceo.wellsfargo.com,159.45.162.26,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wellsdepositfix.wellsfargo.com,,,,,,,
[x],wellsdeposituat.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsdocx.wellsfargo.com,"95.101.111.134, 95.101.111.175","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsdocx.wellsfargo.com.edgekey.net, e80303.b.akamaiedge.net",,,,,,,
[x],wellsdocxfix.wellsfargo.com,159.45.162.127,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsdocxuat.wellsfargo.com,159.45.162.126,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargo-bcp.mworld.com,159.45.88.44,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargo-cte.mworld.com,159.45.212.198,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargo.cte2.mworld.com,159.45.212.198,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,wellsfargo-cte.mworld.com,,,,,,,
[x],wellsfargo.mworld.com,"2.16.187.147, 2.16.187.153","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsfargo.mworld.com.edgekey.net, e105305.b.akamaiedge.net",,,,,,,
[x],wellsfargoadvisors-bcp.mworld.com,159.45.88.43,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargoadvisors-cte.mworld.com,159.45.212.195,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargoadvisors-qa.mworld.com,159.45.212.196,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargoadvisors.com,"23.53.43.41, 23.53.43.26","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,"MS=ms23224701, adobe-idp-site-verification=a56c036457cd56a871f6776e92692db29d2577461b178e4b8132832dc9707367, docusign=5dd100e6-435f-42cf-b73f-219e518d069a, facebook-domain-verification=k63mtruxymxrxo40c1oodzsf7vz251, v=spf1 include:wf.com -all, google-site-verification=qWm2t_v7Z1qa9ouSc8BqgS_Nuhs47ATCjWsvwfIumKo, docusign=5a1e9866-8750-43b2-b70d-b008d15a4c38, google-site-verification=B6iI2ljshVBXmxVY1WT9FIbQaGYD-A9p6lp1b3G-mQ4",,,,"a1-189.akam.net, edns1.ultradns.biz, a24-66.akam.net, edns1.ultradns.com, edns1.ultradns.org, a2-64.akam.net, edns1.ultradns.net",,"mxa-00004003.gslb.pphosted.com, mxb-00004003.gslb.pphosted.com",,
[x],wellsfargoadvisors.cte2.mworld.com,159.45.212.195,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,wellsfargoadvisors-cte.mworld.com,,,,,,,
[x],wellsfargorail.wellsfargo.com,"95.101.111.146, 95.101.111.186","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"rail.wellsfargo.com.edgekey.net, e92122.b.akamaiedge.net",,,,,,,
[x],wellsfargorelo-uat-test.wellsfargo.com,159.45.189.24,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfargorelo-uat.wellsfargo.com,159.45.189.24,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsfs.ceo.wellsfargo.com,"95.101.133.42, 80.239.254.2","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsfs.wellsfargo.com.edgekey.net, e124740.b.akamaiedge.net",,,,,,,
[x],wellsfs.wellsfargo.com,"96.16.54.122, 96.16.54.171","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsfs.wellsfargo.com.edgekey.net, e124740.b.akamaiedge.net",,,,,,,
[x],wellsfsuat.ceo.wellsfargo.com,159.45.162.90,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wellsfsuat.wellsfargo.com,,,,,,,
[x],wellsimage.wellsfargo.com,"2.16.187.64, 2.16.187.88","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsimage.wellsfargo.com.edgekey.net, e79196.b.akamaiedge.net",,,,,,,
[x],wellsimageuat.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsitem.ceo.wellsfargo.com,"95.101.133.49, 95.101.133.24","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsitem.wellsfargo.com.edgekey.net, e69697.b.akamaiedge.net",,,,,,,
[x],wellsitem.g.wellsfargo.com,159.45.161.241,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsitem.wellsfargo.com,"95.101.111.166, 95.101.111.185","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wellsitem.wellsfargo.com.edgekey.net, e69697.b.akamaiedge.net",,,,,,,
[x],wellsitemfix.wellsfargo.com,159.45.162.29,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],wellsitemuat.ceo.wellsfargo.com,159.45.162.54,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wellsitemuat.wellsfargo.com,,,,,,,
