input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_wildcard_certificate,cdn_name,webserver,tech_,cdn,tls_mismatched,final_url,tls_subject_org_
express-dark.razorpay.com,,200,32,express-dark.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-01T23:59:59Z,CN=api-mtls.razorpay.com,api-mtls.razorpay.com,tokenisation.razorpay.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,46f43ab301e070b58caa35162489e83d,5624a5a2f9d0c103aa1d0f7e3bc8e36955891f56f13b69c974243b8a93d25bc6,ctls,express-dark.razorpay.com,443,https://express-dark.razorpay.com:443,https,application/json,GET,15.207.253.87,/,1494302000,15.207.159.255,1,False,,,,,HSTS,,,,
ext.tw.razorpay.com,503 Service Temporarily Unavailable,503,162,ext.tw.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=thirdwatch.ai,thirdwatch.ai,*.tw.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,526bbbe5a1dd18bd15a83f756b49ced1,8a51f024514e65f9cc4e34806b7fc3cec74d958393af9ddc306fe27e8663617e,ctls,ext.tw.razorpay.com,443,https://ext.tw.razorpay.com:443,https,text/html,GET,3.111.85.39,/,1862162275,52.66.97.64,7,False,,True,,awselb/2.0,,,,,
ezetap.razorpay.com,,404,47,ezetap.razorpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T21:31:39Z,2023-06-17T21:31:38Z,CN=ezetap.razorpay.com,ezetap.razorpay.com,ezetap.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3fe55e5cc5e30fe59ed9ddfae709b61a,86e556796ba3ee8641011595eb44a3ac9c29b1eacc070136cff6a7f33b97f98c,ctls,ezetap.razorpay.com,443,https://ezetap.razorpay.com:443,https,text/plain,GET,3.69.136.55,/,-1335621053,3.126.202.50,1,False,,,,,,,,,
fdkb.razorpay.com,-,404,1140,fdkb.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.freshdesk.com,*.freshdesk.com,*.freshdesk.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5964be556aaba6a5a0803098beb19253,92cc04f08e2edbe3e362506a95bc8a2c0214ab10d2349e4eb583f7371a98de73,ctls,fdkb.razorpay.com,443,https://fdkb.razorpay.com:443,https,text/html,GET,52.66.17.175,/,-1611011004,3.7.203.162,31,False,cdn.jsdelivr.net/npm/@freshworks/crayons-icon@next/dist/,True,,fwe,Envoy,,True,,
files.razorpay.com,,403,146,files.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-13T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,*.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,224ff700e43f23b03a9a73d889f59331,f465084c9e5467ef7245302fb30d10b4c268e1637a0ac96f480193f2a16b9c07,ctls,files.razorpay.com,443,https://files.razorpay.com:443,https,text/xml,GET,13.32.121.121,/,-13968365,13.32.121.96,1,False,,True,cloudfront,CloudFront,Amazon Web Services,True,,,
harbor.razorpay.com,Harbor,200,785,harbor.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,*.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cfb8528c4b11c885e13aea56c0175d1f,4eeb168145394b98211b21713ebc7622d6768a02326190096fb5760fb8907324,ctls,harbor.razorpay.com,443,https://harbor.razorpay.com:443,https,text/html,GET,3.7.193.230,/,657337228,13.127.0.153,18,False,,True,,,HSTS,,,,
ifsc.razorpay.com,Razorpay IFSC Toolkit,200,5587,ifsc.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,ifsc.razorpay.com,443,https://ifsc.razorpay.com:443,https,text/html,GET,35.154.21.214,/,-1536537677,65.2.112.103,84,False,razorpay.com,True,,,HSTS,,,,
imaginedbyai.razorpay.com,Razorpay Celebrates Entrepreneurs,200,217874,imaginedbyai.razorpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T18:12:20Z,2023-06-22T18:12:19Z,CN=imaginedbyai.razorpay.com,imaginedbyai.razorpay.com,imaginedbyai.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6f4dcb62219364d0350386382e9e8c3e,a1a57acf37df6f2a2a7f14caa613872a1e83e03776f2884abb0abe5dd4145d63,ctls,imaginedbyai.razorpay.com,443,https://imaginedbyai.razorpay.com:443,https,text/html,GET,54.194.170.100,/,1602764457,34.251.201.224,89,False,,,,,Webflow,,,,
int.tw.razorpay.com,503 Service Temporarily Unavailable,503,162,int.tw.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=thirdwatch.ai,thirdwatch.ai,*.tw.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,526bbbe5a1dd18bd15a83f756b49ced1,8a51f024514e65f9cc4e34806b7fc3cec74d958393af9ddc306fe27e8663617e,ctls,int.tw.razorpay.com,443,https://int.tw.razorpay.com:443,https,text/html,GET,52.66.97.64,/,1862162275,3.111.85.39,7,False,,True,,awselb/2.0,,,,,
invoices-x.razorpay.com,,404,48,invoices-x.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=invoices-x.razorpay.com,invoices-x.razorpay.com,invoices-x.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,faeeb60fd0c6e52fd91ea4abb84f5640,c6357fda2b6d85b8645f0fba615f3921bcdef09333993b705041d9c506e27147,ctls,invoices-x.razorpay.com,443,https://invoices-x.razorpay.com:443,https,application/json,GET,108.138.17.117,/,834205737,108.138.17.119,1,False,,,cloudfront,,HSTS,True,,,
invoices.razorpay.com,,200,38,invoices.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,invoices.razorpay.com,443,https://invoices.razorpay.com:443,https,application/json,GET,13.235.5.224,/,931414631,3.108.171.79,1,False,,True,,,HSTS,,,,
ke.tw.razorpay.com,503 Service Temporarily Unavailable,503,564,ke.tw.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=thirdwatch.ai,thirdwatch.ai,*.tw.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,526bbbe5a1dd18bd15a83f756b49ced1,8a51f024514e65f9cc4e34806b7fc3cec74d958393af9ddc306fe27e8663617e,ctls,ke.tw.razorpay.com,443,https://ke.tw.razorpay.com:443,https,text/html,GET,52.66.97.64,/,2051366281,3.111.85.39,13,False,,True,,awselb/2.0,,,,,
knowledgebase.razorpay.com,Support : Support Knowledgebase,200,71014,knowledgebase.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T10:41:52Z,2023-07-13T10:41:51Z,CN=knowledgebase.razorpay.com,knowledgebase.razorpay.com,knowledgebase.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5390dbac6254ab7a58dd6802527cbfb2,308c19eb613efbd4b2a130702a686e4c3080be525ea856705240522804dde87d,ctls,knowledgebase.razorpay.com,443,https://knowledgebase.razorpay.com:443,https,text/html,GET,13.126.111.171,/,-1611011004,3.7.203.162,1541,False,,,,fwe,Ruby on Rails,,,https://knowledgebase.razorpay.com/support/home,
lp.razorpay.com,Covid-19 Relief,200,136881,lp.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T02:24:43Z,2023-06-27T02:24:42Z,CN=lp.razorpay.com,lp.razorpay.com,lp.razorpay.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,6abe6fbdbf4a26436efc36cb7cf61fbe,6562c1e147d85a26ad56761d827bb0f80ad2484d6b6f97f70288e3536326bad9,ctls,lp.razorpay.com,443,https://lp.razorpay.com:443,https,text/html,GET,199.60.103.228,/,-27242218,2606:2c40::c73c:67e4,2247,False,,,,cloudflare,HubSpot CMS Hub,,,https://lp.razorpay.com/links/covid19,
lumberjack-metrics.razorpay.com,,404,28,lumberjack-metrics.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,lumberjack-metrics.razorpay.com,443,https://lumberjack-metrics.razorpay.com:443,https,application/json,GET,13.232.56.20,/,190856733,3.6.64.127,1,False,,True,,,HSTS,,,,
lumberjack.razorpay.com,,404,28,lumberjack.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,lumberjack.razorpay.com,443,https://lumberjack.razorpay.com:443,https,application/json,GET,13.232.56.20,/,1506877856,3.6.64.127,1,False,,True,,,HSTS,,,,
magic-plugins.razorpay.com,,200,,magic-plugins.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=magic-plugins.razorpay.com,magic-plugins.razorpay.com,magic-plugins.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8f65acfc415405e33104ff60386d26a1,5b4f1e8bb7a25a359c5d97d242b43671f7030ddbcfae8c46be8d824ec6721d70,ctls,magic-plugins.razorpay.com,80,http://magic-plugins.razorpay.com:80,http,application/javascript,GET,65.9.66.75,/,-1840324437,65.9.66.114,1,False,,,cloudfront,AmazonS3,Amazon Web Services,True,,https://magic-plugins.razorpay.com/,
mc3dsserver.razorpay.com,,404,48,mc3dsserver.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T12:42:06Z,2025-10-12T12:42:06Z,"CN=mc3dsserver.razorpay.com, OU=3DSS-SVR-V220-RAZORPAY-SOFTWARE-04132-Razorpay, O=Razorpay Software Private Limited, L=Bengaluru, ST=Karnataka, C=IN",mc3dsserver.razorpay.com,,"CN=PRD MasterCard 3DS2 Acquirer Sub CA, OU=MasterCard Identity Check Gen 3, O=MasterCard, C=US",PRD MasterCard 3DS2 Acquirer Sub CA,MasterCard,7d31dc7c1d0d653159df051ebbd3f6dc,8b750322ce0ff1b245c09bdfbec126fac47227adfdbe0214db535513da8705b0,ctls,mc3dsserver.razorpay.com,443,https://mc3dsserver.razorpay.com:443,https,application/json,GET,13.126.104.223,/,834205737,3.6.3.69,1,False,,,,,HSTS,,,,Razorpay Software Private Limited
media.razorpay.com,,200,24,media.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-13T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,*.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,224ff700e43f23b03a9a73d889f59331,f465084c9e5467ef7245302fb30d10b4c268e1637a0ac96f480193f2a16b9c07,ctls,media.razorpay.com,80,http://media.razorpay.com:80,http,text/plain,GET,52.222.214.68,/,-138391155,52.222.214.6,1,False,,True,cloudfront,,HSTS,True,,https://media.razorpay.com/,
msoid.razorpay.com,Sign in to your account,200,203616,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://msoid.razorpay.com:443,https,text/html,GET,20.190.159.23,/,-1840324437,20.190.159.2,173,False,,,azure,,HSTS,True,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194239649038941.MGUxOWU3MWItZmE0Ny00NGVmLTk3MDAtNWY5MmQ3MjQxZTNkZDJlYTExMjgtYTA1Mi00M2IyLTk1MDktNjU1NmYwNDE0ZDVi&ui_locales=en-US&mkt=en-US&state=yH3hYfkB-nUch96ZodN4rGaLSi5YxEgHhLSNDY4tXNztfStxk7q09mzHpRXk_RHPv4IEOMHWUquh3i7Cmdx3ZE5rU30AjtEL73Ee7Pgzr99aC-p9ZGfDtPOo_f0zRqoVmW1xyy2hEVpiMsyhZ-MHlcp-1eyDZZA44-XdHk16Mjyg8b2kKn_cltUXhW3I8Y6n6-ccK-FH8KtnlzsO7E1mgQsD55fCjUP2UnDwez1KXC2o2EpsamEyZ6QPl-wl2XfX75B4GFNDBHbVK4VEHOPcKA&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,Microsoft Corporation
mssql.tw.razorpay.com,503 Service Temporarily Unavailable,503,564,mssql.tw.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=thirdwatch.ai,thirdwatch.ai,*.tw.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,526bbbe5a1dd18bd15a83f756b49ced1,8a51f024514e65f9cc4e34806b7fc3cec74d958393af9ddc306fe27e8663617e,ctls,mssql.tw.razorpay.com,443,https://mssql.tw.razorpay.com:443,https,text/html,GET,52.66.97.64,/,2051366281,3.111.85.39,13,False,,True,,awselb/2.0,,,,,
opensource.razorpay.com,Razorpay Open Source,200,238381,opensource.razorpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-26T08:00:26Z,2023-06-24T08:00:25Z,CN=opensource.razorpay.com,opensource.razorpay.com,opensource.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6b7e3756667921818081313b4794e46b,b8bdb2ee5aea7ddb9468c7866eb72c2701f2e2cadea5973de1f7b92b2f4e136a,ctls,opensource.razorpay.com,443,https://opensource.razorpay.com:443,https,text/html,GET,185.199.108.153,/,-1700323260,2606:50c0:8002::153,49,False,,,,GitHub.com,Varnish,,,,
pages.razorpay.com,Error,200,1488,pages.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,pages.razorpay.com,443,https://pages.razorpay.com:443,https,text/html,GET,13.232.7.211,/,1642024032,52.66.147.218,44,False,,True,,,HSTS,,,,
partner-lms.razorpay.com,,403,35,partner-lms.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-08-10T23:59:59Z,CN=partner-lms.razorpay.com,partner-lms.razorpay.com,partner-lms.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,60eea7abed5e93086998b0d63566d001,4c49c2309857fe62595ce09c0aff4bfa7034c4c5fbb713773dab6c6bd0b41626,ctls,partner-lms.razorpay.com,443,https://partner-lms.razorpay.com:443,https,text/html,GET,143.204.89.24,/,-710907216,143.204.89.92,1,False,,,cloudfront,CloudFront,Amazon Web Services,True,,,
payroll-fixed.razorpay.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,80,http://payroll-fixed.razorpay.com:80,http,text/html,GET,143.204.215.34,/,-1700784488,143.204.215.84,20,False,,,cloudfront,CloudFront,Amazon Web Services,True,,,
prod-api-canary.razorpay.com,,404,19,prod-api-canary.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,prod-api-canary.razorpay.com,80,http://prod-api-canary.razorpay.com:80,http,text/plain,GET,35.154.200.160,/,-138391155,65.2.43.43,2,False,,True,,,,,,https://prod-api-canary.razorpay.com/,
prod-api-weighted.razorpay.com,,404,19,prod-api-weighted.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,prod-api-weighted.razorpay.com,443,https://prod-api-weighted.razorpay.com:443,https,text/plain,GET,3.6.222.240,/,-138391155,13.127.246.178,2,False,,True,,,,,,,
prod-api.razorpay.com,,200,38,prod-api.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,prod-api.razorpay.com,443,https://prod-api.razorpay.com:443,https,application/json,GET,13.127.246.178,/,931414631,3.6.222.240,1,False,,True,,,HSTS,,,,
prod-checkout-canary.razorpay.com,Razorpay - Best Payment Solution for Online Payments India,200,296840,razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-05T23:59:59Z,CN=razorpay.com,razorpay.com,www.razorpay.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9ca49b7c1550b676ae2d28eb7683b8da,188b1fc6774a0fc6fa40cb28bc28edeff7849eb57c383e03903456ccf643409a,ctls,razorpay.com,443,https://prod-checkout-canary.razorpay.com:443,https,text/html,GET,35.154.199.53,/,-1840324437,13.235.52.240,18,False,,,,CloudFront,HSTS,,,https://razorpay.com/,
prod-dashboard-weighted.razorpay.com,,404,19,prod-dashboard-weighted.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,prod-dashboard-weighted.razorpay.com,443,https://prod-dashboard-weighted.razorpay.com:443,https,text/plain,GET,43.204.42.189,/,-138391155,65.0.227.89,2,False,,True,,,,,,,
prod-green-ext.razorpay.com,,404,19,prod-green-ext.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,prod-green-ext.razorpay.com,443,https://prod-green-ext.razorpay.com:443,https,text/plain,GET,3.7.190.144,/,-138391155,43.205.81.106,2,False,,True,,,,,,,
prod-invoices.razorpay.com,,404,19,prod-invoices.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-19T00:00:00Z,2023-05-19T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,razorpay.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,3b9c2311028230b33062c422e1ba3102,ddcd3eee7a0167aa0abbbeb2cb0283b286e7654f079adc4ba2d0ed3769b7514c,ctls,prod-invoices.razorpay.com,443,https://prod-invoices.razorpay.com:443,https,text/plain,GET,13.127.246.178,/,-138391155,3.6.222.240,2,False,,True,,,,,,,
prod-lumberjack-metrics-weighted.razorpay.com,,404,19,prod-lumberjack-metrics-weighted.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,CN=*.razorpay.com,*.razorpay.com,rzp.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a000bd806cd96088df5cd893f2c8855f,abb2974786e2948d2026fc82f44f54f7056461de29ea7c20e51165803d723af2,ctls,prod-lumberjack-metrics-weighted.razorpay.com,443,https://prod-lumberjack-metrics-weighted.razorpay.com:443,https,text/plain,GET,65.2.112.103,/,-138391155,35.154.21.214,2,False,,True,,,,,,,
prod-white-ext.de.razorpay.com,,404,19,prod-white-ext.de.razorpay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-17T23:59:59Z,CN=de.razorpay.com,de.razorpay.com,*.de.razorpay.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d208cc616309892e18cbd06ad8ddb87,1670dac31ec237deb1d8ac4f8bcf2370bc587608b2760d37cf626c2ab01c95a9,ctls,prod-white-ext.de.razorpay.com,80,http://prod-white-ext.de.razorpay.com:80,http,text/plain,GET,35.154.137.146,/,-138391155,13.234.196.28,2,False,,True,,,,,,https://prod-white-ext.de.razorpay.com/,
product-metrics.razorpay.com,,404,49,product-metrics.razorpay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-08T23:59:59Z,CN=product-metrics.razorpay.com,product-metrics.razorpay.com,product-metrics.razorpay.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e1fb7d1a40b40835e2ff2c87f3ae199c,4cfd038cc43ec2e983ad0020b30c417588ba10b0164e39f199f54653270b418e,ctls,product-metrics.razorpay.com,443,https://product-metrics.razorpay.com:443,https,text/plain,GET,99.86.4.60,/,138222360,99.86.4.129,2,False,,,cloudfront,AmazonS3,Amazon Web Services,True,,,
rewards.razorpay.com,RazorpayX Corporate Card Rewards - Get Rewarded for Business Expenses,200,72232,rewards.razorpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T11:12:14Z,2023-06-05T11:12:13Z,CN=rewards.razorpay.com,rewards.razorpay.com,rewards.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7258a0f0ffe55dc25249b873be730a2c,ce2873cd301e9726f37063ab62299e9b4ea9c7771c29553e51d9c84cad3054f2,ctls,rewards.razorpay.com,80,http://rewards.razorpay.com:80,http,text/html,GET,34.253.101.190,/,1602764457,34.251.201.224,73,False,,,,,Webflow,,,https://rewards.razorpay.com/,
rize-dashboard.razorpay.com,Razorpay Rize: Join the Best Startup Incubator Program,200,105025,rize.razorpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T18:15:23Z,2023-06-12T18:15:22Z,CN=rize.razorpay.com,rize.razorpay.com,rize.razorpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,48ce5630d513ddd9f987f3dc85c6d997,4ed0ad991ed3abd5ef8add76b806b3106db27d65b6d10108138b8c8bdd111095,ctls,rize.razorpay.com,443,https://rize-dashboard.razorpay.com:443,https,text/html,GET,52.222.236.118,/,1815072108,52.222.236.77,1242,False,,,cloudfront,,Webflow,True,,https://rize.razorpay.com,
