input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_,final_url
autohit1.otomoto.pl,AUTO HIT | OTOMOTO,200,361703,AS16509,AMAZON-02,US,18.66.132.0/24,autohit1.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autohit1.otomoto.pl,cloudfront,443,https://autohit1.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.108,React,11,False,True,,,,https://autohit1.otomoto.pl/inventory
autoimportgabi.otomoto.pl,AUTO IMPORT GABI | OTOMOTO,200,288342,AS16509,AMAZON-02,US,18.66.132.0/24,autoimportgabi.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autoimportgabi.otomoto.pl,cloudfront,443,https://autoimportgabi.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.18,React,11,False,True,,,,https://autoimportgabi.otomoto.pl/inventory
autokierat.otomoto.pl,F.H.U Zbigniew Kierat AUTO-HANDEL bezwypadkowe z Techniczną Gwarancją Aut Używanych SCG | OTOMOTO,200,126503,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,autokierat.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autokierat.otomoto.pl,cloudfront,443,https://autokierat.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,108.157.229.128,/,,108.157.229.94,React,11,False,True,,,,https://autokierat.otomoto.pl/inventory
autokomiscigacice.otomoto.pl,auto-handel-cigacice *SAMOCHODY Z GWARANCJĄ TECHNICZNĄ* | OTOMOTO,200,542763,AS16509,AMAZON-02,US,18.66.132.0/24,autokomiscigacice.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autokomiscigacice.otomoto.pl,cloudfront,443,https://autokomiscigacice.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,-1785833731,18.66.122.80,React,11,False,True,,,,https://autokomiscigacice.otomoto.pl/inventory
autokomisrybitwy2.otomoto.pl,AUTO KOMIS RYBITWY// AUTA Z GWARANCJĄ DO 12 m-cy//ZAMIANA //RATY | OTOMOTO,200,125888,AS16509,AMAZON-02,US,18.66.132.0/24,autokomisrybitwy2.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autokomisrybitwy2.otomoto.pl,cloudfront,443,https://autokomisrybitwy2.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.101,React,11,False,True,,,,https://autokomisrybitwy2.otomoto.pl/inventory
autokonior.otomoto.pl,DK Auto Dominik Konior | OTOMOTO,200,672759,AS16509,AMAZON-02,US,18.66.132.0/24,autokonior.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autokonior.otomoto.pl,cloudfront,443,https://autokonior.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,154552087,18.66.122.18,React,11,False,True,,,,https://autokonior.otomoto.pl/inventory
autoselection24.otomoto.pl,AUTOSELECTION | OTOMOTO,200,747420,AS16509,AMAZON-02,US,18.66.132.0/24,autoselection24.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autoselection24.otomoto.pl,cloudfront,443,https://autoselection24.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,1583541900,18.66.122.18,React,11,False,True,,,,https://autoselection24.otomoto.pl/inventory
autoserwispasikowski.otomoto.pl,Auto Serwis Pasikowski Sp. z o.o. Autoryzowany Partner Renault i Dacia #zostańwdomu# #Door to Door# | OTOMOTO,200,118492,AS16509,AMAZON-02,US,18.66.132.0/24,autoserwispasikowski.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autoserwispasikowski.otomoto.pl,cloudfront,443,https://autoserwispasikowski.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,17,False,True,,,,https://autoserwispasikowski.otomoto.pl/about-us
autotrade-mercedes.otomoto.pl,Autotrade Mercedes-Benz | OTOMOTO,200,192868,AS16509,AMAZON-02,US,18.66.132.0/24,autotrade-mercedes.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autotrade-mercedes.otomoto.pl,cloudfront,443,https://autotrade-mercedes.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,23,False,True,,,,https://autotrade-mercedes.otomoto.pl/about-us
autotraper4x4.otomoto.pl,"AUTOTRAPER Autoryzowany Dealer Chrysler, Jeep, Dodge i Suzuki. Salon samochodów nowych i używanych | OTOMOTO",200,176126,AS16509,AMAZON-02,US,18.66.132.0/24,autotraper4x4.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,autotraper4x4.otomoto.pl,cloudfront,443,https://autotraper4x4.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.101,React,11,False,True,,,,https://autotraper4x4.otomoto.pl/inventory
avaliberica.imovirtual.com,"Agência imobiliária São Domingos de Benfica, Lisboa - Avalibérica | Imovirtual",200,368405,AS16509,AMAZON-02,US,18.66.116.0/23,avaliberica.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,avaliberica.imovirtual.com,cloudfront,443,https://avaliberica.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.49,/,514386244,18.66.112.3,PHP,3482,False,True,,,fonts.googleapis.com,
avantgarde.otomoto.pl,Auto Komis | OTOMOTO,200,127147,AS16509,AMAZON-02,US,18.66.132.0/24,avantgarde.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,avantgarde.otomoto.pl,cloudfront,443,https://avantgarde.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.108,React,11,False,True,,,,https://avantgarde.otomoto.pl/inventory
bawariamotors.otomoto.pl,Bawaria Motors Warszawa - Dealer BMW - MINI - BMW M - BMW i | OTOMOTO,200,145566,AS16509,AMAZON-02,US,18.66.132.0/24,bawariamotors.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,bawariamotors.otomoto.pl,cloudfront,443,https://bawariamotors.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,17,False,True,,,,https://bawariamotors.otomoto.pl/about-us
benigal.olx.pt,Benigal,200,1754901,AS0,Not routed,None,99.86.8.0/24,benigal.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,benigal.olx.pt,cloudfront,443,https://benigal.olx.pt:443,https,nginx/1.23.0,text/html,GET,99.86.4.29,/,82561444,99.86.4.88,React,119,False,True,,,https://*.olx.pt,
bergerkraus.otomoto.pl,Berger Kraus | OTOMOTO,200,228743,AS16509,AMAZON-02,US,18.66.132.0/24,bergerkraus.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,bergerkraus.otomoto.pl,cloudfront,443,https://bergerkraus.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.80,React,11,False,True,,,,https://bergerkraus.otomoto.pl/inventory
bezwychodzenia.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,195328,AS16509,AMAZON-02,US,18.66.132.0/24,bezwychodzenia.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,bezwychodzenia.otomoto.pl,cloudfront,443,https://bezwychodzenia.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,23,False,True,,,,https://bezwychodzenia.otomoto.pl/inventory
bid47ce.praca.olx.pl,,200,44,AS197226,SPRINT-SDC,PL,185.38.248.0/22,bid47ce.praca.olx.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T21:11:02Z,2023-06-28T21:11:01Z,CN=server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc3bf0871262d95eb0924bc1d6ba8dc3,71003092a3703177efd13235ceeb405a4a95f5a075856fb4a247553bd2248a89,,ctls,bid47ce.praca.olx.pl,,443,https://bid47ce.praca.olx.pl:443,https,Apache/2,text/html,GET,185.38.249.192,/,-1812417198,185.38.249.192,Apache:2,2,False,,True,,,
bid47ce.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,bid47ce.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,bid47ce.stg.standvirtual.com,cloudfront,443,https://bid47ce.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.32.27.94,/,2034154878,13.32.27.120,Amazon Web Services,20,False,True,,,,
bid47qu.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,bid47qu.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,bid47qu.stg.standvirtual.com,cloudfront,443,https://bid47qu.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.32.27.21,/,138602153,13.32.27.120,Amazon Web Services,20,False,True,,,,
biuroautokomisavant.otomoto.pl,AUTO KOMIS AVANT | OTOMOTO,200,125717,AS16509,AMAZON-02,US,18.66.132.0/24,biuroautokomisavant.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,biuroautokomisavant.otomoto.pl,cloudfront,443,https://biuroautokomisavant.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.101,React,11,False,True,,,,https://biuroautokomisavant.otomoto.pl/inventory
biznes.olx.pl,biznes.olx.pl,200,102540,AS197226,SPRINT-SDC,PL,185.38.248.0/22,biznes.olx.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T22:11:12Z,2023-06-16T22:11:11Z,CN=biznes.olx.pl,biznes.olx.pl,www.biznes.olx.pl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d3f8c96f0e5930c22c84bda2499cad6e,8192ee625570bcb892a330a9563d16f0164a66ca412cfdd8b1f5371ffb8a2261,,ctls,biznes.olx.pl,,443,https://biznes.olx.pl:443,https,Apache/2,text/html,GET,185.38.249.192,/,,185.38.249.192,PHP,1285,False,,,,,
biznes.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141505,AS16509,AMAZON-02,US,18.66.132.0/24,biznes.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,biznes.otomoto.pl,cloudfront,443,https://biznes.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.80,React,23,False,True,,,,https://biznes.otomoto.pl/inventory
blizniaczeszczescie.olx.pl,Bliźniacze Szczęście Sklep dla Bliźniąt,200,2096557,AS16509,AMAZON-02,US,143.204.216.0/24,blizniaczeszczescie.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pl,olx.pl,*.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b84a440b6a23cf354c81b3a48906b35,4dfc28935fa36bdc146998cc24f5cc50b1bb553fc7515be4cf56c8a3d59ba2e4,True,ctls,blizniaczeszczescie.olx.pl,cloudfront,443,https://blizniaczeszczescie.olx.pl:443,https,nginx/1.23.0,text/html,GET,143.204.215.85,/,82561444,143.204.215.110,React,138,False,True,,,https://*.olx.pl,
blog.imovirtual.com,,404,9,AS16509,AS16509,Unknown,75.2.0.0/17,blog.imovirtual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2023-12-03T23:59:59Z,CN=imovirtual.com,imovirtual.com,*.imovirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d26ffc566bbf97b84dbef8fc229a0671,3b397b084f3de21ef5c53a164bb7bf07d5d878e129a574caca2b445595b8846f,True,ctls,blog.imovirtual.com,,443,https://blog.imovirtual.com:443,https,awselb/2.0,text/plain,GET,75.2.8.141,/,,75.2.8.141,,1,False,,,,,
blog.olx.pl,Blog OLX Polska -,200,83154,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,blog.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T10:27:13Z,2023-06-05T10:27:12Z,CN=blog.olx.pl,blog.olx.pl,blog.olx.pl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85b85ddcab844d4b80cb5769ae6b1c3a,4ac3ca5e1b4ee12bfdd7bc0950799dbecba346788f821bfd8cdacca683589764,,ctls,blog.olx.pl,,443,https://blog.olx.pl:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,Yoast SEO:20.7,807,False,,,,,
blog.olx.pt,Blog OLX - Dicas para uma vida mais simples,200,130282,AS2635,AUTOMATTIC,US,192.0.64.0/18,blog.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T14:54:15Z,2023-07-13T14:54:14Z,CN=tls.automattic.com,tls.automattic.com,yavaipaireverse27.poetry.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2dcc8c0d467a67a0a0a0146112b7ed93,f89d72c439f663aadf1d377377d3da5dc2355c9149f0009f06a7b79595ada914,,ctls,blog.olx.pt,,443,https://blog.olx.pt:443,https,nginx,text/html,GET,192.0.78.20,/,1274734426,192.0.78.20,WordPress.com,1169,False,,,,,
blog.otodom.pl,Wiedza i inspiracje Otodom - wszystko o rynku nieruchomości,200,177476,AS31229,PL-BEYOND-AS,PL,2.57.136.0/22,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,,443,https://blog.otodom.pl:443,https,nginx,text/html,GET,2.57.137.15,/,265071094,2.57.137.15,Yoast SEO:19.8,1231,False,,,,,https://www.otodom.pl/wiadomosci/
blog.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141555,AS16509,AMAZON-02,US,18.66.132.0/24,blog.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,blog.otomoto.pl,cloudfront,443,https://blog.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.80,React,23,False,True,,,,https://blog.otomoto.pl/inventory
blog.praca.olx.pl,,200,44,AS197226,SPRINT-SDC,PL,185.38.248.0/22,blog.praca.olx.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T21:11:02Z,2023-06-28T21:11:01Z,CN=server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,server-185-38-249-192.da.direct,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc3bf0871262d95eb0924bc1d6ba8dc3,71003092a3703177efd13235ceeb405a4a95f5a075856fb4a247553bd2248a89,,ctls,blog.praca.olx.pl,,443,https://blog.praca.olx.pl:443,https,Apache/2,text/html,GET,185.38.249.192,/,-1812417198,185.38.249.192,Apache:2,2,False,,True,,,
bmw-frankcars.otomoto.pl,Dealer BMW Frank-Cars Częstochowa | OTOMOTO,200,898191,AS16509,AMAZON-02,US,18.66.132.0/24,bmw-frankcars.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,bmw-frankcars.otomoto.pl,cloudfront,443,https://bmw-frankcars.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,486428534,18.66.122.101,React,11,False,True,,,,https://bmw-frankcars.otomoto.pl/inventory
bmwgorzow-bonkowscy.otomoto.pl,BMW Bońkowscy Gorzów | OTOMOTO,200,857361,AS16509,AMAZON-02,US,18.66.132.0/24,bmwgorzow-bonkowscy.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,bmwgorzow-bonkowscy.otomoto.pl,cloudfront,443,https://bmwgorzow-bonkowscy.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,-1092602231,18.66.122.18,React,11,False,True,,,,https://bmwgorzow-bonkowscy.otomoto.pl/inventory
brandbook.otodom.pl,BrandBook - BrandBook,200,56303,AS31229,PL-BEYOND-AS,PL,2.57.136.0/22,brandbook.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T21:15:44Z,2023-07-03T21:15:43Z,CN=brandbook.otodom.pl,brandbook.otodom.pl,www.brandbook.otodom.pl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dadd31a67118c2ce5245981d4986e9a1,61621e19d23a1bf49b3ccf8964496fa9eb69e552611da1a85d02706a33a79954,,ctls,brandbook.otodom.pl,,443,https://brandbook.otodom.pl:443,https,LiteSpeed,text/html,GET,2.57.137.15,/,,2.57.137.15,WordPress:6.2,496,False,,,,,
brandbook.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141028,AS16509,AMAZON-02,US,18.66.132.0/24,brandbook.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,brandbook.otomoto.pl,cloudfront,443,https://brandbook.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.108,/,,18.66.122.80,React,23,False,True,,,,https://brandbook.otomoto.pl/inventory
bricojovim.olx.pt,Bricojovim Lda,200,1718807,AS0,Not routed,None,99.86.8.0/24,bricojovim.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,bricojovim.olx.pt,cloudfront,443,https://bricojovim.olx.pt:443,https,nginx/1.23.0,text/html,GET,99.86.4.54,/,82561444,99.86.4.64,React,113,False,True,,,https:,
business.olx.pt,- OLX Business,200,225252,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,business.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T13:24:59Z,2023-07-14T13:24:58Z,CN=business.olx.pt,business.olx.pt,business.olx.pt,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd39c620661284dec5ba91d2728bdebb,05f1dcb12d540c5cdc9ceca261b3b6dea0f004189cf42e22d305a14409fe0eeb,,ctls,business.olx.pt,,443,https://business.olx.pt:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:19.13,1763,False,,,,,
