input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_subject_org_
pcpis2.pubg.com,绝地求生中国职业邀请赛第二季,200,152283,pcpis2.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-27T00:00:00Z,2024-02-25T23:59:59Z,CN=pubg.com,pubg.com,playbattlegrounds.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2a01bb299aff326edbf425485793c293,18afc8cbd50972dd295ffea579341ac99986e74958b77a878b7d95b99e45be08,True,ctls,pcpis2.pubg.com,cloudfront,443,https://pcpis2.pubg.com:443,https,nginx,text/html,GET,18.66.122.108,/,494670890,18.66.122.116,Nginx,2235,False,True,,,
pec.pubgesports.com,PUBG EMEA CHAMPIONSHIP,200,46458,pec.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=pec.pubgesports.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pec.pubgesports.com,pec.pubgesports.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b7847bec3331dd62586e6cd9c657b031,c5e928a515233f018177386e57413d226c96bb0ace55ab83d81c4c687e583a8d,,ctls,pec.pubgesports.com,cloudflare,443,https://pec.pubgesports.com:443,https,cloudflare,text/html,GET,104.16.244.78,/,1475009155,2606:4700::6810:f44e,Vue.js,23,False,True,,,"Cloudflare, Inc."
pgi.pubg.com,PUBG Global Invitational Berlin 2018 - PGI18 - 25-29 July 2018,200,45678,pgi.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-24T00:00:00Z,2024-02-22T23:59:59Z,CN=*.playbattlegrounds.com,*.playbattlegrounds.com,*.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a1a9b56f41db76bd08fe42191f331c44,aaec985f5aa4b99d982a1775c0f4d8478403c4728b11cbb76c128c83c5228509,True,ctls,pgi.pubg.com,cloudfront,443,https://pgi.pubg.com:443,https,AmazonS3,text/html,GET,18.66.97.77,/,441895647,2600:9000:223c:5e00:a:8de2:a880:93a1,Google Tag Manager,93,False,True,,,
pickem.pubgesports.com,PGC PICK ‘EM,200,3413,pickem.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T14:40:07Z,2023-06-27T14:40:06Z,CN=pickem.pubgesports.com,pickem.pubgesports.com,pickem.pubgesports.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c480478c0f16dcdfd3d8e52d6103887b,ce4fb78206780ce26a1de27dbb17029ea1678eccce4a22cdae68a699970a7ead,,ctls,pickem.pubgesports.com,google,443,https://pickem.pubgesports.com:443,https,Netlify,text/html,GET,35.246.229.114,/,-1255226097,2a05:d014:275:cb01::c8,Netlify,2,False,True,,,
play.pubg.com,PUBG: BATTLEGROUNDS - The original battle royale is now free-to-play for all. Download now.,200,127326,play.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=*.pubg.com,*.pubg.com,pubg.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ae68fe2b04cebd728b5d0c611e15d594,336a89d59f3d9383ddb42d8a8e1c350cc2a0b990d86c7958879ab18f9962db6d,True,ctls,play.pubg.com,,443,https://play.pubg.com:443,https,,text/html,GET,54.196.6.118,/,102855332,67.202.51.47,YouTube,133,False,,,https://play.pubg.com/en,
playnow.pubg.com,PUBG: BATTLEGROUNDS,200,186690,playnow.pubg.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-11T14:30:16Z,2023-08-09T14:30:15Z,CN=playnow.pubg.com,playnow.pubg.com,playnow.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e0a17ee7148d527bb14b6425137b23b4,bcc2e2c05ed54b04001cc4a6e7e6071f4988e459e081422ae814a1f84459ccfd,,ctls,playnow.pubg.com,,443,https://playnow.pubg.com:443,https,nginx/1.18.0,text/html,GET,37.143.12.125,/,-1023740657,37.143.12.125,webpack,3,False,,,,
press.pubg.com,OK,200,172,,,,,,,,,,,,,,,,,,,,,80,http://press.pubg.com:80,http,Microsoft-IIS/10.0,text/html,GET,20.93.158.232,/,1631801191,20.93.158.232,Windows Server,12,False,,,,
project-thai.pubg.com,PUBG: BATTLEGROUNDS,200,931179,www.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,www.pubg.com,,443,https://project-thai.pubg.com:443,https,,text/html,GET,3.130.163.252,/,-750305237,18.219.160.149,YouTube,116,False,,,https://www.pubg.com/en,
ps4support.pubg.com,Security check,403,7741,ps4support.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-02T23:39:48Z,2023-07-01T23:39:47Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f630b042c90fb2ef081deb0b997b1d5e,ecf25dba9066766d48a8eb42aaf5f684d115e0fd8d7f189910b2a802766dbcca,,ctls,ps4support.pubg.com,cloudflare,443,https://ps4support.pubg.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,https://ps4support.pubg.com/hc/en-us,
pubg.com,PUBG: BATTLEGROUNDS,200,931179,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,pubg.com,cloudfront,443,https://pubg.com:443,https,,text/html,GET,65.9.66.65,/,-1023740657,65.9.66.58,YouTube,116,False,True,,https://pubg.com/en,
pubgesports.com,PUBG ESPORTS,200,319218,pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,pubgesports.com,cloudfront,443,https://pubgesports.com:443,https,,text/html,GET,52.222.214.4,/,-1646073087,52.222.214.126,Vue.js,79,False,True,,https://pubgesports.com/en,
ru-store.battlegrounds.pubg.com,403 Forbidden,403,140,ru-store.battlegrounds.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-07T09:22:12Z,2023-07-06T09:22:11Z,CN=ru-store.battlegrounds.pubg.com,ru-store.battlegrounds.pubg.com,ru-store.battlegrounds.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e06fdb6ed149ed49dd737c95084c860e,1fe303c75aba9fa43e964ead4c622c533b6c8a03dbbc334b39f826a0a2e478f3,,ctls,ru-store.battlegrounds.pubg.com,google,443,https://ru-store.battlegrounds.pubg.com:443,https,nginx,text/html,GET,104.198.200.255,/,-271230522,104.198.200.255,Nginx,9,False,True,,,
ru-store.newstate.pubg.com,403 Forbidden,403,140,ru-store.newstate.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-15T09:24:57Z,2023-06-13T09:24:56Z,CN=ru-store.newstate.pubg.com,ru-store.newstate.pubg.com,ru-store.newstate.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c5d20518e722dd33ba047bf4492938a,0dc054aea655fcd487997959d5855a700bd46afe013e1e2d27ed5602e6d1db58,,ctls,ru-store.newstate.pubg.com,google,443,https://ru-store.newstate.pubg.com:443,https,nginx,text/html,GET,104.198.200.255,/,-271230522,104.198.200.255,Nginx,9,False,True,,,
script.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,265762,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://script.hotjar.com:443,https,AmazonS3,text/html,GET,52.222.236.43,/,902163036,52.222.236.122,React,611,False,True,,https://www.hotjar.com,
stadiasupport.pubg.com,Security check,403,8403,stadiasupport.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-02T23:39:48Z,2023-07-01T23:39:47Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f630b042c90fb2ef081deb0b997b1d5e,ecf25dba9066766d48a8eb42aaf5f684d115e0fd8d7f189910b2a802766dbcca,,ctls,stadiasupport.pubg.com,cloudflare,443,https://stadiasupport.pubg.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,https://stadiasupport.pubg.com/hc/en-us/restricted?return_to=https%3A%2F%2Fstadiasupport.pubg.com%2Fhc&locale=en-us,
stage-api.newstate.pubg.com,ERROR: The request could not be satisfied,403,919,stage-api.newstate.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-07-21T23:59:59Z,CN=pubg.com,pubg.com,*.newstate.pubg.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e881ebcbdc8711c0ae986d5d30d0c6e,881be1a794c61bb11a594053ebce94f4a0c26da1ccda7d86db040a637cadb591,True,ctls,stage-api.newstate.pubg.com,cloudfront,443,https://stage-api.newstate.pubg.com:443,https,CloudFront,text/html,GET,99.86.4.47,/,-1730518064,99.86.4.35,Amazon Web Services,20,False,True,,,
stage-event.pubg.com,ERROR: The request could not be satisfied,403,919,stage-event.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,stage-event.pubg.com,cloudfront,443,https://stage-event.pubg.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,-233484905,18.66.97.109,Amazon Web Services,20,False,True,,,
stage.newstate.pubg.com,ERROR: The request could not be satisfied,403,919,stage.newstate.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-07-21T23:59:59Z,CN=pubg.com,pubg.com,*.newstate.pubg.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e881ebcbdc8711c0ae986d5d30d0c6e,881be1a794c61bb11a594053ebce94f4a0c26da1ccda7d86db040a637cadb591,True,ctls,stage.newstate.pubg.com,cloudfront,443,https://stage.newstate.pubg.com:443,https,CloudFront,text/html,GET,13.32.121.3,/,1015830,13.32.121.110,Amazon Web Services,20,False,True,,,
stage.pubgesports.com,ERROR: The request could not be satisfied,403,919,stage.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,stage.pubgesports.com,cloudfront,443,https://stage.pubgesports.com:443,https,CloudFront,text/html,GET,18.66.97.18,/,-683816593,18.66.97.56,HTTP/3,20,False,True,,,
static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,288887,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://static.hotjar.com:443,https,,text/html,GET,18.66.97.53,/,-138391155,18.66.97.37,webpack,611,False,True,,https://www.hotjar.com,
status.pubg.com,PUBG Corporation Status - Page Inactive,200,31370,pubgcorp.statuspage.io,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-08T00:00:00Z,2023-08-22T23:59:59Z,"CN=*.statuspage.io, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.statuspage.io,statuspage.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecd10eea6fd6ff59cf22d07af5a78bb,a0d9fe1d2d8e8246cc1c32e903693152c80723c54f60d270f0370cee839d3e17,True,ctls,pubgcorp.statuspage.io,,443,https://status.pubg.com:443,https,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,711,False,,,https://pubgcorp.statuspage.io/inactive,"Atlassian, Inc."
store.emea.battlegrounds.pubg.com,PUBG: BATTLEGROUNDS,200,931179,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,pubg.com,,443,https://store.emea.battlegrounds.pubg.com:443,https,,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,YouTube,116,False,,,https://pubg.com:443/en,
support.pubg.com,Security check,403,7820,support.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-02T23:39:48Z,2023-07-01T23:39:47Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f630b042c90fb2ef081deb0b997b1d5e,ecf25dba9066766d48a8eb42aaf5f684d115e0fd8d7f189910b2a802766dbcca,,ctls,support.pubg.com,cloudflare,443,https://support.pubg.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,https://support.pubg.com/hc/en-us,
surveystats.hotjar.io,,200,,surveystats.hotjar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-08-16T23:59:59Z,CN=*.hotjar.io,*.hotjar.io,*.hotjar.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0a8797a00a6560f3e860859ff9574566,4127172a233a2a50f7edd3e074db168af8e27e0bf753035d4dd4284f5267a91e,True,ctls,surveystats.hotjar.io,cloudfront,443,https://surveystats.hotjar.io:443,https,AmazonS3,text/plain,GET,143.204.89.20,/,-949742892,143.204.89.72,Amazon Web Services,1,False,True,,,
tech.pubg.com,ERROR: The request could not be satisfied,403,919,tech.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-27T00:00:00Z,2024-02-25T23:59:59Z,CN=pubg.com,pubg.com,playbattlegrounds.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2a01bb299aff326edbf425485793c293,18afc8cbd50972dd295ffea579341ac99986e74958b77a878b7d95b99e45be08,True,ctls,tech.pubg.com,cloudfront,443,https://tech.pubg.com:443,https,CloudFront,text/html,GET,65.9.66.119,/,-1293307523,2600:9000:206f:3c00:8:8053:1000:93a1,Amazon Web Services,20,False,True,,,
vc.hotjar.io:*,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,288929,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,,443,https://vc.hotjar.io:443,https,,text/html,GET,,/,-1456402987,,webpack,611,False,,,https://www.hotjar.com,
vikendi.pass.pubg.com,Survivor Pass : Vikendi | Every Day is a Snow Day,200,588591,vikendi.pass.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-02T15:20:08Z,2023-07-01T15:20:07Z,CN=vikendi.pass.pubg.com,vikendi.pass.pubg.com,vikendi.pass.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ae51b5808d351e83cc2562d7415a5d7,b79270ecd17087d386fdac15ab4e910436559e4677a5129da01624443dde5cb8,,ctls,vikendi.pass.pubg.com,google,443,https://vikendi.pass.pubg.com:443,https,Netlify,text/html,GET,34.141.11.154,/,441895647,2a05:d014:275:cb00::c8,Netlify,213,False,True,,,
vikendi.pubg.com,PUBG: BATTLEGROUNDS,200,931179,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,pubg.com,,443,https://vikendi.pubg.com:443,https,,text/html,GET,3.35.65.10,/,-1194387398,43.201.158.220,YouTube,116,False,,,https://pubg.com:443/en,
wpapi.pubgesports.com,403 Forbidden,403,118,wpapi.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-08-22T23:59:59Z,CN=*.pubgesports.com,*.pubgesports.com,*.pubgesports.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da90f527662b3999fbab48fcf8f88807,2719890765646d3d47094a70bb81823069a89d3ad552748f817788484027b1d0,True,ctls,wpapi.pubgesports.com,cloudfront,443,https://wpapi.pubgesports.com:443,https,awselb/2.0,text/html,GET,143.204.215.85,/,1344368402,143.204.215.63,Amazon Web Services,7,False,True,,,
wpcdn.pubgesports.com,,403,243,wpcdn.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-08-22T23:59:59Z,CN=*.pubgesports.com,*.pubgesports.com,*.pubgesports.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da90f527662b3999fbab48fcf8f88807,2719890765646d3d47094a70bb81823069a89d3ad552748f817788484027b1d0,True,ctls,wpcdn.pubgesports.com,cloudfront,443,https://wpcdn.pubgesports.com:443,https,AmazonS3,application/xml,GET,18.66.122.103,/,-1956379991,18.66.122.67,Amazon Web Services,2,False,True,,,
wstatic-prod-event.pubg.com,,403,243,wstatic-prod-event.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,wstatic-prod-event.pubg.com,cloudfront,443,https://wstatic-prod-event.pubg.com:443,https,AmazonS3,application/xml,GET,13.224.189.103,/,-2111776395,13.224.189.119,Amazon Web Services,2,False,True,,,
wstatic-prod.pubgesports.com,,403,243,wstatic-prod.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,wstatic-prod.pubgesports.com,cloudfront,443,https://wstatic-prod.pubgesports.com:443,https,AmazonS3,application/xml,GET,13.32.121.61,/,-1943074106,13.32.121.67,Amazon Web Services,2,False,True,,,
wstatic.newstate.pubg.com,,403,243,wstatic.newstate.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-07-21T23:59:59Z,CN=pubg.com,pubg.com,*.newstate.pubg.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e881ebcbdc8711c0ae986d5d30d0c6e,881be1a794c61bb11a594053ebce94f4a0c26da1ccda7d86db040a637cadb591,True,ctls,wstatic.newstate.pubg.com,cloudfront,443,https://wstatic.newstate.pubg.com:443,https,AmazonS3,application/xml,GET,13.224.189.40,/,353666694,13.224.189.47,Amazon Web Services,2,False,True,,,
www.battlegrounds.pubg.com,PUBG: BATTLEGROUNDS,200,931179,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,pubg.com,cloudfront,443,https://www.battlegrounds.pubg.com:443,https,,text/html,GET,18.66.97.50,/,-1194387398,18.66.97.83,YouTube,116,False,True,,https://pubg.com:443/en,
www.pubg.com,PUBG: BATTLEGROUNDS,200,931179,www.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,www.pubg.com,cloudfront,443,https://www.pubg.com:443,https,,text/html,GET,65.9.66.49,/,-1023740657,65.9.66.5,YouTube,116,False,True,,https://www.pubg.com/en,
www.pubgesports.com,PUBG ESPORTS,200,319218,www.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,True,ctls,www.pubgesports.com,cloudfront,443,https://www.pubgesports.com:443,https,,text/html,GET,52.222.214.81,/,-1646073087,52.222.214.4,Vue.js,79,False,True,,https://www.pubgesports.com/en,
xboxsupport.pubg.com,Security check,403,7741,xboxsupport.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-02T23:39:48Z,2023-07-01T23:39:47Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f630b042c90fb2ef081deb0b997b1d5e,ecf25dba9066766d48a8eb42aaf5f684d115e0fd8d7f189910b2a802766dbcca,,ctls,xboxsupport.pubg.com,cloudflare,443,https://xboxsupport.pubg.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,https://xboxsupport.pubg.com/hc/en-us,
