new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,cdn,cdn-name,mx,txt,caa,aaaa
[x],data.fas.harvard.edu,34.232.27.163,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,iq.harvard.edu,"a6-66.akam.net, a10-66.akam.net, a1-171.akam.net, a16-64.akam.net, a7-65.akam.net, a11-67.akam.net",,,"mxa-00171101.gslb.pphosted.com, mxb-00171101.gslb.pphosted.com","Z7VJOXvE8Vmnl0tH7hV8MWt42gY8qRqlpGxpAtCfkOBWd7q9Nj/CXBPKVfcJnlqtL+b7KdoBRZ1BzCe6yDmb3Q==, google-site-verification=VQmdJoZrZiFZqULmFHq3DpV5YUJJjgnQS87FeRe3-Ys, ms=ms21287942, v=spf1 redirect=_spf.harvard.edu",,
[x],data.huh.harvard.edu,140.247.151.7,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,kiki.rc.fas.harvard.edu,,,,,,,
[x],data.rc.fas.harvard.edu,140.247.179.133,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,holy-ngsdata.rc.fas.harvard.edu,,,,,,,
[x],database.iam.harvard.edu,10.137.47.97,"ns-1420.awsdns-49.org, awsdns-hostmaster.amazon.com",True,10.137.47.97,NOERROR,iamproddb-new-iamdatabaseinstance-jyttj76wewo2.cnkzi111a9dz.us-east-1.rds.amazonaws.com,"ns-1420.awsdns-49.org, ns-1551.awsdns-01.co.uk, ns-166.awsdns-20.com, ns-802.awsdns-36.net",,,,,,
[x],databases.hollis.harvard.edu,66.151.7.249,"ns1.p28.dynect.net, dnsadmin.exlibrisgroup.com",,,NOERROR,primo-for-alma-01hvd.hosted.exlibrisgroup.com,,,,,,,
[x],datacollection.fas.harvard.edu,"52.4.232.211, 52.202.119.229, 35.168.194.206","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"datacollection-container.ats.cloud.huit.harvard.edu, student-services-prod-pub-alb-1874446104.us-east-1.elb.amazonaws.com",,,,,,,
[x],datamatch.hcs.harvard.edu,3.226.65.77,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,2600:1f18:4055:1::10
[x],datasets.alvarezlab.wjh.harvard.edu,140.247.95.116,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dataverse-internal.iq.harvard.edu,54.83.142.40,"dns-external-master.amazon.com, root.amazon.com",,,NOERROR,ec2-54-83-142-40.compute-1.amazonaws.com,,,,,,,
[x],dataverse.harvard.edu,"44.209.254.136, 67.202.28.245, 52.86.103.126","ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-1395.awsdns-46.org, ns-1537.awsdns-00.co.uk, ns-455.awsdns-56.com, ns-750.awsdns-29.net",,,"mxa.mailgun.org, mxb.mailgun.org",v=spf1 include:mailgun.org ~all,,
[x],dataverse.tch.harvard.edu,134.174.13.139,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
[x],davis.harvard.edu,128.103.235.27,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],daviscenter.fas.harvard.edu,23.185.0.2,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],db1.mgh.harvard.edu,155.52.206.45,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,ccibweb2.mgh.harvard.edu,,,,,,,
[x],db18.fas.harvard.edu,140.247.234.160,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],db25.fas.harvard.edu,140.247.195.166,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dbmi.hms.harvard.edu,23.185.0.4,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8001::4, 2620:12a:8000::4"
[x],dcearc.harvard.edu,140.247.198.103,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dcedevn.dce.harvard.edu,"54.205.176.202, 34.237.177.245, 100.24.228.61","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,dcedevn-level4-pub-lb-1280392664.us-east-1.elb.amazonaws.com,,,,,,,
[x],dceweb.harvard.edu,140.247.198.17,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,os.dce.harvard.edu,,,,,,,
[x],dcp-qa.lib.harvard.edu,184.73.77.126,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,dcp-qa.hz.lib.harvard.edu,,,,,,,
[x],dcr-dev.mgh.harvard.edu,170.223.157.188,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dcr.mgh.harvard.edu,170.223.156.228,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,ocrouters.ext.prod-shared-aro-e2.partners.org,,,,,,,
[x],deas.harvard.edu,"54.172.197.41, 23.211.133.66, 23.61.199.65, 193.108.91.171, 96.7.50.66, 84.53.139.67, 23.211.132.64","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a1-171.akam.net, a6-66.akam.net, a11-67.akam.net, a16-64.akam.net, a7-65.akam.net, a10-66.akam.net",,,"mx0a-00171101.pphosted.com, mx0b-00171101.pphosted.com",,,"2600:1401:1::42, 2600:1406:1b::40"
[x],decanalarchives.repository.countway.harvard.edu,134.174.150.150,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],decaps.rc.fas.harvard.edu,"140.247.151.131, 140.247.232.232, 140.247.139.253","iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,"webgeneric.rc.fas.harvard.edu, webgeneric-sum-lb-vip.rc.fas.harvard.edu","iliaddns2.rc.fas.harvard.edu, iliaddns.rc.fas.harvard.edu",,,,,,
[x],decisionlab.harvard.edu,20.75.233.62,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"redirect.hks.harvard.edu, redirect.hks.azure.huit.harvard.edu",,,,,,,
[x],defeatingmalaria.harvard.edu,23.185.0.3,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8000::3, 2620:12a:8001::3"
[x],delenn.harvard.edu,"134.174.174.67, 134.174.174.68","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],delta.harvard.edu,"134.174.174.64, 134.174.174.63","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,delta.harvard.edu,,,
[x],denali02.cadm.harvard.edu,10.138.230.65,"ns-656.awsdns-18.net, awsdns-hostmaster.amazon.com",True,10.138.230.65,NOERROR,advance-tst.test.atsea.cloud.huit.harvard.edu,,,,,,,
[x],depot.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],depot.summer.harvard.edu,23.21.64.187,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,acquia.dce.harvard.edu,,,,,,,
[x],describe.alvarezlab.wjh.harvard.edu,140.247.95.116,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],designdiscovery.gsd.harvard.edu,"141.193.213.21, 141.193.213.20","darwin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,uw6bdlvgr75i.wpeproxy.com,,,,,,,
[x],designdiscoveryya.gsd.harvard.edu,"141.193.213.20, 141.193.213.21","darwin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,uw6bdlvgr75i.wpeproxy.com,,,,,,,
[x],desktop.londo.harvard.edu,134.174.190.65,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],desktop.sph.harvard.edu,134.174.190.108,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],detections.alvarezlab.wjh.harvard.edu,140.247.95.116,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dev-cm-2.dce.harvard.edu,18.233.215.15,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,dev-cm-elb-54fd6d3105c998b2.elb.us-east-1.amazonaws.com,,,,,,,
[x],dev-ldap-aws.dce.harvard.edu,,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,dev-ldap-elb-ccd787d5d0a5209b.elb.us-east-1.amazonaws.com,,,,,,,
[x],dev-mobile.dce.harvard.edu,18.233.215.15,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"dev-cm-2.dce.harvard.edu, dev-cm-elb-54fd6d3105c998b2.elb.us-east-1.amazonaws.com","ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,,,
[x],dev-mope.dce.harvard.edu,140.247.198.124,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,math-placement.dce.harvard.edu,,,,mail.dce.harvard.edu,,,
[x],dev-sprx-ws6.dfci.harvard.edu,155.52.48.177,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dev.adams.harvard.edu,54.221.225.67,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.application.exclerk.hms.harvard.edu,134.174.145.236,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.cbmi.catalyst.harvard.edu,134.174.150.240,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],dev.cmeonline.med.harvard.edu,134.174.145.190,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,itwvwebsd01.med.harvard.edu,,,,,,,
[x],dev.college.harvard.edu,23.185.0.3,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8001::3, 2620:12a:8000::3"
[x],dev.dart.harvard.edu,"52.1.143.155, 52.73.75.115",,,,NOERROR,,,,,,,,
[x],dev.dce.harvard.edu,23.185.0.2,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8000::2, 2620:12a:8001::2"
[x],dev.extension.harvard.edu,23.185.0.2,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8000::2, 2620:12a:8001::2"
[x],dev.fas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.hks.harvard.edu,,"ns1.fastly.net, hostmaster.fastly.com",,,NOERROR,pantheon-systems.map.fastly.net,,True,fastly,,,,"2a04:4e42:400::645, 2a04:4e42:600::645, 2a04:4e42::645, 2a04:4e42:200::645"
[x],dev.huit.harvard.edu,23.21.149.125,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.hwpi.harvard.edu,34.198.162.68,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,huitclouddev.prod.acquia-sites.com,,,,,,,
[x],dev.iam.harvard.edu,,"ns-1882.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-680.awsdns-21.net, ns-1467.awsdns-55.org, ns-18.awsdns-02.com, ns-1882.awsdns-43.co.uk",,,,,,
[x],dev.kitedrive.med.harvard.edu,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.madris.med.harvard.edu,134.174.145.89,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.medcatalog.med.harvard.edu,134.174.145.90,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],dev.pon.harvard.edu,"13.32.121.24, 13.32.121.49, 13.32.121.85, 13.32.121.117","ns-791.awsdns-34.net, awsdns-hostmaster.amazon.com",,,NOERROR,d2rerhbmv4bowj.cloudfront.net,"ns-1636.awsdns-12.co.uk, ns-65.awsdns-08.com, ns-791.awsdns-34.net, ns-1335.awsdns-38.org",True,cloudfront,,,,
[x],dev.private.websites.harvard.edu,54.225.126.164,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,private.websites.harvard.edu,,,,,,,
[x],dev.projects.iq.harvard.edu,34.232.27.163,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,harvardosprojectdev.prod.acquia-sites.com,,,,,,,
[x],dev.rt.med.harvard.edu,,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,"gate5.med.harvard.edu, accordion.med.harvard.edu, gate6.med.harvard.edu",,,
[x],dev.summer.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8001::2, 2620:12a:8000::2"
[x],dev.tableau.huit.harvard.edu,"10.138.161.217, 10.138.162.6, 10.138.162.187","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",True,"10.138.161.217, 10.138.162.6, 10.138.162.187",NOERROR,tableau-dev.dev.bidev.huit.harvard.edu,,,,,,,
[x],dev.transfer.med.harvard.edu,134.174.150.85,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,itaccd01.medlab.harvard.edu,,,,,,,
[x],dev.xwebservices.hms.harvard.edu,134.174.145.182,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],dev1.dfci.harvard.edu,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dev1.sph.harvard.edu,45.60.34.143,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,r6xyzss.x.incapdns.net,,True,incapsula,,,,
[x],dev2.dfci.harvard.edu,155.52.218.94,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dev2.sph.harvard.edu,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,r6xyzss.x.incapdns.net,,True,incapsula,,,,
[x],dev3.dfci.harvard.edu,155.52.218.92,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dev3.sph.harvard.edu,45.60.32.143,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,r6xyzss.x.incapdns.net,,True,incapsula,,,,
[x],dev5.dfci.harvard.edu,155.52.218.92,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dev5.fas.harvard.edu,10.138.151.234,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",True,10.138.151.234,NOERROR,dev5-app01.dev.ats.cloud.huit.harvard.edu,,,,,,,
[x],dev7.dfci.harvard.edu,155.52.218.92,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],devcollab.gse.harvard.edu,128.103.247.174,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],devecomod.gse.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],developingchild.harvard.edu,104.199.127.254,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,True,google,,,,
[x],devgsenc.gse.harvard.edu,128.103.247.156,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],devhub.harvard.edu,128.103.63.145,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],device42.tch.harvard.edu,10.36.171.203,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.36.171.203,NOERROR,d42prod.tch.harvard.edu,,,,,,,
[x],devmail.harvard.edu,128.103.63.146,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],devopsdemo-bhanu.rc.hms.harvard.edu,134.174.159.103,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,dmzlb-vip.rc.hms.harvard.edu,,,,,,,
[x],devopsdemo-david.rc.hms.harvard.edu,134.174.159.103,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,dmzlb-vip.rc.hms.harvard.edu,,,,,,,
[x],devtmap.cadm.harvard.edu,,"ns-968.awsdns-57.net, awsdns-hostmaster.amazon.com",,,NOERROR,hppm-arcgis-lb-app-public-test.test.cadm.cloud.huit.harvard.edu,,,,,,,
[x],devweb.gse.harvard.edu,128.103.247.152,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dexter.harvard.edu,128.103.60.61,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dfci-api.harvard.edu,134.174.241.22,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,dfci-api.masco.harvard.edu,,,,,,,
[x],dfci.dfci.harvard.edu,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dfci.labpoint.sph.harvard.edu,45.60.34.143,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,pbo6ene.x.incapdns.net,,True,incapsula,,,,
[x],dfciiris.dfci.harvard.edu,170.223.156.59,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dfciservicerequest.dfci.harvard.edu,132.183.194.99,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dfciwiki.dfci.harvard.edu,155.52.48.202,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dfhcc.harvard.edu,155.52.219.206,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,"ocorexns2.partners.org, ecorexns2.partners.org, ecorexns1.partners.org, ocorexns1.partners.org",,,,v=spf1 ip4:155.52.251.0/24 ip4:132.183.181.128/26 ~all,,
[x],dfpccaffiliates.dfci.harvard.edu,170.223.157.35,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],dfs.hks.harvard.edu,20.75.233.62,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"redirect.hks.harvard.edu, redirect.hks.azure.huit.harvard.edu",,,,,,,
[x],dhcp-128-103-10-10.harvard.edu,128.103.10.10,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-10-220.harvard.edu,128.103.10.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-10-30.harvard.edu,128.103.10.30,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-10.harvard.edu,128.103.11.10,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-100.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-20.harvard.edu,128.103.11.20,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-200.harvard.edu,128.103.11.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-210.harvard.edu,128.103.11.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-11-30.harvard.edu,128.103.11.30,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-125-120.harvard.edu,128.103.125.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-125-220.harvard.edu,128.103.125.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-137-120.harvard.edu,128.103.137.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-139-100.harvard.edu,128.103.139.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-139-110.harvard.edu,128.103.139.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-14-10.harvard.edu,128.103.14.10,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-14-100.harvard.edu,128.103.14.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-14-120.harvard.edu,128.103.14.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-155-120.harvard.edu,128.103.155.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-185-200.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-185-210.harvard.edu,128.103.185.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-185-220.harvard.edu,128.103.185.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-10.harvard.edu,128.103.186.10,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-100.harvard.edu,128.103.186.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-110.harvard.edu,128.103.186.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-20.harvard.edu,128.103.186.20,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-200.harvard.edu,128.103.186.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-186-30.harvard.edu,128.103.186.30,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-187-100.harvard.edu,128.103.187.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-187-120.harvard.edu,128.103.187.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-187-30.harvard.edu,128.103.187.30,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-19-100.harvard.edu,128.103.19.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-19-200.harvard.edu,128.103.19.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-202-120.harvard.edu,128.103.202.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-209-110.harvard.edu,128.103.209.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-209-120.harvard.edu,128.103.209.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-209-200.harvard.edu,128.103.209.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-209-210.harvard.edu,128.103.209.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-209-220.harvard.edu,128.103.209.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-224-100.harvard.edu,128.103.224.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-224-110.harvard.edu,128.103.224.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-224-20.harvard.edu,128.103.224.20,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-224-210.harvard.edu,128.103.224.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-224-220.harvard.edu,128.103.224.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-225-100.harvard.edu,128.103.225.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-226-210.harvard.edu,128.103.226.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-228-200.harvard.edu,128.103.228.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-228-210.harvard.edu,128.103.228.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-229-210.harvard.edu,128.103.229.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-233-100.harvard.edu,128.103.233.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-233-20.harvard.edu,128.103.233.20,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-233-210.harvard.edu,128.103.233.210,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-233-220.harvard.edu,128.103.233.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-234-110.harvard.edu,128.103.234.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-234-200.harvard.edu,128.103.234.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-234-220.harvard.edu,128.103.234.220,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-236-100.harvard.edu,128.103.236.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-236-120.harvard.edu,128.103.236.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-237-110.harvard.edu,128.103.237.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-239-100.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-239-110.harvard.edu,128.103.239.110,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-244-200.harvard.edu,128.103.244.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-244-220.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-250-220.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-251-100.harvard.edu,128.103.251.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-253-100.harvard.edu,128.103.253.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-253-120.harvard.edu,128.103.253.120,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],dhcp-128-103-253-200.harvard.edu,128.103.253.200,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
