new,host,a,soa,status_code,aaaa,cname,ns,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],webservices.va.unibet.com,"99.86.4.20, 99.86.4.18, 99.86.4.45, 99.86.4.65","ns-839.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,d3hgwowcv9efip.cloudfront.net,"ns-1448.awsdns-53.org, ns-1724.awsdns-23.co.uk, ns-500.awsdns-62.com, ns-839.awsdns-40.net",,,,True,cloudfront,,
[x],wedden.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bet.unibet.com,,,,,,,,
[x],welcome.bingo.com,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.casinohuone.com,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:16ac, 2606:4700::6812:17ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.kolikkopelit.com,"188.114.98.229, 188.114.99.229","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.mariacasino.com,"104.18.22.172, 104.18.23.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:16ac, 2606:4700::6812:17ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.ottokasino.com,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.storspiller.com,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.uk.bingo.com,"188.114.98.229, 188.114.99.229","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.unibet.com,"104.18.22.172, 104.18.23.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome.vladcazino.ro,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],welcome1.unibet.com,"188.114.98.229, 188.114.99.229","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],west-apps2.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],wildcard01.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],workfolders.unibet.com,192.121.202.12,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],world-cup-football.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],worldcuppredictor.unibet.com,87.253.152.31,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ww2.32red.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www-dev.32red.com,85.184.97.2,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],www-qa1.32red.com,85.184.97.0,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],www-qa1.casinohuone.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-qa1.kolikkopelit.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-qa1.mariacasino.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-qa1.unibet.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.casinohuone.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.kolikkopelit.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.mariacasino.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.ottokasino.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.storspiller.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www-si1.unibet.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],www.bingo.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bingo.com,"dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com",bingo-com.mail.protection.outlook.com,"MS=ms44757756, 0d1cc225-fdd7-49de-8b9a-fff714f84ffd, 19b382b3-055c-4563-91aa-346dd1158e66, d738c231-2e90-4d58-a56f-eda6e327f304, facebook-domain-verification=lppn3kjki78nyfi5uxnva8ypo1ngn4, google-site-verification=UfpTilZr6xyExWkLOpx2b2XpG2w0VVElJfpodhG5m_E, google-site-verification=m0BCAxF9TtZ565Wgss1bKa9_GDvNIyKea6Kqvbi5bng, S/ui88PEDmFfuuY4Sl7RL8JweTg5nII9g7y5Z3m56n1h7KjbtVQw+Gn3ggQwjRThi8993sjd+7fw/9B3QNOMqQ==, v=spf1 mx ip4:66.150.108.0/24 ip4:64.74.103.0/24 ip4:63.251.34.0/24 ip4:66.150.108.0/24 ip4:69.25.247.0/24 include:sp.unibet.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:custhelp.com -all","letsencrypt.org, trustwave.com",,,,
[x],www.casinohuone.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,casinohuone.com,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",casinohuone-com.mail.protection.outlook.com,"MS=ms63026824, 4997950d-74dd-42d5-b5ad-8aafbff29669, 540af50a-eb7f-4816-825c-287e4623b008, ce336eab-60c3-48a3-90c6-4e0f0385ef54, cf9a16ea-5384-4b2c-9b2b-bfb44fd15279, facebook-domain-verification=y1sgz906zugtw54hh5jmiuw6883kex, google-site-verification=KUjGk_E-UlssNUUDs4T57ApY4ACc1aod0pTEiZh5v_Y, google-site-verification=mqsrDjCeevVOr2U8BLeZWPareN7qdaVEY2VTuRdE5lU, v=spf1 mx ip4:208.73.5.5 a:relay.unibet.com include:_spf.google.com include:sp.unibet.com include:spf.protection.outlook.com ~all","letsencrypt.org, trustwave.com",,,,
[x],www.cdn-blogs.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.cdn-fi.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.gnc.bingo.com,,,NOERROR,,,,,,,,,,
[x],www.ia.unibet.com,146.247.231.195,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.lucky.7.bingo.com,,,NOERROR,,,,,,,,,,
[x],www.maria.casino,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.mariacasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, world.excedodns.org, global.excedodns.com, emea.excedodns.eu, sto.excedodns.se, dns-ext2.northdev.net",,,,,,,
[x],www.mobile.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"mobile.unibet.com, m.unibet.com",,,,,,,,
[x],www.mplayer.bingo.com,,,NOERROR,,,,,,,,,,
[x],www.ottokasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.roulette.32red.com,,,NOERROR,,,,,,,,,,
[x],www.store.igame.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www.storspiller.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.touch.32red.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www.unibet.casino,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],www.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www.unibetblog-staging.kes.kindredext.net,"18.184.19.224, 3.124.166.172, 35.157.48.154","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.unibetblog.kes.kindredext.net,"3.67.217.127, 18.194.14.133, 35.159.6.38","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.wap.unibet.com,188.95.225.198,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],www1.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],www11.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www2.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],www3.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],www6.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],www8.unibet.com,,,NOERROR,,,,,,,,,,
[x],xapi-dev.kindredext.net,85.184.97.2,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xapi-qa1.kindredext.net,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xns-qa1.ottokasino.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xns-si1.ottokasino.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xns.mariacasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xns.ottokasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],xns.storspiller.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xns.unibet.com,85.184.96.30,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],xplay8.32red.com,185.9.103.140,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],xplaymobile8.32red.com,185.9.103.137,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],zaidejams.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],zaklady.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],zendesk1.az.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk1.ia.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk1.il.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk1.in.unibet.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,,,True,cloudflare,,
[x],zendesk1.pa.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk1.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk1.va.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail1.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.az.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.ia.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.il.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.in.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk2.va.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail2.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk3.az.unibet.com,"162.159.128.7, 162.159.138.6, 34.235.62.90, 3.213.143.227, 184.72.174.126","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk3.ia.unibet.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,,mail.zendesk.com,,,True,cloudflare,,
[x],zendesk3.il.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk3.in.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk3.pa.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk3.va.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail3.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.az.unibet.com,,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.ia.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.il.unibet.com,"162.159.138.6, 162.159.128.7","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.in.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.pa.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zendesk4.va.unibet.com,"162.159.128.7, 162.159.138.6","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,mail4.zendesk.com,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,
[x],zenworks.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],zeturf.unibet.fr,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
