new,host,a,soa,status_code,aaaa,cname,ns,has_internal_ips,internal_ips,cdn,cdn-name,ptr,txt,mx,caa
[x],metro.makemytrip.com,"23.38.98.208, 23.38.98.235","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],midoffice.makemytrip.com,"202.54.232.136, 125.20.38.85","midoffice.makemytrip.com, administrator.midoffice.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mobile.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,"m.makemytrip.com, mmt-301-1242032409.ap-south-1.elb.amazonaws.com",,,,,,,,,
[x],mta1.makemytrip.com,115.114.55.49,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mta10.makemytrip.com,65.1.209.68,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mta11.makemytrip.com,43.205.153.167,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mta12.makemytrip.com,13.126.83.17,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mta2.makemytrip.com,115.114.55.48,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],mta4.makemytrip.com,115.114.55.46,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],my.makemytrip.com,199.191.50.166,"ns111466.ztomy.com, abuse.opticaljungle.com",NOERROR,,my.yieldmanager.com,"ns111466.ztomy.com, ns211466.ztomy.com",,,,,ns111466.ztomy.com,v=spf1 a -all,,
[x],mya.makemytrip.com,"2.16.187.58, 2.16.187.154","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:6c00::210:bb3a, 2a02:26f0:6c00::210:bb9a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],mybiz.makemytrip.com,"80.239.137.144, 62.115.252.19","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::50ef:8990, 2001:2030:21::3e73:fc13","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],mybusiness.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,mmt-301-1242032409.ap-south-1.elb.amazonaws.com,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,,,
[x],myclaims-app.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],myclaims-employee.makemytrip.com,"23.38.98.235, 23.38.98.208","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:64::214:8487, 2a02:26f0:64::214:847f","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],mytripcntc.makemytrip.com,"23.38.98.235, 23.38.98.208","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1c::1724:a372, 2a02:26f0:3500:1c::1724:a36e","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],nsmail10.makemytrip.com,125.20.38.79,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],nsmail6.makemytrip.com,125.20.38.78,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],nsmail9.makemytrip.com,202.54.232.150,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],offers.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,mmt-301-1242032409.ap-south-1.elb.amazonaws.com,,,,,,,,,
[x],onboarding.makemytrip.com,115.111.170.27,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],oos.makemytrip.com,122.15.80.249,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],ota-service.makemytrip.com,"23.3.88.177, 23.3.88.211","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100::1735:2ac3, 2a02:26f0:3100::1735:2a93","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],partner.makemytrip.com,,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],partners.makemytrip.com,,,NOERROR,,,,,,,,,,,
[x],pay.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:6c00::210:bb3a, 2a02:26f0:6c00::210:bb9a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],payments.makemytrip.com,,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],planner.makemytrip.com,"23.38.98.235, 23.38.98.208","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1c::1724:a36e, 2a02:26f0:3500:1c::1724:a372","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],platforms.makemytrip.com,"23.38.98.208, 23.38.98.235","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19c, 2a02:26f0:480:c::210:f19d","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],pokus.makemytrip.com,,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19c, 2a02:26f0:480:c::210:f19d","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],pp.makemytrip.com,"23.53.42.195, 23.53.42.147","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],promos.makemytrip.com,"95.101.74.149, 95.101.74.142","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a8e, 2a02:26f0:c900:9::5f65:4a95","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],pwa-flights-dom.makemytrip.com,"23.53.42.195, 23.53.42.147","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1c::1724:a372, 2a02:26f0:3500:1c::1724:a36e","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],pwa-flights-intl.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],pwa-supportz.makemytrip.com,"23.38.98.235, 23.38.98.208","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:64::214:8487, 2a02:26f0:64::214:847f","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],rails.makemytrip.com,"2.18.29.208, 2.18.29.160","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d200::6855:f93a, 2a02:26f0:d200::6855:f92a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],railways.makemytrip.com,"23.12.145.130, 23.12.145.143","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1408:7400::17de:4f10, 2600:1408:7400::17de:4f5a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],redash.makemytrip.com,115.114.53.216,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],retail.makemytrip.com,115.114.54.108,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],routeplanner.makemytrip.com,"2.19.120.83, 2.19.120.88","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net, e38444.dscj.akamaiedge.net.0.1.cn.akamaiedge.net",,,,,,,,,
[x],routeplannerv2.makemytrip.com,,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1405:9000::6878:8aa8, 2600:1405:9000::6878:8aa1","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],sd.makemytrip.com,125.20.38.87,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],seller.makemytrip.com,"23.53.42.147, 23.53.42.195","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1c::1724:a372, 2a02:26f0:3500:1c::1724:a36e","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net","pdns6.ultradns.co.uk, pdns3.ultradns.org, pdns2.ultradns.net, pdns5.ultradns.info, pdns4.ultradns.org, pdns1.ultradns.net",,,,,,,,
[x],seo.makemytrip.com,23.212.213.132,"n0e12.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"seo.makemytrip.com.edgekey.net, e10169.e12.akamaiedge.net",,,,,,,,,
[x],sftp.makemytrip.com,122.15.80.211,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,"pdns6.ultradns.co.uk, pdns3.ultradns.org, pdns2.ultradns.net, pdns5.ultradns.info, pdns4.ultradns.org, pdns1.ultradns.net",,,,,,,,
[x],shortlisting.makemytrip.com,"2.16.241.156, 2.16.241.157","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],sip.makemytrip.com,52.112.196.45,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,webdir.online.lync.com,,,,,,,,,
[x],sites.makemytrip.com,172.217.16.147,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::2013,ghs.googlehosted.com,,,,,,,,,
[x],skywalker.makemytrip.com,"2.18.29.160, 2.18.29.208","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d200::6855:f92a, 2a02:26f0:d200::6855:f93a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],staging1.makemytrip.com,124.153.78.232,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],staging2.makemytrip.com,124.153.78.206,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],staging4.makemytrip.com,115.114.54.100,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],storefronts.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],sts.makemytrip.com,"125.20.38.88, 202.54.232.152","sts.makemytrip.com, administrator.sts.makemytrip.com",NOERROR,,,,,,,,,,,
[x],support.makemytrip.com,"13.126.1.111, 13.127.63.123","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,mmt-301-1242032409.ap-south-1.elb.amazonaws.com,,,,,,,,,
[x],supportz.makemytrip.com,"23.213.203.97, 23.213.203.83","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],tech.makemytrip.com,,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,True,cloudflare,,,,
[x],transporter.makemytrip.com,"80.239.137.144, 62.115.252.19","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::50ef:8990, 2001:2030:21::3e73:fc13","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],ufs.makemytrip.com,"2.16.187.58, 2.16.187.154","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],ugc.makemytrip.com,23.45.103.19,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:64:59a::19f8, 2a02:26f0:64:5a1::19f8","goibibo.com.edgekey.net, e6648.dscj.akamaiedge.net",,,,,,,,,
[x],upi.makemytrip.com,23.215.20.115,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:282::101f, 2a02:26f0:3500:283::101f","upi.makemytrip.com-v2.edgekey.net, e4127.dscj.akamaiedge.net",,,,,,,,,
[x],us.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,mmt-301-1242032409.ap-south-1.elb.amazonaws.com,,,,,,,,,
[x],userprefs.makemytrip.com,"2.18.29.208, 2.18.29.160","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:d200::6855:f92a, 2a02:26f0:d200::6855:f93a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],userservice.makemytrip.com,"2.16.241.157, 2.16.241.156","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],v.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,"m.makemytrip.com, mmt-301-1242032409.ap-south-1.elb.amazonaws.com",,,,,,,,,
[x],video.makemytrip.com,125.16.68.14,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],visa-cb.makemytrip.com,"23.12.145.130, 23.12.145.143","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1408:7400::17de:4f10, 2600:1408:7400::17de:4f5a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],visa.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:c::210:f19d, 2a02:26f0:480:c::210:f19c","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],visaservice.makemytrip.com,"95.101.74.149, 95.101.74.142","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a95, 2a02:26f0:c900:9::5f65:4a8e","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],voip.makemytrip.com,125.20.38.101,"voip.makemytrip.com, administrator.voip.makemytrip.com",NOERROR,,,,,,,,,,,
[x],voyager.makemytrip.com,23.196.246.93,"n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:382::19f8, 2a02:26f0:480:38b::19f8","goibibo.com.edgekey.net, e6648.dscj.akamaiedge.net",,,,,,,,,
[x],wallet.makemytrip.com,"2.16.187.154, 2.16.187.58","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:6c00::210:bb9a, 2a02:26f0:6c00::210:bb3a","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],wap.makemytrip.com,"13.127.63.123, 13.126.1.111","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,"m.makemytrip.com, mmt-301-1242032409.ap-south-1.elb.amazonaws.com",,,,,,,,,
[x],wconf.makemytrip.com,,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],webconf.makemytrip.com,115.111.170.22,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],webdlp.makemytrip.com,125.20.38.116,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],wishlist.makemytrip.com,"95.101.74.142, 95.101.74.149","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a8e, 2a02:26f0:c900:9::5f65:4a95","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],www-origin.makemytrip.com,198.64.132.137,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],www.b2b.makemytrip.com,54.144.128.85,,NOERROR,,,,,,,,,,,
[x],www.careers.makemytrip.com,,,NOERROR,,,,,,,,,,,
[x],www.hotels.makemytrip.com,115.114.53.63,"pdns1.ultradns.net, domainregister.makemytrip.com",NOERROR,,,,,,,,,,,
[x],www.mail.makemytrip.com,,,NOERROR,,,,,,,,,,,
[x],www.mailmktg.makemytrip.com,"80.239.137.144, 62.115.252.19","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::3e73:fc13, 2001:2030:21::50ef:8990","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
[x],www.makemytrip.com,"80.239.137.144, 62.115.252.19","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::3e73:fc13, 2001:2030:21::50ef:8990","wildcard-snionly.makemytrip.com.edgekey.net, e38444.dscj.akamaiedge.net",,,,,,,,,
