new,host,a,soa,status_code,cname,mx,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,aaaa
,fun.walla.co.il,"18.65.39.28, 18.65.39.128, 18.65.39.108, 18.65.39.110","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=YHr2Ztfst9ka7XiLxARoXnYDMEm0fHtNXme6wsUW_vM,True,cloudfront,,,,
,fus.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,galil.walla.co.il,"18.244.114.68, 18.244.114.19, 18.244.114.104, 18.244.114.120","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,gamez.walla.co.il,"65.9.55.72, 65.9.55.56, 65.9.55.85, 65.9.55.21","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,gcptracking.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gemara.walla.co.il,"18.244.114.19, 18.244.114.68, 18.244.114.104, 18.244.114.120","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=HIPpZ3IpXyzGAN5uVa8QFvTv6RXPnxX7IjXTtCoBgQs,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,geo.walla.co.il,"13.224.189.16, 13.224.189.119, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,elections.walla.co.il,,google-site-verification=mKK6EYMT6bo-lGHkgAVhjFT5IyBuFbvsuRnUdezxu6c,True,cloudfront,,,,
,glgltz.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,glglz.walla.co.il,54.171.237.67,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=x0kB4wbe7zBz2bbQth4TjDj4r6zTonPDJpfqC2kndqU,,,,,,
,glglz2019.walla.co.il,"108.138.51.7, 108.138.51.88, 108.138.51.96, 108.138.51.117","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,go.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com",,,,,,,
,goodnews.walla.co.il,"13.224.189.16, 13.224.189.119, 13.224.189.105, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,news.walla.co.il,,google-site-verification=Jl51er34HwKdQPGRaILp_iDkNrOGp1lGDGkA_uHcyy0,True,cloudfront,,,,
,green.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,gsp36-photosweb.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,gws.walla.co.il,"52.48.20.148, 52.212.66.94","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,h-135-207-180-70.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hamal.walla.co.il,"65.9.55.72, 65.9.55.56, 65.9.55.85, 65.9.55.21","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,hanukkah.walla.co.il,"52.222.214.117, 52.222.214.71, 52.222.214.84, 52.222.214.2","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,happy10.walla.co.il,"13.224.189.65, 13.224.189.119, 13.224.189.16, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,havazingboimworld.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,havefun.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,healthylife.walla.co.il,"18.173.233.13, 18.173.233.11, 18.173.233.117, 18.173.233.124","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,help.walla.co.il,"18.173.233.124, 18.173.233.11, 18.173.233.117, 18.173.233.13","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=GwbaR0yPJslrkQ8BzI3r55Ve26VYj8sgSEZbrXH-VGQ,True,cloudfront,,,,
,holidayrecipes.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.105, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,holidays.walla.co.il,"13.224.189.119, 13.224.189.65, 13.224.189.105, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,home.walla.co.il,"108.138.51.88, 108.138.51.96, 108.138.51.117, 108.138.51.7","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=F_mu3toQO_4ojpYsi0VPLLA7ufwf2gpO-7PQWlQm0sU,True,cloudfront,,,,
,hondasuvip.walla.co.il,"13.224.189.16, 13.224.189.105, 13.224.189.65, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,hotwinter.walla.co.il,"18.65.64.60, 18.65.64.47, 18.65.64.25, 18.65.64.59","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,i.walla.co.il,"108.138.51.80, 108.138.51.16, 108.138.51.43, 108.138.51.100","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,isc.walla.co.il,,,True,cloudfront,,,,
,igudan.walla.co.il,"13.224.189.105, 13.224.189.119, 13.224.189.65, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,img.mazaltov.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,https://mazaltov.walla.co.il,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,in.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,infosaveslife.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,ins.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,internalmanager.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,intheface.walla.co.il,"18.65.39.108, 18.65.39.28, 18.65.39.128, 18.65.39.110","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,isc.walla.co.il,"52.222.139.43, 52.222.139.29, 52.222.139.100, 52.222.139.80","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,israelibarramundi.walla.co.il,"18.244.114.120, 18.244.114.19, 18.244.114.68, 18.244.114.104","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,jenkins-datastore21.demo.walla.co.il,"10.30.11.26, 10.30.10.226, 10.30.12.94","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.30.11.26, 10.30.10.226, 10.30.12.94",,
,jenkins.walla.co.il,"143.204.89.41, 143.204.89.43, 143.204.89.11, 143.204.89.85","ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,d376vucv6ipv6u.cloudfront.net,,,True,cloudfront,,,"ns-11.awsdns-01.com, ns-1515.awsdns-61.org, ns-1623.awsdns-10.co.uk, ns-652.awsdns-17.net","2600:9000:21c3:6400:1f:89e1:980:93a1, 2600:9000:21c3:a600:1f:89e1:980:93a1, 2600:9000:21c3:7400:1f:89e1:980:93a1, 2600:9000:21c3:6800:1f:89e1:980:93a1, 2600:9000:21c3:8e00:1f:89e1:980:93a1, 2600:9000:21c3:4400:1f:89e1:980:93a1, 2600:9000:21c3:5000:1f:89e1:980:93a1, 2600:9000:21c3:4a00:1f:89e1:980:93a1"
,kahievents.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,kinneret.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.105, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,komi.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,kvdhzjfrudaxrleb.walla.co.il,"13.225.78.35, 13.225.78.17, 13.225.78.70, 13.225.78.115","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,kzradio.walla.co.il,104.197.141.25,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,,,
,landwer.walla.co.il,"18.173.233.117, 18.173.233.124, 18.173.233.13, 18.173.233.11","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,lasummer.walla.co.il,"18.173.233.117, 18.173.233.11, 18.173.233.13, 18.173.233.124","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,law.walla.co.il,"13.224.189.16, 13.224.189.65, 13.224.189.105, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,learntodesign.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,lebanon20.walla.co.il,"108.138.51.96, 108.138.51.88, 108.138.51.7, 108.138.51.117","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,legocity.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,lgoled.walla.co.il,"13.224.189.105, 13.224.189.65, 13.224.189.16, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,live.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com",,,,,,,
,livingwithms.walla.co.il,"13.224.189.65, 13.224.189.119, 13.224.189.16, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,log.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,logs.demo.walla.co.il,"10.30.11.26, 10.30.12.94, 10.30.10.226","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.30.11.26, 10.30.12.94, 10.30.10.226",,
,love.walla.co.il,"18.154.227.47, 18.154.227.96, 18.154.227.40, 18.154.227.50","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,lovetlv.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,m.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,maccabiah.walla.co.il,"52.222.139.19, 52.222.139.46, 52.222.139.107, 52.222.139.103","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,madaney.walla.co.il,"18.65.39.108, 18.65.39.110, 18.65.39.128, 18.65.39.28","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mago.mazaltov.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,mail-135-usw2.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,malti.walla.co.il,"65.9.55.8, 65.9.55.57, 65.9.55.85, 65.9.55.72","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,man.walla.co.il,"65.9.55.56, 65.9.55.21, 65.9.55.85, 65.9.55.72","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,marketing.walla.co.il,"13.224.189.16, 13.224.189.119, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,max-shopping.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mazaltov-origin.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mekomi.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=0DuWxPHDKkKr30f_JdhMMrfBanzbCYB-OBaUsLx0kiQ, google-site-verification=3NO5oxThYH8zsxrB9ZDQDRS_jaaHC6bP-L2dkkfk4ow, google-site-verification=5jmiaKdRkTqPSyukHzRHT4m6JvSHfupmRkJuONa6HdQ, google-site-verification=zrseOWIzyEo6jRVpwCP3SXJjbXSiP77IB9R0E_e-tiU",True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,metro.walla.co.il,"108.138.51.117, 108.138.51.88, 108.138.51.7, 108.138.51.96","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,milkyway.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mimsheletbennet.walla.co.il,"13.224.189.105, 13.224.189.16, 13.224.189.119, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mivdak.walla.co.il,213.8.166.52,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mm5.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mobile.walla.co.il,"18.165.98.32, 18.165.98.104, 18.165.98.96, 18.165.98.113","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mobileapps.walla.co.il,"108.138.64.39, 108.138.64.106, 108.138.64.96, 108.138.64.68","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,mogobe.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,movies.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=35VHaEZHCe13Dncr5D3GXutxGzFL0gKG3jpdSAtDKWY,True,cloudfront,,,,
,ms17sa-c09.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mta64.school.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mundial.walla.co.il,"18.164.52.88, 18.164.52.40, 18.164.52.39, 18.164.52.68","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=riuLVp_FST38DMgp6RHd6ZZMGa0Lb2_kI2EGXkbA7vE,True,cloudfront,,,,
,netops2.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,new-wcms.walla.co.il,10.185.0.24,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.185.0.24,,
,newspiritacademy.walla.co.il,"13.224.189.16, 13.224.189.119, 13.224.189.105, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,newtime.walla.co.il,"52.222.214.84, 52.222.214.117, 52.222.214.2, 52.222.214.71","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,newyear.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,nightlife.walla.co.il,"13.224.189.16, 13.224.189.105, 13.224.189.65, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,now.walla.co.il,"13.224.189.119, 13.224.189.105, 13.224.189.65, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,officescreens.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,okcupid.walla.co.il,"18.173.233.117, 18.173.233.124, 18.173.233.13, 18.173.233.11","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,olympics.walla.co.il,"13.224.189.105, 13.224.189.119, 13.224.189.16, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=rYyvmeHPLtHrAZIz33E2Ykxm52zJ5QAVeSXpj2Fjnag,True,cloudfront,,,,
,opendialogue.walla.co.il,"99.84.88.86, 99.84.88.111, 99.84.88.67, 99.84.88.56","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,osembishulim.walla.co.il,"108.138.51.88, 108.138.51.96, 108.138.51.117, 108.138.51.7","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,ourbusiness.walla.co.il,"13.224.189.16, 13.224.189.65, 13.224.189.119, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,pais-jobs-staging.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,pais-jobs.walla.co.il,34.160.204.199,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,,,
,pais-origin.walla.co.il,34.160.204.199,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,,,
,paisculture.walla.co.il,"13.224.189.119, 13.224.189.105, 13.224.189.16, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,partners.walla.co.il,"18.154.227.40, 18.154.227.96, 18.154.227.50, 18.154.227.47","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,passover2020.walla.co.il,"18.154.227.40, 18.154.227.96, 18.154.227.50, 18.154.227.47","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,pavilion.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,pay.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,perfectaroma.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,perfectmatch.walla.co.il,"18.164.52.88, 18.164.52.40, 18.164.52.68, 18.164.52.39","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,phobos.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,pitaya.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,planenmacher.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,play.walla.co.il,"52.222.214.71, 52.222.214.2, 52.222.214.84, 52.222.214.117","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,playbarbie.walla.co.il,"18.154.63.25, 18.154.63.4, 18.154.63.69, 18.154.63.100","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,poseidon.walla.co.il,"108.138.51.117, 108.138.51.7, 108.138.51.88, 108.138.51.96","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,movies.walla.co.il,,google-site-verification=35VHaEZHCe13Dncr5D3GXutxGzFL0gKG3jpdSAtDKWY,True,cloudfront,,,,
,proddebug.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,promo.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,purim.walla.co.il,"18.65.39.108, 18.65.39.128, 18.65.39.28, 18.65.39.110","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,red.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,renault7places.walla.co.il,"13.224.189.65, 13.224.189.119, 13.224.189.105, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
