new,host,soa,status_code,a,txt,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips
[x],api.defibridge-borrow-pl-541.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-541/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-547.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-547/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-555.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-555/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-558.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-560.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-567.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-567/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-595.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-595/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-599.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-606.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-611.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-611/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-625.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-625/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-648.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-648/defibridge-borrow-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-653.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-653/defibridge-borrow-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-663.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-663/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-670.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-670/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-673.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-673/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-684.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-684/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-685.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-686.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-686/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-688.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-689.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-691.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-693.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-695.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-696.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-697.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-697/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-699.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-699/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-700.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-700/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-701.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-701/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-702.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-708.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-711.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-711/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-715.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-715/defibridge-borrow-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-758.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-758/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-773.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-773/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-778.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-7780.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-7781.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-7782.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-786.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-786/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-792.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-792/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-803.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-804.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-804/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-825.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-829.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-829/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-830.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-830/defibridge-borrow-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-borrow-pl-892.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-892/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-893.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-893/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-897.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-897/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-901.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-borrow-pl-904.codefi.network,,NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-906.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-906/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-907.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-911.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-911/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-914.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-914/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-917.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-917/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-925.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-borrow-pl-940.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-940/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-945.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-borrow-pl-946.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-borrow-pl-948.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-948/defibridge-borrow-api",,,,,,,
[x],api.defibridge-borrow-pl-99999.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-dev/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-0.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-00.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-convert-pl-100.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-1000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-1001.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-convert-pl-1004.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1004/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1008.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1008/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1013.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-1027.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1027/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1035.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1035/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1036.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-convert-pl-1045.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1045/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1046.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-convert-pl-1056.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1056/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1058.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1058/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-1100.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,,,
[x],api.defibridge-convert-pl-1234.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1234/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-12345.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-2000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-2000/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-303.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-303/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-306.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-334.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-334/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-337.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-355.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-355/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-373.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-373/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-375.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-375/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-377.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-381.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-392.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-convert-pl-398.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-411.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-411/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-439.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-439/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-496.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-49601.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-49601/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-520.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-520/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-521.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-523.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-523/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-541.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-547.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-555.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-555/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-558.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-558/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-560.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-567.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-572.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-595.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-599.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-599/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-606.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-606/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-607.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-625.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-653.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-653/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-670.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-670/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-684.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-685.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-686.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-687.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-687/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-688.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-688/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-689.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-691.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-693.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-693/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-695.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-696.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-696/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-697.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-697/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-699.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-701.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-701/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-702.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-703.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-705.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-705/defibridge-convert-api",,,,,,,
