new,host,a,soa,status_code,ns,aaaa,cname,caa,cdn,cdn-name,txt,mx,ptr
[x],hrkit.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hsscweb.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hustlegrind.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hygieworld.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ibtsindia.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],iconiqindia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],identstore.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ieitnsc.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],impressionsindia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],instamojo.com,"52.66.161.44, 13.126.76.31","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1526.awsdns-62.org, ns-1636.awsdns-12.co.uk, ns-252.awsdns-31.com, ns-878.awsdns-45.net",,,,,,"597114, atlassian-domain-verification=XBL8yuBuNruYV74EW9b2Q2V/4c6NogtaFloVFhfEk3rSRXWbr2AcOMZaZSxsLUgu, facebook-domain-verification=omkopu5gjuqqgqh9g1a31ahoc4nxp2, google-site-verification=JWequQI-KnC0__Go_AS5cM9HhgJ5_4rtiJqL7MMbpPw, google-site-verification=ckkyR_7BfF23eTXcGTHo1tXUl5FMcZtnTpNA-pXozLc, status-page-domain-verification=ptqvlpg8v68t, v=spf1 include:_spf.google.com include:amazonses.com include:spf.mandrillapp.com include:stspg-customer.com include:mail.zendesk.com -all","aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","b._dns-sd._udp, db._dns-sd._udp, dr._dns-sd._udp, lb._dns-sd._udp, r._dns-sd._udp"
[x],integrations.instamojo.com,"104.20.93.103, 104.20.94.103","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700:10::6814:5e67, 2606:4700:10::6814:5d67",integrations.instamojo.com.cdn.cloudflare.net,,True,cloudflare,,,
[x],internaldebug.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],intraskope.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],investingfunda.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],isudatta.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ivymadehzb.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],iwilindia01.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jankarihub.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],job4india.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jogalraja.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],joydeepdas027.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],js.instamojo.com,"104.20.93.103, 104.20.94.103","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700:10::6814:5d67, 2606:4700:10::6814:5e67",js.instamojo.com.cdn.cloudflare.net,,True,cloudflare,,,
[x],kadegaonfpc.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kafka.instamojo.com,"52.66.161.44, 13.126.76.31","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kalratechno80.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],karanbhatiwal786.stores.instamojo.com,,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],karthik17.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kashimedia1.stores.instamojo.com,,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kdgifthouse.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kewalac.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],knowledgekahub.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kokanmedia.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],krishnnasharrma.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],kriyamadhyama.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],kumailmusic.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kumarpramod.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kurious-machine.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kushwahaatul1212.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kyrakdigitals.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],l-itrahb.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],laxmanj27.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],learneee.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],legallyindia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],legalraasta.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],literoma.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lmeb.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],loomeria.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lotusarise.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lovemaharashtra.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lpkc10000.stores.instamojo.com,,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],madrasana.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],magnetmarketing1.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mail.instamojo.com,142.250.185.83,"ns1.google.com, dns-admin.google.com",NOERROR,,2a00:1450:4001:80e::2013,ghs.google.com,,,,,,
[x],makeshiftedc.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],makkarielts.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],man-krgupta.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],manage.instamojo.com,"13.234.141.177, 65.2.88.241","ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-675.awsdns-20.net, ns-1178.awsdns-19.org, ns-136.awsdns-17.com, ns-1944.awsdns-51.co.uk",,,,,,,,
[x],manage.mjc.instamojo.com,"13.126.121.20, 43.204.63.26","ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],manage.mjc0.instamojo.com,"65.0.200.65, 52.66.105.124","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],maneatingorchid.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],manisharya1.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],marathishopping40.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],marketingkeeda.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],masterwithinstore.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mathematicia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mced.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media.instamojo.com,"104.20.94.103, 104.20.93.103","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"2606:4700:10::6814:5d67, 2606:4700:10::6814:5e67",media.instamojo.com.cdn.cloudflare.net,,True,cloudflare,,,
[x],medianama.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mehulved.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],metabase.instamojo.com,"52.66.161.44, 13.126.76.31","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mgdlab.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mgitetonline.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mhrc.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mishraabhijeet09.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],missfox.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mixviberec.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mjc.instamojo.com,,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-374.awsdns-46.com, ns-734.awsdns-27.net, ns-1181.awsdns-19.org, ns-1734.awsdns-24.co.uk",,,,,,,,
[x],mjc0.instamojo.com,,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1509.awsdns-60.org, ns-1959.awsdns-52.co.uk, ns-34.awsdns-04.com, ns-969.awsdns-57.net",,,,,,,,
[x],mk03275.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mkdigitalseva.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],msrahul97.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mujahid92.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],myebook-store.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mystore.instamojo.com,"13.235.176.172, 3.7.36.86","ns-751.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1061.awsdns-04.org, ns-1859.awsdns-40.co.uk, ns-751.awsdns-29.net, ns-92.awsdns-11.com",,,,,,,,
[x],mystore.mjc.instamojo.com,"3.6.53.21, 3.6.155.156","ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mystore.mjc0.instamojo.com,"3.6.140.113, 65.0.164.163","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nagarjuntraininginstitute.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nammakpsc.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],naonline.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nazarbuttu20.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nazirusman70.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],neyyaracademyprivatelimited.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nikunj64.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nimmapustaka.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],nkk1113.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nmsa.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],noorbynature.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],notespdf19.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],novacardsindia.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nsdmindia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],octave.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],office-22580.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],onlinestudyzone.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],paragmulgund.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],pcube2013.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],peeyush-sekhsaria.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pentagrit.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pfphouse.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],phab.instamojo.com,"13.126.76.31, 52.66.161.44","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],philic1.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pkalika.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pkkhurana.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],poornapragya.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],praise-store.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prajodaya.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],praveece.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],pravin310.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],premraidigitalgorkhaa.stores.instamojo.com,,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],priyaflorence.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],procyonnetworks1.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],professionaldunia.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pubgmobilelite.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pythonhub.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],questionsme.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],radhika-12.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],raman2572.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rankme1.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],ravithakur123.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],resultbaba.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],risevertise.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rksame.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rmadhiwalla.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rohitmeena585.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rojgarfind.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ronakgajjar1.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rosjack22.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],saeed61850.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sahityomela.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],saitravelcare.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1333.awsdns-38.org, ns-1911.awsdns-46.co.uk, ns-337.awsdns-42.com, ns-794.awsdns-35.net",,,,,,,,
[x],sampleculture.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],samyakonline.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sanchabirsubba.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sanguine.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],santacomeshome.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sarkarijob.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sarkariresult247.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sarkariresultalljob.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sarthak-b9934.stores.mjc0.instamojo.com,"52.66.105.124, 65.0.200.65","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sayanme24.stores.instamojo.com,"13.234.141.177, 65.2.88.241","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sbmvlog96.stores.instamojo.com,"65.2.88.241, 13.234.141.177","ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
