new,host,a,cname,soa,status_code,has_internal_ips,internal_ips,txt,aaaa,ns,mx,cdn,cdn-name
[x],bailu.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baimou.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bairuchaye.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bairuite.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bairuiyuan.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bairuiyuan.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baise.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baishutang.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baitiao.jd.com,111.202.58.163,baitiao.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,2403:a200:a200:11c4::26,,,,
[x],baixiu.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baiyangjk.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baiyue.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baiyuwj.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baliyueqi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bamboo.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bandai.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bang.jd.com,202.77.129.232,bang.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bangson.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bank.jd.com,172.20.33.155,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.155,,,,,,
[x],bankws.360buy.com,211.151.32.79,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],banner.jd.com,"172.22.134.128, 172.20.37.22",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.22.134.128, 172.20.37.22",,,,,,
[x],banqiu.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],banyunbaozy.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],banzheni.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bao.jd.com,"111.206.93.237, 211.151.19.121",bao.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,"2403:a200:a200:11c4::1ba, 2408:8706:0:a100::1a",,,,
[x],bao.jr.jd.com,,"bao.jr.jd.com.gslb.qianxun.com, www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],baogong.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baojiajie.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baolilonggongyepin.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baomawj.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baoxian.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baoxian.jr.jd.com,,"baoxian.jr.jd.com.gslb.qianxun.com, baoxian.jr.jd.com.s.galileo.jcloud-cdn.com, mfn-sched.jcloud-cdn.com","ns1.jdgslb.com, apollo.jdgslb.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],barbie.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baseus-zy.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],basfcn.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bashen.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bastion.jd.com,"11.11.36.241, 11.11.36.239",,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bastion2.jd.com,172.20.47.12,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.47.12,,,,,,
[x],bathclin.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bauerfeind.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bauerfeind.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bauerfeindny.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],baymark.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bb.jd.com,172.20.46.72,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.46.72,,,,,,
[x],bbs.360buy.com,60.29.252.98,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bbs.jd.com,172.16.101.246,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.101.246,,,,,,
[x],bc.jd.com,172.20.36.50,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.50,,,,,,
[x],bca.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bcg29q.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bcp.jd.com,"172.22.132.221, 172.20.37.207",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.22.132.221, 172.20.37.207",,,,,,
[x],bd-gti.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bdjh5.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bdl.jd.com,"172.20.39.99, 172.18.254.97",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.39.99, 172.18.254.97",,,,,,
[x],bds.jd.com,172.20.48.10,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.48.10,,,,,,
[x],beacon.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beats.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beatsbydre.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beautigo.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beautoday.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beauty.jd.com,202.77.129.185,beauty.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bee-i-origin.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beian.jd.com,,beian.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beianbeihw.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beiens.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beifute.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beihangshe.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beihehy.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beijingzhushi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beiliangbl.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beisichepin.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beitian.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beiyudn.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],benbenmy.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],benelic.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],benro.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],benshion.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],besign.jd.com,202.77.132.45,besign.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bestek.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bestfriendmusic.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bestgyp.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-api4.m.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-b.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-gcp.jd.com,11.152.80.37,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-in.m.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-invoice.m.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-live.jd.com,,beta-live.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-m.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-mini-app-static.jd.com,120.52.30.47,beta-mini-app-static.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-monitor.jd.com,211.144.24.129,beta-monitor.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-p.m.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-preview-defaultproduction.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-preview-defaultproduction.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-preview-defaultproduction.ua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-reserve.jd.com,172.20.36.49,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.49,,,,,,
[x],beta-uploads-team-db2corporatemysqlbackups-www-test.jimi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beta-vendor.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],beta-webcast.jd.com,172.20.35.188,proxy.m.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.188,,,,,,
[x],betademo-dal12.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],betop.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],beverry.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bf.jd.com,"124.250.16.152, 61.48.89.143",bf.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bff.jd.com,"172.18.227.45, 172.20.37.88",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.45, 172.20.37.88",,,,,,
[x],bfwyqjd.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bg.jd.com,111.13.29.186,bg.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bhdcj.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bhome.jd.com,202.77.132.45,bhome.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bhp.jd.com,"172.20.37.29, 172.18.255.48",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.29, 172.18.255.48",,,,,,
[x],bi.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],bi.man.jd.com,172.16.133.150,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.133.150,,,,,,
[x],bianli.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biao.jd.com,111.206.93.236,biao.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,2408:8706:0:a100::19,,,,
[x],biaze123.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biazejd.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bic.jd.com,,bic.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bicom.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bid.jd.com,,bid.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bid46ej.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bid46h4.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bid46lt.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bid46ng.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bidding.jd.com,202.77.129.185,bidding.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],big-sso.jd.com,,"big-sso.jd.com.gslb.qianxun.com, big-sso.jd.com.pykjgwny.jcloudgslb.com","ns1.jdgslb.com, apollo.jdgslb.com",NOERROR,,,,,,,,
[x],bigboss.jd.com,111.13.149.110,bigboss.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bigger.jd.com,202.77.129.84,bigger.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bilai.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bill.jd.com,211.144.24.95,bill.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bill.jr.jd.com,211.151.9.23,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],billing.jd.com,11.16.109.32,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bills.jd.com,"172.20.36.186, 172.18.227.87",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.186, 172.18.227.87",,,,,,
[x],bim.jd.com,172.20.33.134,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.134,,,,,,
[x],bimg0-local.jd.com,"172.28.63.70, 172.20.37.44",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.63.70, 172.20.37.44",,,,,,
[x],bimg2-local.jd.com,"172.20.37.44, 172.28.63.70",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.44, 172.28.63.70",,,,,,
[x],bin.jd.com,"172.23.68.65, 10.241.184.20",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.23.68.65, 10.241.184.20",,,,,,
[x],bingtian.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biostime.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bisutang.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biw.jd.com,"123.126.37.10, 211.151.10.148, 123.126.36.188, 211.151.11.4",biw.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biyuzun.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biz.jd.com,"61.49.99.13, 124.250.18.64",biz.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,"2408:8706:0:a100::, 2403:a200:a200:11c4::7",,,,
[x],bizapi.jd.com,202.77.129.157,bizapi.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bizgw.jd.com,202.77.129.112,bizgw.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],biznet.jd.com,"211.151.19.108, 49.7.27.202",biznet.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,2403:a200:a200:11c4::1cc,,,,
[x],bjdxc.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjesound.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjkf53.wms5.jd.com,10.12.32.121,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,10.12.32.121,,,,,,
[x],bjkjpress.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjlcs.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjnwf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjsaxt.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjtsds.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjxtc.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bjzqtz.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bkmkgf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bl.jd.com,172.18.227.241,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.227.241,,,,,,
[x],blaupunkt.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bldyq.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ble.jd.com,"172.18.227.60, 172.20.37.42",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.60, 172.20.37.42",,,,,,
[x],blizzard.jd.com,172.20.35.91,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.91,,,,,,
[x],blockchain.jd.com,116.198.30.40,"blockchain.jd.com.gslb.qianxun.com, blockchain.jd.com-5f1c095c7a16.jdcloudwaf.com","ns1.jdgslb.com, apollo.jdgslb.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],blog.jd.com,120.52.30.33,blog.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bls.jd.com,172.18.227.244,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.227.244,,,,,,
[x],blswje.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bluespark.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bmc.jd.com,172.20.33.136,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.136,,,,,,
[x],bmw.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bnmbbgyp.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bnmzgh.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bntn520.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bobdogkids.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bochuanbook.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bodajiayinsm.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bond.jd.com,172.23.203.4,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.23.203.4,,,,,,
[x],bonsaii.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],book.360buy.com,163.171.132.119,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],book.erp.jd.com,172.20.33.37,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.37,,,,,,
[x],book.jd.com,163.171.132.119,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],booking.jd.com,202.77.129.185,booking.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bookuu.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],boom.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],booniebears.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bop.jd.com,"211.151.10.180, 61.48.89.109",bop.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bosch-pt.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bostanten1.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bounce.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],bowen.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],bowuwc.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],box.man.jd.com,"172.16.135.179, 172.28.60.232, 172.20.33.200",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.16.135.179, 172.28.60.232, 172.20.33.200",,,,,,
[x],boxglobal.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],boyayueqi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
