input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,final_url,webserver
faye.k8s.beta.blend.com,,404,9,,faye.k8s.beta.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,faye.k8s.beta.blend.com,80,http://faye.k8s.beta.blend.com:80,http,text/plain,GET,54.160.196.48,/,-738705486,34.236.122.19,HSTS,1,False,True,True,,,https://faye.k8s.beta.blend.com/,
fbc.beta.blendlabs.com,,200,123365,https://www.google.com,fbc.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,fbc.beta.blendlabs.com,443,https://fbc.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
fbc.blendlabs.com,Not Found,404,12379,,fbc.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fbc.blendlabs.com,443,https://fbc.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
fgmc.blendlabs.com,Not Found,404,12379,,fgmc.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fgmc.blendlabs.com,80,http://fgmc.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://fgmc.blendlabs.com/,
fgmc2.blendlabs.com,Not Found,404,12379,,fgmc2.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fgmc2.blendlabs.com,443,https://fgmc2.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
fib.blendlabs.com,Not Found,404,12379,,fib.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fib.blendlabs.com,443,https://fib.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
fidlend.blendlabs.com,Not Found,404,12379,,fidlend.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fidlend.blendlabs.com,80,http://fidlend.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://fidlend.blendlabs.com/,
firstbank.beta.blendlabs.com,,200,144998,www.google.com,firstbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,firstbank.beta.blendlabs.com,443,https://firstbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
firstbank.blendlabs.com,Not Found,404,12379,,firstbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,firstbank.blendlabs.com,80,http://firstbank.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://firstbank.blendlabs.com/,
firstchoice.blendlabs.com,,200,79259,https://mfa-registrar.blendlabs.com,firstchoice.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:41:20Z,2023-07-07T19:41:19Z,CN=firstchoice.blendlabs.com,firstchoice.blendlabs.com,,firstchoice.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b331128209b067d33b321fbde398174f,4ace06e9f9443608dd4fde286d27dab45c78feb8b6a04acc80c7cf88eb6f5c82,ctls,firstchoice.blendlabs.com,443,https://firstchoice.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,Plaid,33,False,,,cloudflare,True,,
firstfinancial.beta.blendlabs.com,,200,136429,connect.facebook.net,firstfinancial.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,firstfinancial.beta.blendlabs.com,80,http://firstfinancial.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,1543400728,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://firstfinancial.beta.blendlabs.com/,
firstfinancial.blendlabs.com,Not Found,404,12379,,firstfinancial.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,firstfinancial.blendlabs.com,80,http://firstfinancial.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://firstfinancial.blendlabs.com/,
firsthome.blendlabs.com,,400,28,,firsthome.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,firsthome.blendlabs.com,443,https://firsthome.blendlabs.com:443,https,text/html,GET,54.234.114.148,/,-2025574194,52.45.26.193,,1,False,True,True,,,,
firstlending.blendlabs.com,,200,79320,https://payment-api-external.k8s.prod.blend.com,firstlending.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:40:04Z,2023-07-07T19:40:03Z,CN=firstlending.blendlabs.com,firstlending.blendlabs.com,,firstlending.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b82b39522008046819e7381b4ede7a22,22c7c0bde31d9440f843cc66e747918b5f4de0a1d253050cf4581d2f45b7f363,ctls,firstlending.blendlabs.com,443,https://firstlending.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,Plaid,33,False,,,cloudflare,True,,
firstmerchantsbank.beta.blendlabs.com,,200,107685,https://ssl.gstatic.com,firstmerchantsbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,firstmerchantsbank.beta.blendlabs.com,443,https://firstmerchantsbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
firstoption.beta.blendlabs.com,,200,123340,https://blend-backend-firstoption-uat-default.s3.amazonaws.com,firstoption.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,firstoption.beta.blendlabs.com,443,https://firstoption.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
firstpacific.blendlabs.com,,200,79376,https://maps.googleapis.com,firstpacific.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:38:47Z,2023-07-07T19:38:46Z,CN=firstpacific.blendlabs.com,firstpacific.blendlabs.com,,firstpacific.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55a4d3f44f7a23a5886708f48d91e210,3e7f2d3520030d7ac2dba9917c92d3f80ebe1340060dbf9311c1883cb9021e31,ctls,firstpacific.blendlabs.com,443,https://firstpacific.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,Plaid,33,False,,,cloudflare,True,,
firstrepublic.blendlabs.com,Not Found,404,12379,,firstrepublic.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,firstrepublic.blendlabs.com,443,https://firstrepublic.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
firstsavings.blendlabs.com,Not Found,404,12379,,firstsavings.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,firstsavings.blendlabs.com,80,http://firstsavings.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://firstsavings.blendlabs.com/,
firstsecurity.beta.blendlabs.com,,200,114049,*.blendlabs.com,firstsecurity.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,firstsecurity.beta.blendlabs.com,443,https://firstsecurity.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
flagstar.beta.blendlabs.com,,200,115109,https://sentry-proxy.k8s.tools.blend.com,flagstar.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,flagstar.beta.blendlabs.com,443,https://flagstar.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
flagstar.blendlabs.com,Not Found,404,12379,,flagstar.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,flagstar.blendlabs.com,443,https://flagstar.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
fmfcu.blendlabs.com,Not Found,404,12379,,fmfcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fmfcu.blendlabs.com,80,http://fmfcu.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://fmfcu.blendlabs.com/,
forum.blend.com,Page not found | Blend,404,61078,,forum.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-08-22T23:59:59Z,CN=forum.blend.com,forum.blend.com,,forum.blend.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,be6aa62597c7a5379beed7cabada994c,f2ab6aafca30201492b098548cc4c2164d6da7f5f956447474e15f19f1148b50,ctls,forum.blend.com,80,http://forum.blend.com:80,http,text/html,GET,13.32.99.9,/,-1974105308,13.32.99.101,Yoast SEO:19.11,518,False,,,cloudfront,True,https://forum.blend.com/forum-live-registration-2022/,nginx
forward.blend.com,Forward 2021 Recap | Blend,200,65873,,forward.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-23T23:59:59Z,CN=forward.blend.com,forward.blend.com,,forward.blend.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,372d4c6fea25e7fffe18f39f0d924f4d,7fe82a3fb1a0762e92172c18789ced1478300254abb2048300161de243d8bdab,ctls,forward.blend.com,443,https://forward.blend.com:443,https,text/html,GET,52.222.214.117,/,-1974105308,52.222.214.30,Yoast SEO:19.11,540,False,,,cloudfront,True,,nginx
fpcu.beta.blendlabs.com,,200,138260,https://ssl.gstatic.com,fpcu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,fpcu.beta.blendlabs.com,443,https://fpcu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
fpcu.blendlabs.com,Not Found,404,12379,,fpcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,fpcu.blendlabs.com,443,https://fpcu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
frandsen.blendlabs.com,Not Found,404,12379,,frandsen.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,frandsen.blendlabs.com,80,http://frandsen.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://frandsen.blendlabs.com/,
franklinamerican.blendlabs.com,,400,28,,franklinamerican.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,franklinamerican.blendlabs.com,80,http://franklinamerican.blendlabs.com:80,http,text/html,GET,34.227.180.134,/,-2025574194,54.234.114.148,,1,False,True,True,,,https://franklinamerican.blendlabs.com/,
franklinlc.beta.blendlabs.com,,200,114000,https://mfa-registrar.beta.blendlabs.com,franklinlc.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,franklinlc.beta.blendlabs.com,443,https://franklinlc.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
fremontbank.beta.blendlabs.com,,200,145947,https://pixel.k8s.beta.blend.com,fremontbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,fremontbank.beta.blendlabs.com,443,https://fremontbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-324272031,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
frostmortgage.blendlabs.com,Not Found,404,12379,,frostmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,frostmortgage.blendlabs.com,443,https://frostmortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
ft.beta.blendlabs.com,,200,156795,https://payment-api-external.k8s.beta.blend.com,ft.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,ft.beta.blendlabs.com,443,https://ft.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1445889431,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
ft.blendlabs.com,,400,28,,ft.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,ft.blendlabs.com,443,https://ft.blendlabs.com:443,https,text/html,GET,34.227.180.134,/,-2025574194,34.200.90.168,,1,False,True,True,,,,
full-stack.blend.com,Blend Engineering: Full Stack Finance,200,18079,,full-stack.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-12-16T23:59:59Z,CN=full-stack.blend.com,full-stack.blend.com,,full-stack.blend.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1b8e7b671d4e97cd69075f1a8fd4070e,caba9651beb3286e69bb6c03fe63ceceff3eb31e9c45e4b62f065dbf6a9db5c3,ctls,full-stack.blend.com,443,https://full-stack.blend.com:443,https,text/html,GET,13.32.27.56,/,754148299,13.32.27.117,Hugo:0.64.1,19,False,,,cloudfront,True,,AmazonS3
gateway.blendlabs.com,Not Found,404,12379,,gateway.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,gateway.blendlabs.com,443,https://gateway.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
