new,host,a,soa,status_code,aaaa,mx,cdn,cdn-name,txt,cname,ns,caa,has_internal_ips,internal_ips
[x],ccs-api-dev01-green.etp-dev01.cloud.apps.fireeye.com,44.235.194.235,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-apps-green/ccs-api-dev01-green-ingress",,,,,
[x],ccs-api-dev01.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-apps/ccs-api-ingress",,,,,
[x],ccs-api-prd01-blue.etp-prd01.cloud.apps.fireeye.com,"35.79.252.149, 35.74.188.52, 52.192.72.145","ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd01-external-dns,external-dns/resource=ingress/etp-prd01-apps-blue/ccs-api-prd01-blue-ingress",,,,,
[x],ccs-api-prd01-green.etp-prd01.cloud.apps.fireeye.com,52.197.108.255,"ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd01-external-dns,external-dns/resource=ingress/etp-prd01-apps-green/ccs-api-prd01-green-ingress",,,,,
[x],ccs-api-prd06-blue.etp-prd06.cloud.apps.fireeye.com,"3.67.246.187, 3.127.138.38, 3.126.81.131","ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd06-external-dns,external-dns/resource=ingress/etp-prd06-apps-blue/ccs-api-prd06-blue-ingress",,,,,
[x],ccs-api-prd07-green.etp-prd07.cloud.apps.fireeye.com,52.211.149.119,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd07-external-dns,external-dns/resource=ingress/etp-prd07-apps-green/ccs-api-prd07-green-ingress",,,,,
[x],ccs-api-prd08-blue.etp-prd08.cloud.apps.fireeye.com,"35.80.200.126, 54.201.25.216, 34.215.215.132","ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd08-external-dns,external-dns/resource=ingress/etp-prd08-apps-blue/ccs-api-prd08-blue-ingress",,"ns-1255.awsdns-28.org, ns-1763.awsdns-28.co.uk, ns-387.awsdns-48.com, ns-676.awsdns-20.net",,,
[x],ccs-api-prd08-green.etp-prd08.cloud.apps.fireeye.com,54.148.34.34,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd08-external-dns,external-dns/resource=ingress/etp-prd08-apps-green/ccs-api-prd08-green-ingress",,,,,
[x],ccs-api-prd09-blue.etp-prd09.cloud.apps.fireeye.com,"3.233.225.82, 3.217.124.86, 34.227.187.150","ns-596.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd09-external-dns,external-dns/resource=ingress/etp-prd09-apps-blue/ccs-api-prd09-blue-ingress",,"ns-1158.awsdns-16.org, ns-2016.awsdns-60.co.uk, ns-307.awsdns-38.com, ns-596.awsdns-10.net",,,
[x],ccs-api-prd11-blue.etp-prd11.cloud.apps.fireeye.com,"15.222.209.62, 52.60.123.226, 3.97.253.64","ns-1572.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ccs-api-prd11-green.etp-prd11.cloud.apps.fireeye.com,3.96.110.207,"ns-1572.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cdk-constructs.docs.endpoint.fireeye.com,"185.199.108.153, 185.199.111.153, 185.199.110.153, 185.199.109.153","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,"2606:50c0:8002::153, 2606:50c0:8001::153, 2606:50c0:8000::153, 2606:50c0:8003::153",,,,,fireeye-core.github.io,,,,
[x],cdn-prod.odyssey.design.fireeye.com,"108.138.7.119, 108.138.7.44, 108.138.7.80, 108.138.7.87","ns-439.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],cgen3.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],charlotte.access.sfo.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],chat.fireeye.com,199.16.196.16,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloud-eu.fireeye.com,206.142.226.31,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloud-fcs.fireeye.com,199.16.197.141,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloud-preprod.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cloud-qa2.cso.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloud-qa2.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cloud-stage.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cloud.apps.fireeye.com,205.251.192.78,"ns-1350.awsdns-40.org, awsdns-hostmaster.amazon.com",NOERROR,2600:9000:5302:9c00::1,,,,,,"ns-1350.awsdns-40.org, ns-668.awsdns-19.net, ns-78.awsdns-09.com, ns-2019.awsdns-60.co.uk",,,
[x],cloud01.fireeye.com,63.128.159.31,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloud6.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cloudcolo.fireeye.com,136.179.56.244,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloudservices-sandbox.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloudservices.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cloudvisory.apps.fireeye.com,"52.24.59.183, 44.233.37.216","ns-318.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cm01.access.ork.selabs.fireeye.com,162.159.246.125,,NOERROR,,,True,cloudflare,,,,,,
[x],cm01.access.tyo.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cm01.staff.access.ork.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],cm02.p.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb-dev.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb-qa.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb-stage.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb-writer-stage.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb-writer.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cmdb.corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],concur.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],conference.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],connect.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],console-feiam-qa00.iam.apps.fireeye.com,"35.82.162.170, 35.163.4.215","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,feiam-qa00-gateway-elb-648618198.us-west-2.elb.amazonaws.com,,,,
[x],console-iam-int.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],console-iam-stg.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],console.ca.fireeye.com,162.159.246.125,,NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],content.fireeye.com,"18.232.202.107, 3.84.65.56, 3.94.199.53, 52.2.159.125","ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,alb-fireeye.lookbookhq.com,,,,
[x],context-dev.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],context-gateway.fireeye.com,"13.225.78.24, 13.225.78.22, 13.225.78.105, 13.225.78.19","ns-1845.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,d3j993nbd9x8fc.cloudfront.net,"ns-1249.awsdns-28.org, ns-1845.awsdns-38.co.uk, ns-287.awsdns-35.com, ns-862.awsdns-43.net",,,
[x],context-qa.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],core01-fw.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],core02-fw.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],corp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],course-resources.a.staging.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],course-resources.staging.a.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],crashlanding.ap.feconnect.fireeye.com,"35.73.33.227, 54.150.191.126, 13.230.175.249","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-prd03-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.cluster.ap.feconnect.fireeye.com,"35.73.33.227, 13.230.175.249, 54.150.191.126","ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-prd03-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.cluster.etp-dev01.cloud.apps.fireeye.com,"44.242.56.119, 52.40.251.49, 52.39.240.114","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.cluster.etp-prd07.cloud.apps.fireeye.com,"34.253.10.27, 34.252.219.220, 34.253.111.45","ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],crashlanding.cluster.etp-prd08.cloud.apps.fireeye.com,"34.215.215.132, 54.201.25.216, 35.80.200.126","ns-360.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd08-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,"ns-1266.awsdns-30.org, ns-1546.awsdns-01.co.uk, ns-360.awsdns-45.com, ns-983.awsdns-58.net",,,
[x],crashlanding.cluster.etp-prd09.cloud.apps.fireeye.com,"3.217.124.86, 34.227.187.150, 3.233.225.82","ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd09-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,"ns-1033.awsdns-01.org, ns-179.awsdns-22.com, ns-1925.awsdns-48.co.uk, ns-758.awsdns-30.net",,,
[x],crashlanding.cluster.etp-prd11.cloud.apps.fireeye.com,"3.97.253.64, 52.60.123.226, 15.222.209.62","ns-225.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd11-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,"ns-1497.awsdns-59.org, ns-1915.awsdns-47.co.uk, ns-225.awsdns-28.com, ns-746.awsdns-29.net",,,
[x],crashlanding.cluster.eu.feconnect.fireeye.com,"18.157.242.210, 52.29.67.229, 3.65.85.243","ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],crashlanding.cluster.feconnect.fireeye.com,"54.214.248.132, 54.189.254.28, 54.71.12.36","ns-1808.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-prd01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.cluster.sre-dev01.apps.fireeye.com,"54.69.42.226, 52.39.13.53","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-dev01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.cluster.staging.feconnect.fireeye.com,"52.36.219.78, 54.200.186.158, 44.227.74.89",,NOERROR,,,,,,,,,,
[x],crashlanding.etp-prd01.cloud.apps.fireeye.com,"52.192.72.145, 35.79.252.149, 35.74.188.52","ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.etp-prd06.cloud.apps.fireeye.com,"3.126.81.131, 3.127.138.38, 3.67.246.187","ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd06-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.etp-prd07.cloud.apps.fireeye.com,"34.253.10.27, 34.253.111.45, 34.252.219.220","ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd07-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.etp-prd08.cloud.apps.fireeye.com,"54.201.25.216, 35.80.200.126, 34.215.215.132","ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd08-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],crashlanding.eu.feconnect.fireeye.com,"3.65.85.243, 52.29.67.229, 18.157.242.210","ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],crashlanding.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/nginx-ingress/nginx-ingress-default-backend",,,,,
[x],crashlanding.k8s-etp-qa01.cloud.apps.fireeye.com,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018832522NAE1OA2K3ZS,external-dns/resource=ingress/nginx-ingress/nginx-ingress-default-backend",,,,,
[x],crashlanding.sre-prod01.apps.fireeye.com,52.26.125.108,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],crashlanding.staging.feconnect.fireeye.com,"52.36.219.78, 44.227.74.89, 54.200.186.158","ns-1512.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-stg01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,,
[x],cs-notices.fireeye.com,"18.208.125.13, 3.92.120.28, 52.54.96.194, 3.215.172.219, 34.237.219.119","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,
[x],csportal-2.fireeye.com,162.209.98.216,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ctd.fireeye.com,216.71.112.31,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ctfd.a.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ctfd.staging.a.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cyberark.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cyberark.glb.fireeye.com,"10.35.100.246, 10.33.30.240","SJC1-B1-F1M1-GTM1.fireeye.com, hostmaster.SJC1-B1-F1M1-GTM1.fireeye.com",NOERROR,,,,,,,SJC1-B1-F1M1-GTM1.fireeye.com,,True,"10.35.100.246, 10.33.30.240"
[x],cyberchef.a.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],cybergenesis.staging.a.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],design.fireeye.com,,"ns-439.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1698.awsdns-20.co.uk, ns-439.awsdns-54.com, ns-980.awsdns-58.net, ns-1342.awsdns-39.org",amazon.com,,
[x],dev-cloudvisory.cloud.aws.apps.fireeye.com,"52.39.225.19, 52.10.61.138","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev-identity.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dev-idp.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dev-learn.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dev.apps.fireeye.com,"54.69.201.139, 52.39.143.81, 52.42.143.82","ns-195.awsdns-24.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev.arb.svpc.apps.fireeye.com,"35.83.146.165, 52.12.202.178","ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dev.docs.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dev.fireeye.com,162.159.246.125,,NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dev.helix.us.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],dev.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dev1-identity.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dev1.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dev63.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],developer.fireeye.com,"18.155.129.125, 18.155.129.116, 18.155.129.37, 18.155.129.29","ns-1806.awsdns-33.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,"ns-1806.awsdns-33.co.uk, ns-813.awsdns-37.net, ns-1321.awsdns-37.org, ns-225.awsdns-28.com",,,
[x],developers.fireeye.com,"108.156.184.23, 108.156.184.40, 108.156.184.78, 108.156.184.98","ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],devkshaw.endpoint.fireeye.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],dialin.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dingyue-reset.lms.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dingyue.lms.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dispatcher1.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dispatcher2.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dnews.www.access.ork.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dnstest-drone.try.sre.apps.fireeye.com,,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0113769DBNXLXSZAFRW,external-dns/resource=ingress/dnstest-drone/drone-redirect",,"ns-1347.awsdns-40.org, ns-1768.awsdns-29.co.uk, ns-378.awsdns-47.com, ns-598.awsdns-10.net",,,
[x],docs-iam-int.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],docs-portal.design.fireeye.com,"35.84.96.206, 52.27.155.218, 54.218.71.18",,NOERROR,,,,,,d-pf3k41s3wh.execute-api.us-west-2.amazonaws.com,,,,
[x],docs.eng.fireeye.com,199.16.198.114,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,oken.fireeye.com,,,,
[x],docs.search.fireeye.com,"34.208.140.71, 44.236.128.154, 52.36.33.141","ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,d-llxkd6apbe.execute-api.us-west-2.amazonaws.com,,,,
[x],docs.sre-prod01.apps.fireeye.com,52.26.125.108,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/docs/honey-badger-honey-docs",,,,,
[x],docs2.fireeye.com,136.179.56.244,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,mil.fireeye.com,,,,
[x],dod-vnc.marketplace.apps.fireeye.com,3.212.159.100,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dod.fireeye.com,162.159.246.125,,NOERROR,,,True,cloudflare,,,,,,
[x],drone.copss01.concord.apps.fireeye.com,,"ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z1F6E29UM0JH7C,external-dns/resource=ingress/drone/drone-server",,,,,
[x],drone.sre-prod01.apps.fireeye.com,52.26.125.108,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/drone/drone",,,,,
[x],drone.sre.apps.fireeye.com,"52.35.201.238, 54.148.208.112, 35.161.41.81","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=service/devops/drone-ingress-ingress-nginx-controller",,,,,
[x],dronerunner.copss01.concord.apps.fireeye.com,,"ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z1F6E29UM0JH7C,external-dns/resource=ingress/dronerunner/dronerunner-drone-runner-kube",,,,,
[x],drop.fireeye.com,38.27.116.169,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dtitap-stage.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],dtitap.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],duo.sre-dev01.apps.fireeye.com,"35.82.226.165, 100.21.140.168","ns-1654.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-dev01-external-dns,external-dns/resource=ingress/duo/duo-auth-proxy-nomfa-v2",,,,,
[x],duo.try.sre.apps.fireeye.com,,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0113769DBNXLXSZAFRW,external-dns/resource=ingress/duo/duo-auth-proxy-mfa",,,,,
[x],duong.fireeye.com,199.16.196.4,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],dx-components.fireeye.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,dlvozd6f4qg0i.cloudfront.net,,,,
[x],dxb.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,dxb-mail.selabs.fireeye.com,True,cloudflare,,,,,,
[x],eba-sonarqube.eng.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],edge01-fw.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],edge02-fw.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
