new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,mx,caa,has_internal_ips,internal_ips,ptr
,strap.trials-int.nci.nih.gov,"52.222.214.5, 52.222.214.84, 52.222.214.35, 52.222.214.64","2600:9000:223d:a000:1c:c285:3f40:93a1, 2600:9000:223d:ac00:1c:c285:3f40:93a1, 2600:9000:223d:bc00:1c:c285:3f40:93a1, 2600:9000:223d:b000:1c:c285:3f40:93a1, 2600:9000:223d:f200:1c:c285:3f40:93a1, 2600:9000:223d:1c00:1c:c285:3f40:93a1, 2600:9000:223d:dc00:1c:c285:3f40:93a1, 2600:9000:223d:cc00:1c:c285:3f40:93a1",d12803oeg39xj1.cloudfront.net,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com","ns-95.awsdns-11.com, ns-1557.awsdns-02.co.uk, ns-1089.awsdns-08.org, ns-928.awsdns-52.net",NOERROR,True,cloudfront,,,,,,
,strap.trials.nci.nih.gov,"143.204.89.48, 143.204.89.88, 143.204.89.4, 143.204.89.39","2600:9000:2156:b600:0:8e85:8c40:93a1, 2600:9000:2156:a00:0:8e85:8c40:93a1, 2600:9000:2156:9000:0:8e85:8c40:93a1, 2600:9000:2156:f000:0:8e85:8c40:93a1, 2600:9000:2156:6400:0:8e85:8c40:93a1, 2600:9000:2156:ec00:0:8e85:8c40:93a1, 2600:9000:2156:6e00:0:8e85:8c40:93a1, 2600:9000:2156:2800:0:8e85:8c40:93a1",d1n55n330hrbxt.cloudfront.net,"ns-1443.awsdns-52.org, awsdns-hostmaster.amazon.com","ns-1443.awsdns-52.org, ns-1822.awsdns-35.co.uk, ns-7.awsdns-00.com, ns-925.awsdns-51.net",NOERROR,True,cloudfront,,,,,,
,strategicplanning-dev.aspe.hhs.gov,"34.207.48.100, 52.206.82.118",,sps-dev-elbwebex-1487198257.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
,streaming-video.glb.cdc.gov,198.246.102.220,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,streaming.cdc.gov,198.246.102.56,,streaming.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,stroke.nih.gov,"44.214.216.33, 54.175.229.183","2600:1f18:4770:5823:8fec:7b0d:3ac5:be2a, 2600:1f18:4770:5822:50a0:985d:5de8:ac1c",dualstack.nv2-production-lb-34800151.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,sts.hhs.gov,198.179.0.93,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,sts.nih.gov,128.231.243.251,2607:f220:404:9124:128:231:243:251,sts.ha.nih.gov,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,sts.nihdev.cit.nih.gov,128.231.89.167,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stsstg.ha.nih.gov,128.231.90.198,2607:f220:404:9123:128:231:90:198,,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,stsstg.nih.gov,128.231.90.198,2607:f220:404:9123:128:231:90:198,stsstg.ha.nih.gov,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,submit-mfcu-convictions.oig.hhs.gov,158.70.28.60,,,"iad-f5-a2.oig.hhs.gov, hostmaster.iad-f5-a2.oig.hhs.gov",,NOERROR,,,,,,,,
,subscribe.cdc.gov,192.243.228.1,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com","ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",NOERROR,,,"google-site-verification=SqQOnm85KKcSbA5T1E4i_aRJfcjPOZvuTTCYTyUpTbk, v=spf1 ip4:172.82.222.0/24 ~all",inbound.campaign.adobe.com,,,,
,subscription.nhlbi.nih.gov,209.134.144.77,2001:18c8:17f:fc75:20:1:1:77,usnihnhlbi.service.govdelivery.com,"ns-1583.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,v=spf1 a mx include:service.govdelivery.com -all,"mx.service.govdelivery.com, mx2.service.govdelivery.com",,,,
,subscriptions.cms.hhs.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,v=spf1 include:service.govdelivery.com -all,"mx2.public.govdelivery.com, mx.public.govdelivery.com",,,,
,subscriptions.hhs.gov,208.42.190.24,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,v=spf1 a mx ptr include:service.govdelivery.com -all,"mx.service.govdelivery.com, mx2.service.govdelivery.com",,,,
,summerhealthdisparities.nimhd.nih.gov,156.40.212.153,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,support.ncbi.nlm.nih.gov,130.14.29.110,2607:f220:41e:4290::110,vip-www.ncbi.nlm.nih.gov,"dns1-ncbi.ncbi.nlm.nih.gov, systems.ncbi.nlm.nih.gov",,NOERROR,,,,,,,,
,support.niddk.nih.gov,128.231.148.11,2607:f220:417:4201::11,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,supportdev.ninds.nih.gov,156.40.178.22,2607:f220:404:1001:156:40:178:22,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,surveyta.cdc.gov,74.119.61.191,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,svi-origin.glb.cdc.gov,198.246.102.86,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,svi.akam.cdc.gov,96.17.201.79,"2a02:26f0:c900:28e::2461, 2a02:26f0:c900:29f::2461",,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,svi.cdc.gov,104.102.32.212,"2a02:26f0:480:389::2461, 2a02:26f0:480:381::2461",svi.akam.cdc.gov,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,svn.hhs.gov,158.71.217.49,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,svn.niaid.nih.gov,137.187.140.47,,ai-svn01.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,svntest.hhs.gov,158.71.219.97,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,swift.aspr.hhs.gov,,,lbswiftaspr-1280201021.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,swift.cms.gov,198.179.3.151,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,swift.cms.hhs.gov,198.179.3.151,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,swift.hhs.gov,158.74.49.146,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,swift.hrsa.gov,,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,swifttest.cms.hhs.gov,198.179.3.52,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,swiser.nlm.nih.gov,,,,"lhcns1.nlm.nih.gov, nlmdnshostmaster.mail.nih.gov",,NOERROR,,,,,,,,
,swiser6.nlm.nih.gov,,2607:f220:41e:1138::140,,"lhcns1.nlm.nih.gov, nlmdnshostmaster.mail.nih.gov",,NOERROR,,,,,,,,
,sydney.cit.nih.gov,165.112.92.79,2607:f220:418:4302::1:79,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,syntheticbiology.nibib.nih.gov,54.243.205.65,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,t-origin.cdc.gov,198.246.106.48,,"tools-origin.cdc.gov, tools-origin.glb.cdc.gov","ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,t-origin.glb.cdc.gov,"198.246.102.47, 198.246.106.47",,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,t.cdc.gov,104.102.138.220,"2600:141b:e800:b94::2461, 2600:141b:e800:b85::2461","t.cdc.gov.edgekey.net, e9313.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,tableau-uat.fnlcr.nci.nih.gov,"54.90.21.120, 3.213.18.0",,tableau-server-uat-41840323.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,tableau.backends.cms.gov,"10.244.224.56, 10.244.224.184",,internal-tableau-prod-1707883707.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,"10.244.224.56, 10.244.224.184",
,tableau.fnlcr.nci.nih.gov,"54.211.26.246, 35.173.145.165",,tableau-server-prod-201299055.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,tableau.gc.bi.cms.gov,23.5.175.138,"2a02:26f0:c900:281::28a, 2a02:26f0:c900:28c::28a","production2.cms.gov.edgekey.net, e650.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,taggsintra.hhs.gov,172.16.1.142,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,True,172.16.1.142,
,tags.acf.hhs.gov,152.5.65.196,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,takemethere.cc.nih.gov,"3.143.167.119, 18.219.68.78, 3.136.90.88",,"nihweb.connexient.com, nih-prod.dev.connexient.com","ns-2007.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,taraskalab.nhlbi.nih.gov,128.231.54.227,2607:f220:404:1302:128:231:54:227,dir.nhlbi.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,target-data.nci.nih.gov,129.43.254.217,2607:f220:41d:21c1::812b:fed9,target-data-sg.ha.nci.nih.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,target.nci.nih.gov,129.43.254.39,2607:f220:41d:21c1::812b:fe27,redirect.ha2.cancer.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,tater2.cit.nih.gov,128.231.86.107,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,tbblockchaindemocdc.ng.philab.cdc.gov,12.139.22.56,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,tbcarefinderadmin-uat.cdc.gov,"96.16.54.123, 96.16.54.130","2a02:26f0:d8::685e:64a9, 2a02:26f0:d8::685e:64b1","tbcarefinderadmin-uat.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,tbiandptsd.ninr.nih.gov,156.40.89.104,,hddirswebep06.nichd.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,tbportals.niaid.nih.gov,"34.228.151.130, 34.199.96.39",,tbc.niaidawsprod.net,"ns-279.awsdns-34.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,tbulk.impl.hub.cms.gov,146.123.141.141,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,tceolsx.cdc.gov,198.246.102.151,,tceols.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,tcga-data-secure.nci.nih.gov,129.43.254.39,2607:f220:41d:21c1::812b:fe27,redirect.ha2.cancer.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,tdp-backend-staging.acf.hhs.gov,"15.200.78.82, 15.200.103.58","2600:1f12:18a:7d01:e6dd:7be7:f394:2185, 2600:1f12:18a:7d00:b009:8712:fad9:ec9b",tdp-backend-staging.acf.hhs.gov.external-domains-production.cloud.gov,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,teamscience.nih.gov,129.43.40.201,,symd.nci.nih.gov,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,techfinder.nhlbi.nih.gov,128.231.54.253,2607:f220:404:1302:128:231:54:253,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,techtransferagreements.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,teenpregnancy.acf.hhs.gov,54.80.148.80,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,telehealth.hhs.gov,"80.239.137.146, 62.115.252.51","2001:2030:21::50ef:8992, 2001:2030:21::3e73:fc33","telehealth.hhs.gov.edgekey.net, e126978.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,telework.asa.hhs.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,telework.cit.nih.gov,156.40.245.211,,telework.nia.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,telework.nia.nih.gov,156.40.245.211,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,telework.nidcd.nih.gov,156.40.245.211,,telework.nia.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,telework.nigms.nih.gov,156.40.245.211,,telework.nia.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,telework.nimhd.nih.gov,156.40.245.211,,telework.nia.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,telework.oash.hhs.gov,156.40.245.211,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,temp.my.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,temp.od.nih.gov,10.157.93.200,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,10.157.93.200,
,tenuretrack.nih.gov,156.40.242.56,2607:f220:404:2102::9c28:f22f,biowebprod20.nhgri.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,test-api.hhs.gov,"15.200.187.123, 160.1.38.194",,lb-hhs-nonprod.lb-gprod-rt.anypointdns.net,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test-api.ppl.backends.cms.gov,"3.227.194.210, 3.233.75.125, 52.5.64.11",,mce-core-api-lb-test-434630909.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test-app.hhs.gov,216.178.232.78,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,test-home.grantsolutions.gov,107.23.148.12,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,,,
,test-imaging-api.ppl.backends.cms.gov,"34.197.238.47, 34.239.39.98, 34.225.231.48",,mce-imaging-api-lb-test-782762322.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test-internal.grantsolutions.gov,172.16.2.52,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,True,172.16.2.52,
,test-office-pricing-api.ppl.backends.cms.gov,"107.22.71.145, 52.204.182.191, 3.232.250.34",,mce-office-pricing-api-lb-test-681158426.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test-t.cuidadodesalud.gov,209.251.181.220,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test-vaccinecodeset.cdc.gov,198.246.102.24,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,test.adp-auth.backends.cms.gov,"18.215.50.85, 52.206.87.32",,adp-auth-test-1504129733.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test.api.idm.cms.gov,"54.209.84.111, 44.197.221.252",,idm-test-public-elb-677175020.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test.apim2proxy.backends.cms.gov,"54.144.63.163, 3.210.114.69, 35.153.4.244",,apim2proxy-test-alb-ext-1677722838.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test.bcda.cms.gov,"3.227.181.159, 44.211.21.8",,bcda-api-test-01-943375154.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test.bluebutton.cms.gov,"88.221.24.73, 88.221.24.104","2a02:26f0:b200::58dd:18db, 2a02:26f0:b200::58dd:18d1","nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.cloud.cms.gov,"99.84.208.75, 99.84.208.96, 99.84.208.78, 99.84.208.118, 193.108.91.86, 96.7.49.66, 2.16.40.67, 96.7.50.67, 2.22.230.64, 2.16.130.65","2600:9000:2199:9e00:8:cba5:3040:93a1, 2600:9000:2199:b400:8:cba5:3040:93a1, 2600:9000:2199:4800:8:cba5:3040:93a1, 2600:9000:2199:de00:8:cba5:3040:93a1, 2600:9000:2199:a000:8:cba5:3040:93a1, 2600:9000:2199:d400:8:cba5:3040:93a1, 2600:9000:2199:6e00:8:cba5:3040:93a1, 2600:9000:2199:ee00:8:cba5:3040:93a1, 2600:1403:a::43",,"a1-86.akam.net, hostmaster.test.cloud.cms.gov","a10-67.akam.net, a13-64.akam.net, a1-86.akam.net, a8-67.akam.net, a24-65.akam.net, a3-66.akam.net",NOERROR,True,cloudfront,MS=ms79443725,,,,,
,test.cms.gov,"92.123.104.7, 92.123.104.22","2a02:26f0:3500:1b::1724:a385, 2a02:26f0:3500:1b::1724:a393","iservnonprod.cms.gov.edgekey.net, e72410.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.cpms.cms.gov,146.123.141.134,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.cuidadodesalud.gov,23.201.252.43,"2a02:26f0:480:285::1fc6, 2a02:26f0:480:284::1fc6","nonproduction.healthcare.gov.edgekey.net, e8134.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.developer.cms.gov,"104.126.37.146, 104.126.37.154","2a02:26f0:3500:1b::1724:a393, 2a02:26f0:3500:1b::1724:a385","nonproduction2.cms.gov.edgekey.net, e72410.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.dqatlas.medicaid.gov,,,d376foshz4h01x.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,test.edit.insurekidsnow.gov,23.210.112.183,"2a02:26f0:1700:38d::2404, 2a02:26f0:1700:38f::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.edit.medicaid.gov,23.212.211.173,"2a02:26f0:64:581::2404, 2a02:26f0:64:59b::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.grantsolutions.gov,107.23.148.12,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,,,
,test.hub.cms.gov,"104.126.116.43, 104.126.116.90","2600:1408:7400::17de:4fd0, 2600:1408:7400::17de:4fe8","test.hub.cms.gov.edgekey.net, e123149.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.learning.hhs.gov,15.205.179.62,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,test.medicare.gov,23.208.149.82,"2a02:26f0:480:9b0::288, 2a02:26f0:480:988::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.midas.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.prime.cdc.gov,"2.20.132.135, 2.20.132.108","2a02:26f0:64::214:8487, 2a02:26f0:64::214:846c","test.prime.cdc.gov.edgekey.net, e128788.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.qmars.cms.gov,"54.237.35.229, 52.202.52.240",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.qnetconfluence.cms.gov,"23.22.13.225, 54.159.197.149",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.qnetjenkins.cms.gov,"52.20.67.166, 34.233.79.65",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.servis.cms.gov,146.123.141.133,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.simplereport.gov,"95.101.111.169, 95.101.111.133","2a02:26f0:480:23::1726:62b9, 2a02:26f0:480:23::1726:6299","test.simplereport.gov.edgekey.net, e128788.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.vams.cms.gov,146.123.141.139,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.vmscl.cms.gov,158.73.92.136,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.vmsclmt.cms.gov,158.73.92.136,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test.xms.hhs.gov,158.71.212.2,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,test.zone.cms.gov,146.123.141.135,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test0.edit.medicaid.gov,23.210.112.183,"2a02:26f0:1700:38d::2404, 2a02:26f0:1700:38f::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test0.medicaid.gov,23.210.112.183,"2a02:26f0:3100:789::2404, 2a02:26f0:3100:78c::2404","iservnonprod2.medicare.gov.edgekey.net, e9220.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test1.account.mymedicare.gov,23.208.149.82,"2a02:26f0:480:988::288, 2a02:26f0:480:9b0::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test1.mymedicare.gov,23.208.149.82,"2a02:26f0:3500:594::288, 2a02:26f0:3500:58d::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test2.cms.gov,"2.20.132.142, 2.20.132.109","2a02:26f0:64::214:848e, 2a02:26f0:64::214:846d","iservnonprod.cms.gov.edgekey.net, e72410.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test2.cuidadodesalud.gov,23.201.252.43,"2a02:26f0:480:9a4::1fc6, 2a02:26f0:480:980::1fc6","nonproduction.healthcare.gov.edgekey.net, e8134.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test2.medicare.gov,23.216.205.78,"2a02:26f0:ab00:598::288, 2a02:26f0:ab00:5b5::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test2.mymedicare.gov,23.41.253.203,"2a02:26f0:64:5a1::288, 2a02:26f0:64:59a::288","iservnonprod.medicare.gov.edgekey.net, e648.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test3-hcms-apigateway.cms.gov,"3.209.46.60, 34.224.160.63",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test3-qualitynet.cms.gov,"54.221.245.91, 52.20.180.238",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test3.cuidadodesalud.gov,23.37.60.135,"2a02:26f0:1700:384::1fc6, 2a02:26f0:1700:391::1fc6","nonproduction.healthcare.gov.edgekey.net, e8134.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test3.web.gagateway.qnetmft.cms.gov,"3.225.183.27, 54.92.177.176",,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test4.cuidadodesalud.gov,92.122.84.80,"2a02:26f0:b200:195::51, 2a02:26f0:b200:1bd::51","nonproduction3.healthcare.gov.edgekey.net, e81.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,test5.cuidadodesalud.gov,23.196.32.192,"2600:1408:9000:6a7::51, 2600:1408:9000:6bf::51","nonproduction3.healthcare.gov.edgekey.net, e81.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,testanalytics.bardatools.hhs.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,testdomain.nih.gov,"95.101.111.168, 95.101.111.186","2a02:26f0:3500:14::1724:a24e, 2a02:26f0:3500:14::1724:a24a","testdomain.nih.gov.edgekey.net, e87351.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,testhub.healthdata.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,testi.mlms.cms.gov,"100.25.67.97, 52.45.71.108",,mlms-test-web-alb-152767579.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
