new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,aaaa,caa,mx
[x],it.business.trustpilot.com,"65.9.86.46, 65.9.86.29, 65.9.86.72, 65.9.86.42",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],it.legal.trustpilot.com,"18.65.39.125, 18.65.39.4, 18.65.39.115, 18.65.39.62",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],it.trustpilot.com,"52.222.236.32, 52.222.236.28, 52.222.236.98, 52.222.236.63",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],jobs.trustpilot.com,"3.251.3.114, 54.247.43.212, 34.241.49.29",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],jp.business.trustpilot.com,"13.225.34.55, 13.225.34.51, 13.225.34.24, 13.225.34.9",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],jp.legal.trustpilot.com,"54.220.147.148, 52.18.141.61, 52.214.36.27",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jp.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],kr.trustpilot.com,"54.247.43.212, 3.251.3.114, 34.241.49.29",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],kz.trustpilot.com,"3.251.3.114, 54.247.43.212, 34.241.49.29",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],la.business.trustpilot.com,"34.250.78.131, 54.229.19.80, 34.253.40.207",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],legal.trustpilot.com,"13.32.121.96, 13.32.121.107, 13.32.121.75, 13.32.121.21",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],link.trustpilot.com,"13.32.145.23, 13.32.145.64, 13.32.145.65, 13.32.145.8",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],links.trustpilot.com,"52.222.139.37, 52.222.139.63, 52.222.139.126, 52.222.139.94",d2fob8gv5jrste.cloudfront.net,"ns-1804.awsdns-33.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-879.awsdns-45.net, ns-1051.awsdns-03.org, ns-1804.awsdns-33.co.uk, ns-427.awsdns-53.com",,,,"2600:9000:2204:aa00:18:f6b8:6880:93a1, 2600:9000:2204:4e00:18:f6b8:6880:93a1, 2600:9000:2204:6000:18:f6b8:6880:93a1, 2600:9000:2204:7800:18:f6b8:6880:93a1, 2600:9000:2204:0:18:f6b8:6880:93a1, 2600:9000:2204:4000:18:f6b8:6880:93a1, 2600:9000:2204:fc00:18:f6b8:6880:93a1, 2600:9000:2204:ee00:18:f6b8:6880:93a1",,
[x],logs.trustpilot.com,"10.50.1.236, 10.50.2.85",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,"10.50.1.236, 10.50.2.85",,,
[x],looker.trustpilot.com,35.242.140.86,db422575-ed4e-41d9-aa70-7b58a9f93990.cloud.looker.com,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
[x],lt.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mail-ecommplugins-mailchimpfeed.preview.trustpilot.com,"13.32.145.2, 13.32.145.122, 13.32.145.104, 13.32.145.109",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],mail-mailchimpfeed.business-preview.trustpilot.com,"18.66.122.107, 18.66.122.81, 18.66.122.115, 18.66.122.122",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],marketing-assets.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],marketing-reviewrender.b2b.trustpilot.com,"52.222.139.82, 52.222.139.112, 52.222.139.18, 52.222.139.111",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],marketing.trustpilot.com,"199.60.103.225, 199.60.103.31","2749863g13.secure0082.hubspot.net, 2749863.group13.sites.hubspot.net, group13.sites.hscoscdn10.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,"2606:2c40::c73c:67e1, 2606:2c40::c73c:671f",,
[x],md.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media.preview.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],mobile-api.trustpilot.com,34.241.162.16,"trustpilot-prod.apigee.net, trustpilot-06.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mycareer.trustpilot.com,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],news-intuit.business-preview.trustpilot.com,"13.249.9.23, 13.249.9.13, 13.249.9.73, 13.249.9.70",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],nl-be.business.trustpilot.com,"13.32.99.107, 13.32.99.70, 13.32.99.84, 13.32.99.48",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],nl-be.legal.trustpilot.com,"52.214.36.27, 54.220.147.148, 52.18.141.61",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nl.blog.trustpilot.com,"54.155.182.242, 34.255.189.154",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nl.business.trustpilot.com,"13.32.99.70, 13.32.99.107, 13.32.99.48, 13.32.99.84",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],nl.legal.trustpilot.com,"13.32.121.107, 13.32.121.75, 13.32.121.21, 13.32.121.96",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],nl.trustpilot.com,"99.84.208.97, 99.84.208.23, 99.84.208.40, 99.84.208.70",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],no.business.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],no.legal.trustpilot.com,,httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],no.trustpilot.com,"52.222.236.28, 52.222.236.98, 52.222.236.63, 52.222.236.32",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],nz.business.trustpilot.com,"13.32.99.84, 13.32.99.48, 13.32.99.107, 13.32.99.70",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],nz.legal.trustpilot.com,"54.220.147.148, 52.214.36.27, 52.18.141.61",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],nz.trustpilot.com,"18.65.39.70, 18.65.39.22, 18.65.39.4, 18.65.39.116",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],o1.sendgrid.trustpilot.com,74.63.202.239,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o11.ptr6054.o11.email.trustpilot.com,149.72.112.55,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o13.ptr5941.o13.email.trustpilot.com,149.72.112.52,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o2.email.trustpilot.com,208.117.52.163,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o2.preview.trustpilot.com,"18.66.122.119, 18.66.122.17, 18.66.122.107, 18.66.122.83",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],o3.email.trustpilot.com,167.89.34.30,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o6.email.trustpilot.com,167.89.66.219,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o7.email.trustpilot.com,168.245.92.177,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o8.email.trustpilot.com,198.37.149.2,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o9.email.trustpilot.com,168.245.58.205,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],octopus.trustpilot.com,"10.13.39.21, 10.13.39.53",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,"10.13.39.21, 10.13.39.53",,,
[x],okr.trustpilot.com,"54.72.252.240, 52.48.185.6, 52.50.23.62",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],p81-admin.trustpilot.com,212.59.67.254,a2tripjhhs.pzero.perimeter81.com,,NOERROR,,,"c1dns3.p81zero.safersoftware.net, c1dns6.p81zero.safersoftware.net, c1dns2.p81zero.safersoftware.net, c1dns7.p81zero.safersoftware.net, c1dns8.p81zero.safersoftware.net, c1dns1.p81zero.safersoftware.net, sx-core-dns-public-lb-production.safersoftware.net",,,,,,
[x],p81-afssupporttool.trustpilot.com,"212.59.67.254, 212.59.69.239",chviuwpbes.pzero.perimeter81.com,,NOERROR,,,"c1dns6.p81zero.safersoftware.net, c1dns7.p81zero.safersoftware.net, c1dns8.p81zero.safersoftware.net, c1dns1.p81zero.safersoftware.net, c1dns2.p81zero.safersoftware.net, c1dns3.p81zero.safersoftware.net",,,,,,
[x],p81-emailtriggeredinvitations-etiapi.trustpilot.com,212.59.67.254,o7gcoredxy.pzero.perimeter81.com,,NOERROR,,,"c1dns3.p81zero.safersoftware.net, c1dns6.p81zero.safersoftware.net, c1dns7.p81zero.safersoftware.net, c1dns8.p81zero.safersoftware.net, sx-core-dns-public-lb-production.safersoftware.net, c1dns1.p81zero.safersoftware.net, c1dns2.p81zero.safersoftware.net",,,,,,
[x],p81-employees-authentication.trustpilot.com,212.59.67.254,ed7fdgvucq.pzero.perimeter81.com,,NOERROR,,,"sx-core-dns-public-lb-production.safersoftware.net, c1dns3.p81zero.safersoftware.net, c1dns8.p81zero.safersoftware.net, c1dns1.p81zero.safersoftware.net, c1dns7.p81zero.safersoftware.net, c1dns6.p81zero.safersoftware.net, c1dns2.p81zero.safersoftware.net",,,,,,
[x],ph.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pixel.trustpilot.com,"13.249.9.226, 13.249.9.4, 13.249.9.23, 13.249.9.114",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],pl.business.trustpilot.com,"13.32.99.107, 13.32.99.84, 13.32.99.70, 13.32.99.48",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],pl.legal.trustpilot.com,"52.214.36.27, 52.18.141.61, 54.220.147.148",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pl.trustpilot.com,"18.66.248.105, 18.66.248.44, 18.66.248.38, 18.66.248.103",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],plugins.preview.trustpilot.com,"18.66.122.107, 18.66.122.119, 18.66.122.17, 18.66.122.83",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],polyfills.trustpilot.com,"52.222.236.103, 52.222.236.126, 52.222.236.22, 52.222.236.19",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],ponychallenge.trustpilot.com,"52.208.186.22, 54.229.131.212",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portalmailchimpfeed.business-preview.trustpilot.com,"18.66.122.107, 18.66.122.81, 18.66.122.122, 18.66.122.115",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],post.trustpilot.com,,u5760.wl.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,v=spf1 include:sendgrid.net ~all,,,,,mx.sendgrid.net
[x],press.trustpilot.com,"13.249.9.70, 13.249.9.113, 13.249.9.23, 13.249.9.66",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],preview.trustpilot.com,"13.32.145.109, 13.32.145.2, 13.32.145.104, 13.32.145.122",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],product-reviews-images.trustpilot.com,"13.32.121.81, 13.32.121.35, 13.32.121.65, 13.32.121.2",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],productreviews-attachments.trustpilot.com,"18.66.112.55, 18.66.112.15, 18.66.112.91, 18.66.112.47",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],productreviews-evaluatepage.trustpilot.com,"13.32.121.45, 13.32.121.46, 13.32.121.89, 13.32.121.14",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],productreviews.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],productreviewswidgets.trustpilot.com,"18.66.147.97, 18.66.147.44, 18.66.147.51, 18.66.147.125",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],products.trustpilot.com,"13.32.121.89, 13.32.121.14, 13.32.121.45, 13.32.121.46",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],prometheus.trustpilot.com,10.50.0.30,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,10.50.0.30,,,
[x],prototype.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pt.business.trustpilot.com,"18.173.233.115, 18.173.233.74, 18.173.233.13, 18.173.233.97",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],pt.legal.trustpilot.com,"52.18.141.61, 52.214.36.27, 54.220.147.148",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pt.trustpilot.com,"18.65.39.22, 18.65.39.4, 18.65.39.116, 18.65.39.70",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],ro.business.trustpilot.com,"54.229.19.80, 34.250.78.131, 34.253.40.207",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ro.preview.trustpilot.com,"18.66.122.107, 18.66.122.83, 18.66.122.119, 18.66.122.17",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],ro.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],row.business.trustpilot.com,"34.253.40.207, 54.229.19.80, 34.250.78.131",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rs.trustpilot.com,"3.251.3.114, 34.241.49.29, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],sage.trustpilot.com,"34.247.10.69, 54.76.194.186, 34.253.50.23",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],saleslofttr.trustpilot.com,"54.166.96.114, 54.221.50.8, 54.243.161.55",custom-tracking.salesloft.com,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"pki.goog, comodoca.com, letsencrypt.org, digicert.com",
[x],se.business.trustpilot.com,"13.32.99.84, 13.32.99.107, 13.32.99.48, 13.32.99.70",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],se.trustpilot.com,"18.65.39.22, 18.65.39.70, 18.65.39.116, 18.65.39.4",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],sendgrid-api.trustpilot.com,"54.154.44.219, 52.214.14.167",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],settings.b2b.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sg.trustpilot.com,"54.247.43.212, 3.251.3.114, 34.241.49.29",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],share.trustpilot.com,"18.66.112.12, 18.66.112.35, 18.66.112.84, 18.66.112.99",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],si.trustpilot.com,"3.251.3.114, 34.241.49.29, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],signup.business.trustpilot.com,"13.249.9.70, 13.249.9.126, 13.249.9.8, 13.249.9.45",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],simplicity.trustpilot.com,"13.249.39.102, 13.249.39.100, 13.249.39.82, 13.249.39.98",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],sitemaps.trustpilot.com,"18.154.63.84, 18.154.63.55, 18.154.63.101, 18.154.63.118",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],sk.trustpilot.com,"54.247.43.212, 34.241.49.29, 3.251.3.114",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],smtp.trustpilot.com,"18.197.194.208, 54.228.39.88, 52.57.139.126, 108.128.229.184",smtp.sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,letsencrypt.org,
[x],statistics-api.trustpilot.com,"52.31.23.122, 52.18.137.242",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stats-assets.trustpilot.com,"13.227.219.5, 13.227.219.27, 13.227.219.87, 13.227.219.122",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],status.trustpilot.com,52.215.192.131,vxc0wzpxmzsr.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"globalsign.com;, letsencrypt.org",
[x],support.trustpilot.com,"104.16.53.111, 104.16.51.111",trustpilot.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,"v=spf1 include:mail.zendesk.com ~all, pod=18",,,,,mail-pod-18.int.zendesk.com
[x],tech.trustpilot.com,"52.4.225.124, 52.4.240.221, 52.6.46.142, 52.0.16.118, 52.1.173.203, 52.1.119.170, 52.4.38.70, 52.1.147.205, 52.4.175.111, 52.6.3.192, 52.4.145.119, 52.5.181.79",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],techvpn.trustpilot.com,54.154.160.60,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],tm.trustpilot.com,"34.241.49.29, 54.247.43.212, 3.251.3.114",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-507.awsdns-63.com, ns-1859.awsdns-40.co.uk, ns-1198.awsdns-21.org, ns-627.awsdns-14.net","onetrust-domain-verification=d9e381bf0e9c411cb5fcff80e6e8a5ad, h1-domain-verification=K1j4L82MxUY9ci2JywgBgo6FvxyEvTfYou9bBcQ9j5dK7DUC, google-site-verification=eX8LrikiWD5mmqtziAD3DYIjGF1AqsK2n-GvJl6jd2Q, google-site-verification=KdmHR50ME1X0_bgJJO27tI6Y2ZZh_teVRqF8D2vmBSM, atlassian-domain-verification=Eo0XF2YMZT8L2vGyok0CJob7i4RRe1QrfcDxjjnF0pO7j7V05HsJz2qiVFB/zJ1t, onetrust-domain-verification=f8c9c8fbc2254290a3239ea97107324d, v=spf1 include:trustpilotservice.com include:_spf.google.com include:u5760.wl.sendgrid.net include:mail.zendesk.com include:nw010.com include:mailgun.org include:customeriomail.com ip4:5.61.115.80/28  ip4:5.61.115.96/28 -all, google-site-verification=QDeDnLx9XehnRUiSDiEMTlo7FC5yIgBaMfhzkg36lQc, apple-domain-verification=MmFgAj5P9HBaVpmv",,,,,"aspmx.l.google.com, aspmx3.googlemail.com, aspmx2.googlemail.com, aspmx4.googlemail.com, alt2.aspmx.l.google.com, aspmx5.googlemail.com, alt1.aspmx.l.google.com"
[x],ua.trustpilot.com,"34.241.49.29, 54.247.43.212, 3.251.3.114",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],uk.business.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],uk.legal.trustpilot.com,"18.65.39.62, 18.65.39.4, 18.65.39.125, 18.65.39.115",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],uk.trustpilot.com,,,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],us.business.trustpilot.com,"34.250.78.131, 34.253.40.207, 54.229.19.80",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],user-images.trustpilot.com,"13.225.34.105, 13.225.34.96, 13.225.34.112, 13.225.34.116",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],vault.trustpilot.com,"10.13.0.183, 10.13.1.147, 10.13.2.194",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,"10.13.0.183, 10.13.1.147, 10.13.2.194",,,
[x],vn.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],webmail.trustpilot.com,142.250.186.83,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,2a00:1450:4001:828::2013,,
[x],widget-files.trustpilot.com,"108.138.64.111, 108.138.64.68, 108.138.64.53, 108.138.64.98",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],widget.trustpilot.com,"143.204.231.110, 143.204.231.40, 143.204.231.6, 143.204.231.17",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],widgets-trustboxinstructions.b2b.trustpilot.com,"52.222.214.17, 52.222.214.19, 52.222.214.22, 52.222.214.92",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
