input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url
two-factor.coinbase.com,Coinbase Error,403,71205,two-factor.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,two-factor.coinbase.com,cloudflare,443,https://two-factor.coinbase.com:443,https,cloudflare,text/html,GET,104.18.5.43,/,-1774957546,2606:4700::6812:52b,HSTS,29,False,True,,
vendor-api.coinbase.com,,404,19,vendor-api.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,vendor-api.coinbase.com,cloudflare,443,https://vendor-api.coinbase.com:443,https,cloudflare,text/plain,GET,104.18.4.43,/,-138391155,2606:4700::6812:42b,HSTS,2,False,True,,
ventures.coinbase.com,Just a moment...,403,7090,www.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,www.coinbase.com,cloudflare,443,https://ventures.coinbase.com:443,https,cloudflare,text/html,GET,104.18.23.185,/,-1840324437,2606:4700::6812:17b9,HSTS,87,False,True,,https://www.coinbase.com/ventures
wallet.commerce.coinbase.com,,404,19,wallet.commerce.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,2023-06-14T23:59:59Z,"CN=commerce.coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",commerce.coinbase.com,"Cloudflare, Inc.",*.commerce.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",998dd5a9440e233c339d36f97379dca1,e038386569c64c2404998360c5714cf2b8584a7e9ce28a9ee669c8185c3d8035,True,ctls,wallet.commerce.coinbase.com,cloudflare,443,https://wallet.commerce.coinbase.com:443,https,cloudflare,text/html,GET,104.18.17.189,/,1347041538,2606:4700::6812:10bd,HSTS,1,False,True,https://commerce.coinbase.com/csp/report,
widget.coinbase.com,Price Widget,200,409,widget.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,widget.coinbase.com,cloudflare,443,https://widget.coinbase.com:443,https,cloudflare,text/html,GET,104.18.5.43,/,-1788879853,2606:4700::6812:52b,HSTS,1,False,True,,
worldpay-callbacks.coinbase.com,,503,,worldpay-callbacks.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,worldpay-callbacks.coinbase.com,cloudflare,443,https://worldpay-callbacks.coinbase.com:443,https,cloudflare,,GET,104.18.5.43,/,-1840324437,2606:4700::6812:52b,HSTS,1,False,True,,
ws-direct.exchange.coinbase.com,,200,28,ws-direct.exchange.coinbase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-29T23:59:59Z,CN=*.exchange.coinbase.com,*.exchange.coinbase.com,,exchange.coinbase.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dee8ea8b68742cce71883cf651db7bcf,e0583ec576304ba450b70bdd41f1f8603e5a142ba6788f8add682f8c7d4b9251,True,ctls,ws-direct.exchange.coinbase.com,,443,https://ws-direct.exchange.coinbase.com:443,https,,text/plain,GET,54.227.18.28,/,237460393,54.161.231.6,,1,False,,,
ws-feed-public.sandbox.pro.coinbase.com,,200,28,ws-feed-public.sandbox.pro.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,"CN=sandbox.pro.coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sandbox.pro.coinbase.com,"Cloudflare, Inc.",*.sandbox.pro.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d881de68509da7f145544a1c8582848b,80ec2516eddbc4cf283df2b56a420d53116dbc83a50fc66df5dbdadafe502c4c,True,ctls,ws-feed-public.sandbox.pro.coinbase.com,cloudflare,443,https://ws-feed-public.sandbox.pro.coinbase.com:443,https,cloudflare,text/plain,GET,104.18.22.3,/,237460393,2606:4700::6812:1703,Cloudflare,1,False,True,,
ws-feed.exchange.coinbase.com,,200,28,ws-feed.exchange.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ba77a7173fd60458af444189f2c222e,b9e2c18e89ad5c353b005e0dfbd7a0e350af89fc3d6f00c1a7e831504b37d661,True,ctls,ws-feed.exchange.coinbase.com,cloudflare,443,https://ws-feed.exchange.coinbase.com:443,https,cloudflare,text/plain,GET,104.18.29.254,/,237460393,2606:4700::6812:2fc,Cloudflare Bot Management,1,False,True,,
ws-feed.prime.coinbase.com,,200,28,ws-feed.prime.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=prime.coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",prime.coinbase.com,"Cloudflare, Inc.",*.prime.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ba671f81ea2f15eeae2f6d755e0966f8,a8c7c4f65d6a5b7004824acb0a5a90ca9acc3dd73b97d8a7969e5b8f8436f73a,True,ctls,ws-feed.prime.coinbase.com,cloudflare,443,https://ws-feed.prime.coinbase.com:443,https,cloudflare,text/plain,GET,104.18.9.45,/,237460393,2606:4700::6812:82d,Cloudflare,1,False,True,,
ws.coinbase.com,,520,,ws.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,ws.coinbase.com,cloudflare,443,https://ws.coinbase.com:443,https,cloudflare,,GET,104.18.4.43,/,-1840324437,2606:4700::6812:42b,HSTS,1,False,True,,
www-marketing.coinbase.com,"Coinbase – Buy & Sell Bitcoin, Ethereum, and more with trust",200,353821,www-marketing.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,www-marketing.coinbase.com,cloudflare,443,https://www-marketing.coinbase.com:443,https,cloudflare,text/html,GET,104.18.4.43,/,-1367505010,2606:4700::6812:52b,HSTS,532,False,True,,
www.paradex.io,Just a moment...,403,7135,www.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,www.coinbase.com,cloudflare,443,https://www.paradex.io:443,https,cloudflare,text/html,GET,104.18.28.183,/,620139416,2606:4700::6812:1cb7,HSTS,87,False,True,,https://www.coinbase.com
www42.coinbase.com,Coinbase — Service Unavailable,503,25608,www42.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,www42.coinbase.com,cloudflare,443,https://www42.coinbase.com:443,https,cloudflare,text/html,GET,104.18.4.43,/,733477566,2606:4700::6812:42b,HSTS,263,False,True,,
zcash-indexer.coinbase.com,,404,,zcash-indexer.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,zcash-indexer.coinbase.com,cloudflare,443,https://zcash-indexer.coinbase.com:443,https,cloudflare,text/html,GET,104.18.5.43,/,-1840324437,2606:4700::6812:52b,HSTS,1,False,True,,
zendesk1.coinbase.com,,403,16,zendesk1.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,zendesk1.coinbase.com,cloudflare,443,https://zendesk1.coinbase.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,1310216689,162.159.138.6,HSTS,1,False,True,,
zendesk2.coinbase.com,,403,16,zendesk2.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,zendesk2.coinbase.com,cloudflare,443,https://zendesk2.coinbase.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,HSTS,1,False,True,,
zendesk4.coinbase.com,Coinbase Error,403,71205,zendesk4.coinbase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-06T23:59:59Z,"CN=coinbase.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinbase.com,"Cloudflare, Inc.",*.cloud.coinbase.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ceb9ccea0cc60c1fdfdadec9da39bab4,be67f6697987d91080723e12b91c6b4aff075ba3dad236d400799788652d3b24,True,ctls,zendesk4.coinbase.com,cloudflare,443,https://zendesk4.coinbase.com:443,https,cloudflare,text/html,GET,162.159.128.7,/,-1774957546,162.159.138.6,HSTS,29,False,True,,
