new,host,a,soa,status_code,cname,txt,cdn,cdn-name,mx,ns,aaaa,caa,has_internal_ips,internal_ips
[x],harrisongray.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],help.nextiva.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,"help.nextiva.com.00d4x0000024keveau.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,,,
[x],help.uat.nextiva.com,"85.222.140.10, 85.222.140.13, 85.222.140.11","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,"help.uat.nextiva.com.00d4x0000024keveau.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,,,
[x],henry.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],hw.lab.nextiva.com,208.89.108.128,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hw.nextiva.com,"208.73.148.138, 208.89.108.148","ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],icp.nextos.com,45.60.122.195,"ns1.x.incapdns.net, hostmaster.incapsula.com",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],im.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],in.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],inbound.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],internal.nextiva.com,35.186.212.98,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,google,,,,,,
[x],intranet.nextiva.com,45.60.122.195,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,kerrvzv.impervadns.net,,True,incapsula,,,,,,
[x],iowa.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],it.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],jabber.nextiva.com,146.148.102.118,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,google,,,,,,
[x],jefejefejefe.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],jennyholzerstudio.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],john.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],kentucky.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],lab.nextiva.com,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,MS=ms95736727,,,"aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,,,,
[x],launch.nextiva.com,45.60.130.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],lc.nextos.com,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],liasecurityinvestigations.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],link.nextiva.com,52.72.49.79,"ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,rebrandlydomain.com,,,,,"ns-1281.awsdns-32.org, ns-196.awsdns-24.com, ns-2020.awsdns-60.co.uk, ns-620.awsdns-13.net",,,,
[x],link2.channel.nextiva.com,,"ns1.marketo.com, ops.localhost",NOERROR,mkto-ab480005.com,,True,cloudflare,,"ns1.marketo.com, ns2.mktdns.com",,,,
[x],localinsurance.nextos.com,45.60.75.252,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,incapsula,mx.sendgrid.net,"ns-1037.awsdns-01.org, ns-1578.awsdns-05.co.uk, ns-559.awsdns-05.net, ns-61.awsdns-07.com",,,,
[x],lyncdiscover.nextos.com,52.112.192.142,"admin.nsatc.net, dns.level3.net",NOERROR,webdir.online.lync.com,,,,,,2603:1027:0:2::e,,,
[x],ma.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],madrid.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],maintcp1.lab.nextiva.com,208.73.148.53,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maintcp2.lab.nextiva.com,208.73.151.53,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maintdm2.lab.nextiva.com,208.73.151.54,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],manage.nextiva.com,45.60.124.195,,NOERROR,d2cgx.sitelockcdn.net,,True,incapsula,,,,,,
[x],management.nextos.com,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],marketing.nextos.com,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],mc.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],mcs.nextiva.com,45.60.122.195,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,qwifab8.impervadns.net,,True,incapsula,,,,,,
[x],messaging.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,8d2htwj.x.incapdns.net,,True,incapsula,,,,,,
[x],mnsholdinggroup.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],mta.e.nextiva.com,13.111.207.177,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],n0718.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],new.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],neweradrugtesting.nextos.com,45.60.122.195,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,incapsula,mx.sendgrid.net,,,,,
[x],nextcon.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],nextos.com,45.60.122.195,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,"v=spf1 include:spf.protection.outlook.com include:spf.nextiva.com include:sendgrid.net ~all, google-site-verification=8YC9dM2dESe9XnC8WB1AUf392uioAr_O3Epe8OiyWg4, google-site-verification=aVMxqY9WIN3SjW27AXv5CL-CMaSpmpvxPeQqSXik-1g, google-site-verification=xo_DUl5j-cgnvuZcbuY3ywnS9I_Y-h3H0cuXP1nEyw8, spycloud-domain-verification=40fabb60-80f6-4ad7-a6b4-ca15a60dbbec",True,incapsula,,"ns-559.awsdns-05.net, ns-61.awsdns-07.com, ns-1037.awsdns-01.org, ns-1578.awsdns-05.co.uk",,,,
[x],nextos.nextiva.com,45.60.130.195,,NOERROR,hqa95.sitelockcdn.net,,True,incapsula,,,,,,
[x],north.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],np3.nextiva.com,45.60.1.68,,NOERROR,w6py5zc.sitelockcdn.net,,True,incapsula,,,,,,
[x],nps6.nextiva.com,10.106.100.117,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1269.awsdns-30.org, ns-1903.awsdns-45.co.uk, ns-485.awsdns-60.com, ns-546.awsdns-04.net",,,True,10.106.100.117
[x],nps7.nextiva.com,10.107.100.117,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1269.awsdns-30.org, ns-1903.awsdns-45.co.uk, ns-485.awsdns-60.com, ns-546.awsdns-04.net",,,True,10.107.100.117
[x],ntp.nextiva.com,"217.91.44.17, 195.201.137.97, 185.11.138.90, 85.220.190.246","f.ntpns.org, hostmaster.pool.ntp.org, g.ntpns.org, b.ntpns.org",NOERROR,pool.ntp.org,"google-site-verification=PRDJb3cjUxA4K-Abx2wItCnGwTkkNTRqJVjCkmAk54Q, _globalsign-domain-verification=mVYWxIl-2ab_B1yPPFxEmDCLrBcl6ucouXJOU_P0_C, facebook-domain-verification=sfjgxys7hmryn50lszk658gi7amidt",,,,"i.ntpns.org, g.ntpns.org, c.ntpns.org, f.ntpns.org, e.ntpns.org, b.ntpns.org, h.ntpns.org, d.ntpns.org, a.ntpns.org",,,,
[x],o3.mailer.nextos.com,168.245.113.100,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o4.mailer.nextos.com,168.245.125.48,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ops.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],orange.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],partner.nextiva.com,209.170.205.127,"ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"nextivanpn.prod.impartner.live, prm2.impartner.com","v=spf2.0/pra ip4:206.71.77.1/25 ip4:206.71.94.128/25 ip4:54.244.54.138 ~all, _globalsign-domain-verification=Wcu1sck3BYr3S2BfvfNSEoZzQlfvI7Edvj2-OENzKE, v=spf1 ip4:206.71.93.0/25 ip4:206.71.77.1/25 ip4:206.71.94.128/25 ip4:54.244.54.138 ip4:192.174.86.136 include:spf.protection.outlook.com include:mta.impartner.com ~all",,,,,,,,
[x],partnerportal.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com",NOERROR,aievxhc.x.incapdns.net,,True,incapsula,,,,,,
[x],partners.nextiva.com,45.60.122.195,,NOERROR,djou6.sitelockcdn.net,,True,incapsula,,,,,,
[x],pbx.nextiva.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],pccpa.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],pegasus.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],portal.nextiva.com,45.60.124.195,,NOERROR,uudi6.sitelockcdn.net,,True,incapsula,,,,,,
[x],preferredphysicaltherapy.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],psi.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],qabcp1.lab.nextiva.com,208.73.147.201,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],qacpdm.lab.nextiva.com,208.89.108.243,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],recorder2.nextiva.com,45.60.5.68,,NOERROR,kiwltl3.sitelockcdn.net,,True,incapsula,,,,,,
[x],recorder3.nextiva.com,45.60.5.68,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,baun7mk.x.incapdns.net,,True,incapsula,,,,,,
[x],recorder4.nextiva.com,,"ns1.x.incapdns.net, hostmaster.incapsula.com",NOERROR,u5sqjvm.x.incapdns.net,,True,incapsula,,"ns-1269.awsdns-30.org, ns-1903.awsdns-45.co.uk, ns-485.awsdns-60.com, ns-546.awsdns-04.net",,,,
[x],recorderhc.nextiva.com,,,NOERROR,qwdcro5.sitelockcdn.net,,True,incapsula,,,,,,
[x],redfoxbaggers.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],remotesupport.nextiva.com,35.199.36.91,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,google,,,,,,
[x],reseller.nextiva.com,,,NOERROR,e8lra.sitelockcdn.net,,True,incapsula,,,,,,
[x],rise.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],ruslan.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],safebath.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],sales.nextiva.com,45.60.1.68,,NOERROR,7tzjjcy.sitelockcdn.net,,True,incapsula,,,,,,
[x],sandbox1.lab.nextiva.com,208.89.108.59,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sandbox2.lab.nextiva.com,208.89.108.131,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],selfsignup.nextos.com,45.60.122.195,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,incapsula,mx.sendgrid.net,,,,,
[x],sendgrid.nextiva.com,"167.89.118.83, 167.89.123.124, 167.89.118.52, 167.89.123.54","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,sendgrid.net,"google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,"mx.sendgrid.net, mx2.sendgrid.net","ns10.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,"amazonaws.com, godaddy.com",,
[x],services.nextiva.com,192.168.103.202,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,True,192.168.103.202
[x],sip.nextiva.com,208.73.144.90,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sip.nextos.com,52.112.196.46,"admin.nsatc.net, dns.level3.net",NOERROR,sipdir.online.lync.com,,,,,,2603:1027:0:2::b,,,
[x],site1.voicemail.nextiva.com,208.73.148.254,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],site4.voicemail.nextiva.com,208.73.145.254,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],slb7-8-pda.gww.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],smileyfirm.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],sms.nextiva.com,45.60.1.68,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,opdlt3b.x.incapdns.net,,True,incapsula,,,,,,
[x],speedtest.nextiva.com,35.223.113.61,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,google,,,,,,
[x],sso.nextiva.com,"75.2.114.79, 99.83.239.254","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"nxt.customdomains.okta.com, ok1-custom-crtrs.okta.com, ok1-custom-crtrs.oktaedge.okta.com, a2e40bf056f673113.awsglobalaccelerator.com",,,,,,,,,
[x],sso.nextos.com,45.60.78.251,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,9km2ge6.x.incapdns.net,,True,incapsula,,,,,,
[x],stayexpress.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],support.nextiva.com,45.60.130.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],supportwiki.nextiva.com,,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,nyxu9wn.impervadns.net,,True,incapsula,,,,,,
[x],swm.nextos.com,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],talentadvantageconsulting.nextos.com,45.60.122.195,"ns1.x.incapdns.net, hostmaster.incapsula.com",NOERROR,xrbc7u5.x.incapdns.net,,True,incapsula,,,,,,
[x],teamsi.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],tor18-52-pda.gww.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],trunking.nextiva.com,45.60.1.68,"ns1.x.incapdns.net, hostmaster.incapsula.com, ns1.incapdns.net",NOERROR,u7emwl4.x.incapdns.net,,True,incapsula,,,,,,
[x],trunkingportal.nextiva.com,45.60.124.195,,NOERROR,vcb3p.sitelockcdn.net,,True,incapsula,,,,,,
[x],us-dc4-blurfproxy.gww.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],vfax.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,kea4fdp.x.incapdns.net,,True,incapsula,,,,,,
[x],vfb.nextiva.com,208.73.150.212,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],voicemail.nextiva.com,208.73.148.254,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 ip4:208.73.148.254,,,,,,,,
[x],voiptest.nextiva.com,45.60.1.68,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,ahe9k75.x.incapdns.net,,True,incapsula,,,,,,
[x],wellnessinmotion.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],wetainc.nextos.com,45.60.122.195,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,incapsula,mx.sendgrid.net,,,,,
[x],workforcesolutionsctx.nextos.com,45.60.122.195,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,incapsula,mx.sendgrid.net,,,,,
[x],wrs.east.nextiva.com,"208.73.145.52, 208.73.149.52","ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ww.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],www.nextcon.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],www.nextiva.com,45.60.124.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,wxbu2lt.x.incapdns.net,,True,incapsula,,,,,,
[x],www.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],x.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
[x],xsi161.nextiva.com,208.73.148.132,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],xsi171.nextiva.com,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],xsi191.nextiva.com,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],zofinancial.nextos.com,45.60.122.195,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,xrbc7u5.x.incapdns.net,globalsign-domain-verification=61c3244e971bd6c2e56e21f314d9eb10,True,incapsula,,,,,,
