new,host,soa,status_code,a,ns,txt,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,mx,caa
[x],got-4.cdn.zynga.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"108.138.17.72, 108.138.17.76, 108.138.17.91, 108.138.17.12","ns-336.awsdns-42.com, ns-539.awsdns-03.net, ns-1472.awsdns-56.org, ns-1794.awsdns-32.co.uk",,d2vzkqrs1x4fd5.cloudfront.net,,,"2600:9000:2491:9000:1b:6702:f240:93a1, 2600:9000:2491:9200:1b:6702:f240:93a1, 2600:9000:2491:ea00:1b:6702:f240:93a1, 2600:9000:2491:600:1b:6702:f240:93a1, 2600:9000:2491:1600:1b:6702:f240:93a1, 2600:9000:2491:3200:1b:6702:f240:93a1, 2600:9000:2491:5600:1b:6702:f240:93a1, 2600:9000:2491:8c00:1b:6702:f240:93a1",True,cloudfront,,
[x],got.cdn.zynga.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"108.156.60.52, 108.156.60.28, 108.156.60.94, 108.156.60.107","ns-1472.awsdns-56.org, ns-1794.awsdns-32.co.uk, ns-336.awsdns-42.com, ns-539.awsdns-03.net",,d2vzkqrs1x4fd5.cloudfront.net,,,"2600:9000:2394:a800:1b:6702:f240:93a1, 2600:9000:2394:7c00:1b:6702:f240:93a1, 2600:9000:2394:1a00:1b:6702:f240:93a1, 2600:9000:2394:7e00:1b:6702:f240:93a1, 2600:9000:2394:be00:1b:6702:f240:93a1, 2600:9000:2394:9600:1b:6702:f240:93a1, 2600:9000:2394:f200:1b:6702:f240:93a1, 2600:9000:2394:9000:1b:6702:f240:93a1",True,cloudfront,,
[x],gotm.zynga.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1304.awsdns-35.org, ns-1584.awsdns-06.co.uk, ns-403.awsdns-50.com, ns-940.awsdns-53.net",,,,,,,,,
[x],gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1218.awsdns-24.org, ns-431.awsdns-53.com, ns-1940.awsdns-50.co.uk, ns-844.awsdns-41.net",,,,,,,,,
[x],gpx-support.cdn.zynga.com,"ns-1958.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.225.78.76, 13.225.78.5, 13.225.78.27, 13.225.78.6","ns-1496.awsdns-59.org, ns-1958.awsdns-52.co.uk, ns-366.awsdns-45.com, ns-681.awsdns-21.net",,d28esgx75dtnvz.cloudfront.net,,,"2600:9000:21f3:2000:14:49cb:cbc0:93a1, 2600:9000:21f3:7600:14:49cb:cbc0:93a1, 2600:9000:21f3:5a00:14:49cb:cbc0:93a1, 2600:9000:21f3:be00:14:49cb:cbc0:93a1, 2600:9000:21f3:d200:14:49cb:cbc0:93a1, 2600:9000:21f3:e600:14:49cb:cbc0:93a1, 2600:9000:21f3:3c00:14:49cb:cbc0:93a1, 2600:9000:21f3:9600:14:49cb:cbc0:93a1",True,cloudfront,,
[x],green.api.dev01.development.metadata.csr2.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"34.215.28.147, 52.36.70.167, 54.71.170.25",,,csr2-cgt-dev01-metadata-gep-1298770195.us-west-2.elb.amazonaws.com,,,,,,,
[x],green.internal.api.dev01.development.metadata.csr2.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.148.227, 10.197.155.66, 10.197.144.138",,,internal-csr2-cgt-dev01-metadata-giep-1371872707.us-west-2.elb.amazonaws.com,True,"10.197.148.227, 10.197.155.66, 10.197.144.138",,,,,
[x],greyhound.bubblereef.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::2c,,,,
[x],greyhound.staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.9,"ns-1128.awsdns-13.org, ns-129.awsdns-16.com, ns-2031.awsdns-61.co.uk, ns-805.awsdns-36.net",,,,,,,,,
[x],guyana.atx.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],h-135-207-35-94.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"35.160.61.176, 52.38.95.150, 54.218.149.120, 52.37.210.237, 54.70.190.145, 54.148.155.92, 44.242.37.104, 52.42.78.225","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],harbor.zynga.com,"ns-433.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"10.199.20.99, 10.199.18.77, 205.251.193.177, 205.251.195.133, 205.251.197.213, 205.251.198.228","ns-901.awsdns-48.net, ns-433.awsdns-54.com, ns-1764.awsdns-28.co.uk, ns-1493.awsdns-58.org",,,True,"10.199.20.99, 10.199.18.77",,,,,
[x],hg.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.8.248.17,,,,True,10.8.248.17,,,,,
[x],hidden.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],hob.cdn.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],http2.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"52.35.74.92, 54.70.221.166, 34.217.157.185, 35.81.22.94, 44.236.66.179, 54.148.71.252, 34.223.120.124, 52.38.95.150","ns-1793.awsdns-32.co.uk, ns-1454.awsdns-53.org, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],identity.zynga.com,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1373.awsdns-43.org, ns-1903.awsdns-45.co.uk, ns-285.awsdns-35.com, ns-798.awsdns-35.net",,,,,,,,,
[x],imagehosting.cdn.zynga.com,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-795.awsdns-35.net, ns-1849.awsdns-39.co.uk, ns-136.awsdns-17.com, ns-1471.awsdns-55.org",,d2u57083fo505u.cloudfront.net,,,,True,cloudfront,,
[x],imap.zynga.com,"ans01.domaincontrol.com, dns.jomax.net",NOERROR,"173.201.193.240, 68.178.252.154, 68.178.252.116, 68.178.252.246, 68.178.252.117, 173.201.193.97, 68.178.252.247, 68.178.252.153",,,"imap.secureserver.net, imap.vox.secureserver.net, imap.us-phx.vox.secureserver.net",,,,,,,
[x],info.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,v=spf1 ip4:208.85.53.167 -all,,,,,,,"reply.mkt1824.com, mail1967.mkt1824.com",
[x],internal.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"10.197.244.116, 10.197.247.1, 10.195.164.203, 10.195.166.33, 10.195.167.241, 10.197.225.63, 10.197.228.45, 10.197.239.243",,,,True,"10.197.244.116, 10.197.247.1, 10.195.164.203, 10.195.166.33, 10.195.167.241, 10.197.225.63, 10.197.228.45, 10.197.239.243",,,,,
[x],internal.bubble.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,172.22.2.128,,,,True,172.22.2.128,,,,,
[x],internal.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,10.197.208.123,,,,True,10.197.208.123,,,,,
[x],internal.hot.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,172.22.4.18,,,,True,172.22.4.18,,,,,
[x],internal.mirror.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.211.184, 10.197.212.66",,,,True,"10.197.211.184, 10.197.212.66",,,,,
[x],internal.production.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.212.23, 10.197.211.166, 10.197.213.76",,,,True,"10.197.212.23, 10.197.211.166, 10.197.213.76",,,,,
[x],internal.rubyrush.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,172.22.2.131,,,,True,172.22.2.131,,,,,
[x],investor.zynga.com,"ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1930.awsdns-49.co.uk, ns-792.awsdns-35.net, ns-447.awsdns-55.com, ns-1244.awsdns-27.org",,d2cw1muobxr9bj.cloudfront.net,,,"2600:9000:2501:cc00:9:ad4d:3bc0:93a1, 2600:9000:2501:8000:9:ad4d:3bc0:93a1, 2600:9000:2501:1e00:9:ad4d:3bc0:93a1, 2600:9000:2501:7e00:9:ad4d:3bc0:93a1, 2600:9000:2501:9200:9:ad4d:3bc0:93a1, 2600:9000:2501:a600:9:ad4d:3bc0:93a1, 2600:9000:2501:f800:9:ad4d:3bc0:93a1, 2600:9000:2501:de00:9:ad4d:3bc0:93a1",True,cloudfront,,
[x],jeeverett.atx.zynga.com,,NOERROR,,,,,,,,,,,
[x],jenkins.atx.zynga.com,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.196.205.221, 10.196.204.200",,,,True,"10.196.205.221, 10.196.204.200",,,,,
[x],jenkins.dot.zynga.com,,NOERROR,,,,,,,,,,,
[x],jenkins.dst2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.84.139.80,,,,True,10.84.139.80,,,,,
[x],jenkins.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.211.98, 10.197.213.65",,,,True,"10.197.211.98, 10.197.213.65",,,,,
[x],jira-nextup.corp.zynga.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jira.corp.zynga.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,74.114.10.67,,,,,,,,,,
[x],jobs.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1913.awsdns-47.co.uk, ns-149.awsdns-18.com, ns-787.awsdns-34.net, ns-1530.awsdns-63.org",,d2snrcs7nhqpu3.cloudfront.net,,,,True,cloudfront,,
[x],jobvite_spf1.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,"v=spf1 ip4:4.7.16.128/26 ip4:23.249.208.0/20 ip4:23.251.224.0/19 ip4:37.188.97.188 ip4:38.108.186.0/24 ip4:45.33.38.243 ip4:45.33.119.18 ip4:50.116.8.174 ip4:54.240.0.0/18 ip4:65.74.175.0/27 ip4:69.164.197.115 ip4:69.169.224.0/20 ip4:72.3.185.0/24 ip4:72, 32.154.0/24 ip4:72.32.217.0/24 ip4:72.32.243.0/24 ip4:76.223.176.0/20 ip4:94.236.119.0/26 ip4:103.237.104.0/22 ip4:107.21.4.59 ip4:108.60.195.192/27 ip4:108.166.161.224/27 ip4:130.248.172.0/23 ip4:173.255.209.246 ~all",,,,,,,,
[x],jobvite_spf2.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,"v=spf1 ip4:185.28.196.0/22 ip4:192.28.128.0/18 ip4:199.15.212.0/22 ip4:199.127.232.0/22 ip4:199.255.192.0/22 ip4:204.14.232.0/22 ip4:208.53.48.0/24 ip4:209.41.68.0/24 ip4:209.105.224.160/27 ip4:216.35.11.64/26 ip4:216.55.46.192/26 ip4:216.172.106.0/26 ip6, :2600:3c00::f03c:91ff:fe24:f0ee ip6:2600:3c01::f03c:91ff:fee7:12d5 ~all",,,,,,,,
[x],k8s.zynga.com,"ns-27.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-27.awsdns-03.com, ns-771.awsdns-32.net, ns-1511.awsdns-60.org, ns-1754.awsdns-27.co.uk",,,,,,,,,
[x],kampanya.cdn.zynga.com,"ns-1129.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.81, 52.222.236.101, 52.222.236.113, 52.222.236.112","ns-1129.awsdns-13.org, ns-1973.awsdns-54.co.uk, ns-507.awsdns-63.com, ns-890.awsdns-47.net",,d36fi98xg8bjgp.cloudfront.net,,,"2600:9000:223e:c200:1e:54e3:d240:93a1, 2600:9000:223e:ec00:1e:54e3:d240:93a1, 2600:9000:223e:2800:1e:54e3:d240:93a1, 2600:9000:223e:6800:1e:54e3:d240:93a1, 2600:9000:223e:ea00:1e:54e3:d240:93a1, 2600:9000:223e:5800:1e:54e3:d240:93a1, 2600:9000:223e:9400:1e:54e3:d240:93a1, 2600:9000:223e:d200:1e:54e3:d240:93a1",True,cloudfront,,
[x],kingdoms.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],labs.zynga.com,"ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1037.awsdns-01.org, ns-1734.awsdns-24.co.uk, ns-374.awsdns-46.com, ns-946.awsdns-54.net",,,,,,,,,
[x],landingpage.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],leaderboards.zynga.com,"ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-191.awsdns-23.com, ns-2004.awsdns-58.co.uk, ns-593.awsdns-10.net, ns-1265.awsdns-30.org",,,,,,,,,
[x],letsparty.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],link.store-develop.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.15.12, 104.18.14.12",,,link.store-develop.gotslotscasino.zynga.com.cdn.cloudflare.net,,,,True,cloudflare,,
[x],link.store-integration.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.12, 104.18.15.12",,,link.store-integration.gotslotscasino.zynga.com.cdn.cloudflare.net,,,,True,cloudflare,,
[x],link.store-staging.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.12, 104.18.15.12",,,link.store-staging.gotslotscasino.zynga.com.cdn.cloudflare.net,,,"2606:4700::6812:f0c, 2606:4700::6812:e0c",True,cloudflare,,
[x],log-collector.svctr.zynga.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"34.235.206.49, 44.194.127.210",,,,,,,,,,
[x],lotto.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.110, 18.66.97.102, 18.66.97.44, 18.66.97.72","ns-149.awsdns-18.com, ns-1530.awsdns-63.org, ns-1913.awsdns-47.co.uk, ns-787.awsdns-34.net",,d2snrcs7nhqpu3.cloudfront.net,,,"2600:9000:223c:7800:d:1ef8:92c0:93a1, 2600:9000:223c:9a00:d:1ef8:92c0:93a1, 2600:9000:223c:e00:d:1ef8:92c0:93a1, 2600:9000:223c:600:d:1ef8:92c0:93a1, 2600:9000:223c:6000:d:1ef8:92c0:93a1, 2600:9000:223c:c800:d:1ef8:92c0:93a1, 2600:9000:223c:ea00:d:1ef8:92c0:93a1, 2600:9000:223c:6a00:d:1ef8:92c0:93a1",True,cloudfront,,
[x],lv-fs-winexc01.corp.zynga.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,66.116.120.91,,,,,,,,,,
[x],lyncdiscover.zynga.com,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.193.16,,,webdir.online.lync.com,,,2603:1027:0:2::e,,,,
[x],m.city.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],magellan.zynga.com,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1425.awsdns-50.org, ns-1745.awsdns-26.co.uk, ns-331.awsdns-41.com, ns-544.awsdns-04.net",,,,,,,,,
[x],mail.corp.zynga.com,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,199.48.105.53,,,,,,,,,,
[x],mail.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,199.48.107.58,,,,,,,,,,
[x],media.zynga.com,"ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"44.240.144.174, 35.81.6.105, 44.225.128.165, 35.162.19.221","ns-1524.awsdns-62.org, ns-1787.awsdns-31.co.uk, ns-337.awsdns-42.com, ns-589.awsdns-09.net","heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=ingress/gameservices/media-imagehosting-deployment",,,,,,,,
[x],messaging.zynga.com,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1232.awsdns-26.org, ns-1793.awsdns-32.co.uk, ns-461.awsdns-57.com, ns-590.awsdns-09.net",,,,,,,,,
[x],meta.bubblereef.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::2d,,,,
[x],meta.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.129, 52.222.236.118, 52.222.236.23, 52.222.236.10","ns-1128.awsdns-13.org, ns-129.awsdns-16.com, ns-2031.awsdns-61.co.uk, ns-805.awsdns-36.net",d237pw5phmyahc.cloudfront.net,,,,,True,cloudfront,,
[x],meta.rubyrush.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:211::18,,,,
[x],mkyle.ep.zynga.com,"ns-132.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,"108.157.214.74, 108.157.214.107, 108.157.214.21, 108.157.214.5",,,,,,,True,cloudfront,,
[x],monitoring.atx.zynga.com,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,10.196.205.49,,,,True,10.196.205.49,,,,,
[x],msexeznausesase-cominternazynga-okta-network-gateway-iad.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"54.70.190.145, 44.242.37.104, 54.70.221.166, 34.213.21.22, 52.42.78.225, 54.244.200.153, 44.240.252.0, 34.214.149.87","ns-527.awsdns-01.net, ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com",,api.zynga.com,,,,,,,
[x],msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net, ns-1454.awsdns-53.org",,api.zynga.com,,,,,,,
[x],mta2.smcemail.zynga.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,136.147.180.38,,,,,,,,,,
[x],mta5.smcemail.zynga.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,136.147.178.197,,,,,,,,,,
[x],mta6.smcemail.zynga.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,136.147.178.198,,,,,,,,,,
[x],mysql.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"52.38.95.150, 44.226.103.52, 44.240.252.0, 54.70.221.166, 34.217.157.185, 54.148.155.92, 54.148.71.252, 54.218.212.249","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],nagios.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,10.197.208.198,,,,True,10.197.208.198,,,,,
[x],nagios.stats.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.168.143, 10.196.143.147",,,"nagios.lb.stats.zynga.com, internal-stats-production-ops-nagios-elb-105992613.us-west-2.elb.amazonaws.com",True,"10.196.168.143, 10.196.143.147",,,,,
[x],nagios.zyngagames.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.37.20, 10.197.41.28","ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,internal-zdc-production-nagios-1622862674.us-west-2.elb.amazonaws.com,True,"10.197.37.20, 10.197.41.28",,,,,
[x],netops.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.100.100.236,,,,True,10.100.100.236,,,,,
[x],nexus.zynga.com,"ns-1180.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,"10.199.16.197, 10.199.20.36, 10.199.25.196","ns-1180.awsdns-19.org, ns-1828.awsdns-36.co.uk, ns-429.awsdns-53.com, ns-772.awsdns-32.net",,,True,"10.199.16.197, 10.199.20.36, 10.199.25.196",,,,,
[x],ninjaclans.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],nk.development.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,"44.237.187.73, 35.83.85.151",,"heritage=external-dns,external-dns/dualstack=true,external-dns/owner=eks-gots-external-dns,external-dns/resource=ingress/p-got-dev1/nakama",,,,"2600:1f14:45:7904:8497:4954:da6:8ea9, 2600:1f14:45:7905:80c:3299:3bc2:1570",,,,
[x],nk.staging.gotslots.zynga.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1218.awsdns-24.org, ns-1940.awsdns-50.co.uk, ns-431.awsdns-53.com, ns-844.awsdns-41.net","heritage=external-dns,external-dns/dualstack=true,external-dns/owner=eks-gots-external-dns,external-dns/resource=ingress/p-got-qa1/nakama",,,,"2600:1f14:45:7904:c31b:700f:76a7:b79d, 2600:1f14:45:7905:b57d:8132:b317:6db0",,,,
[x],nm.zynga.com,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1903.awsdns-45.co.uk, ns-577.awsdns-08.net, ns-137.awsdns-17.com, ns-1488.awsdns-58.org",,,,,,,,,
[x],np.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"34.214.149.87, 44.240.252.0, 52.25.126.167, 34.213.21.22, 52.38.95.150, 34.217.157.185, 52.33.233.50, 52.42.78.225","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],okeyplus-1.cdn.zynga.com,"ns-525.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,"108.157.229.79, 108.157.229.76, 108.157.229.99, 108.157.229.84","ns-266.awsdns-33.com, ns-525.awsdns-01.net, ns-1507.awsdns-60.org, ns-1743.awsdns-25.co.uk",,d9ocdbqn8ye1k.cloudfront.net,,,"2600:9000:2395:fc00:1c:9ee7:e600:93a1, 2600:9000:2395:6000:1c:9ee7:e600:93a1, 2600:9000:2395:dc00:1c:9ee7:e600:93a1, 2600:9000:2395:d600:1c:9ee7:e600:93a1, 2600:9000:2395:c000:1c:9ee7:e600:93a1, 2600:9000:2395:9a00:1c:9ee7:e600:93a1, 2600:9000:2395:3e00:1c:9ee7:e600:93a1, 2600:9000:2395:c400:1c:9ee7:e600:93a1",True,cloudfront,,
[x],okeyplus.cdn.zynga.com,"ns-525.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.51.75, 108.138.51.36, 108.138.51.30, 108.138.51.77","ns-1743.awsdns-25.co.uk, ns-525.awsdns-01.net, ns-266.awsdns-33.com, ns-1507.awsdns-60.org",,d9ocdbqn8ye1k.cloudfront.net,,,"2600:9000:2436:d200:1c:9ee7:e600:93a1, 2600:9000:2436:8600:1c:9ee7:e600:93a1, 2600:9000:2436:9c00:1c:9ee7:e600:93a1, 2600:9000:2436:ca00:1c:9ee7:e600:93a1, 2600:9000:2436:1800:1c:9ee7:e600:93a1, 2600:9000:2436:e800:1c:9ee7:e600:93a1, 2600:9000:2436:f600:1c:9ee7:e600:93a1, 2600:9000:2436:9400:1c:9ee7:e600:93a1",True,cloudfront,,
[x],okeyplus.zynga.com,"ns-568.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,"52.28.128.152, 18.159.65.205, 18.159.20.232, 205.251.193.70, 205.251.194.56, 205.251.196.56, 205.251.199.105","ns-568.awsdns-07.net, ns-1080.awsdns-07.org, ns-1897.awsdns-45.co.uk, ns-326.awsdns-40.com",h1-domain-verification=M3VtfKhb7QghF5o8prXnizmLhWbQjvdmNDYPHPTPxxPdYV18,,,,,,,,
[x],origin.zyngagames.com,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"34.213.139.29, 54.188.183.71",,,,,,,,,,
[x],payments.developers.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,184.75.170.143,,,,,,,,,,
[x],payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.108, 18.66.122.105, 18.66.122.47, 18.66.122.119","ns-1531.awsdns-63.org, ns-1575.awsdns-04.co.uk, ns-159.awsdns-19.com, ns-778.awsdns-33.net",,,,,,True,cloudfront,,
[x],pcbeta-sms.solstice.zynga.com,"pdns1.ultradns.net, sre-team.zynga.com",NOERROR,184.75.170.237,,,,,,,,,,
[x],pchlzynsso02.corp.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,pchlzynsso02.corp.zynga.com.cdn.cloudflare.net,,,,,,,
[x],pforest.gotslots.zynga.com,,NOERROR,,,,,,,,,,,
[x],play.zynga.com,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,"10.195.167.198, 10.197.225.88, 10.197.241.153, 10.197.235.27","ns-503.awsdns-62.com, ns-911.awsdns-49.net, ns-1642.awsdns-13.co.uk, ns-1291.awsdns-33.org","heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=ingress/gameservices/zota-web-internal-deployment",,True,"10.195.167.198, 10.197.225.88, 10.197.241.153, 10.197.235.27",,,,,
[x],poker.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"52.26.181.104, 35.81.22.94, 54.218.149.120, 34.223.120.124, 44.236.66.179, 44.226.103.52, 44.240.252.0, 54.70.221.166, 205.251.192.200, 205.251.194.15, 205.251.197.174, 205.251.199.1","ns-527.awsdns-01.net, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-1454.awsdns-53.org",,api.zynga.com,,,,,,,
[x],poker.developers.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,184.75.170.143,,,,,,,,,,
[x],poker.static.zynga.com,,NOERROR,,,,ak.zynga.com.edgesuite.net,,,,,,,
[x],portal-dev.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],portal.lb.stats.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.196.190.150, 10.196.149.140, 10.196.163.35",,,,True,"10.196.190.150, 10.196.149.140, 10.196.163.35",,,,,
