new,host,soa,status_code,a,ns,txt,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,mx,caa
[x],zcedev.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.84.51, 10.196.85.210",,,,True,"10.196.84.51, 10.196.85.210",,,,,
[x],zconf.zynga.com,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.197.233.0, 10.197.230.88, 10.195.160.141, 10.197.246.241","ns-1641.awsdns-13.co.uk, ns-377.awsdns-47.com, ns-795.awsdns-35.net, ns-1532.awsdns-63.org","heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=ingress/gameservices/zconf-web-deployment",,True,"10.197.233.0, 10.197.230.88, 10.195.160.141, 10.197.246.241",,,,,
[x],zdcprodqa.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zdcreleaseauto.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zdcstaging.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zdcstaging2.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zdcstagingbeta.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zdctrunkauto.zlive.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zemail.cdn.zynga.com,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.100, 18.66.122.21, 18.66.122.113, 18.66.122.89","ns-883.awsdns-46.net, ns-137.awsdns-17.com, ns-1088.awsdns-08.org, ns-1553.awsdns-02.co.uk",,dhtxpyaz5pvls.cloudfront.net,,,"2600:9000:2250:da00:e:6fc7:5000:93a1, 2600:9000:2250:1600:e:6fc7:5000:93a1, 2600:9000:2250:c600:e:6fc7:5000:93a1, 2600:9000:2250:3a00:e:6fc7:5000:93a1, 2600:9000:2250:ec00:e:6fc7:5000:93a1, 2600:9000:2250:f600:e:6fc7:5000:93a1, 2600:9000:2250:c000:e:6fc7:5000:93a1, 2600:9000:2250:8400:e:6fc7:5000:93a1",True,cloudfront,,
[x],zen.assets.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zendesk3.zynga.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"162.159.128.7, 162.159.138.6",,v=spf1 include:_netblocks.zdsys.com ~all,mail3.zendesk.com,,,,True,cloudflare,mail.zendesk.com,
[x],zids.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"35.160.61.176, 52.25.126.167, 35.81.22.94, 52.26.181.104, 54.69.197.152, 54.70.221.166, 44.236.66.179, 52.38.95.150","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],zlive.cdn.zynga.com,"ns-584.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"18.244.146.108, 18.244.146.81, 18.244.146.4, 18.244.146.39, 205.251.194.72","ns-1919.awsdns-47.co.uk, ns-584.awsdns-09.net, ns-160.awsdns-20.com, ns-1252.awsdns-28.org",,d1sxfl72p4yv13.cloudfront.net,,,"2600:9000:26de:0:d:ab0e:65c0:93a1, 2600:9000:26de:9600:d:ab0e:65c0:93a1, 2600:9000:26de:c400:d:ab0e:65c0:93a1, 2600:9000:26de:da00:d:ab0e:65c0:93a1, 2600:9000:26de:3000:d:ab0e:65c0:93a1, 2600:9000:26de:fe00:d:ab0e:65c0:93a1, 2600:9000:26de:be00:d:ab0e:65c0:93a1, 2600:9000:26de:d000:d:ab0e:65c0:93a1",True,cloudfront,,
[x],zmedia1.cdn.zynga.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,"143.204.231.126, 143.204.231.11, 143.204.231.17, 143.204.231.66","ns-821.awsdns-38.net, ns-1383.awsdns-44.org, ns-167.awsdns-20.com, ns-1784.awsdns-31.co.uk",,d27zvul40un1j8.cloudfront.net,,,"2600:9000:215b:4400:1:8cb1:6100:93a1, 2600:9000:215b:4000:1:8cb1:6100:93a1, 2600:9000:215b:a00:1:8cb1:6100:93a1, 2600:9000:215b:1600:1:8cb1:6100:93a1, 2600:9000:215b:bc00:1:8cb1:6100:93a1, 2600:9000:215b:ae00:1:8cb1:6100:93a1, 2600:9000:215b:e800:1:8cb1:6100:93a1, 2600:9000:215b:a800:1:8cb1:6100:93a1",True,cloudfront,,
[x],zmedia2.cdn.zynga.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,"18.165.9.57, 18.165.9.109, 18.165.9.62, 18.165.9.58",,,d27zvul40un1j8.cloudfront.net,,,"2600:9000:2009:fa00:1:8cb1:6100:93a1, 2600:9000:2009:7600:1:8cb1:6100:93a1, 2600:9000:2009:c400:1:8cb1:6100:93a1, 2600:9000:2009:b600:1:8cb1:6100:93a1, 2600:9000:2009:5400:1:8cb1:6100:93a1, 2600:9000:2009:fc00:1:8cb1:6100:93a1, 2600:9000:2009:ae00:1:8cb1:6100:93a1, 2600:9000:2009:e800:1:8cb1:6100:93a1",True,cloudfront,,
[x],znews.zynga.com,"ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.138.85.123, 108.138.85.125, 108.138.85.86, 108.138.85.114, 205.251.192.39, 205.251.194.208, 205.251.196.139, 205.251.199.85","ns-720.awsdns-26.net, ns-1163.awsdns-17.org, ns-1877.awsdns-42.co.uk, ns-39.awsdns-04.com",,,,,,True,cloudfront,,
[x],zookeeper.zynga.com,"ns-949.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1344.awsdns-40.org, ns-1672.awsdns-17.co.uk, ns-33.awsdns-04.com, ns-949.awsdns-54.net",,,,,,,,,
[x],zoom.staging.towermobile.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8002:211::1b,,,,
[x],zoom.zynga.com,"ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"52.32.181.87, 52.10.121.177, 35.83.48.172","ns-414.awsdns-51.com, ns-1106.awsdns-10.org, ns-773.awsdns-32.net, ns-1734.awsdns-24.co.uk",,,,,,,,,
[x],zoomobile.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zops.zynga.com,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"10.197.246.132, 10.195.162.139, 10.197.231.41, 10.197.232.48","ns-28.awsdns-03.com, ns-956.awsdns-55.net, ns-1254.awsdns-28.org, ns-1838.awsdns-37.co.uk","heritage=external-dns,external-dns/owner=gameservices-prd,external-dns/resource=ingress/gameservices/zops-web-deployment",,True,"10.197.246.132, 10.195.162.139, 10.197.231.41, 10.197.232.48",,,,,
[x],zota.cdn.zynga.com,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.47, 18.66.112.75, 18.66.112.102, 18.66.112.32","ns-90.awsdns-11.com, ns-893.awsdns-47.net, ns-1352.awsdns-41.org, ns-1748.awsdns-26.co.uk",,dq5qzflg2bbmb.cloudfront.net,,,"2600:9000:223f:fa00:10:3ca8:64c0:93a1, 2600:9000:223f:1c00:10:3ca8:64c0:93a1, 2600:9000:223f:4000:10:3ca8:64c0:93a1, 2600:9000:223f:4800:10:3ca8:64c0:93a1, 2600:9000:223f:b600:10:3ca8:64c0:93a1, 2600:9000:223f:be00:10:3ca8:64c0:93a1, 2600:9000:223f:e600:10:3ca8:64c0:93a1, 2600:9000:223f:f600:10:3ca8:64c0:93a1",True,cloudfront,,
[x],zpn.zynga.com,"ns-1984.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,199.48.105.28,"ns-1427.awsdns-50.org, ns-1984.awsdns-56.co.uk, ns-429.awsdns-53.com, ns-681.awsdns-21.net",,,,,,,,,
[x],zy-branch5-dev.cooking.zynga.com,,NOERROR,,,,,,,,,,,
[x],zy-mwf-staging.zynga.com,,NOERROR,,,,,,,,,,,
[x],zy-staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.7,,,,,,,,,,
[x],zy.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.38.157.3, 54.186.65.244, 52.89.216.173, 35.85.71.202, 52.35.94.145, 54.188.19.144, 54.149.129.240, 52.40.219.29",,,,,,,,,,
[x],zy.harvest.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],zy.shockwave.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,2620:102:8003:211::48,,,,
[x],zy.staging.cooking.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],zy.staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.7,,,,,,,,,,
[x],zy1-staging.farm2.zynga.com,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.171.7,,,,,,,,,,
[x],zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,"18.172.153.123, 18.172.153.128, 18.172.153.105, 18.172.153.16","pdns89.ultradns.net, a5-65.akam.net, a9-66.akam.net, a28-64.akam.net, a18-66.akam.net, pdns89.ultradns.biz, a1-193.akam.net, a26-67.akam.net, pdns89.ultradns.com, pdns89.ultradns.org","stripe-verification=d199878c058bd72dbc87abf35ab2788ee1e4df49eeb1f34e6fbf4b4b7eb93887, flexera-domain-verification-dbzrsvfsqaudmpht, google-site-verification=wsaFZu_s9ZO4UBj_3WqYIsiNSj0zqF6-4Da6Eiye2rc, stripe-verification=4d7f010bd8e6b5dc597d4360b6c763336228b9dbaee5b77c82e4b9c598c4ebbd, docker-verification=69372972-3805-447f-8b20-1d63ecd61154, flexera-domain-verification-ypvnkrrffvcvcijk, stripe-verification=4be7e8fa802af316ab09e6ce9ec88d88f7b59f1a4e0e1a25521f56e6fcc23204, stripe-verification=edf694fb8629f64ef2042fe7f65c1c84b89c4edec9de2a389584bb63b22066fc, zapier-domain-verification-challenge=1c48ff84-5540-4aa0-8984-15536baaf00b, MS=ms48283609, miro-verification=daabe1956031194d18cc1f53ce74428e231634ee, stripe-verification=18f308aa8f3a5481b627aad0edc21ebb630b5b0a37521c9e12d0292881bb191f, atlassian-domain-verification=MMzWQ2TqcxeKliKSzrsMVl8JE34sjUX/AAseKUOLM2alhtHAS0zrgFt4+kBiRto/, stripe-verification=4c959b7189974c6d6c41d70fb8df457622f29e7d1e1c32977bd115e639e1cb53, adobe-idp-site-verification=a84b2d9a-5df8-4cc4-b725-fad34ff5962d, google-site-verification=kdmZBaG1vbmr4ltAAEvWTOb2HQrJ1RR2l8T8ZJBTdo4, stripe-verification=0f4f0b1f0d1d088cfdfac9e2d01ef339e93b8d3a39ef78d1da0493fa4e9b7edd, stripe-verification=7e8c8567e08968dbcacdfc8003dedba7b09406ff8f0b8ffda688edcb3ae7d979, stripe-verification=b2fa91e716c71fade846f2a98a7b620122d9a20e401dfaf32e894704c9212c8d, stripe-verification=2f020db3749defaebb9b0de2f20f2d04e11c3e889afc95372edbd0ffe7ebe7d8, flexera-domain-verification-jitumvwpwakeeoib, apple-domain-verification=JhYMvhamYQdIBH8m, v=spf1 include:spf_extip1.zynga.com include:spf_fqdn1.zynga.com include:jobvite_spf1.zynga.com include:jobvite_spf2.zynga.com ~all, IAQqFsTuqa4o3FlhcIPamt_b9qb7La8, dropbox-domain-verification=1ddaaj0d5ryl, ndDPGVmJKHy+qC+zpOZzvmLcTreMDYu7dW4iFz7xyO6s+uJtxwJtrT62NmF12diyyBMuOI7KmwCBLfCeTHWWSw==, onetrust-domain-verification=0b240979d6104e2d9c7b55d7a34fa77e",,,,"2600:9000:238d:f600:d:1ef8:92c0:93a1, 2600:9000:238d:4000:d:1ef8:92c0:93a1, 2600:9000:238d:e000:d:1ef8:92c0:93a1, 2600:9000:238d:2600:d:1ef8:92c0:93a1, 2600:9000:238d:de00:d:1ef8:92c0:93a1, 2600:9000:238d:b000:d:1ef8:92c0:93a1, 2600:9000:238d:7200:d:1ef8:92c0:93a1, 2600:9000:238d:ee00:d:1ef8:92c0:93a1",True,cloudfront,"mxb-00296702.gslb.pphosted.com, mxa-00296702.gslb.pphosted.com",
[x],zyngagames.com,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"52.32.14.6, 100.20.151.143","ns-105.awsdns-13.com, ns-1468.awsdns-55.org, ns-1899.awsdns-45.co.uk, ns-743.awsdns-28.net",2GjqurugpfCDWFmjILroU4pesqGhTf8,,,,,,,,
