new,host,a,mx,soa,ns,txt,status_code,cname,caa,cdn,cdn-name,aaaa,has_internal_ips,internal_ips
[x],3dmolcsb.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3drsolo.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3dsystems.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3dyh.atlassian.net,"104.192.142.19, 104.192.142.18, 104.192.142.20","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3e84a1a5.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3ea69.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3edf.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3enterprise.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3eridion-test.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3f2m.atlassian.net,"104.192.142.20, 104.192.142.19, 104.192.142.18","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3g2g.atlassian.net,"104.192.142.18, 104.192.142.19, 104.192.142.20","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3g96.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3h47.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3hi0.atlassian.net,"104.192.142.19, 104.192.142.18, 104.192.142.20","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3il-us.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3ira.atlassian.net,"104.192.142.19, 104.192.142.20, 104.192.142.18","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3ivo.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3jrqwo04an5fzcloufront.atlassian.net,"104.192.142.19, 104.192.142.20, 104.192.142.18","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3kno.atlassian.net,"104.192.142.19, 104.192.142.18, 104.192.142.20","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3l1a.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3llideas.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3logic.atlassian.net,,,"ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],3lqg.atlassian.net,"104.192.138.13, 104.192.138.12","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3lra.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3mo-ebusiness.atlassian.net,"104.192.142.20, 104.192.142.19, 104.192.142.18","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3motionai.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3o3j.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3obwodnica.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3oudfront-test.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3oyq.atlassian.net,"104.192.142.18, 104.192.142.20, 104.192.142.19","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3p0l.1.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3p0l.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3pf.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3pie.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3plcentral.atlassian.net,"104.192.138.12, 104.192.138.13","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3q24.atlassian.net,"104.192.142.18, 104.192.142.19, 104.192.142.20","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3q2g.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3qholdings.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3r-6.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3r16.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3rdmilclassrooms.atlassian.net,"104.192.142.20, 104.192.142.19, 104.192.142.18","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3rr7.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3rvm.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3screensolutions.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3shape.atlassian.net,"104.192.142.20, 104.192.142.19, 104.192.142.18","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3sixty.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3stonesoftware.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3t3h.atlassian.net,"104.192.142.19, 104.192.142.20, 104.192.142.18","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3tenergy.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3uyulechengpingtai.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3uyulechengsong18.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3v7d.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3vgb.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3volutions.atlassian.net,"104.192.142.19, 104.192.142.18, 104.192.142.20","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3w-factory-social3w.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3w-it.atlassian.net,"185.166.143.38, 185.166.143.36, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3webapps.atlassian.net,,,"ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],3y7i.atlassian.net,"185.166.143.38, 185.166.143.37, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],3z-n.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],3zk6.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],4-1c.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],4-gfa.atlassian.net,"104.192.142.18, 104.192.142.19, 104.192.142.20","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],4-mdfd.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],4-samfox.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com","ns-110.awsdns-13.com, ns-1339.awsdns-39.org, ns-1977.awsdns-55.co.uk, ns-573.awsdns-07.net","v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],4.atlassian.net,"104.192.142.20, 104.192.142.18, 104.192.142.19","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],401ode.atlassian.net,"185.166.143.37, 185.166.143.38, 185.166.143.36","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],402h.atlassian.net,"185.166.143.36, 185.166.143.38, 185.166.143.37","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],40747.atlassian.net,,,"ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],40jn.atlassian.net,"185.166.143.37, 185.166.143.36, 185.166.143.38","inbound-smtp.us-west-2.amazonaws.com, inbound-smtp.us-east-1.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
[x],40m4.atlassian.net,"185.166.143.36, 185.166.143.37, 185.166.143.38","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],40totsys.atlassian.net,"104.192.142.18, 104.192.142.19, 104.192.142.20","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all, wildcard-placeholder",NOERROR,,,,,,,
[x],41-11.atlassian.net,"104.192.138.13, 104.192.138.12","inbound-smtp.us-east-1.amazonaws.com, inbound-smtp.us-west-2.amazonaws.com","ns-110.awsdns-13.com, awsdns-hostmaster.amazon.com",,"wildcard-placeholder, v=spf1 include:_spf.atlassian.net include:mail-us.atlassian.net include:mail-eu.atlassian.net -all",NOERROR,,,,,,,
