new,host,a,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,aaaa,caa
,portal.yelpwifi.com,"52.86.155.53, 34.197.134.23",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,press.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,
,redirects.uswest2.yelp.com,"35.160.9.199, 52.12.139.186",redirects-synapselb-prod-alb-961575451.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,restaurants.yelp.com,"52.85.151.20, 52.85.151.69, 52.85.151.37, 52.85.151.126, 205.251.192.64, 205.251.195.101, 205.251.196.46, 205.251.199.166",dluh7zx05i3xz.cloudfront.net,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1958.awsdns-52.co.uk, ns-64.awsdns-08.com, ns-869.awsdns-44.net, ns-1070.awsdns-05.org",,,,
,rocky.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,s.yelp.com,"108.157.214.9, 108.157.214.3, 108.157.214.50, 108.157.214.123",d1al58a1zvrdzg.cloudfront.net,"ns-43.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-43.awsdns-05.com, ns-653.awsdns-17.net, ns-1079.awsdns-06.org, ns-1728.awsdns-24.co.uk",,,,
,safeguardo.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,sarahroset.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,seatme.yelp.com,"52.39.69.11, 52.42.89.14, 35.163.97.53",yr-api-and-www-yrprod-ext-44295802.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,simulator-partner-api.yelp.com,146.75.120.116,"api.yelp.com, yelp-com.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,smtp.biz.yelp.com,151.101.44.116,"biz.yelp.com, yelp-com.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,stage.yelpwifi.com,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,stagef.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,stageg.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,stages.yelp.com,"151.101.128.116, 151.101.192.116, 151.101.0.116, 151.101.64.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,static.px.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,static.seatme.yelp.com,151.101.38.49,q2.shared.us-eu.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,static1.px.yelp.com,151.101.244.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,status.developer.yelp.com,52.215.192.131,h3ldr6m0h1sd.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"letsencrypt.org, globalsign.com;"
,stellarrepeller.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,support.yelp.com,"34.197.134.23, 52.86.155.53","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,support.yelpwifi.com,"52.222.236.69, 52.222.236.77, 52.222.236.84, 52.222.236.52",d1zn6xo6ea7vqa.cloudfront.net,"ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-53.awsdns-06.com, ns-770.awsdns-32.net, ns-1315.awsdns-36.org, ns-1551.awsdns-01.co.uk",,,"2600:9000:223e:7400:17:4d0f:9880:93a1, 2600:9000:223e:8800:17:4d0f:9880:93a1, 2600:9000:223e:9e00:17:4d0f:9880:93a1, 2600:9000:223e:ce00:17:4d0f:9880:93a1, 2600:9000:223e:da00:17:4d0f:9880:93a1, 2600:9000:223e:200:17:4d0f:9880:93a1, 2600:9000:223e:3e00:17:4d0f:9880:93a1, 2600:9000:223e:6e00:17:4d0f:9880:93a1",
,tacotrailblazer.yelp.com,"52.84.93.32, 52.84.93.123, 52.84.93.76, 52.84.93.74",d17qqtrxi5zdn1.cloudfront.net,"ns-596.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-596.awsdns-10.net, ns-1831.awsdns-36.co.uk, ns-1228.awsdns-25.org, ns-52.awsdns-06.com",,,,
,testopia.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,thebetaswitch.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,thevalue.yelp.com,"151.101.64.116, 151.101.192.116, 151.101.128.116, 151.101.0.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,tjmundell.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,tonybear.yelp.com,151.101.36.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,trendingmachine.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,trust.yelp.com,"13.227.219.4, 13.227.219.47, 13.227.219.37, 13.227.219.52",d1pvhukhknbjm4.cloudfront.net,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-553.awsdns-05.net, ns-1268.awsdns-30.org, ns-1825.awsdns-36.co.uk, ns-49.awsdns-06.com",,,,
,ukcheaphosts.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,useast1.yelp.com,,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,venan.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
,vivus.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,website.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,ww.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.biz.yelp.com,151.101.36.116,"biz.yelp.com, yelp-com.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.devc.yelpreservations.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,www.jeannethorsson.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116",yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.m.yelp.com,"151.101.0.116, 151.101.64.116, 151.101.128.116, 151.101.192.116","m.yelp.com, yelp-com.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.nowait.com,35.224.74.121,yelpnowait.wpengine.com,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,
,www.seatme.yelp.com,"52.39.69.11, 52.42.89.14, 35.163.97.53",yr-api-and-www-yrprod-ext-44295802.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,www.staging.yelpreservations.com,"151.101.1.130, 151.101.65.130, 151.101.129.130, 151.101.193.130",y.ssl.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.yelp-support.com,"85.222.140.13, 85.222.140.6, 85.222.140.10","www.yelp-support.com.00d300000000vcneay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,
,www.yelp.com,146.75.120.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.yelp.nowait.com,35.224.74.121,newwl.wpengine.com,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,
,www.yelpreservations.com,146.75.121.130,y.ssl.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,www.yelpwifi.com,"52.86.155.53, 34.197.134.23","redirects.yelp.com, redirects.useast1.yelp.com, redirects-synapselb-prod-alb-1622115686.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,wwww.yelp.com,151.101.84.116,yelp-com.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,
,yelp-support.com,"52.86.155.53, 34.197.134.23",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,"ns04.midtowndoornailns.com, dns1.p06.nsone.net, dns2.p06.nsone.net, dns3.p06.nsone.net, dns4.p06.nsone.net, ns01.midtowndoornailns.com, ns02.midtowndoornailns.com, ns03.midtowndoornailns.com",corpmx.yelpcorp.com,"v=spf1 ip4:198.51.132.21 ip4:199.255.188.0/22 ip4:52.9.38.1 ip4:209.177.160.9 ip4:209.177.164.34 ip4:209.177.168.2 include:servers.mcsv.net include:_spf1.yelp.com -all, 47126g8v3j8yg3xlx09tzw0pz4b7lt21, google-site-verification=m3WqJ-4ij7KwCYSuW1Ph3v1bNbCIGC-QwnGk5o14NbA",,
,yelp.com,"199.232.36.116, 198.51.44.6, 198.51.45.6, 198.51.44.70, 198.51.45.70, 45.54.54.1, 45.54.54.65, 45.54.54.129, 45.54.54.193",,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,fastly,"ns01.midtowndoornailns.com, dns3.p06.nsone.net, dns2.p06.nsone.net, dns1.p06.nsone.net, dns4.p06.nsone.net, ns02.midtowndoornailns.com, ns03.midtowndoornailns.com, ns04.midtowndoornailns.com","alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com","pardot813133=a90e85640d4bb5a429d171325168640bb9463489071367d9615ebc73919f1bbb, google-site-verification=-LX_luQh_Kq5PPMW-YLBGAr22sLmB9uXTZDZYwWdWcc, status-page-domain-verification=560td8k1wdsc, wrike-verification=NDA1MDgyNTpiMDcyYWNmMjgyYmEzOWFhNDE3NzA1YTE1NGFmYmYzYmU0Y2IxNGQwNTA5YzNkMDIyNWVkYmNhZDMwZmQ5ZTM1, google-site-verification=-RmG1SGbhN1-YOwwdYV16f4DBPxThfIIARwe8ZDVvbE, mixpanel-domain-verify=277018fd-af0f-4112-bc98-ec0aa09c9e62, cloudhealth=b47ff98c-f3d1-4963-bc21-9fcaad4951b3, heroku-domain-verification=eqkl2xu7ymo2pvsimqwiiavss2urmujfd0cssth30, status-page-domain-verification=z80f59yz1jkt, google-site-verification=IFTlqHepgKCSj4FEX3ws0-FJEJKZ8zeDy690dB0zwiY, onetrust-domain-verification=53afac8ba50845c3b7c8ba137d2349c0, apple-domain-verification=qa3GTY5z2ELxESie, gm36n17d8y8544hg7s3n5ptcjgzfb17f, status-page-domain-verification=kl0pq45qyb3d, google-site-verification=3lJN-zw-10jb4bLfmXsqFizDALMsnlhqZ-TPG-AjHWU, atlassian-domain-verification=45ozypIxFMV4A0xxbgkqTjhHaKzj8CrbxzUxbakhomBdkM6bzr117OBkfPJJlbAX, google-site-verification=GRQLNPjWLxGr_Ka6phLFqBXooCAZt35ZZz2ZV5JNsDQ, citrix-verification-code=1dee59ff-c292-47a1-8faf-a0c7803c742a, google-site-verification=NOSls2JfXI55tW5qFU89NY93kA8LB6YTHGBzCFz3cy8, google-site-verification=-Y773kzVn1DQlVG-Ugprk7qDuZdki_5cqljezw1daiU, _globalsign-domain-verification=PO95qR5HARP3zbvcQ1WFBVyLGBUvgjmgc16ENjCtmy, _globalsign-domain-verification=_64UG15h1zSn86m51pRb3vaFMDTtUCsP2RBUJ7DAAM, facebook-domain-verification=mdu6515tt8odq7akwzr4a036q6w3cz, google-site-verification=4OznISzbxHzmhzRM-NtpUcP1P6nIfsanNZdNI1G_EU8, v=spf1 include:yelp.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email a:zgateway.zuora.com ~all, status-page-domain-verification=f3txhd81xn94","2620:4d:4000:6259:7:6:0:1, 2a00:edc0:6259:7:6::2, 2620:4d:4000:6259:7:6:0:3, 2a00:edc0:6259:7:6::4",
,yelp.nowait.com,35.224.74.121,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,
,yelpreservations.com,"34.210.173.7, 44.238.250.210, 52.43.234.55",,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,"ns04.midtowndoornailns.com, dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net, ns01.midtowndoornailns.com, ns02.midtowndoornailns.com, ns03.midtowndoornailns.com","alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com","v=spf1 include:yelpreservations.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all, _globalsign-domain-verification=2wRqY6IrIINLY7B8Qcp-qur9HsiRTO04g4gwsMmFy3, 0ed1fe018a3833e4d96ed94ebd98e9edd93a011e0e, pardot813133=a4bc5c09869d5db2d7546b4494687f07bd8b7be19d573c4e5a2c80b0c7cdc15b, google-site-verification=644VSjKBo9pHRni_dQgSkvMWRFbldOKnuCtyyZJreyY",,
,yelpwifi.com,"34.197.134.23, 52.86.155.53",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"ns01.midtowndoornailns.com, ns02.midtowndoornailns.com, ns03.midtowndoornailns.com, ns04.midtowndoornailns.com, dns1.p07.nsone.net, dns2.p07.nsone.net, dns3.p07.nsone.net, dns4.p07.nsone.net","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com","google-site-verification=IMP3pnfDWQ70CNpAfWs4wxEYvkIEb5xMXtw-VbzGaso, v=spf1 include:_spf.google.com include:_spf.salesforce.com -all, _globalsign-domain-verification=Jud5uGwQxQHG7FdoFM7qUMCNOuTYF9jBHMtmgUecUl",,
