new,host,a,soa,status_code,cdn,cdn-name,cname,mx,txt,has_internal_ips,internal_ips,aaaa,ns,caa
[x],gold.tokopedia.com,47.88.140.65,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,origin-www-tkpd.tokopedia.com,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],goncecs.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gql-staging.tokopedia.com,34.120.247.251,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,origin-gql-staging.tokopedia.com,,,,,,,
[x],gql.tokopedia.com,23.206.209.54,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"gql.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],grc.tokopedia.net,34.96.123.217,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.net,,,,,,,
[x],grosirpakaian.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],groupchat-staging.tokopedia.com,34.149.157.138,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],groupchat.tokopedia.com,173.223.113.60,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],gsp10-ssl-st57a01.groupchat.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gw.tokopedia.com,104.75.89.108,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],hades.tokopedia.com,173.223.113.60,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],hammerflux.ep.tokopedia.com,10.172.0.63,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.172.0.63,,,
[x],hanaelocalshopz.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],handicraft.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hansel-testsdk.tokopedia.com,34.120.177.17,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,origin-hansel-gcp.tokopedia.com,,,,,,,
[x],help.tokopedia.com,47.88.140.64,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,origin-www-tkpd.tokopedia.com,,,,,,,
[x],hilmistore.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],httppush.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],httpwww.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hypnos.tokopedia.com,172.21.33.233,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.21.33.233,,,
[x],ibbu.edu.ngwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],icmart.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ifapapabear.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],images-cdn-google.tokopedia.net,34.120.3.51,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],images-gcdn.tokopedia.net,34.111.158.194,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],images.tokopedia.net,"2.16.106.162, 2.16.106.200","j2nsns1.sys.swiftserve.com, alerts.swiftserve.com",NOERROR,,,"images.tokopedia.net.edgesuite.net, a1825.r.akamai.net, edge.tokopedia.swiftserve.com, img.toko.jns.swiftserve.com",,,,,,,
[x],imt-gcp.tokopedia.com,34.120.49.230,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],inbox-biznet.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],inbox-gcp.tokopedia.com,35.186.254.55,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],indogeotech.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],indokomsell.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],indonesia-stamps.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],indrajasa.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],internal-staging.tokopedia.com,35.244.198.66,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp-staging.tokopedia.com,,,,,,,
[x],internal.tokopedia.com,34.149.107.28,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.com,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],ipp.tokopedia.com,"2.16.238.28, 2.16.238.22","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"ipp.tokopedia.com.edgesuite.net, a1120.r.akamai.net",,,,,,,
[x],iris-staging.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],itivanthali.orgwww.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jacobeach.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jaeger.tokopedia.net,"18.139.169.37, 13.215.99.6","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,lb-tools-1666467421.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],jalistore.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jenkins-staging.tokopedia.com,117.54.146.10,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,staging-dci-temp.tokopedia.com,,,,,,,
[x],jenkins-staging.tokopedia.net,10.21.24.72,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.21.24.72,,,
[x],jobs.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],joyomaru.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jsd.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jual.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jualandiinternet.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kalung.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kamehashop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],kamus.tokopedia.com,34.149.107.28,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.com,,,,,,,
[x],kecil.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kero.tokopedia.com,104.91.49.96,,NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],kertasku.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kibana.tokopedia.id,"54.179.186.85, 13.229.179.154","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,newprod-prod-dmz-elb-test-1777599175.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],kibana.tokopedia.net,54.254.227.49,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,alb-tokopedia-net-prod-office-1531159658.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],kioscosway.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],klopshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],koleksiku.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kota.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],laltinkhabar.comwww.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],laxshop-backend.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],laxshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],leeart.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lef23-4-gre.rjanimeshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],link.accounts.tokopedia.com,"167.89.123.124, 167.89.123.54, 167.89.118.52, 167.89.118.83",,NOERROR,,,sendgrid.net,,,,,,,
[x],link.seller.tokopedia.com,"167.89.123.124, 167.89.118.52, 167.89.118.83, 167.89.123.54","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,sendgrid.net,"mx.sendgrid.net, mx2.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei",,,,"ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com","godaddy.com, amazonaws.com"
[x],links.tokopedia.com,"167.89.118.83, 167.89.123.54, 167.89.123.124, 167.89.118.52, 208.94.148.4, 208.80.124.4, 208.80.126.4, 208.80.125.4, 208.80.127.4, 208.94.149.4","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net","google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0",,,"2600:1800:10::1, 2600:1801:11::1, 2600:1802:12::1, 2600:1801:13::1, 2600:1802:14::1, 2600:1800:15::1","ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns14.dnsmadeeasy.com","godaddy.com, amazonaws.com"
[x],lite-staging.tokopedia.com,161.117.160.165,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,staging-alicloud.tokopedia.com,,,,,,,
[x],live-cdn-google.tokopedia.net,34.120.124.22,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],log.tokopedia.net,34.96.123.217,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.net,,,,,,,
[x],lorcaresort.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lumos.tokopedia.net,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],lynlynshop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],m-staging.tokopedia.com,161.117.160.165,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],m.tokopedia.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"m.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],m2.tokopedia.com,23.206.209.54,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"m2.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],madualami.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail.tokopedia.com,142.250.185.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.google.com,,,,,2a00:1450:4001:812::2013,,
[x],mail.tokopedia.net,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,,,,2a00:1450:4001:829::2013,,
[x],mail6.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maroongift.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],martynhancock.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],marwells.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],megavision.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],metabase.tokopedia.net,130.211.7.66,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],mgmt.tokopedia.id,,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,newprod-mgmtalb-1325471795.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],mi.tokopedia.net,34.117.19.133,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],milanisti.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],miracleshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],miracleworker.netwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],mitra-beta.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],mitra.tokopedia.com,,"n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"mitra.tokopedia.com.edgesuite.net, a45.r.akamai.net",,,,,,,
[x],mm.tokopedia.com,"173.222.107.73, 173.222.107.81","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"mm.tokopedia.com.edgesuite.net, a1356.r.akamai.net",,,,,,,
[x],mojito-staging.tokopedia.com,34.102.161.255,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],mojito.tokopedia.com,"185.225.250.11, 185.225.250.65","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"mojito.tokopedia.com-v1.edgesuite.net, a1771.r.akamai.net",,,,,,,
[x],mu.tokopedia.com,34.149.171.128,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],muasam1s.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],musicmaniac.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mutiarafantasi.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mydistro.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],myhealthyshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mymonitrix.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mysql.aneka-dvd.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],netwwwcompute.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],new-store.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],newcp.culturalpulse.com.auwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],newsletter10.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],newsletterlocal.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nexus.tokopedia.net,10.111.20.144,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.111.20.144,,,
[x],nirwana-toys.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nishasadekar.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],nocan.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],notifier.tokopedia.com,35.244.182.225,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],npm-registry.tokopedia.com,172.21.60.188,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.21.60.188,,,
[x],ns1.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o1.sg.tokopedia.com,168.245.10.69,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],o25.mail.explore.tokopedia.com,168.245.106.100,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o26.mail.exclusive.tokopedia.com,168.245.99.246,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o27.mail.auto.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o3.em.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o323.env.seller.tokopedia.com,149.72.91.4,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o344.e.accounts.tokopedia.com,149.72.133.9,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o48.info.merchant.tokopedia.com,168.245.66.216,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o8.mail.newsletter.tokopedia.com,168.245.120.216,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o9.mail.notifications.tokopedia.com,168.245.99.246,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],o94.em1228.mitra.tokopedia.com,149.72.159.50,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oace.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],obatherbal01.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],observatoriodotransporteteresina.orgwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],oleholehkediri.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],omscart-aliyun.tokopedia.com,"161.117.108.92, 161.117.157.140","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],oncall.tokopedia.net,172.21.250.151,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.21.250.151,,,
[x],onetouch.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],openspacerooms.co.ukwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-accounts.tokopedia.com,34.102.150.40,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-ace.tokopedia.com,47.241.108.7,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-api.tokopedia.com,47.88.144.110,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,zrmn8xwxptzvlawblnhbgp2hchqbbgme.aliyunwaf4.com,,,,,,,
[x],origin-apps.tokopedia.net,34.96.123.217,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.net,,,,,,,
[x],origin-beta.tokopedia.com,47.241.108.2,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-chat.tokopedia.com,35.187.249.83,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-developer.tokopedia.com,34.149.107.28,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.com,,,,,,,
[x],origin-gql-staging.tokopedia.com,34.120.247.251,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-gw.tokopedia.com,47.88.144.110,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,kkd5g932cihr4b4gxr4vsnlr6oslfcbw.aliyunwaf5.com,,,,,,,
[x],origin-hansel-gcp.tokopedia.com,34.120.177.17,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-hub.tokopedia.com,35.241.59.85,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-kero-gcp.tokopedia.com,34.149.192.152,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-kero.tokopedia.com,34.149.192.152,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,origin-kero-gcp.tokopedia.com,,,,,,,
[x],origin-live.tokopedia.net,34.96.122.213,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-m-tkpd.tokopedia.com,161.117.69.7,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-m.tokopedia.com,47.74.175.198,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-mitra.tokopedia.com,34.149.107.28,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.com,,,,,,,
[x],origin-pay.tokopedia.com,"3.0.220.250, 18.136.250.90, 18.138.210.29","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,defense-node-waf-n-tech-prd-d344-53c9034f1cf88886.elb.ap-southeast-1.amazonaws.com,,,,,,,
[x],origin-pay.tokopedia.id,"18.140.131.132, 18.136.127.69","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,waf-def-dmz-867602791.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],origin-seller.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,origin-seller-gcp.tokopedia.com,,,,,,,
[x],origin-tome-r.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
