new,host,a,cname,soa,status_code,mx,ns,txt,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],hlp.wuedge.com,"18.66.112.16, 18.66.112.21, 18.66.112.2, 18.66.112.20",d5k9rlr48n8yj.cloudfront.net,"ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-428.awsdns-53.com, ns-1082.awsdns-07.org, ns-1622.awsdns-10.co.uk, ns-667.awsdns-19.net",,,True,cloudfront,,,
[x],host111.westernunion.com,,,,NOERROR,,,,,,,,,
[x],host44.westernunion.com,,,,NOERROR,,,,,,,,,
[x],host99.westernunion.com,,,,NOERROR,,,,,,,,,
[x],hpos.westernunion.com,66.218.171.60,,,NOERROR,,,,,,,,,
[x],hposlb.westernunion.com,173.223.154.93,"hposlb.westernunion.com.edgekey.net, e9592.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hposlbpi.westernunion.com,23.45.108.223,"hposlbpi.westernunion.com.edgekey.net, e9551.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hposlbrom.westernunion.com,69.192.79.65,"hposlbrom.westernunion.com.edgekey.net, e9592.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hposlbuat.westernunion.com,23.45.108.223,"hposlbuat.westernunion.com.edgekey.net, e9551.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hposperf.westernunion.com,66.218.161.64,,,NOERROR,,,,,,,,,
[x],hposr.westernunion.com,66.218.161.187,,,NOERROR,,,,,,,,,
[x],ibl.globalpay.westernunion.com,,"akamai-gp2-1.wubs.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],identity.globalpay.westernunion.com,"13.109.186.203, 13.109.185.203, 13.110.62.203","identity.globalpay.westernunion.com.00d00000000hduyeai.live.siteforce.com, na167.force.com, na167-ia4.force.com, na167-ia4.ia4.r.force.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],idm.westernunion.com,206.201.226.32,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],igatewaynmtpi.westernunion.com,66.218.160.116,,,NOERROR,,,,,,,,,
[x],igatewaynmtqa.westernunion.com,66.218.160.123,,,NOERROR,,,,,,,,,
[x],igatewayxmlqa.westernunion.com,66.218.160.121,,,NOERROR,,,,,,,,,
[x],image.transactions.westernunion.com,"104.126.116.16, 104.126.116.72","akamai-san205.exacttarget.com.edgekey.net, e76665.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2600:1408:7400::17de:4fc8, 2600:1408:7400::17de:4fc9",,,,,
[x],in.westernunion.com,"66.218.170.192, 66.218.160.192",,,NOERROR,,,,,,,,,
[x],india.westernunion.com,"66.218.170.182, 66.218.160.182",,,NOERROR,,,,,,,,,
[x],indonesia.westernunion.com,"66.218.160.133, 66.218.170.133",,,NOERROR,,,,,,,,,
[x],inmateservices.westernunion.com,,,,NOERROR,,,,,,,,,
[x],internationalnatpennbank.fi.westernunion.com,198.168.95.29,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],internationalservicescitywidebanks.fi.westernunion.com,198.168.95.32,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],internationalservicescontrolsecure.fi.westernunion.com,198.168.95.33,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],intpayhub.westernunion.com,89.185.150.91,wu.lb.synergy-learning.com,"ns-1407.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1407.awsdns-47.org, ns-1782.awsdns-30.co.uk, ns-416.awsdns-52.com, ns-626.awsdns-14.net",,,,,,,
[x],ipaas-nonprod.us.westernunion.com,"2.16.241.91, 2.16.241.72","ipaas-nonprod.us.westernunion.com.edgekey.net, e87064.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ipaas.services.cloudhub.us.westernunion.com,"52.206.71.8, 18.235.251.64",westernunion-ipaas-us.lb.anypointdns.net,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ipaas.us.westernunion.com,,"ipaas.us.westernunion.com.edgekey.net, e87064.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ir.westernunion.com,"162.159.130.11, 162.159.129.11","webfarm-32.q4web.com, webfarm-30924.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700:7::a29f:810b, 2606:4700:7::a29f:820b",True,cloudflare,,,
[x],iwgo.westernunion.com,66.218.160.57,,,NOERROR,,,,,,,,,
[x],iwufcqa.westernunion.com,66.218.161.30,,,NOERROR,,,,,,,,,
[x],jira-dev.westernunion.com,54.146.30.65,,,NOERROR,,,,,,,,,
[x],jira.westernunion.com,3.218.50.206,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],jo.business.westernunion.com,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],lb.business.westernunion.com,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],learn.westernunion.com,206.201.224.51,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],lisa.westernunion.com,,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],location-ua.westernunion.com,"3.210.154.130, 52.6.153.35, 23.20.67.40, 52.45.224.145","wu-ua.placeablepages.com, ingress-nginx-controller-eks.placeable.in","ns-1964.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],location.westernunion.com,"100.25.184.107, 100.24.203.157, 18.235.20.216","wu-prod.placeablepages.com, public.central-eks.aureacentral.com","ns-1528.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],locations-test.westernunion.com,"3.210.154.130, 23.20.67.40, 52.6.153.35, 52.45.224.145","locations-test-westernunion-com.locationinsight.com, ingress-nginx-controller-eks.placeable.in","ns-1964.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],locations.westernunion.com,"100.24.203.157, 100.25.184.107, 18.235.20.216","locations-westernunion-com.locationinsight.com, public.central-eks.aureacentral.com","ns-1528.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],locatorapp-origin.westernunion.com,,,,NOERROR,,,,,,,,,
[x],login-us.westernunion.com,,"wu-us.customdomains.okta.com, ok-crtr-tls1-nlb-36253386bec48ce6.elb.us-east-1.amazonaws.com","edns5.ultradns.com, hostmaster.okta.com, ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lookbook.westernunion.com,"35.171.110.52, 35.172.249.77, 34.236.66.237, 3.214.62.94",alb-wubs.lookbookhq.com,"ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],m-geofi-demo.fi.westernunion.com,198.168.95.207,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],m-geofi-uat.fi.westernunion.com,198.168.95.110,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],m.westernunion.co.uk,"66.218.160.66, 66.218.170.18",,,NOERROR,,,,,,,,,
[x],m.westernunion.com,,,,NOERROR,,,google-site-verification=JJChp48MDSRbBEWmW3_kpsSZ6bMXrUIvPOgVA_bhKHo,,,,,,
[x],m.westernunion.de,"66.218.160.68, 66.218.170.20",,,NOERROR,,,,,,,,,
[x],mail.intl.westernunion.com,206.201.224.13,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail.westernunion.com,206.201.224.9,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,v=spf1 ip4:65.222.199.221 ip4:65.222.199.223 ip4:65.198.83.221 ip4:65.198.83.223 ip4:206.201.226.50 ip4:198.168.94.8 ip4:198.168.94.53 -all,,,,,,
[x],mail01.mk.westernunion.com,66.48.80.97,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail01e.westernunion.com,216.109.85.57,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail01w.westernunion.com,198.168.94.8,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail02.mk.westernunion.com,209.17.48.110,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail5.intl.westernunion.com,193.47.143.244,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mail6.westernunion.com,194.7.80.59,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],maild.westernunion.gr,31.177.57.38,,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mailh.westernunion.gr,194.30.234.229,,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mailintl.westernunion.com,195.66.75.38,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mailn.westernunion.gr,154.52.0.121,gw000121-eu.fortimail.com,"ns1.fortinet.com, mis.fortinet.com",NOERROR,,,,,,,,,
[x],manage-holding.qa.westernunion.com,"104.126.37.144, 104.126.37.146","manage-holding.qa.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],masspay.api.westernunion.com,206.201.227.13,,,NOERROR,,,,,,,,,
[x],masspay.oauth.api.westernunion.com,"206.201.228.38, 206.201.227.38",,,NOERROR,,,,,,,,,
[x],masspaysandbox.api.westernunion.com,,,,NOERROR,,,,,,,,,
[x],meeting-hk.westernunion.com,202.130.186.203,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],meeting-mvl.westernunion.com,206.201.224.30,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mi-access.westernunion.com,65.162.175.75,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],mi-apptunnel.westernunion.com,65.162.175.75,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],mi.westernunion.com,"18.66.122.77, 18.66.122.46, 18.66.122.115, 18.66.122.94",d2wkairz5yffyg.cloudfront.net,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1524.awsdns-62.org, ns-1704.awsdns-21.co.uk, ns-211.awsdns-26.com, ns-524.awsdns-01.net",,,True,cloudfront,,,
[x],mobile.westernunion.com,66.218.170.99,,,NOERROR,,,,,,,,,
[x],mobilemail.westernunion.com,"206.201.224.8, 193.47.143.249",,,NOERROR,,,,,,,,,
[x],morocco.westernunion.com,"66.218.170.137, 66.218.160.137",,,NOERROR,,,,,,,,,
[x],morpheusdev.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],mpsweb.dev.globalpay.westernunion.com,208.118.184.79,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],mta.customeremails.westernunion.com,198.245.87.49,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta.transactions.westernunion.com,13.111.204.2,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.wupay.westernunion.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta2.e.westernunion.com,13.111.204.4,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta2.wupay.westernunion.com,66.231.81.141,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.customeremails.westernunion.com,198.245.93.172,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta3.e.westernunion.com,13.111.204.5,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.transactions.westernunion.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta4.customeremails.westernunion.com,198.245.93.173,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta4.e.westernunion.com,13.111.204.6,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta4.transactions.westernunion.com,13.111.204.9,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,"ns1.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com",,,,,,,
[x],mta5.customeremails.westernunion.com,198.245.93.174,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta6.customeremails.westernunion.com,198.245.93.175,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta7.customeremails.westernunion.com,198.245.93.176,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mta8.customeremails.westernunion.com,198.245.93.177,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],mtls-partner-nonprod.eu.westernunion.com,"23.213.161.203, 23.213.161.200","mtls-partner-nonprod.eu.westernunion.com.edgekey.net, e95217.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mtls-partner.eu.westernunion.com,"104.126.37.169, 104.126.37.131","mtls-partner.eu.westernunion.com.edgekey.net, e87851.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mtsrakutenbankcojp.fi.westernunion.com,198.168.95.36,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],new.westernunionbank.com,193.80.22.200,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],notifsvc.westernunion.com,66.218.160.162,,,NOERROR,,,,,,,,,
[x],notifsvcuat.westernunion.com,66.218.160.163,,,NOERROR,,,,,,,,,
[x],ns1.westernunion.com,66.218.170.100,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],ns10.westernunion.com,206.201.226.9,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],ns3.westernunion.com,195.66.75.10,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],ns4.westernunion.com,195.66.75.11,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],nsd.westernunion.gr,,,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],o2.mail.refer.westernunion.com,192.254.113.145,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],o85.msg.westernunion.com,167.89.90.29,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],o86.msg.westernunion.com,167.89.90.172,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],oauth.api.westernunion.com,,,,NOERROR,,,,,,,,,
[x],obiprodcloud-chi.westernunion.com,66.218.170.89,,,NOERROR,,,,,,,,,
[x],obiprodcloud-res.westernunion.com,66.218.161.78,,,NOERROR,,,,,,,,,
[x],obiuatcloud.westernunion.com,66.218.161.50,,,NOERROR,,,,,,,,,
[x],omp.em.westernunion.com,12.130.153.167,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,"ns2.responsys.net, ns1.responsys.net",,,,,,,
[x],omptrans.em.westernunion.com,12.130.138.179,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,,,,,
[x],online.westernunion.com,198.168.94.79,,,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.at,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.co.uk,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.com.au,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.es,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.fr,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onlinefx.westernunion.nl,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
[x],onthego.westernunion.com,"2.16.181.75, 2.20.132.127","onthego.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],orderqa5.fi.westernunion.com,198.168.95.200,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],origin-digital.westernunion.com,66.218.170.86,,,NOERROR,,,,,,,,,
[x],origin-donation.westernunion.com,66.218.161.145,,,NOERROR,,,,,,,,,
[x],origin-hposlb-pi.westernunion.com,66.218.160.23,,,NOERROR,,,,,,,,,
[x],origin-hposlb-rom.westernunion.com,66.218.160.41,,,NOERROR,,,,,,,,,
[x],origin-hposlb-uat.westernunion.com,66.218.160.40,,,NOERROR,,,,,,,,,
[x],origin-hposlb.westernunion.com,66.218.170.85,,,NOERROR,,,,,,,,,
[x],origin-orch.donation.westernunion.com,66.218.161.147,,,NOERROR,,,,,,,,,
[x],origin-wupay.api.westernunion.com,66.218.160.18,,,NOERROR,,,,,,,,,
[x],origin-wuposlb-tablet.westernunion.com,66.218.170.198,,,NOERROR,,,,,,,,,
[x],origin-wuposlb.westernunion.com,,,,NOERROR,,,,,,,,,
[x],origin-wuposlbc.westernunion.com,66.218.160.89,,,NOERROR,,,,,,,,,
[x],origin-wuposlbcl-qa1.westernunion.com,66.218.161.167,,,NOERROR,,,,,,,,,
[x],origin-wuposlbp.westernunion.com,66.218.170.37,,,NOERROR,,,,,,,,,
[x],origin-wuposlbrom-tablet.westernunion.com,66.218.160.197,,,NOERROR,,,,,,,,,
[x],origin-wuposlbrom.westernunion.com,66.218.160.36,,,NOERROR,,,,,,,,,
[x],origin-wuposlbuat-tablet.westernunion.com,66.218.160.196,,,NOERROR,,,,,,,,,
[x],origin-www.westernunion.co.nz,,,,NOERROR,,,,,,,,,
[x],origin-www.westernunion.co.uk,"66.218.160.170, 66.218.170.170",,,NOERROR,,,,,,,,,
[x],origin-www.westernunion.no,"66.218.170.176, 66.218.160.176",,,NOERROR,,,,,,,,,
[x],origin.cms.staging.westernunion.com,"52.222.139.64, 52.222.139.37, 52.222.139.61, 52.222.139.103",d2misidpfx95wh.cloudfront.net,"ns-794.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1835.awsdns-37.co.uk, ns-794.awsdns-35.net, ns-9.awsdns-01.com, ns-1077.awsdns-06.org",,,True,cloudfront,,,
[x],origin.cms.westernunion.com,"143.204.89.95, 143.204.89.102, 143.204.89.24, 143.204.89.81",d3pasg3c3soay7.cloudfront.net,"ns-1838.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-101.awsdns-12.com, ns-651.awsdns-17.net, ns-1131.awsdns-13.org, ns-1838.awsdns-37.co.uk",,,True,cloudfront,,,
[x],origin.developeruat.westernunion.com,"18.165.98.54, 18.165.98.10, 18.165.98.13, 18.165.98.33, 205.251.192.223, 205.251.194.129, 205.251.196.19, 205.251.199.70",d12jqh8fbqt8g8.cloudfront.net,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-641.awsdns-16.net, ns-223.awsdns-27.com, ns-1862.awsdns-40.co.uk, ns-1043.awsdns-02.org",,,True,cloudfront,,,
[x],origin.digital-chs-uat.westernunion.com,66.218.160.45,,,NOERROR,,,,,,,,,
[x],origin.dpf-prod.westernunion.com,8.43.80.34,,,NOERROR,,,,,,,,,
[x],origin.dpf-uat.westernunion.com,8.43.80.32,,,NOERROR,,,,,,,,,
[x],origin.mnt.globalpay.westernunion.com,"99.86.4.101, 99.86.4.106, 99.86.4.119, 99.86.4.93",d3i6xy53zp3njt.cloudfront.net,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-241.awsdns-30.com, ns-856.awsdns-43.net, ns-1240.awsdns-27.org, ns-1782.awsdns-30.co.uk",,,True,cloudfront,,,
[x],origin.mnt.wuedge.com,"65.9.86.40, 65.9.86.75, 65.9.86.79, 65.9.86.117",d1n8c9hn5fq714.cloudfront.net,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-967.awsdns-56.net, ns-1044.awsdns-02.org, ns-1968.awsdns-54.co.uk, ns-2.awsdns-00.com",,,True,cloudfront,,,
[x],origin.mywu.cms.dev.westernunion.com,"52.222.236.33, 52.222.236.36, 52.222.236.68, 52.222.236.88",d1ox50gmym15w.cloudfront.net,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1282.awsdns-32.org, ns-136.awsdns-17.com, ns-1774.awsdns-29.co.uk, ns-911.awsdns-49.net",,"2600:9000:223e:800:1b:16ca:5900:93a1, 2600:9000:223e:5600:1b:16ca:5900:93a1, 2600:9000:223e:de00:1b:16ca:5900:93a1, 2600:9000:223e:a800:1b:16ca:5900:93a1, 2600:9000:223e:ea00:1b:16ca:5900:93a1, 2600:9000:223e:3200:1b:16ca:5900:93a1, 2600:9000:223e:3a00:1b:16ca:5900:93a1, 2600:9000:223e:dc00:1b:16ca:5900:93a1",True,cloudfront,,,
[x],origin.mywu.cms.uat.westernunion.com,"18.164.52.8, 18.164.52.47, 18.164.52.109, 18.164.52.13",d1zn92uy82d8h1.cloudfront.net,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-223.awsdns-27.com, ns-1532.awsdns-63.org, ns-2036.awsdns-62.co.uk, ns-834.awsdns-40.net",,"2600:9000:21a8:2200:b:dcdb:8940:93a1, 2600:9000:21a8:2000:b:dcdb:8940:93a1, 2600:9000:21a8:e600:b:dcdb:8940:93a1, 2600:9000:21a8:be00:b:dcdb:8940:93a1, 2600:9000:21a8:e200:b:dcdb:8940:93a1, 2600:9000:21a8:9600:b:dcdb:8940:93a1, 2600:9000:21a8:ca00:b:dcdb:8940:93a1, 2600:9000:21a8:7400:b:dcdb:8940:93a1",True,cloudfront,,,
[x],origin.mywu.cms.westernunion.com,"13.227.219.57, 13.227.219.32, 13.227.219.111, 13.227.219.109",df1yapja2ozmy.cloudfront.net,"ns-194.awsdns-24.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1386.awsdns-45.org, ns-1642.awsdns-13.co.uk, ns-194.awsdns-24.com, ns-617.awsdns-13.net",,"2600:9000:20eb:ee00:5:d4f9:1a80:93a1, 2600:9000:20eb:c800:5:d4f9:1a80:93a1, 2600:9000:20eb:cc00:5:d4f9:1a80:93a1, 2600:9000:20eb:d200:5:d4f9:1a80:93a1, 2600:9000:20eb:b600:5:d4f9:1a80:93a1, 2600:9000:20eb:4600:5:d4f9:1a80:93a1, 2600:9000:20eb:dc00:5:d4f9:1a80:93a1, 2600:9000:20eb:8000:5:d4f9:1a80:93a1",True,cloudfront,,,
[x],origin.partnergateway.qa.westernunion.com,54.146.30.65,,,NOERROR,,,,,,,,,
[x],origin.partnergateway.uat.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],origin.partners-pi.westernunion.com,8.43.80.24,,,NOERROR,,,,,,,,,
[x],origin.partners-sandbox.westernunion.com,8.43.80.25,,,NOERROR,,,,,,,,,
[x],origin.payment-tracking.business.westernunion.com,"99.86.4.119, 99.86.4.70, 99.86.4.40, 99.86.4.109",d3dg1wo5ga5mdq.cloudfront.net,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1104.awsdns-10.org, ns-1722.awsdns-23.co.uk, ns-176.awsdns-22.com, ns-997.awsdns-60.net",,"2600:9000:2057:800:16:b0f6:a380:93a1, 2600:9000:2057:8c00:16:b0f6:a380:93a1, 2600:9000:2057:9000:16:b0f6:a380:93a1, 2600:9000:2057:ea00:16:b0f6:a380:93a1, 2600:9000:2057:9c00:16:b0f6:a380:93a1, 2600:9000:2057:2600:16:b0f6:a380:93a1, 2600:9000:2057:b000:16:b0f6:a380:93a1, 2600:9000:2057:e000:16:b0f6:a380:93a1",True,cloudfront,,,
[x],origin.payment-tracking.qa.westernunion.com,"18.66.112.48, 18.66.112.69, 18.66.112.44, 18.66.112.76",d3lmhcnh7wmfls.cloudfront.net,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1523.awsdns-62.org, ns-480.awsdns-60.com, ns-854.awsdns-42.net, ns-1796.awsdns-32.co.uk",,,True,cloudfront,,,
[x],origin.payment-tracking.uat.westernunion.com,"13.32.145.62, 13.32.145.53, 13.32.145.63, 13.32.145.49",d17hsidrxy4yic.cloudfront.net,"ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"2600:9000:20e1:6200:19:6ff:6d00:93a1, 2600:9000:20e1:d600:19:6ff:6d00:93a1, 2600:9000:20e1:5600:19:6ff:6d00:93a1, 2600:9000:20e1:6400:19:6ff:6d00:93a1, 2600:9000:20e1:1400:19:6ff:6d00:93a1, 2600:9000:20e1:c600:19:6ff:6d00:93a1, 2600:9000:20e1:4000:19:6ff:6d00:93a1, 2600:9000:20e1:5800:19:6ff:6d00:93a1",True,cloudfront,,,
[x],origin.refund-buyer-demo.business.westernunion.com,,,,NOERROR,,,,,,,,,
[x],origin.refund-buyer-perf.business.westernunion.com,"66.218.161.106, 66.218.171.106",,,NOERROR,,,,,,,,,
[x],origin.refund-buyer-uat.business.westernunion.com,"66.218.171.95, 66.218.161.95",,,NOERROR,,,,,,,,,
[x],origin.refund-buyer.business.westernunion.com,"66.218.161.206, 66.218.171.206",,,NOERROR,,,,,,,,,
[x],origin.refund-seller-perf.business.westernunion.com,"66.218.171.108, 66.218.161.108",,,NOERROR,,,,,,,,,
[x],origin.refund-seller-qa.business.westernunion.com,"66.218.161.109, 66.218.171.109",,,NOERROR,,,,,,,,,
[x],origin.refund-seller-qa2.business.westernunion.com,206.201.227.204,,,NOERROR,,,,,,,,,
[x],origin.trade-payment-qa2.qa.westernunion.com,"108.157.214.70, 108.157.214.37, 108.157.214.127, 108.157.214.61",d32p6hwvq003ga.cloudfront.net,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1004.awsdns-61.net, ns-1372.awsdns-43.org, ns-1900.awsdns-45.co.uk, ns-77.awsdns-09.com",,,True,cloudfront,,,
