new,host,a,cname,soa,status_code,mx,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,aaaa,caa
[x],sponsorcua.fidelity.com,155.199.92.164,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],sps.fidelity.com,155.199.18.205,sps.iws.fidelity.com,,NOERROR,,,,,,,,,
[x],sps.iws.fidelity.com,155.199.18.205,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],spsxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],sq-replay.fidelity.com,155.199.172.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],sse-uat.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],sslvpn0-oma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],sslvpn0.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],starphish.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],statements.fidelity.com,"184.86.251.11, 184.86.251.21","statements.fidelity.com.edgekey.net, e114534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],statements.retail.fidelity.com,155.199.192.20,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],statementscqa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],statementsxq1.fidelity.com,"95.101.74.147, 95.101.74.137","statementsxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],statementsxq2web.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],statrept101.fidelity.com,192.223.255.14,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],statrept301.fidelity.com,192.223.182.15,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],statrept401.fidelity.com,192.223.185.91,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming-auth-oma1.fidelity.com,155.199.74.90,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming-auth-oma2.fidelity.com,155.199.90.90,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming-auth-uat.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],streaming-news-uat.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],streaming-news.fidelity.com,"155.199.74.75, 155.199.90.75, 155.199.149.65, 155.199.192.75",streaming-news.retail.fidelity.com,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,"gtm-fwus201.fidelity.com, gtm-fwus301.fidelity.com, gtm-fwrtpb201.fidelity.com, gtm-fwus401.fidelity.com",,,,,,,
[x],streaming-news.mds.fidelity.com,"2.20.142.96, 2.20.142.91","streaming-news.mds.fidelity.com.edgekey.net, e29432.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],streaming-news.retail.fidelity.com,"155.199.149.65, 155.199.90.75, 155.199.74.75, 155.199.192.75",,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],streaming111.fidelity.com,192.223.195.176,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1111.fidelity.com,192.223.195.156,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1211.fidelity.com,192.223.195.159,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1311.fidelity.com,192.223.195.166,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1411.fidelity.com,192.223.195.169,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1510.fidelity.com,192.223.195.171,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1511.fidelity.com,192.223.195.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming1610.fidelity.com,192.223.195.174,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming310.fidelity.com,192.223.177.225,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming311.fidelity.com,192.223.177.176,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3110.fidelity.com,192.223.177.155,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3111.fidelity.com,192.223.177.156,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming320.fidelity.com,192.223.177.227,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3210.fidelity.com,192.223.177.158,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3211.fidelity.com,192.223.177.159,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3310.fidelity.com,192.223.177.165,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3311.fidelity.com,192.223.177.166,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming350.fidelity.com,192.223.177.233,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3510.fidelity.com,192.223.177.171,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3511.fidelity.com,192.223.177.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming360.fidelity.com,192.223.177.235,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming3610.fidelity.com,192.223.177.174,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming410.fidelity.com,192.223.163.225,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming411.fidelity.com,192.223.163.176,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4111.fidelity.com,192.223.163.156,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming420.fidelity.com,192.223.163.227,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming430.fidelity.com,192.223.163.229,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4310.fidelity.com,192.223.163.165,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4311.fidelity.com,192.223.163.166,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming440.fidelity.com,192.223.163.231,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4510.fidelity.com,192.223.163.171,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4511.fidelity.com,192.223.163.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming460.fidelity.com,192.223.163.235,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],streaming4611.fidelity.com,192.223.163.175,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],studentloans-oma1.fidelity.com,155.199.66.173,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],studentloans-oma2.fidelity.com,155.199.82.173,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],studentloans-rtp1.fidelity.com,155.199.208.147,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],studentloans-rtp2.fidelity.com,155.199.34.147,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],studentloans.fidelity.com,"2.16.187.26, 2.16.187.121","studentloans.fidelity.com.edgekey.net, e112477.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],studentloans.retire.fidelity.com,155.199.82.173,,,NOERROR,,,,,,,,,
[x],summary.fidelity.com,"2.16.187.35, 2.16.187.88","summary.fidelity.com.edgekey.net, e83378.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],summaryxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],superbrokendontuse101010.fidelity.com,155.199.204.75,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],supplier.fidelity.com,"92.123.104.60, 92.123.104.50","supplier.fidelity.com.edgekey.net, e125452.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sync100.fidelity.com,192.223.197.27,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],sync300.fidelity.com,192.223.210.27,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],sync301.fidelity.com,192.223.179.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],sync401.fidelity.com,192.223.227.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],synccert100.fidelity.com,192.223.197.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],synccert300.fidelity.com,192.223.210.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],synccert400.fidelity.com,192.223.184.172,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],t.ffasmail.fidelity.com,"13.224.245.7, 13.224.245.82, 13.224.245.62, 13.224.245.39",d1x3k58tj4wdnu.cloudfront.net,"ns-128.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1169.awsdns-18.org, ns-128.awsdns-16.com, ns-850.awsdns-42.net, ns-1592.awsdns-07.co.uk",True,cloudfront,,,,"2600:9000:21b3:f800:19:4e3:4a80:93a1, 2600:9000:21b3:f000:19:4e3:4a80:93a1, 2600:9000:21b3:3600:19:4e3:4a80:93a1, 2600:9000:21b3:4600:19:4e3:4a80:93a1, 2600:9000:21b3:6600:19:4e3:4a80:93a1, 2600:9000:21b3:2a00:19:4e3:4a80:93a1, 2600:9000:21b3:7e00:19:4e3:4a80:93a1, 2600:9000:21b3:b400:19:4e3:4a80:93a1",
[x],tadpole.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],tadpole.iws.fidelity.com,"155.199.206.230, 155.199.74.230",,,NOERROR,,,,,,,,,
[x],taxexempt401.fidelity.com,192.223.228.32,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],technologyresearch.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],technologyresearch.iws.fidelity.com,155.199.206.20,,,NOERROR,,,,,,,,,
[x],tellmelogger-oma1.fidelity.com,155.199.64.147,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tellmelogger-oma2.fidelity.com,155.199.80.147,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tellmelogger-rtp2.fidelity.com,155.199.32.118,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tellmelogger.fidelity.com,"95.101.74.156, 95.101.74.159","tellmelogger.fidelity.com.edgekey.net, e83378.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tellmelogger.retail.fidelity.com,155.199.32.118,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],tellmeloggerrtp.fidelity.com,155.199.193.136,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tellmeloggerxq1.fidelity.com,"184.86.251.21, 184.86.251.11","tellmeloggerxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],tellmeloggerxq1web.fidelity.com,155.199.93.166,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tellmeloggerxq2.fidelity.com,"23.64.12.9, 23.64.12.25","tellmeloggerxq2.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],termquote.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],testing-1.fidelity.com,192.223.138.13,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],testjobs.fidelity.com,"104.83.4.193, 104.83.4.42","testjobs.fidelity.com.edgekey.net, e94609.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],testresearch1.fidelity.com,"88.221.24.25, 88.221.24.18","testresearch1.fidelity.com.edgekey.net, e85647.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],testresearch2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],testresearch3.fidelity.com,155.199.172.41,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],testrr-fw-res-1.fidelity.com,192.223.128.100,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],testws211.fidelity.com,155.199.208.177,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],testws311.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],tlatest301.fidelity.com,192.223.201.229,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tlogincqa.fidelity.com,155.199.172.27,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tloginxdev1.fidelity.com,192.223.149.194,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tloginxdev2.fidelity.com,155.199.174.37,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tloginxq1.fidelity.com,155.199.172.157,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tloginxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],tmscqa.fidelity.com,155.199.172.143,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],toa.fidelity.com,"2.16.187.56, 2.16.187.42","toa.fidelity.com.edgekey.net, e72088.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],toaxq1.fidelity.com,"95.101.74.137, 95.101.74.147","toaxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],toaxq2.fidelity.com,"23.12.147.22, 23.12.147.37","toaxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],toolbar6800.fidelity.com,155.199.36.188,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tpldal010.fidelity.com,155.199.25.13,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tplrtp010.fidelity.com,192.223.136.204,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],tps.fidelity.com,"92.123.104.11, 92.123.104.33","tps.fidelity.com.edgekey.net, e78282.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],trade.fidelity.com,"2.16.187.35, 2.16.187.88","trade.fidelity.com.edgekey.net, e83378.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],trade.retail.fidelity.com,155.199.193.34,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],tradexq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],treg411.fidelity.com,192.223.188.26,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],trustedpartner-oma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trustedpartner-qa.fidelity.com,192.223.245.100,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],trustedpartner-rtp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trustedpartner-uat.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trustedpartner.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trustedpartneroma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trustedpartnerrtd.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trusteeremoteaccess-qa.fidelity.com,192.223.149.167,centraone-int245-167.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],trusteeremoteaccess.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trusteeremoteaccessdcc.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trusteeremoteaccessoma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],trusteeremoteaccessrtd.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],uat.bonds.a.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],uatcloud.aw037.c.fidelity.com,"3.230.97.117, 52.202.207.167",,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],um.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],umxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],unilever.websolution.fidelity.com,38.135.66.223,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],united.coronavirusguide.netbenefits.fidelity.com,"2.16.187.106, 2.16.187.32, 2.16.187.104, 2.16.187.121, 2.16.187.16, 2.16.187.67, 2.16.187.58, 2.16.187.35, 2.16.187.66","united.coronavirusguide.netbenefits.fidelity.com.edgekey.net, e95847.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],unsubscribe-stg.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],unsubscribe.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],uranus.fidelity.com,12.151.149.150,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],usabilitystudy.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],uxrous.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],va.fidelity.com,"192.223.245.234, 192.223.245.223",,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vc-gw-bos-q2.fidelity.com,192.223.245.44,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vc-gw-bos-q3.fidelity.com,192.223.245.45,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vc-gw-rtp-p2.fidelity.com,192.223.160.36,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vcsfilidit1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],vcsfilixq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],vcsfilixq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],verify.fidelity.com,"23.213.161.215, 23.213.161.212","verify.fidelity.com.edgekey.net, e112773.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video-east.aw017.c.fidelity.com,"54.224.158.101, 52.54.215.217, 34.231.25.205",,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],video-uat.eimd.fidelity.com,"23.12.147.52, 23.12.147.6","video-uat.eimd.fidelity.com.edgekey.net, e88871.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,"2600:1408:7400::17de:4f90, 2600:1408:7400::17de:4fd8",
[x],video.eimd.fidelity.com,"88.221.24.19, 88.221.24.88","video.eimd.fidelity.com.edgekey.net, e93362.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,"2a02:26f0:b200::58dd:18eb, 2a02:26f0:b200::58dd:18ab",
[x],view.communications.institutional.fidelity.com,13.111.178.104,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],visitor.fidelity.com,23.251.228.6,,"a8-64.akam.net, fwis.fmr.com",NOERROR,feedback-smtp.us-east-1.amazonses.com,,,,"v=spf1 ip4:23.251.228.6 -all, amazonses:aCdv1J7wK5wMBsQtJB+ZsHdHYv2S4cqfygm5lcAOi2I=",,,,
[x],vlbos990.fidelity.com,192.223.245.36,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vltm-fwvdcomab101-fwvdcomab102-vlan600.fidelity.com,155.199.98.10,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vltm-fwvdcomab101-vlan600.fidelity.com,155.199.98.8,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],vltm-fwvdcomab102-vlan600.fidelity.com,155.199.98.9,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicecontent.retail.fidelity.com,155.199.80.152,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],voicecontentdev.fidelity.com,155.199.93.61,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicecontentxq1.fidelity.com,155.199.93.170,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicecontentxq1web.fidelity.com,155.199.93.170,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicecontentxq2.fidelity.com,155.199.93.250,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicecontentxq2web.fidelity.com,155.199.93.250,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voicelogin.fidelity.com,155.199.86.72,voicelogin.retail.fidelity.com,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],voicelogin.retail.fidelity.com,155.199.38.88,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],voicelogincqa.fidelity.com,155.199.94.86,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voiceloginxdev1.fidelity.com,192.223.149.200,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voiceloginxdev2.fidelity.com,155.199.174.26,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voiceloginxq1.fidelity.com,155.199.93.34,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voiceloginxq2.fidelity.com,155.199.93.39,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],voiceredir-fbc.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],voiceredir-fiis.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],voiceredir-irl.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],voiceredir.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],volatility-east1a.aw018.c.fidelity.com,"52.1.83.11, 3.223.14.179",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],volatility-east1c.aw017.c.fidelity.com,"18.204.31.223, 34.231.37.48",,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],volatility-east2a.aw018.c.fidelity.com,"3.132.68.110, 3.12.95.122",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1219.awsdns-24.org, ns-1615.awsdns-09.co.uk, ns-66.awsdns-08.com, ns-885.awsdns-46.net",,,,,,,
[x],volatility-east2b.aw017.c.fidelity.com,"3.143.50.51, 3.134.135.152",,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],volatility-east2b.aw018.c.fidelity.com,"3.142.168.79, 3.14.191.142",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1219.awsdns-24.org, ns-1615.awsdns-09.co.uk, ns-66.awsdns-08.com, ns-885.awsdns-46.net",,,,,,,
[x],voltage-pp-0000.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
