new,host,a,cname,soa,status_code,mx,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,aaaa,caa
[x],elit-oma1.fidelity.com,155.199.66.95,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],elit-oma2.fidelity.com,155.199.82.95,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],elit.fidelity.com,"184.86.251.5, 184.86.251.14","elit.fidelity.com.edgekey.net, e95165.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],elit.retire.fidelity.com,155.199.82.95,,,NOERROR,,,,,,,,,
[x],elitcqa.fidelity.com,"95.101.74.147, 95.101.74.161","elitcqa.fidelity.com.edgekey.net, e132073.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],elitcua.fidelity.com,155.199.92.137,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emaapi-fidelity-admin2016.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],emaapi-test-fidelity-admin2016.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],email.fidelity.com,"104.126.37.179, 104.126.37.169","email.fidelity.com.edgekey.net, e83378.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],emailbip101.fidelity.com,192.223.246.123,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emailbip301.fidelity.com,192.223.221.104,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emailbip401.fidelity.com,192.223.235.109,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emailxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],emailxq2.fidelity.com,155.199.93.194,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emeriti-oma1.fidelity.com,155.199.66.96,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emeriti-oma2.fidelity.com,155.199.82.96,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emeriti-rtp2.fidelity.com,155.199.34.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emeriti.fidelity.com,"95.101.74.151, 95.101.74.154","emeriti.fidelity.com.edgekey.net, e71616.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],emeriti.retire.fidelity.com,155.199.66.96,,,NOERROR,,,,,,,,,
[x],emeriti6800rtp.fidelity.com,155.199.208.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],emeriticua.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],emoney-soap-fidelity-admin.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],emoney-soap-test-fidelity-admin.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],enroll.fidelity.com,"62.115.252.27, 62.115.252.75","enroll.fidelity.com.edgekey.net, e112477.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],enroll.retire.fidelity.com,155.199.66.97,,,NOERROR,,,,,,,,,
[x],enroll300.fidelity.com,192.223.219.177,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],enroll301.fidelity.com,192.223.219.176,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],enrollonline.fidelity.com,"104.126.37.137, 104.126.37.129","enrollonline.fidelity.com.edgekey.net, e95165.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],enrollonline.retire.fidelity.com,155.199.208.31,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],enrollonline301.fidelity.com,192.223.219.139,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],enrollonline400.fidelity.com,192.223.228.140,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],epasipq301.fidelity.com,192.223.182.19,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],epasipq401.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],eplabxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eplabxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],equitycomptool.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],era-hvd-qa.fidelity.com,192.223.149.16,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],era.fidelity.com,155.199.88.171,era.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],era.fisc.fidelity.com,155.199.40.155,,,NOERROR,,,,,,,,,
[x],era0dcc.fidelity.com,155.199.16.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],era0mko.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],era0rtd.fidelity.com,155.199.204.20,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],erang.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eravpnlb.fisc.fidelity.com,192.223.242.34,,,NOERROR,,,,,,,,,
[x],eresearch.fidelity.com,"2.23.209.170, 2.23.209.169","eresearch.fidelity.com.edgekey.net, e114534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eresearch.retail.fidelity.com,155.199.192.151,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],eresearchsxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eresearchxq1.fidelity.com,"2.16.187.90, 2.16.187.146","eresearchxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eresearchxq2.fidelity.com,"88.221.24.105, 88.221.24.9","eresearchxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eresearchxq2web.fidelity.com,155.199.93.195,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],eresearchxq3.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esg-apikey-dmz.fidelity.com,155.199.40.201,esg-apikey-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-apikey-dmz.fisc.fidelity.com,155.199.72.168,,,NOERROR,,,,,,,,,
[x],esg-dev-apikey-dmz.fidelity.com,155.199.204.159,esg-dev-apikey-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-apikey-dmz.fisc.fidelity.com,155.199.204.159,,,NOERROR,,,,,,,,,
[x],esg-dev-oauth2-dmz.fidelity.com,155.199.204.160,esg-dev-oauth2-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-sts-dmz.fidelity.com,155.199.204.161,esg-dev-sts-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-wss-alt-dmz.fidelity.com,155.199.204.189,esg-dev-wss-alt-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-wss-alt-dmz.fisc.fidelity.com,155.199.204.189,,,NOERROR,,,,,,,,,
[x],esg-dev-wss-dmz.fidelity.com,155.199.204.162,esg-dev-wss-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-wss-dmz.fisc.fidelity.com,155.199.204.162,,,NOERROR,,,,,,,,,
[x],esg-dev-xtrac-apikey-dmz.fidelity.com,155.199.204.163,esg-dev-xtrac-apikey-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-dev-xtrac-apikey-dmz.fisc.fidelity.com,155.199.204.163,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],esg-dev-xtrac-oauth2-dmz.fidelity.com,155.199.204.164,esg-dev-xtrac-oauth2-dmz.fisc.fidelity.com,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],esg-dev-xtrac-oauth2-dmz.fisc.fidelity.com,155.199.204.164,,,NOERROR,,,,,,,,,
[x],esg-oauth2-dmz.fidelity.com,155.199.40.200,esg-oauth2-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-oauth2-dmz.fisc.fidelity.com,155.199.204.165,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],esg-qa-apikey-dmz.fidelity.com,155.199.204.139,esg-qa-apikey-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-qa-apikey-dmz.fisc.fidelity.com,155.199.88.139,,,NOERROR,,,,,,,,,
[x],esg-qa-oauth2-dmz.fisc.fidelity.com,155.199.40.170,,,NOERROR,,,,,,,,,
[x],esg-qa-sts-dmz.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esg-qa-wss-alt-dmz.fisc.fidelity.com,155.199.72.100,,,NOERROR,,,,,,,,,
[x],esg-qa-wss-dmz.fidelity.com,155.199.72.137,esg-qa-wss-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-qa-wss-dmz.fisc.fidelity.com,155.199.40.172,,,NOERROR,,,,,,,,,
[x],esg-qa-xtrac-apikey-dmz.fisc.fidelity.com,155.199.40.192,,,NOERROR,,,,,,,,,
[x],esg-qa-xtrac-oauth2-dmz.fidelity.com,155.199.40.193,esg-qa-xtrac-oauth2-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-qa-xtrac-oauth2-dmz.fisc.fidelity.com,155.199.40.193,,,NOERROR,,,,,,,,,
[x],esg-sts-dmz.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esg-wss-alt-dmz.fidelity.com,155.199.72.102,esg-wss-alt-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-wss-dmz.fidelity.com,155.199.72.166,esg-wss-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-wss-dmz.fisc.fidelity.com,155.199.88.166,,,NOERROR,,,,,,,,,
[x],esg-xtrac-apikey-dmz.fidelity.com,155.199.204.170,esg-xtrac-apikey-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esg-xtrac-apikey-dmz.fisc.fidelity.com,155.199.40.191,,,NOERROR,,,,,,,,,
[x],esg-xtrac-oauth2-dmz.fidelity.com,155.199.88.169,esg-xtrac-oauth2-dmz.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esgak.fidelity.com,"155.199.164.126, 155.199.204.126",esgak.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esgak.fisc.fidelity.com,"155.199.164.126, 155.199.204.126",,,NOERROR,,,,,,,,,
[x],esgakqa.fidelity.com,"155.199.204.124, 155.199.164.124",esgakqa.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esgakqa.fisc.fidelity.com,"155.199.164.124, 155.199.204.124",,,NOERROR,,,,,,,,,
[x],esgapikey.fisc.fidelity.com,155.199.88.108,,,NOERROR,,,,,,,,,
[x],esgapikeyqa.fidelity.com,192.223.149.93,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],esgo2qa.fidelity.com,"155.199.164.123, 155.199.204.123",esgo2qa.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],esgo2qa.fisc.fidelity.com,"155.199.204.123, 155.199.164.123",,,NOERROR,,,,,,,,,
[x],esgoauth.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esgoauth.fisc.fidelity.com,155.199.88.110,,,NOERROR,,,,,,,,,
[x],esgoauthqa.fidelity.com,192.223.149.229,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],esgpro.fidelity.com,"13.110.26.17, 13.110.26.11, 13.110.26.13","esgpro.fidelity.com.00d1n000001syh4uag.live.siteforce.com, n.edge2.salesforce.com, ord.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],esgpro.qa.fidelity.com,"95.101.74.137, 95.101.74.161","esgpro.qa.fidelity.com.edgekey.net, e83332.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],esgsts-qa.fidelity.com,192.223.149.147,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],esgsts.fidelity.com,192.223.136.8,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],esgwss.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esgwss.fisc.fidelity.com,155.199.72.115,,,NOERROR,,,,,,,,,
[x],esgwssqa.fidelity.com,192.223.149.221,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],esourcing.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esourcing.iws.fidelity.com,155.199.18.70,,,NOERROR,,,,,,,,,
[x],esourcinguat.fidelity.com,192.223.149.63,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],essex-qa.fidelity.com,"2.16.181.66, 2.20.132.108","essex-qa.fidelity.com.edgekey.net, e111073.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],esupplylink.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esupplylink.iws.fidelity.com,155.199.18.43,,,NOERROR,,,,,,,,,
[x],esupplylink11i.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esupplylinkcert.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],esupplylinkcert.iws.fidelity.com,155.199.18.248,,,NOERROR,,,,,,,,,
[x],etagtrade.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],event.fidelity.com,"80.239.137.168, 62.115.252.18","event.fidelity.com.edgekey.net, e83378.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ewcd.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplace-oma2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplace-rtp2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplace.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplace.retire.fidelity.com,155.199.34.128,,,NOERROR,,,,,,,,,
[x],eworkplace6800rtp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplaceservices-oma1.fidelity.com,155.199.66.100,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],eworkplaceservices-oma2.fidelity.com,155.199.82.100,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],eworkplaceservices-rtp2.fidelity.com,155.199.34.124,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],eworkplaceservices.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],eworkplaceservices.retire.fidelity.com,155.199.208.124,,,NOERROR,,,,,,,,,
[x],eworkplaceservicespilot.fidelity.com,155.199.40.130,eworkplaceservicespilot.retire.fidelity.com,,NOERROR,,,,,,,,,
[x],ewp1-oma1.fidelity.com,155.199.66.101,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ewp1-oma2.fidelity.com,155.199.82.101,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ewp1-rtp2.fidelity.com,155.199.34.126,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ewp1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],ewp1.retire.fidelity.com,155.199.34.126,,,NOERROR,,,,,,,,,
[x],ewp16800rtp.fidelity.com,155.199.208.126,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ewp6800rtp.fidelity.com,155.199.208.124,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ewpcqa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],ewpcua.fidelity.com,155.199.92.139,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],exchanges.fidelity.com,"2.16.241.18, 2.16.241.5","exchanges.fidelity.com.edgesuite.net, a234.q.akamai.net","n0q.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],exchanges.retire.fidelity.com,155.199.66.102,,,NOERROR,,,,,,,,,
[x],extranet-connect-homebase-qa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],extranet-connect-homebase.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],familyoffice.fidelity.com,"2.23.209.139, 2.23.209.178","advisor.fidelity.com.edgekey.net, e74709.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],familyofficedcc.fidelity.com,155.199.16.44,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],familyofficemko.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],familyofficeoma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],familyofficeoma2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],familyofficertp.fidelity.com,155.199.204.44,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],familyofficexqa.fidelity.com,"104.126.37.154, 104.126.37.179","familyofficexqa.fidelity.com.edgekey.net, e72793.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fams.fidelity.com,"85.222.140.10, 85.222.140.11, 85.222.140.13","fams.fidelity.com.00d70000000mbizeac.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],fasmis.fidelity.com,"2.16.241.150, 2.16.241.156","fasmis.fidelity.com.febsec-fidelity.com.akadns.net, fasmis.fidelity.com.edgekey.net, e26250.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fasmis.retail.fidelity.com,155.199.210.57,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],fasmisxdev2.fidelity.com,155.199.174.23,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fasmisxq1.fidelity.com,"2.16.187.90, 2.16.187.88","fasmisxq1.fidelity.com.febsecxq1-fidelity.com.akadns.net, fasmisxq1.fidelity.com.edgekey.net, e105096.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fasmisxq2.fidelity.com,"23.37.226.89, 23.53.43.153","fasmisxq2.fidelity.com.ecs-fidelity.com.akadns.net, fasmisxq2.fidelity.com.edgekey.net, e109441.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastlink2olb.fidelity.com,104.207.190.37,fastlink2olb.yodlee.com,"udns1.ultradns.net, mlog.yodlee.com",NOERROR,,,,,,,,,
[x],fastlink2xqolb.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastlinkolb.fidelity.com,64.14.19.103,fastlinkolb.yodlee.com,"udns1.ultradns.net, mlog.yodlee.com",NOERROR,,,,,,,,,
[x],fastlinkxqolb.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote-af-oma1.fidelity.com,155.199.72.105,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-af-oma2.fidelity.com,155.199.88.106,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-af-rtp.fidelity.com,155.199.204.176,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-af-rtp2.fidelity.com,155.199.40.173,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-af-uat.fidelity.com,155.199.92.218,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-east.aw017.c.fidelity.com,"18.214.122.99, 3.220.57.77",,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastquote-east.aw018.c.fidelity.com,"34.236.140.48, 50.19.28.77",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastquote-oma1.fidelity.com,155.199.72.94,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-rtp.fidelity.com,155.199.204.23,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-rtp2.fidelity.com,155.199.40.169,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote-uat.fidelity.com,"23.217.116.240, 23.217.116.227","fastquote-uat.fidelity.com.ecs-fidelity.com.akadns.net, fastquote-uat.fidelity.com.edgekey.net, e88871.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastquote-uat1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.eimd-dev.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.eimd-uat.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.eimd.aws.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.fidelity.com,"2.23.209.164, 2.23.209.139","fastquote.fidelity.com.ecs-fidelity.com.akadns.net, fastquote.fidelity.com.edgekey.net, e29432.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastquote.useast.eimd-dev.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.useast.eimd-uat.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.useast.eimd.aws.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.uswest.eimd-dev.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.uswest.eimd-uat.aws-nonprod.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote.uswest.eimd.aws.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fastquote101.fidelity.com,192.223.255.32,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquote401.fidelity.com,192.223.185.54,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquotebip301.fidelity.com,192.223.208.69,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquotebip401.fidelity.com,"192.223.185.139, 192.223.185.129",,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquotexq1.fidelity.com,155.199.93.48,fastquote-uatweb.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquotexq2.fidelity.com,155.199.93.48,fastquote-uatweb.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],fastquotexq3.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fbt-ext-api-custqa.fidelity.com,"2.20.132.135, 2.20.132.126","fbt-ext-api-custqa.fidelity.com.edgekey.net, e95009.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fbt-ext-api-sandbox.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],fcappemu.fidelity.com,"104.126.37.186, 104.126.37.185","fcappemu.fidelity.com.febsec-fidelity.com.akadns.net, fcappemu.fidelity.com.edgekey.net, e26250.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
