input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,port,url,scheme,webserver,method,host,path,favicon,a_,lines,failed,tech_,content_type,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,final_url,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_self_signed,tls_expired
rxcustomerservice.costco.com,Costco Pharmacy Customer Service,200,70624,AS31898,ORACLE-BMC-31898,US,130.35.240.0/20,443,https://rxcustomerservice.costco.com:443,https,,GET,130.35.230.160,/,225515476,130.35.230.160,1045,False,jQuery,text/html,rxcustomerservice.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=rxcustomerservice.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",rxcustomerservice.costco.com,Costco Wholesale Corporation,rxcustomerservice.costco.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,85e9f5f77fa5f7b201f9d7508b614163,356c3afc350ce1bca52f576567e1fe0b0d3f1a7ef326f9b71bf000bd4d9b8e00,ctls,rxcustomerservice.costco.com,oracle,,True,,,,,
sameday.costco.ca,Same-day Delivery,200,7692,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://sameday.costco.ca:443,https,cloudflare,GET,104.18.7.55,/,-1776629042,2606:4700::6812:637,1,False,HTTP/3,text/html,sameday.costco.ca,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-06-29T23:59:59Z,"CN=sameday.costco.ca, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sameday.costco.ca,Costco Wholesale Corporation,sameday.costco.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8782330db6c21bdf2b4766459d331489,7e204dfd8da65c860c3cde9b5556e942f2776f5345fe71447181e240dfb4b54d,ctls,sameday.costco.ca,cloudflare,,True,,,https://sameday.costco.ca,,
sameday.costco.com,Costco Same-Day Delivery,200,7570,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://sameday.costco.com:443,https,cloudflare,GET,104.18.16.17,/,-1776629042,2606:4700::6812:1011,1,False,HTTP/3,text/html,sameday.costco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=sameday.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sameday.costco.com,Costco Wholesale Corporation,beta-sameday.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f5a8c8ffc673fd7406ed688eaa09edb6,3823ef31f8d15b1460c806f1c1a366953b996d672c6de91c6e7c87ae1d96c6ae,ctls,sameday.costco.com,cloudflare,,True,,,https://beta-sameday.costco.com,,
sameday.costcobusinessdelivery.com,Costco Same-Day Delivery,200,7615,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://sameday.costcobusinessdelivery.com:443,https,cloudflare,GET,104.18.1.35,/,-1776629042,2606:4700::6812:123,1,False,HTTP/3,text/html,sameday.costcobusinessdelivery.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-02T00:00:00Z,2023-06-02T23:59:59Z,"CN=sameday.costcobusinessdelivery.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sameday.costcobusinessdelivery.com,Costco Wholesale Corporation,sameday.costcobusinessdelivery.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c611b2b692de404f2b30276107540d0,ecc2d5cac10c9c8c23fb10b781101634a9c142ad857ab2dd9d94f120cbdb6756,ctls,sameday.costcobusinessdelivery.com,cloudflare,,True,,,https://sameday.costcobusinessdelivery.com,,
sapanalytics.costco.com,Not Found,404,1668,AS11283,COSTCO,US,170.167.108.0/24,443,https://sapanalytics.costco.com:443,https,,GET,170.167.103.202,/,727262961,170.167.103.202,55,False,ZURB Foundation,text/html,sapanalytics.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=login.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",login.costco.com,Costco Wholesale Corporation,login.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9a45fc130b5e078e08b7ed0ea64ba600,8f7e9f24364b92609364a766f321ea8eab85be87dc18415ef45a55168e00fdba,ctls,sapanalytics.costco.com,,,,True,,,,
search-bd-perf.costco.ca,Service Unavailable,503,267,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,443,https://search-bd-perf.costco.ca:443,https,AkamaiGHost,GET,95.101.111.162,/,819817394,95.101.111.176,9,False,,text/html,search-bd-perf.costco.ca,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=mobilecontent-qa.costco.com, O=Costco Wholesale CORPORATION, L=Issaquah, ST=Washington, C=US",mobilecontent-qa.costco.com,Costco Wholesale CORPORATION,www-vqa9.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,16e0db74a3f4e630086e508e268a0cfc,f182373d9609abf701c79e98933e42fc4c096dd7e77ed2463346df48a1906f7c,ctls,search-bd-perf.costco.ca,,,,,,,,
search-bd-perf.costco.com,Service Unavailable,503,267,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-bd-perf.costco.com:443,https,AkamaiGHost,GET,2.20.132.120,/,572702854,2.16.181.66,9,False,,text/html,search-bd-perf.costco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=mobilecontent-qa.costco.com, O=Costco Wholesale CORPORATION, L=Issaquah, ST=Washington, C=US",mobilecontent-qa.costco.com,Costco Wholesale CORPORATION,www-vqa9.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,16e0db74a3f4e630086e508e268a0cfc,f182373d9609abf701c79e98933e42fc4c096dd7e77ed2463346df48a1906f7c,ctls,search-bd-perf.costco.com,,,,,,,,
search-bd-qa.costco.ca,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,443,https://search-bd-qa.costco.ca:443,https,,GET,95.101.111.176,/,656705434,95.101.111.162,27,False,HSTS,text/html,costco-qa.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa.b.lucidworks.cloud,,https://costco-qa.b.lucidworks.cloud/auth/,,,True,,,
search-bd-qa.costco.com,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,443,https://search-bd-qa.costco.com:443,https,,GET,95.101.111.162,/,1224880813,95.101.111.176,27,False,HSTS,text/html,costco-qa.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa.b.lucidworks.cloud,,https://costco-qa.b.lucidworks.cloud/auth/,,,True,,,
search-dev.costco.ca,Fusion Auth,200,971,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://search-dev.costco.ca:443,https,,GET,104.126.37.129,/,903090470,104.126.37.153,27,False,HSTS,text/html,costco-dev.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-dev.b.lucidworks.cloud,,https://costco-dev.b.lucidworks.cloud/auth/,,,True,,,
search-dev.costco.com,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-dev.costco.com:443,https,,GET,2.16.181.66,/,-1384675348,2.20.132.120,27,False,HSTS,text/html,costco-dev.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-dev.b.lucidworks.cloud,,https://costco-dev.b.lucidworks.cloud/auth/,,,True,,,
search-perf.costco.ca,Service Unavailable,503,267,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-perf.costco.ca:443,https,AkamaiGHost,GET,2.20.132.120,/,1327143481,2.16.181.66,9,False,,text/html,search-perf.costco.ca,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=mobilecontent-qa.costco.com, O=Costco Wholesale CORPORATION, L=Issaquah, ST=Washington, C=US",mobilecontent-qa.costco.com,Costco Wholesale CORPORATION,www-vqa9.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,16e0db74a3f4e630086e508e268a0cfc,f182373d9609abf701c79e98933e42fc4c096dd7e77ed2463346df48a1906f7c,ctls,search-perf.costco.ca,,,,,,,,
search-perf.costco.com,Service Unavailable,503,267,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,443,https://search-perf.costco.com:443,https,AkamaiGHost,GET,95.101.111.176,/,-36582962,95.101.111.162,9,False,,text/html,search-perf.costco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=mobilecontent-qa.costco.com, O=Costco Wholesale CORPORATION, L=Issaquah, ST=Washington, C=US",mobilecontent-qa.costco.com,Costco Wholesale CORPORATION,www-vqa9.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,16e0db74a3f4e630086e508e268a0cfc,f182373d9609abf701c79e98933e42fc4c096dd7e77ed2463346df48a1906f7c,ctls,search-perf.costco.com,,,,,,,,
search-qa.costco.ca,Error,503,174,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,443,https://search-qa.costco.ca:443,https,AkamaiGHost,GET,95.101.111.176,/,753198134,95.101.111.162,5,False,,text/html,search-qa.costco.ca,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=mobilecontent-qa.costco.com, O=Costco Wholesale CORPORATION, L=Issaquah, ST=Washington, C=US",mobilecontent-qa.costco.com,Costco Wholesale CORPORATION,www-vqa9.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,16e0db74a3f4e630086e508e268a0cfc,f182373d9609abf701c79e98933e42fc4c096dd7e77ed2463346df48a1906f7c,ctls,search-qa.costco.ca,,,,,,,,
search-qa.costco.com,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-qa.costco.com:443,https,,GET,2.20.132.120,/,656705434,2.16.181.66,27,False,HSTS,text/html,costco-qa.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa.b.lucidworks.cloud,,https://costco-qa.b.lucidworks.cloud/auth/,,,True,,,
search-qa2.costco.ca,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-qa2.costco.ca:443,https,,GET,2.20.132.120,/,-1601090215,2.16.181.66,27,False,HSTS,text/html,costco-qa-2.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa-2.b.lucidworks.cloud,,https://costco-qa-2.b.lucidworks.cloud/auth/,,,True,,,
search-qa2.costco.com,Fusion Auth,200,971,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://search-qa2.costco.com:443,https,,GET,104.126.37.129,/,2004077187,104.126.37.153,27,False,HSTS,text/html,costco-qa-2.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa-2.b.lucidworks.cloud,,https://costco-qa-2.b.lucidworks.cloud/auth/,,,True,,,
search-qa3.costco.ca,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,443,https://search-qa3.costco.ca:443,https,,GET,2.20.132.120,/,1180237802,2.16.181.66,27,False,HSTS,text/html,costco-qa-3.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-qa-3.b.lucidworks.cloud,,https://costco-qa-3.b.lucidworks.cloud/auth/,,,True,,,
search.costco.ca,Fusion Auth,200,971,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,443,https://search.costco.ca:443,https,,GET,184.30.17.34,/,1786100551,184.30.17.34,27,False,HSTS,text/html,costco-bcca.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-bcca.b.lucidworks.cloud,,https://costco-bcca.b.lucidworks.cloud/auth/,,,True,,,
search.costcobusinessdelivery.com,Fusion Auth,200,971,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://search.costcobusinessdelivery.com:443,https,,GET,104.75.89.67,/,-508486251,104.75.89.67,27,False,HSTS,text/html,costco-bd.b.lucidworks.cloud,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-30T15:03:20Z,2023-10-24T07:19:32Z,CN=*.b.lucidworks.cloud,*.b.lucidworks.cloud,,b.lucidworks.cloud,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2f7c210d8a3e4c8f2f88183795206e3e,aae5be9bcc78fc33a7ed31b6b54bf2dfae385260c1fc4e46a744d7d18cc0d329,ctls,costco-bd.b.lucidworks.cloud,,https://costco-bd.b.lucidworks.cloud/auth/,,,True,,,
securefile.costco.com,Axway SecureTransport | Login,200,8490,AS11283,COSTCO,US,170.167.108.0/24,443,https://securefile.costco.com:443,https,SecureTransport 5.2.1 (build: 2818),GET,170.167.102.198,/,1330269434,170.167.102.198,174,False,,text/html,securefile.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=securefile.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",securefile.costco.com,Costco Wholesale Corporation,securefile.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c52affdc4373fea1592325fd7914ed8d,2a4e0fa4f6ec803d3d62143c5c50b30bc5a6965407d1ab8fb86a40149441c82a,ctls,securefile.costco.com,,,,,,,,
securefileqac-sso.costco.com,,200,6206,AS14618,AMAZON-AES,US,52.86.0.0/15,443,https://securefileqac-sso.costco.com:443,https,SecureTransport 5.5-20230126 (build: 3175) - Linux,GET,52.86.149.106,/,-657990613,52.86.149.106,63,False,HSTS,text/html,securefileqac-sso.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-08T23:59:59Z,"CN=sfxqac.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sfxqac.costco.com,Costco Wholesale Corporation,sfxqac.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,64c3e10aae952b5c3c4b3db7485f245d,dab8006892087222d34d78173ae16ddbc275d926003250d877f8e5f48e19849b,ctls,securefileqac-sso.costco.com,,,,True,,,,
securemail.costco.com,,403,10,AS22843,PROOFPOINT-ASN-US-EAST,US,148.163.158.0/23,443,https://securemail.costco.com:443,https,,GET,148.163.158.49,/,942678640,148.163.158.49,1,False,HSTS,text/html,securemail.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=securemail.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",securemail.costco.com,Costco Wholesale Corporation,securemail.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4b7369d44aa9f794fa4f04f6f3e78a14,ddace53309be66506238465bbf3cb6249a71062c5b40edec2048f3003bcdad02,ctls,securemail.costco.com,,,,,,,,
services.costco.com,whatcounts.com,200,713,AS16509,AS16509,Unknown,34.208.0.0/12,443,https://services.costco.com:443,https,,GET,34.210.132.119,/,-177433616,52.36.173.12,25,False,,text/html,services.costco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-08-26T23:59:59Z,CN=*.whatcounts.com,*.whatcounts.com,,whatcounts.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e5666d217356a5b1fd22d5be9db0e6e,4eff40e7e5614cba0118eeee31b7ea7ad9a982f82639d17664681ef300cb6ad2,ctls,services.costco.com,,,,True,True,,,
sfxc.costco.com,,200,6158,AS14618,AMAZON-AES,US,18.232.0.0/14,443,https://sfxc.costco.com:443,https,SecureTransport 5.5-20220224 (build: 3103) - Linux,GET,18.233.131.160,/,-657990613,18.233.131.160,61,False,,text/html,sfxc.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-08-15T23:59:59Z,"CN=sfxc.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sfxc.costco.com,Costco Wholesale Corporation,sfxc.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,99010511579a1bb98b4a77becb35c5df,30a6f0853189d76c0c348c7d569402b17c57aabfe6996c940ec2e34e7fba455c,ctls,sfxc.costco.com,,,,,,,,
sfxqac.costco.com,,200,6206,AS14618,AMAZON-AES,US,52.86.0.0/15,443,https://sfxqac.costco.com:443,https,SecureTransport 5.5-20230126 (build: 3175) - Linux,GET,52.86.149.106,/,-657990613,52.86.149.106,63,False,HSTS,text/html,sfxqac.costco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-08T23:59:59Z,"CN=sfxqac.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",sfxqac.costco.com,Costco Wholesale Corporation,sfxqac.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,64c3e10aae952b5c3c4b3db7485f245d,dab8006892087222d34d78173ae16ddbc275d926003250d877f8e5f48e19849b,ctls,sfxqac.costco.com,,,,,,,,
shop-sameday.costco.ca,,409,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,80,http://shop-sameday.costco.ca:80,http,cloudflare,GET,104.18.7.55,/,1000520165,2606:4700::6812:737,1,False,Cloudflare,text/plain,,,,,,,,,,,,,,,,,,,cloudflare,,True,,,,,
shop-sameday.costco.com,Same day grocery from Costco,200,41945,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://shop-sameday.costco.com:443,https,cloudflare,GET,104.18.16.225,/,1126835021,2606:4700::6812:10e1,152,False,HTTP/3,text/html,shop-sameday.costco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=shop-sameday.costco.com, O=Costco Wholesale Corporation, L=Issaquah, ST=Washington, C=US",shop-sameday.costco.com,Costco Wholesale Corporation,shop-sameday.costco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,beea7f4688d911a418124663fb2eef0d,246b13e382b2b8b522905d33f33d320f3c209495454ba49796578407e0f96194,ctls,shop-sameday.costco.com,cloudflare,,True,,,,,
shopcardmanager-preprod.costco.ca,,403,20,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,443,https://shopcardmanager-preprod.costco.ca:443,https,,GET,13.107.253.45,/,-1001134440,2620:1ec:27::cafe:1995,1,False,Azure Front Door,text/html,shopcardmanager-preprod.costco.ca,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-03T23:59:59Z,"CN=shopcardmanager-preprod.costco.ca, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",shopcardmanager-preprod.costco.ca,Microsoft Corporation,shopcardmanager-preprod.costco.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,570b10637855cda0b7531fa2fb5a363d,2e1174711d495c03ac44d66c26556d63a0cec02ddf504a4b58f8d2de2f069caf,ctls,shopcardmanager-preprod.costco.ca,,,,,,,,
shopcardmanager.costco.ca,,403,20,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,443,https://shopcardmanager.costco.ca:443,https,,GET,104.212.67.86,/,-1001134440,2620:1ec:4f:1::45,1,False,Azure Front Door,text/html,shopcardmanager.costco.ca,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=shopcardmanager.costco.ca, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",shopcardmanager.costco.ca,Microsoft Corporation,shopcardmanager.costco.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a7896b6c0c716b6e998072864930cb45,8feba5ad71c215d8d8be56b6a9afcd88a3a820dccb53427be86478a4033d9fdb,ctls,shopcardmanager.costco.ca,,,,,,,,
