host,a,soa,status_code,axfr,cname,mx,cdn,cdn-name,has_internal_ips,internal_ips,txt,ns,caa,aaaa
todayblog.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'todayblog.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
trip.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'trip.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
thankatruckdriver.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'thankatruckdriver.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
travel-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'travel-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
travel.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'travel.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
texter-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'texter-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
tst.usuppliers.uber.com,207.231.169.199,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tst.usuppliers.uber.com'},,,,,,,,,,
trips-gateway-pairing.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'trips-gateway-pairing.uber.com'},cn-dca.uber.com,mx.sendgrid.net,,,,,,,,
track.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'track.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
trips-gateway-pairing-staging.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'trips-gateway-pairing-staging.uber.com'},cn-dca.uber.com,mx.sendgrid.net,,,,,,,,
u475-dca1.prod.uber.com,104.36.194.152,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'u475-dca1.prod.uber.com'},,,,,,,,,,
uberpay.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uberpay.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
uber-com-careers.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uber-com-careers.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
uat.usuppliers.uber.com,207.231.171.31,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uat.usuppliers.uber.com'},,,,,,,,,,
uberpay-mock-psp-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uberpay-mock-psp-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
uc.uber.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uc.uber.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
uberpay-mock-psp.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uberpay-mock-psp.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
ubercom-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ubercom-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
uc-staging.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uc-staging.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ulabel.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ulabel.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
ukvideo.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ukvideo.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
ulabel-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ulabel-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
sia-legacy.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sia-legacy.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
test.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'test.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
unsubscribe.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'unsubscribe.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
shs-dca1-hos-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shs-dca1-hos-staging.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
uprotect.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uprotect.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
smartsheet.uber.com,"3.215.234.162, 3.219.210.1, 50.17.38.43","ns-919.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'smartsheet.uber.com'},sso.smartsheet.com,,,,,,,"ns-1242.awsdns-27.org, ns-1588.awsdns-06.co.uk, ns-490.awsdns-61.com, ns-919.awsdns-50.net",,
surgeconf-v1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'surgeconf-v1.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
rosettamobile.uberinternal.com,,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rosettamobile.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
summary.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'summary.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
synoptic-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'synoptic-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
snaptask-test.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'snaptask-test.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
track.spmail.uber.com,"54.201.77.83, 54.214.91.148, 34.211.176.126","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'track.spmail.uber.com'},uber.et.e.sparkpost.com,,,,,,,,,
staging-driver-pricing.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'staging-driver-pricing.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
split.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'split.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
signups.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'signups.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
sanctions-screening-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sanctions-screening-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-comparison-shoppers.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-comparison-shoppers.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
sundial.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sundial.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tars.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tars.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
upt-staging.uberinternal.com,35.227.239.2,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'upt-staging.uberinternal.com'},,,True,google,,,,,,
spacepizza.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spacepizza.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
teleassist.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'teleassist.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tax-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tax-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
trip-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'trip-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
switch.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'switch.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ts01.uberinternal.com,127.0.0.1,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ts01.uberinternal.com'},,,,,True,127.0.0.1,,,,
supermarket-v2.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'supermarket-v2.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
superset.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'superset.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
slate-web.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'slate-web.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
us-east-1.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'us-east-1.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
stash-cdn-staging.uberinternal.com,"54.148.44.93, 34.214.85.3, 52.38.53.152","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'stash-cdn-staging.uberinternal.com'},stash-loadb-1ps7k19yxo3pa-1846439155.us-west-2.elb.amazonaws.com,,,,,,,,,
staging-umonitor-phx3.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'staging-umonitor-phx3.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
sourcegraph.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'sourcegraph.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
rtsearch.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'rtsearch.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tableau-prod.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tableau-prod.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
shiny-triage-explorer.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'shiny-triage-explorer.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
studio.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'studio.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
superflurry-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'superflurry-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
us-west-2.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'us-west-2.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
silverbullet.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'silverbullet.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
upartner.uberinternal.com,207.231.168.204,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'upartner.uberinternal.com'},,,,,,,,,,
taishan.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'taishan.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
testaccounts.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'testaccounts.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
test-catalog.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'test-catalog.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
usuppliers.uber.com,207.231.169.247,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'usuppliers.uber.com'},,,,,,,,,,
testvpn.uberinternal.com,209.118.186.227,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'testvpn.uberinternal.com'},,,,,,,,,,
t3-dev.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 't3-dev.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tableau-sandbox.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tableau-sandbox.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spark.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spark.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
t3-cdn.uberinternal.com,"44.238.59.75, 54.149.220.117","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 't3-cdn.uberinternal.com'},t3-cd-loadb-16evjblkscn5z-893176356.us-west-2.elb.amazonaws.com,,,,,,,,,
submitqueue-view-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'submitqueue-view-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
utmbeta-staging.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'utmbeta-staging.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
utmbeta.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'utmbeta.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tc.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tc.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
tax.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'tax.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
tableau-aws.uberinternal.com,"172.31.202.112, 172.31.203.58, 172.31.201.6","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'tableau-aws.uberinternal.com'},internal-tableau-prod-1158984814.us-west-2.elb.amazonaws.com,,,,True,"172.31.202.112, 172.31.203.58, 172.31.201.6",,,,
spare5.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spare5.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
terrablob-gateway.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'terrablob-gateway.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
slate.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'slate.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
spectacle.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'spectacle.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
squad.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'squad.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
uview-node-api-staging.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uview-node-api-staging.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ticker.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ticker.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
upinot-rest-proxy-prod-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'upinot-rest-proxy-prod-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
v.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'v.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
uview-node-api.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'uview-node-api.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
swn-staging-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'swn-staging-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
stack.uberinternal.com,40.114.112.171,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,{'host': 'stack.uberinternal.com'},"uber.stackenterprise.co, 2fb7b191-1b77-4e11-a169-b3e77ce092a4.cloudapp.net",,True,azure,,,,,,
vault-dca1.uber.com,104.36.194.200,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'vault-dca1.uber.com'},,,,,,,,,,
temp.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'temp.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
suggestions.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'suggestions.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
upt.uberinternal.com,35.201.104.62,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'upt.uberinternal.com'},,,True,google,,,,,,
teleassist-v2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'teleassist-v2.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
