new,host,a,soa,status_code,cname,ns,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,mx,txt
[x],cvshealth.com,23.212.203.19,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,"a1-84.akam.net, a7-64.akam.net, a8-65.akam.net, a13-65.akam.net, a14-66.akam.net, a18-67.akam.net",,,,,,,"usb-smtp-inbound-1.mimecast.com, usb-smtp-inbound-2.mimecast.com","j=c4ajO@e, MS=ms27311851, yTyx2ItBUQcN2ytgljBEPmU, nintex.5a6645b085ad31285dd18aee, 1z8m5sbr1fxnxj650zxz43sw94bjlv6z, ibmid=6a7f324a-c117-45c7-8fb3-1c672456fb17, SFMC-VzfvElr_b-u1T29BcCU0pSIgXFQekLkNUby4x2Xp, amazonses:xezP3twwgC9b3IRpGoSt/CkFtDycanxSYTs2s+3ZrGo=, miro-verification=e7f7895da21424dcdb1bfddde604670aa298f32f, mongodb-site-verification=88uqFlOIUURbaHS9kCROqFD52f1GtqP1, onetrust-domain-verification=50c52743e881457795f08f035d8333d9, google-site-verification=4VfXXH8Th8QMFjZelSUj4v7R3udknCjY2iDewixpp8M, google-site-verification=R30fblDV_akiJqx6BHOHiXi3I8LZdbpGN-O6OtS69JU, google-site-verification=uo7c2E2jlX2tXZBRxLO-6D8-iKR6Y--N-lRhj3eZOvU, _globalsign-domain-verification=9AWO6eE8iMSKeIygo2VMUx5wyEkE7Cz_acdjCtoZLg, v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all, 4Lvx0roG6OYQvkr7RVXPj+B7WTk6Q8z23A+bzkkYRxB70jMtaZxSYrwRS0S7jYxuHG4+sYYmKCc0gQDaFYhlbQ==, box-domain-verification=83fc24f976903750e8495b81deffd64d556c95779d6a12826518b991dbeec013, ciscocidomainverification=2ef31adcd82fe832e5619a99639f95354e2e7465bc686df299841cff813b9291, cisco-ci-domain-verification=5049e7639f3c5e35f8787687f6fcd4e19d0e59a1c1e2f4aeb39c518f77361e38, cisco-ci-domain-verification=58ca39aa508f70bd78c67b673a97e38948b6de7d9455d96b506f8359acb790b4, webexdomainverification.47738c885ec916a8e053ad06fc0aacb9=73cba20b-4c7b-4543-9998-88a375c0b641, webexdomainverification.5061ac3ea7e6d1cae053ab06fc0af3d7=b377c315-004c-46c6-93f9-0f6aa95b0d69, atlassian-domain-verification=QCO/Xs3aTyZngwI+1uAl/OQf/Lv1jLEFCbceUN4nwS4W/LCLn1NCGcXM0L1Wmo1q, atlassian-domain-verification=rbol7KO24uqmmUHRKbNXFEa0c8sahzqVqMLaoJG20b/2ZpfAf1QupTemS/Y98OYn"
[x],cvsimagenow-test.cvs.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cvsimagenow.cvs.com,,,NOERROR,,,,,,,,,,
[x],cvslrnetdev01.cvs.com,12.46.119.144,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],cvsmail1.cvs.com,12.15.136.185,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],cvsmail2.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],cvsmeetingplace.cvs.com,12.46.112.150,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],cvsmrm.cvs.com,12.46.114.206,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],cvstrm.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],d.cvs.com,184.51.227.118,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"d.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],ddl.cvs.com,104.111.216.169,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ddl.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],ddl_qa.cvs.com,164.132.67.162,"ns11.constellix.com, dns.constellix.com",NOERROR,custom.tapstream.com,,,,,,,,,
[x],depservices-beta.cvs.com,104.122.38.192,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"depservices-beta.cvs.com.edgekey.net, e8783.b.akamaiedge.net",,,,,,,,,
[x],design.cvs.com,104.76.200.38,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"design.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],dev-account.cvs.com,34.149.44.31,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev-author.cvshealth.com,20.85.98.89,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],dev-blue.digital-healthservices.cvs.com,34.149.251.10,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev-ohs-ms.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev.digital-apigee.gke.cvshealth.com,34.160.69.214,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev.digital-dfp-general.cvshealth.com,35.244.232.4,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev.digital-health4life.cvshealth.com,34.120.250.188,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev.digital-healthservices.cvs.com,34.149.251.10,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev.digital-virtualcare.cvs.com,34.111.177.148,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev1-api.cvshealth.com,104.81.130.81,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dev1-api.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],dev1-oms-ms.cvshealth.com,34.111.66.134,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1-services-gtwy-east.cvshealth.com,12.46.119.222,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],dev1-services-gtwy-gcp.cvshealth.com,35.244.156.112,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1.digital-dev-payments.cvs.com,34.150.232.92,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev1.digital-dfp-phoenix.cvshealth.com,35.201.125.46,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1.digital-health4life.cvshealth.com,34.120.250.188,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1.digital-services.cvshealth.com,35.190.119.146,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev1.digital-subscription-dev.cvs.com,34.120.52.114,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],dev1rxenroll-medd.cvshealth.com,10.123.131.27,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.123.131.27,,,,
[x],dev2-api.cvshealth.com,23.197.145.166,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dev2-api.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],dev2-services-gtwy-east.cvshealth.com,12.46.119.222,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],dev2.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev2.digital-dfp-general.cvshealth.com,35.244.232.4,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev2.digital-services.cvshealth.com,35.190.119.146,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev3-api-mtls.cvshealth.com,35.196.184.117,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"cvs-health-non-prod-dev3.apigee.net, cvs-health-non-prod.dn.apigee.net","ns-1346.awsdns-40.org, ns-1671.awsdns-16.co.uk, ns-58.awsdns-07.com, ns-925.awsdns-51.net",True,google,,,,,,
[x],dev3-api.cvshealth.com,184.51.237.157,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dev3-api.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],dev3-services-gtwy-gcp.cvshealth.com,35.244.156.112,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev3.digital-apigee-non-prod-01.cvshealth.com,35.201.91.151,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev4.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev5.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev6.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dev6.digital-services.cvshealth.com,35.190.119.146,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],devevents.cvs.com,35.208.180.89,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],devfieldencryption.cvshealth.com,,,NOERROR,,,,,,,,,,
[x],devhl7.cvshealth.com,,,NOERROR,,,,,,,,,,
[x],devportal-d8-dev2-origin.cvshealth.com,3.228.192.179,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",NOERROR,cvsapigeedev2.prod.acquia-sites.com,,,,,,,,,
[x],devportal-d8-dev3.cvshealth.com,23.212.216.19,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"devportal-d8-dev3.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],devportal-d8-prod-origin.cvshealth.com,3.228.192.179,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",NOERROR,cvsapigee.prod.acquia-sites.com,,,,,,,,,
[x],devportal-d8-staging-origin.cvshealth.com,3.228.192.179,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",NOERROR,cvsapigeestg.prod.acquia-sites.com,,,,,,,,,
[x],devportal-staging.cvshealth.com,23.210.121.132,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"devportal-staging.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],devportal-test.cvshealth.com,104.102.41.96,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"devportal-test.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],devpostscript2017071.cvshealth.com,12.171.214.31,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],devrxc-amber-rxp-gem-ri.cvs.com,,,NOERROR,,,,,,,,,,
[x],devrxc-pearl-aaa-gem-ri.cvs.com,,,NOERROR,,,,,,,,,,
[x],devscript2017071.cvshealth.com,12.171.214.30,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],diamond-pccrxconnect.devrxc.cvs.com,,,NOERROR,,,,,,,,,,
[x],digital-av-scan-prod.dr.cvshealth.com,34.96.91.199,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-ice-prod.cvshealth.com,34.120.59.124,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-ice-qa.cvshealth.com,34.120.19.124,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-messaging-prod.cvshealth.com,34.98.64.133,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-messaging-pt.cvshealth.com,34.149.76.15,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,dgtl-msg-pt-glb-ip.cvshealth.com,,True,google,,,,,,
[x],digital-messaging-qa.cvshealth.com,34.117.219.183,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-pbm-rx-prod.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-pbm-rx-ui-dev.cvshealth.com,34.111.131.15,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-retail-rx-dev.cvshealth.com,34.117.82.205,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-retail-rx-prod.cvshealth.com,34.102.146.34,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-retail-rx-prod.dr.cvshealth.com,34.120.56.197,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-retail-rx-qa-cr.cvshealth.com,34.96.92.229,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-retail-rx-qa.cvshealth.com,34.102.170.213,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-shared-services-prod.cvshealth.com,34.120.208.102,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-shared-services-pt.cvshealth.com,34.107.220.160,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-shared-services-qa.cvshealth.com,34.117.79.126,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-specialty-rx-cq-prod.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-specialty-rx-prod.internal.cvshealth.com,35.236.236.237,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],digital-subscription-dr.cvs.com,34.102.242.14,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],digital-subscription-prod-glb-ext-ip.cvs.com,34.149.90.5,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],digital-subscription-pt-glb-ext-ip.cvs.com,35.227.210.41,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],digitalassets.cvshealth.com,"173.222.106.143, 173.222.106.167","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san5-ion.scene7.com.edgekey.net, e84128.dsca.akamaiedge.net",,,,,,"2a02:26f0:3500:18::1724:a29b, 2a02:26f0:3500:18::1724:a295",,,
[x],distributedcoreapiereferral.cvshealth.com,12.46.114.174,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],distributedcoreapinovosecure.cvshealth.com,12.46.114.174,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],docs.azure.cvshealth.com,"185.199.111.153, 185.199.108.153, 185.199.109.153, 185.199.110.153","ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,cvs-enterprise-it.github.io,,,,,,"2606:50c0:8003::153, 2606:50c0:8000::153, 2606:50c0:8001::153, 2606:50c0:8002::153","digicert.com, letsencrypt.org",,
[x],ds.cvs.com,104.111.216.169,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ds.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],dss-rx-pt1.cvshealth.com,35.201.121.61,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],dt1.cvs.com,104.88.23.145,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dt1.cvs.com.edgekey.net, e5443.b.akamaiedge.net",,,,,,,,,
[x],dt2.cvs.com,23.196.241.168,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dt2.cvs.com.edgekey.net, e5443.b.akamaiedge.net",,,,,,,,,
[x],dt3.cvs.com,23.64.234.93,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dt3.cvs.com.edgekey.net, e5443.b.akamaiedge.net",,,,,,,,,
[x],dynatraceapm.cvshealth.com,204.99.17.153,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],e-pharmacy.cvs.com,"162.223.232.135, 12.130.135.8, 199.7.200.32","ns1.responsys.net, hostmaster.responsys.com",NOERROR,,"ns2.responsys.net, ns1.responsys.net",,,,,,,imh.rsys5.net,"v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:162.223.236.0/22 ip4:129.145.68.0/22 -all, google-site-verification=e5v4WyklMdGUv2oE_sB-TtA_nWdhs_Wd3nLr2A1Zb3E"
[x],e-qa2.cvs.com,2.23.196.5,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"e-qa2.cvs.com.edgekey.net, e19.x.akamaiedge.net",,,,,,,,,
[x],e.cvshealth.com,13.111.18.27,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,reply.s10.exacttarget.com,v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all
[x],e.pharmacy.cvs.com,12.130.188.216,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,"ns2.responsys.net, ns1.responsys.net",,,,,,,imh.rsys2.net,v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:129.145.68.0/22 -all
[x],e2edev.cvs.com,12.46.119.140,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],e3dev1.cvs.com,12.46.119.136,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],eazshdcdnsextdns.cvshealth.com,204.99.13.105,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],eazshdcdnsextgm.cvshealth.com,204.99.13.45,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],eazshdcdnsextrec-1.cvshealth.com,204.99.13.221,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],eazshdcdnsextrec-2.cvshealth.com,204.99.13.222,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],eclazuextrecusc-1.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],eclazuextrecuse2-1.cvshealth.com,10.155.40.4,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.155.40.4,,,,
[x],eclazuextrecuse2-2.cvshealth.com,10.155.40.5,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.155.40.5,,,,
[x],eclgcpextrecue4-1.cvshealth.com,10.236.126.210,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.236.126.210,,,,
[x],eclgcpextrecuw2-1.cvshealth.com,10.236.63.146,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.236.63.146,,,,
[x],eclgcpextrecuw2-2.cvshealth.com,10.236.63.147,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,True,10.236.63.147,,,,
[x],egress-ez-video-counsel.cvshealth.com,34.160.92.110,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],eids.cvshealth.com,,,NOERROR,,,,,,,,,,
[x],eipms-c360-nonprod-glb-gke.cvshealth.com,34.111.73.60,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],eipms-c360-prod-glb-gke.cvshealth.com,34.107.214.42,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],em.cvs.com,13.111.18.27,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,reply.s10.exacttarget.com,v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all
[x],epic.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],epp.cvshealth.com,45.223.19.220,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,5fydiux.impervadns.net,,True,incapsula,,,,,,
[x],eri2eslqda1a.corp.cvs.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],eri2etlapta1b.cvs.com,,,NOERROR,,,,,,,,,,
[x],ericudcdnsextrec-2.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],es-it4.cvs.com,184.51.233.53,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-test.cvs.com.edgekey.net, e8783.x.akamaiedge.net",,,,,,,,,
[x],es-qa3.cvs.com,23.212.204.12,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-qa3.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-qa4.cvs.com,23.2.210.175,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-qa4.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-reg1.cvs.com,184.51.226.219,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-reg1.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-reg2.cvs.com,23.212.204.12,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-reg2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-uat1.cvs.com,23.2.210.175,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-uat1.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-uat2.cvs.com,23.212.204.12,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-uat2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],es-uat4.cvs.com,23.212.210.216,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es-test.cvs.com.edgekey.net, e8783.x.akamaiedge.net",,,,,,,,,
[x],es.care.cvs.com,2.23.196.166,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es.care.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],es.cvs.com,23.212.204.178,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"es.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],esl-c-zapt025.cvs.com,,,NOERROR,,,,,,,,,,
[x],esl-c-zas1120.cvs.com,,,NOERROR,,,,,,,,,,
[x],esl-e-zas1108.cvs.com,,,NOERROR,,,,,,,,,,
[x],esl-z-zap299.cvs.com,,,NOERROR,,,,,,,,,,
[x],esl-z-zap300.cvs.com,,,NOERROR,,,,,,,,,,
[x],esl_c_zap127.cvs.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],esl_g_zap100.cvs.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],esl_h_zad2112.cvs.com,,,NOERROR,,,,,,,,,,
[x],eslr-sit1west-ext.cvshealth.com,45.223.19.220,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,vevu49q.impervadns.net,,True,incapsula,,,,,,
[x],eslr-sit3west-ext.cvshealth.com,45.223.19.220,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,x8w692o.impervadns.net,,True,incapsula,,,,,,
[x],executiveinsights.cvshealth.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"executiveinsights-aetnao365.msappproxy.net, fabb61b8-3afe-4e75-b934-a47f782b8cd7.tenant.runtime.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,
[x],express.cvs.com,88.221.168.175,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"express.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],ext1.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],external-dev-ste-ms.cvshealth.com,34.149.1.51,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],external-qa-ste-ms.cvshealth.com,34.149.28.113,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],exteslsvc-dev1-east.cvs.com,12.46.112.187,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],exteslsvc-sit1-east.cvs.com,12.46.112.188,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],exteslsvc.cvs.com,12.46.114.245,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],extportal1.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],extportal2.cvs.com,12.46.119.138,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],extranet.cvs.com,12.15.136.182,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
