new,host,a,soa,status_code,ns,txt,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,caa
,ecb.traveloka.com,,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1176.awsdns-19.org, ns-1618.awsdns-10.co.uk, ns-239.awsdns-29.com, ns-758.awsdns-30.net",,,,,,,,,
,employeereferral.traveloka.com,142.251.163.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c1b::79,ghs.googlehosted.com,,,,,,
,ewl.traveloka.com,,"ns-1769.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-645.awsdns-16.net, ns-1769.awsdns-29.co.uk, ns-46.awsdns-05.com, ns-1125.awsdns-12.org",,,,,,,,,
,explore-test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,"13.32.99.84, 13.32.99.94, 13.32.99.107, 13.32.99.70","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,explore.traveloka.com,"52.76.102.187, 52.220.222.169","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1544.awsdns-01.co.uk, ns-185.awsdns-23.com, ns-893.awsdns-47.net, ns-1529.awsdns-63.org",,,,,,,,,
,finance.traveloka.com,142.250.74.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:827::2013,ghs.googlehosted.com,,,,,,
,finfo-api-qaccom1-inside.media.cfp.eci.traveloka.com,"18.66.122.11, 18.66.122.31, 18.66.122.48, 18.66.122.93","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,flower14.staging04nokia.cfp.eci.traveloka.com,"143.204.231.42, 143.204.231.94, 143.204.231.38, 143.204.231.18","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,fspfmfe.fsp.traveloka.com,"108.157.229.18, 108.157.229.28, 108.157.229.83, 108.157.229.118","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,fspodfe.fsp.traveloka.com,"18.66.112.5, 18.66.112.43, 18.66.112.49, 18.66.112.23","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,gaf.traveloka.com,1.1.1.1,"ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1072.awsdns-06.org, ns-1690.awsdns-19.co.uk, ns-476.awsdns-59.com, ns-697.awsdns-23.net",,,,,,,,,
,gmf.traveloka.com,,"ns-1300.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-741.awsdns-28.net, ns-1300.awsdns-34.org, ns-1938.awsdns-50.co.uk, ns-450.awsdns-56.com",,,,,,,,,
,gvood-fe.gvo.traveloka.com,"143.204.231.49, 143.204.231.18, 143.204.231.70, 143.204.231.47","ns-1774.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,hcn.traveloka.com,,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1275.awsdns-31.org, ns-1556.awsdns-02.co.uk, ns-5.awsdns-00.com, ns-831.awsdns-39.net",,,,,,,,,
,health.xxt.traveloka.com,"13.32.99.94, 13.32.99.70, 13.32.99.107, 13.32.99.84","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,hnetstatic-staging07.traveloka.com,,,NOERROR,,,,,,,,,,
,hnetstatic-staging14.bpng.eci.traveloka.com,"18.66.147.65, 18.66.147.101, 18.66.147.83, 18.66.147.32","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,inf.traveloka.com,,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1319.awsdns-36.org, ns-1805.awsdns-33.co.uk, ns-199.awsdns-24.com, ns-840.awsdns-41.net",,,,,,,,,
,internal-id.ath.traveloka.com,"108.157.4.53, 108.157.4.54, 108.157.4.109, 108.157.4.23","ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,internal.xxt.traveloka.com,"18.66.122.20, 18.66.122.86, 18.66.122.104, 18.66.122.3","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,ipg.web.traveloka.com,"52.76.240.61, 54.169.178.16, 52.74.202.214","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,itinerary-api.trp.traveloka.com,"15.197.179.151, 3.33.181.204","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,leaderboard-api.gmf.traveloka.com,"76.223.115.193, 13.248.235.2","ns-1300.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,location.loc.traveloka.com,"52.220.170.1, 52.220.122.204","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-location.loc.traveloka.com,,,,,,
,locgepa.loc.traveloka.com,"54.179.238.246, 52.76.157.195, 54.169.225.210","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-locgepa.loc.traveloka.com,,,,,,
,m-staging02.traveloka.com,,,NOERROR,,,,,,,,,,
,m-staging03.traveloka.com,,,NOERROR,,,,,,,,,,
,m-staging19.traveloka.com,,,NOERROR,,,,,,,,,,
,m.corporates.ctv.traveloka.com,,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,m.traveloka.com,"143.204.89.12, 143.204.89.85, 143.204.89.4, 143.204.89.98","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1513.awsdns-61.org, ns-1858.awsdns-40.co.uk, ns-320.awsdns-40.com, ns-578.awsdns-08.net",,,m.web.traveloka.com,True,cloudfront,,,,
,mail.traveloka.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,ghs.googlehosted.com,,,,,,
,management-api.ctv.traveloka.com,"54.179.127.166, 52.74.145.90","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-management-api.ctv.traveloka.com,,,,,,
,matchmaking-acceptance2-coinbase.mstd.eci.traveloka.com,"108.138.64.86, 108.138.64.103, 108.138.64.29, 108.138.64.50","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,mb7323nside.gsm-purple.cfp.eci.traveloka.com,"18.66.122.31, 18.66.122.48, 18.66.122.93, 18.66.122.11","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,mchtool-fe.mch.traveloka.com,"52.222.174.116, 52.222.174.52, 52.222.174.46, 52.222.174.122","ns-1115.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,mediavendor.traveloka.com,,,NOERROR,,,,,,,,,,
,mfcnotif.mfc.traveloka.com,"108.137.171.10, 108.137.173.134, 43.218.49.216","ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mfm.traveloka.com,,"ns-1122.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1122.awsdns-12.org, ns-1557.awsdns-02.co.uk, ns-345.awsdns-43.com, ns-645.awsdns-16.net",,,,,,,,,
,mgmt.ath.traveloka.com,"54.172.234.149, 54.89.26.224, 35.172.14.147","ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mobi1ws10.cfp.eci.traveloka.com,"18.172.153.68, 18.172.153.31, 18.172.153.96, 18.172.153.83","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1176.awsdns-19.org, ns-2021.awsdns-60.co.uk, ns-8.awsdns-01.com, ns-882.awsdns-46.net",,,,True,cloudfront,,,,
,mobileci.traveloka.com,207.254.58.235,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-859.awsdns-43.net, ns-1456.awsdns-54.org, ns-2031.awsdns-61.co.uk, ns-269.awsdns-33.com",,,,,,,,,
,msoid.traveloka.com,"20.190.159.64, 20.190.159.2, 20.190.159.4, 20.190.159.75, 20.190.159.23, 20.190.159.71, 40.126.31.69, 40.126.31.73","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",True,azure,,,,
,mstd.eci.traveloka.com,"108.138.51.26, 108.138.51.127, 108.138.51.10, 108.138.51.78","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,nanexpress.cfp.eci.traveloka.com,"18.66.122.48, 18.66.122.93, 18.66.122.11, 18.66.122.31","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,northamery6fnside.media-svc.mstd.eci.traveloka.com,"52.222.236.125, 52.222.236.99, 52.222.236.83, 52.222.236.70","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,o1.mailer.traveloka.com,208.117.56.23,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,o2.mailer.traveloka.com,167.89.21.77,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,od.dlv.traveloka.com,"108.157.229.90, 108.157.229.32, 108.157.229.43, 108.157.229.126","ns-1376.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,od.loc.traveloka.com,"108.157.229.57, 108.157.229.10, 108.157.229.39, 108.157.229.33","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,ora.eci.traveloka.com,,"ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ora.ecir-feytqf-g9ywpz.bpng.eci.traveloka.com,"18.66.147.101, 18.66.147.32, 18.66.147.83, 18.66.147.65","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,origin-alt-search-api.acd.traveloka.com,"99.83.131.161, 75.2.67.189","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-ancillary-api.fpr.traveloka.com,"99.83.244.206, 75.2.9.88","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api-b2b.afc.traveloka.com,"52.74.237.9, 18.136.133.38","ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.bus.traveloka.com,"18.138.143.58, 54.255.122.7, 18.138.33.240","ns-1628.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.cnm.traveloka.com,"76.223.48.42, 13.248.170.99","ns-1740.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.cnt.traveloka.com,"52.76.18.22, 52.76.227.79, 52.220.47.140","ns-1561.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.ctv.traveloka.com,"52.220.146.13, 54.255.129.25","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.gtr.traveloka.com,"18.138.33.240, 18.138.143.58, 54.255.122.7","ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.gvo.traveloka.com,"54.255.162.28, 13.215.204.241","ns-1774.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.hcn.traveloka.com,"3.33.214.217, 15.197.191.103","ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.ins.traveloka.com,"52.222.236.66, 52.222.236.105, 52.222.236.82, 52.222.236.87","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,origin-api.pay.traveloka.com,"52.223.7.28, 35.71.168.70","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.ppr.traveloka.com,"18.139.136.238, 13.214.77.131","ns-1871.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.pts.traveloka.com,"13.248.243.22, 76.223.111.165","ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.trn.traveloka.com,"54.255.122.7, 18.138.143.58, 18.138.33.240","ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.ugc.traveloka.com,,"ns-41.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.vcp.traveloka.com,"99.83.219.206, 75.2.53.159","ns-799.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.xpe.traveloka.com,"15.197.246.168, 3.33.216.140","ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-api.xxt.traveloka.com,"52.220.180.197, 54.179.167.0, 54.255.204.164","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-astbi.ast.traveloka.com,"76.223.107.129, 13.248.241.212","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-astcnt.ast.traveloka.com,"54.255.181.34, 18.139.56.249, 54.169.195.219","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1393.awsdns-46.org, ns-1688.awsdns-19.co.uk, ns-314.awsdns-39.com, ns-536.awsdns-03.net",,,,,,,,,
,origin-bestprice-api.acd.traveloka.com,13.228.54.27,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-book-api.acd.traveloka.com,"52.76.211.49, 13.213.231.232","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-book-api.ast.traveloka.com,"52.74.84.136, 54.255.6.177","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-bundle-api.acd.traveloka.com,"99.83.243.187, 75.2.70.130","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-checkin-api.fpr.traveloka.com,"15.197.230.109, 3.33.217.220","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1101.awsdns-09.org, ns-1825.awsdns-36.co.uk, ns-303.awsdns-37.com, ns-974.awsdns-57.net",,,,,,,,,
,origin-content-api.acd.traveloka.com,"52.220.64.83, 54.251.106.160, 13.250.68.26","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-content-api.ast.traveloka.com,"52.76.188.253, 52.220.117.236","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-discovery-api.fpr.traveloka.com,"99.83.221.199, 75.2.64.84","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-dlvpapi.dlv.traveloka.com,,"ns-1376.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-location.loc.traveloka.com,"52.220.122.204, 52.220.170.1","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-locgepa.loc.traveloka.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-management-api.ctv.traveloka.com,"54.179.127.166, 52.74.145.90","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-papi.con.traveloka.com,"3.33.233.60, 15.197.196.133","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-papi.ebi.traveloka.com,"99.86.4.113, 99.86.4.27, 99.86.4.48, 99.86.4.82","ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,origin-postbooking-api.acd.traveloka.com,"52.74.72.53, 13.250.69.160","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-room-api.acd.traveloka.com,,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-search-api.acd.traveloka.com,"52.77.134.95, 18.136.174.111, 52.77.97.174","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-secure-api-mfops.mfc.traveloka.com,"43.218.65.168, 108.136.35.38, 108.136.83.147","ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-status-api.fpr.traveloka.com,"54.254.168.190, 52.77.178.232","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-supply-api.fpr.traveloka.com,"18.66.122.18, 18.66.122.27, 18.66.122.31, 18.66.122.120","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,origin-tdm-api.fpr.traveloka.com,"15.197.135.104, 3.33.145.228","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-weather.loc.traveloka.com,"3.1.158.187, 3.1.95.38","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,origin-www-tera.ast.traveloka.com,"52.221.124.253, 52.76.45.122, 54.251.143.206","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,papi.con.traveloka.com,"15.197.196.133, 3.33.233.60","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-papi.con.traveloka.com,,,,,,
,partner.traveloka.com,"18.66.122.77, 18.66.122.11, 18.66.122.16, 18.66.122.86","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-864.awsdns-44.net, ns-1833.awsdns-37.co.uk, ns-403.awsdns-50.com, ns-1119.awsdns-11.org",,,,True,cloudfront,,,,
,pay.traveloka.com,"205.251.193.251, 205.251.194.100, 205.251.197.229, 205.251.198.29","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-507.awsdns-63.com, ns-612.awsdns-12.net, ns-1509.awsdns-60.org, ns-1565.awsdns-03.co.uk",,,,,,,,,
,payod.pay.traveloka.com,"52.85.242.112, 52.85.242.82, 52.85.242.21, 52.85.242.75","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,pbs.cnt.traveloka.com,,"ns-1561.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,pom-api.fsp.traveloka.com,"13.32.99.107, 13.32.99.37, 13.32.99.95, 13.32.99.101","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,pompom.traveloka.com,"52.222.236.107, 52.222.236.24, 52.222.236.25, 52.222.236.65","ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1289.awsdns-33.org, ns-156.awsdns-19.com, ns-1673.awsdns-17.co.uk, ns-783.awsdns-33.net",,,,True,cloudfront,,,,
,pprtool.gtr.traveloka.com,"18.66.122.78, 18.66.122.100, 18.66.122.15, 18.66.122.68","ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,pps.traveloka.com,,"ns-1283.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1283.awsdns-32.org, ns-1879.awsdns-42.co.uk, ns-445.awsdns-55.com, ns-704.awsdns-24.net",,,,,,,,,
,presearch-api.acd.traveloka.com,,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1157.awsdns-16.org, ns-1727.awsdns-23.co.uk, ns-454.awsdns-56.com, ns-671.awsdns-19.net",,,origin-presearch-api.acd.traveloka.com,,,,,,
,press.traveloka.com,,"ns-1703.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,pricing.xps.traveloka.com,"13.227.219.113, 13.227.219.11, 13.227.219.67, 13.227.219.68","ns-1741.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,priority-api.usr.traveloka.com,"76.223.115.193, 13.248.235.2","ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,provider.ebi.traveloka.com,"52.220.235.107, 18.141.21.181","ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,provider.gtr.traveloka.com,"52.220.5.100, 54.179.28.236","ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,pts.traveloka.com,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1170.awsdns-18.org, ns-1701.awsdns-20.co.uk, ns-312.awsdns-39.com, ns-774.awsdns-32.net",,,,,,,,,
,ptsod-fe.pts.traveloka.com,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,qsrm.eci.traveloka.com,"65.9.55.28, 65.9.55.108, 65.9.55.19, 65.9.55.2","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,recon.eci.traveloka.com,"13.225.78.85, 13.225.78.82, 13.225.78.62, 13.225.78.68","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,refercontentstaging07.ng.gtr.bustool.m2mnokie.internal.xxt.traveloka.com,"18.66.122.20, 18.66.122.3, 18.66.122.86, 18.66.122.104","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,refund-api.ctv.traveloka.com,"54.179.127.166, 52.74.145.90","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-management-api.ctv.traveloka.com,,,,,,
,rewards.partner.traveloka.com,"143.204.89.64, 143.204.89.60, 143.204.89.79, 143.204.89.118","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,room-api.acd.traveloka.com,"13.228.143.233, 54.151.244.129, 52.77.93.231","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-room-api.acd.traveloka.com,,,,,,
,search-api.acd.traveloka.com,"52.77.97.174, 52.77.134.95, 18.136.174.111","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-search-api.acd.traveloka.com,,,,,,
,search-api.apr.traveloka.com,"18.136.174.111, 52.77.134.95, 52.77.97.174","ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-search-api.acd.traveloka.com,,,,,,
,search-api.ctv.traveloka.com,"52.74.145.90, 54.179.127.166","ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-management-api.ctv.traveloka.com,,,,,,
,secure.pay.traveloka.com,,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,shoppingcart-api.trp.traveloka.com,"3.33.141.230, 15.197.143.171","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,sls-biz.xxt.traveloka.com,,"ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,srs.traveloka.com,,"ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1127.awsdns-12.org, ns-1867.awsdns-41.co.uk, ns-48.awsdns-06.com, ns-737.awsdns-28.net",,,,,,,,,
,ss-docs.gfstestnokin-apianllary.gsm-purple.cfp.eci.traveloka.com,"18.66.122.31, 18.66.122.11, 18.66.122.93, 18.66.122.48","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,stage03test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,,"ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,status-api.fpr.traveloka.com,"52.77.178.232, 54.254.168.190","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1101.awsdns-09.org, ns-1825.awsdns-36.co.uk, ns-303.awsdns-37.com, ns-974.awsdns-57.net",,,,,,,,,
,supply-api.fpr.traveloka.com,"13.226.153.19, 13.226.153.114, 13.226.153.89, 13.226.153.104","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tdm-api.fpr.traveloka.com,"3.33.145.228, 15.197.135.104","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,tera-id.ath.traveloka.com,"18.66.233.30, 18.66.233.116, 18.66.233.16, 18.66.233.26","ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tera.traveloka.com,"52.221.124.253, 52.76.45.122, 54.251.143.206","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"www-tera.ast.traveloka.com, origin-www-tera.ast.traveloka.com",,,,,,
,teraapi.ast.traveloka.com,"54.255.181.34, 18.139.56.249, 54.169.195.219","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-astcnt.ast.traveloka.com,,,,,,
,teraapi.traveloka.com,"54.255.181.34, 18.139.56.249, 54.169.195.219","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"teraapi.ast.traveloka.com, origin-astcnt.ast.traveloka.com",,,,,,
,test-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,"13.32.99.94, 13.32.99.84, 13.32.99.70, 13.32.99.107","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,thumbnail-test-6beca6a5ba0d-portal-coinbase.health.xxt.traveloka.com,"18.172.153.102, 18.172.153.81, 18.172.153.110, 18.172.153.51","ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1303.awsdns-34.org, ns-1607.awsdns-08.co.uk, ns-229.awsdns-28.com, ns-630.awsdns-14.net",,,,True,cloudfront,,,,
