input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_self_signed,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_,tls_expired
iview-api-t.schiphol.nl,,404,,iview-api-t.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T04:05:49Z,2024-05-02T04:05:49Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,Microsoft Corporation,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,e11c852bc6f0cb3aa4a5e1e7465a77db,0706ecbf6645a0992f6ce7ed1cdf2fd0636103ac23d0e6814bc040b7776bb955,ctls,iview-api-t.schiphol.nl,443,https://iview-api-t.schiphol.nl:443,https,,,GET,20.52.181.225,/,-1840324437,20.52.181.225,,1,False,,True,True,azure,True,,,
iview-api.schiphol.nl,,404,,iview-api.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T04:05:49Z,2024-05-02T04:05:49Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,Microsoft Corporation,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,e11c852bc6f0cb3aa4a5e1e7465a77db,0706ecbf6645a0992f6ce7ed1cdf2fd0636103ac23d0e6814bc040b7776bb955,ctls,iview-api.schiphol.nl,443,https://iview-api.schiphol.nl:443,https,,,GET,20.52.181.225,/,-1840324437,20.52.181.225,,1,False,,True,True,azure,True,,,
iview-login-t.schiphol.nl,,404,,iview-login-t.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T04:05:49Z,2024-05-02T04:05:49Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,Microsoft Corporation,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,e11c852bc6f0cb3aa4a5e1e7465a77db,0706ecbf6645a0992f6ce7ed1cdf2fd0636103ac23d0e6814bc040b7776bb955,ctls,iview-login-t.schiphol.nl,443,https://iview-login-t.schiphol.nl:443,https,,,GET,20.52.181.225,/,-1840324437,20.52.181.225,,1,False,,True,True,azure,True,,,
iview-login.schiphol.nl,,404,,iview-login.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T04:05:49Z,2024-05-02T04:05:49Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,Microsoft Corporation,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,e11c852bc6f0cb3aa4a5e1e7465a77db,0706ecbf6645a0992f6ce7ed1cdf2fd0636103ac23d0e6814bc040b7776bb955,ctls,iview-login.schiphol.nl,443,https://iview-login.schiphol.nl:443,https,,,GET,20.52.181.225,/,-1840324437,20.52.181.225,,1,False,,True,True,azure,True,,,
iview.schiphol.nl,Sign in to your account,200,201846,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://iview.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-203293510,20.52.181.225,HSTS,174,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=43f4f916-4448-49c4-a796-58f9b3b7f78a&scope=openid&nonce=2ad154f2-6a23-438f-afd8-129387b7008b&redirect_uri=https%3a%2f%2fiview.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fiview.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22b09553ff-dbc2-4d58-975a-ac6281f98910%22%7d%23EndOfStateParam%23&client-request-id=b09553ff-dbc2-4d58-975a-ac6281f98910,,
kb.schiphol.nl,Sign in to your account,200,201914,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://kb.schiphol.nl:443,https,,text/html,GET,104.18.10.211,/,566218143,2606:4700::6812:bd3,HSTS,173,False,,,,cloudflare,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/v2.0/authorize?client_id=50b3efbc-941c-4098-9d62-36d4b8e0abce&redirect_uri=https://kb.schiphol.nl/auth&response_mode=form_post&response_type=id_token&scope=openid+profile&nonce=75281019300cab96f10f42ed7fb6f1ea&state=eab8daa72da026c17b0b386a537512a1,,
lab.iot.schiphol.nl,404 Not Found,404,548,lab.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,lab.iot.schiphol.nl,443,https://lab.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,566218143,20.67.126.43,HSTS,14,False,True,True,,,,,,
ldap.iot.schiphol.nl,404 Not Found,404,146,ldap.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,ldap.iot.schiphol.nl,443,https://ldap.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,1494302000,20.67.126.43,HSTS,8,False,True,True,,,,,,
learninghub-extern.schiphol.nl,Schiphol Learning Hub,200,14749,learninghub-extern.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-18T00:00:00Z,2023-06-09T23:59:59Z,"CN=learninghub-extern.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",learninghub-extern.schiphol.nl,Royal Schiphol Group N.V.,learninghub-extern.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a932ed979e79ff3254cbe8b494be414a,64051fd3e823ef5e74e00ab77e97adf446f4cc98c7097a14663a59b1466c500b,ctls,learninghub-extern.schiphol.nl,443,https://learninghub-extern.schiphol.nl:443,https,Class,text/html,GET,20.93.177.221,/,-1964135635,20.93.177.221,HSTS,479,False,,,,,,https://learninghub-extern.schiphol.nl/nl/ui,themes.googleusercontent.com,
lms.schiphol.nl,Sign in to your account,200,203522,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://lms.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-1117638981,20.52.181.225,HSTS,173,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=ae96891a-ac41-4fd8-85f0-14c7f08fa0c5&scope=openid&nonce=6078378c-efca-4b13-ba1c-2647d21e7464&redirect_uri=https%3a%2f%2flms.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2flms.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%222a46c198-482b-4289-9bb7-57a6efdcbf66%22%7d%23EndOfStateParam%23&client-request-id=2a46c198-482b-4289-9bb7-57a6efdcbf66,,
login.schiphol.nl,Schiphol | Start your journey well at our airport,200,204172,www.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-30T23:59:59Z,"CN=schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL, serialNumber=34029174, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",schiphol.nl,Royal Schiphol Group N.V.,www.schiphol.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ec2fbba696e7cf4bccec29fbb7918fdd,6a936b20fbb304fdcf0c8603627b8e184aaf6339e88b348658488354d7524f63,ctls,www.schiphol.nl,443,https://login.schiphol.nl:443,https,cloudflare,text/html,GET,104.17.235.88,/,-738705486,2606:4700::6811:ab37,Varnish,1706,False,,,,cloudflare,True,https://www.schiphol.nl/en/,s.ytimg.com,
lyncdiscover.schiphol.nl,,200,358,lyncdiscover.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.schiphol.nl,443,https://lyncdiscover.schiphol.nl:443,https,,application/json,GET,52.112.196.45,/,1361884024,2603:1027:0:48::21,Azure,1,False,,True,True,,,,,
maps.schiphol.nl,,200,269,maps.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-17T23:59:59Z,"CN=*.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",*.schiphol.nl,Royal Schiphol Group N.V.,schiphol.nl,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,925667be9517e713521af7a47c8aa3c7,b552e31ecb5dd8e333ef62bd9e736e0a0bb6345c877a570ef07ee648d6cbb3cf,ctls,maps.schiphol.nl,443,https://maps.schiphol.nl:443,https,Microsoft-IIS/10.0,text/html,GET,145.35.195.64,/,2005776419,145.35.195.64,Windows Server,2,False,,,True,,,,url='https://maps.schiphol.nl/portal/apps/sites/#/schipholmaps',
marketing.schiphol.com,Schiphol | Start your journey well at our airport,200,204172,www.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-30T23:59:59Z,"CN=schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL, serialNumber=34029174, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",schiphol.nl,Royal Schiphol Group N.V.,www.schiphol.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ec2fbba696e7cf4bccec29fbb7918fdd,6a936b20fbb304fdcf0c8603627b8e184aaf6339e88b348658488354d7524f63,ctls,www.schiphol.nl,443,https://marketing.schiphol.com:443,https,cloudflare,text/html,GET,207.189.124.56,/,-1840324437,207.189.124.56,Varnish,1706,False,,,,,,https://www.schiphol.nl/en/,*.schiphol.dev,
mft.schiphol.nl,,200,6158,mft.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=mft.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",mft.schiphol.nl,Royal Schiphol Group N.V.,www.mft.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a7885497c4526d9649a36d1d060f98dc,0968325ac0fd612a14f0fc756c03aa4c79398ef018be36eb6dd15a6b99594835,ctls,mft.schiphol.nl,443,https://mft.schiphol.nl:443,https,SecureTransport 5.5-20220127 (build: 3073) - Linux,text/html,GET,20.31.208.152,/,346331862,20.31.208.152,HSTS,61,False,,,,,,,,
middleware-test.ecd.schiphol.nl,,404,60,middleware-test.ecd.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=middleware-test.ecd.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",middleware-test.ecd.schiphol.nl,Royal Schiphol Group N.V.,www.middleware-test.ecd.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7a1bdb6b5fec8bb35665112b769c85c5,732f7ad722a209b7a705b1578021207a12e1dc64359d865a8081aba014f03636,ctls,middleware-test.ecd.schiphol.nl,443,https://middleware-test.ecd.schiphol.nl:443,https,,application/json,GET,20.73.222.199,/,1390603384,20.73.222.199,,1,False,,,,,,,,
msoid.schiphol.nl,Sign in to your account,200,203638,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://msoid.schiphol.nl:443,https,,text/html,GET,40.126.32.68,/,-1840324437,40.126.32.140,HSTS,174,False,,,,azure,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638195080673925366.ZGRmMzQ1ZDgtYjA5NC00ODZlLWFmMDAtOWUxNzU0Yzc4N2Y5OWJmNmZkMDktYWYzNC00NDEzLTllMzctMGY5OGU1NDExMjIx&ui_locales=en-US&mkt=en-US&state=7APBj02xCpGlZOJ9sc8DImE_fkKZc3__MoBQI0hud2U4ZLP-aXwyCf1_p0KdqW7rN_7YQ0wfXsazO4ejyj4xNpySEdge28Y2jlv_rAjm8ZzMKU7CXtBSYJN-J3aXXoMoXDfqzDOeDJ12FMueS9xvEoyjGw7sCCtmOFJfXKYJSK8JOdoPNZkM2juuD0BowpRE6sESV4AnbPYPkRjWviyXsecm4qsyHXAMW5WYfqfNw3q1DDjDQcFufzika01GtZjmCp2Of7sFh_JtSd6Xk8Nfvw&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,
nasmes.iot.schiphol.nl,404 Not Found,404,548,nasmes.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,nasmes.iot.schiphol.nl,443,https://nasmes.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,566218143,20.67.126.43,HSTS,14,False,True,True,,,,,,
news.schiphol.com,Newsroom Schiphol,200,100105,news.schiphol.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-25T00:00:00Z,2024-02-13T23:59:59Z,"CN=news.schiphol.com, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",news.schiphol.com,Royal Schiphol Group N.V.,www.news.schiphol.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,7390e3dbd01a42823ced3dbc23cae365,a6b7f90425bce0f536cc24db6c5135229c72f5f489619a7d8179b5c8295acb3e,ctls,news.schiphol.com,443,https://news.schiphol.com:443,https,,text/html,GET,54.228.46.27,/,980198427,2a01:578:3::3412:c757,HSTS,1396,False,,,,,,,,
nomos.schiphol.nl,NOMOS online (NL),200,7077,noiselab.casper.aero,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T09:27:29Z,2023-07-09T09:27:28Z,CN=noiselab.casper.aero,noiselab.casper.aero,,nomos.schiphol.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,778834b06b543525567deb6e45d28ad8,be49f864225e96ec58c5688c14ace1a7d0837396aeefd3fdafd0d8cf1e0eb999,ctls,noiselab.casper.aero,443,https://nomos.schiphol.nl:443,https,Apache,text/html,GET,94.75.198.105,/,499637152,94.75.198.105,HSTS,101,False,,,,,,https://noiselab.casper.aero/ams/,,
ops.schiphol.nl,Redirecting,200,156871,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://ops.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-1052431329,20.52.181.225,HSTS,86,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=aac50401-24c0-4531-8bf7-75625277d3f3&scope=openid&nonce=2fdc124d-9f7e-40cb-a515-5cfbe432c0f2&redirect_uri=https%3a%2f%2fops.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fops.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2213652553-cf79-4644-b07c-8ebfce627bb5%22%7d%23EndOfStateParam%23&client-request-id=13652553-cf79-4644-b07c-8ebfce627bb5,,
orchestrator-acc.rpa.schiphol.nl,UiPath,200,1079,identityserver-acc.rpa.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,2023-07-19T23:59:59Z,"CN=orchestrator-acc.rpa.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",orchestrator-acc.rpa.schiphol.nl,Royal Schiphol Group N.V.,webhookservice-acc.rpa.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,852c993e3da7270c16d188d4aa20e8d2,22f957348c3a9a407edbb583ccb18a5cd39c14d932de9917fd82637a0405fe0b,ctls,identityserver-acc.rpa.schiphol.nl,443,https://orchestrator-acc.rpa.schiphol.nl:443,https,,text/html,GET,20.82.63.68,/,,20.82.63.68,Microsoft ASP.NET,30,False,,,,,,https://identityserver-acc.rpa.schiphol.nl/identity/?returnUrl=%2Fidentity%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3D6e89446b-825a-457b-8ea1-cc461a54fdf0%26redirect_uri%3Dhttps%253A%252F%252Forchestrator-acc.rpa.schiphol.nl%252Fsigninsystemopenidconnect%26response_type%3Dcode%2520id_token%26scope%3Dopenid%2520profile%2520email%26response_mode%3Dform_post%26nonce%3D638195080676704556.YmM4ZDQ0NTItNWJhOC00OGU2LWI5YWUtNzM3MzY1NDNiYzZjZTVmNzg1ZGEtMTczNC00MTUyLTg4OWQtMTgxYzBjY2Y4OTJm%26state%3DCfDJ8IwVtG2fnPxCqGejizERhtWaVmSQ1I3V8TeROWIC4oSG9bOIO9U1oWufGtXaQOKaxmftEUQIeRxm_74SORhT5ajMYcBDtAY8c77KlIzMNXD6lL8N72A-ofpZGGfcvmPtWFEpRrs-Y555yTnS0tHSKhJ_PcBjvW07DTf6jn-U4whJ-XXaml_uvxlmW7wvLaHRFyXttQqboliacqEuj05Mtafr18rIOanVGKUkxDMOfdUKzbAa0wQhuq8PT9lLoVJDu68bIrmKMnhdDvp1gaL-Y4RV_tAsZXSGeG00NUF-2AsSQ3lKZN0PtwL9YaytkiPG5qk8ztr745SsG9eCPo4jeCBB3V906RSezxV_yBqurswj2OqrnQKjYq7wm-5ef8lXtSwPIybuaWkt9QlUAvBNKU6F37Mn2qZhKmhvu7oKA-OTC8712UeTvpfsRwxXGQxvOA%26x-client-SKU%3DID_NETSTANDARD2_0%26x-client-ver%3D5.5.0.0,,
orchestrator-test.rpa.schiphol.nl,UiPath,200,1079,identityserver-test.rpa.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,2023-07-11T23:59:59Z,"CN=orchestrator-test.rpa.schiphol.nl, O=Schiphol Telematics B.V., L=Schiphol, C=NL",orchestrator-test.rpa.schiphol.nl,Schiphol Telematics B.V.,webhookservice-test.rpa.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,078ba7cf6fb6f0e36ed28702cb73a6de,368f7030311155fb873babfe9d265b94f0ad70a967c2305f6a4f823f0c927010,ctls,identityserver-test.rpa.schiphol.nl,443,https://orchestrator-test.rpa.schiphol.nl:443,https,,text/html,GET,51.105.194.58,/,-1206121730,51.105.194.58,Microsoft ASP.NET,30,False,,,,azure,True,https://identityserver-test.rpa.schiphol.nl/identity/?returnUrl=%2Fidentity%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3D50a86d5e-e959-46e1-824e-12bd746a7414%26redirect_uri%3Dhttps%253A%252F%252Forchestrator-test.rpa.schiphol.nl%252Fsigninsystemopenidconnect%26response_type%3Dcode%2520id_token%26scope%3Dopenid%2520profile%2520email%26response_mode%3Dform_post%26nonce%3D638195080676775119.ODJmMzJkZTctNGU1Mi00ZTc0LTlkN2MtYWI2YjkxYzRjNDcwMTUyODU1ZGItZTFhNC00NTQ1LWE0YzMtOTk1ODZmODdlMmEx%26state%3DCfDJ8IdVum2G-PpOpCv0Vftpuw1yKPJLrr2a6p3WQBJRRkm4JXNl1Ngkgdrhq5TSz-otKQ093AjfAgsE-LnkHMlFZAiNu6DTZ4jpI4xokDDI5vQcTGq5Tox8CVjAydqRovfghox5-tjRN9x6LjMNlNZnss3kX6Q5a2N1AiVFVdtXjmtJDuPHSxp9xCjnn03pKTledryjr4PfycDp5MkR-WdSaEncPQAsjJfOjSTDERme8pgVLPHXxSJRTCdnRQdJnGNCZKZuyT7ZPS3gtXui7i2vj_syR976HFtXc8oLM9QfD0ihkYkt1cJLjNpjN0_tn1VivFmnz8ihcyTeZEHRGb3n3_oZerA65yKYTqCpUw-fQzBbko8azGjOc_TS0EFApUM70fl616HmH-kZAaJhOooai0pT81y1EmGMEAnzq49IAhPVhs-wQs2FhzT0Jite2godYQ%26x-client-SKU%3DID_NETSTANDARD2_0%26x-client-ver%3D5.5.0.0,,
